commodity,country,year,unit,quantity,value,q_tier,v_tier,n_volumes,n_agree
wood-furniture-hardwoods,mexico,1877,tons,3005,9925,C,B,1,1
wood-furniture-hardwoods,mexico,1878,tons,1974,16646,B,B,1,1
wood-furniture-hardwoods,mexico,1883,tons,27532,285442,B,B,1,1
wood-furniture-hardwoods,mexico,1889,tons,1783,14977,B,B,1,1
wood-furniture-hardwoods,other british possessions,1889,tons,160,1257,B,B,1,1
wood-furniture-hardwoods,other countries,1877,tons,4278,43906,B,B,1,1
wood-furniture-hardwoods,other countries,1878,tons,4215,42075,B,B,1,1
wood-furniture-hardwoods,other countries,1879,tons,6082,51539,B,C,1,1
wood-furniture-hardwoods,other countries,1880,tons,3780,36543,B,B,1,1
wood-furniture-hardwoods,other countries,1883,tons,157,1310,B,B,1,1
wood-furniture-hardwoods,other foreign countries,1889,tons,813,7802,B,B,1,1
wood-furniture-hardwoods,russia,1877,tons,2607,27173,B,B,1,1
wood-furniture-hardwoods,russia,1878,tons,3175,30666,B,B,1,1
wood-furniture-hardwoods,russia,1883,tons,5031,63380,B,B,1,1
wood-furniture-hardwoods,russia,1889,tons,5435,60456,B,B,1,1
wood-furniture-hardwoods,spain,1883,tons,103,1006,B,B,1,1
wood-furniture-hardwoods,spanish west india islands,1877,tons,1535,11959,B,B,1,1
wood-furniture-hardwoods,spanish west india islands,1878,tons,190,1734,B,B,1,1
wood-furniture-hardwoods,spanish west india islands,1880,tons,2288,19929,B,B,1,1
wood-furniture-hardwoods,spanish west india islands,1883,tons,4229,39803,B,B,1,1
wood-furniture-hardwoods,spanish west india islands,1889,tons,2004,14945,B,B,1,1
wood-furniture-hardwoods,turkey,1877,tons,1980,20979,B,B,1,1
wood-furniture-hardwoods,turkey,1878,tons,1188,12034,B,B,1,1
wood-furniture-hardwoods,turkey,1879,tons,5032,55021,B,B,1,1
wood-furniture-hardwoods,turkey,1880,tons,2712,34689,B,B,1,1
wood-furniture-hardwoods,turkey,1883,tons,7293,72242,B,B,1,1
wood-furniture-hardwoods,turkey,1889,tons,1644,16927,B,B,1,1
wood-furniture-hardwoods,united states of america,1877,tons,8884,74250,B,B,1,1
wood-furniture-hardwoods,united states of america,1878,tons,6582,57531,B,B,1,1
wood-furniture-hardwoods,united states of america,1879,tons,9134,80822,B,B,1,1
wood-furniture-hardwoods,united states of america,1880,tons,11389,96607,B,B,1,1
wood-furniture-hardwoods,united states of america,1883,tons,27091,236023,B,B,1,1
wood-furniture-hardwoods,united states of america,1889,tons,48712,356566,B,B,1,1
wood-furniture-hardwoods,united states of colombia,1883,tons,203,1624,B,B,1,1
wood-furniture-hardwoods,venezuela,1883,tons,783,4055,B,B,1,1
wood-furniture-hardwoods,venezuela,1889,tons,457,2125,B,B,1,1
wood-furniture-hardwoods,west africa not distinguished,1880,tons,1733,14872,B,B,1,1
wood-furniture-hardwoods,west coast of africa foreign,1877,tons,2191,19179,B,B,1,1
wood-furniture-hardwoods,west coast of africa not particularly designated,1883,tons,1441,11102,B,B,1,1
wood-furniture-hardwoods,west coast of africa not particularly designated,1889,tons,862,6233,B,B,1,1
wood-hewn-fir,australasia,1893,loads,97,590,B,B,1,1
wood-hewn-fir,australasia,1894,loads,214,1238,A,A,3,3
wood-hewn-fir,australasia,1895,loads,100,629,A,B,2,1
wood-hewn-fir,australasia,1896,loads,805,4592,A,B,2,1
wood-hewn-fir,australasia,1897,loads,769,4332,A,B,2,1
wood-hewn-fir,australasia,1898,loads,2154,12000,B,B,1,1
wood-hewn-fir,belgium,1883,loads,1395,2590,B,B,1,1
wood-hewn-fir,belgium,1884,loads,2685,4132,C,B,1,1
wood-hewn-fir,belgium,1885,loads,2373,2782,B,B,1,1
wood-hewn-fir,belgium,1887,loads,899,908,B,B,1,1
wood-hewn-fir,belgium,1888,tons,17809,112902,B,B,1,1
wood-hewn-fir,belgium,1892,loads,250,1414,B,B,1,1
wood-hewn-fir,canada,1872,loads,340943,1307505,B,B,1,1
wood-hewn-fir,canada,1873,loads,247679,1093152,B,B,1,1
wood-hewn-fir,canada,1874,loads,320971,1314591,C,B,1,1
wood-hewn-fir,canada,1875,loads,257514,987202,B,B,1,1
wood-hewn-fir,canada,1876,loads,349310,1342692,C,B,1,1
wood-hewn-fir,canada,1877,loads,358421,1373044,B,B,1,1
wood-hewn-fir,canada,1878,loads,207104,703444,B,B,1,1
wood-hewn-fir,canada,1879,loads,131086,421602,C,B,1,1
wood-hewn-fir,canada,1880,loads,262663,1012210,B,B,1,1
wood-hewn-fir,canada,1881,loads,220379,888070,B,B,1,1
wood-hewn-fir,canada,1882,loads,196855,919154,B,B,1,1
wood-hewn-fir,canada,1883,loads,250838,1130117,B,B,1,1
wood-hewn-fir,canada,1884,loads,152590,635316,C,B,1,1
wood-hewn-fir,canada,1885,loads,168864,710418,B,B,1,1
wood-hewn-fir,canada,1886,loads,112590,481221,B,B,1,1
wood-hewn-fir,canada,1887,loads,116957,474249,B,B,1,1
wood-hewn-fir,canada,1889,loads,151519,745506,B,B,1,1
wood-hewn-fir,canada,1890,loads,121867,592092,B,B,1,1
wood-hewn-fir,canada,1891,loads,100824,444191,B,B,1,1
wood-hewn-fir,canada,1892,loads,120563,550855,B,B,1,1
wood-hewn-fir,canada,1893,loads,84354,390842,A,A,2,2
wood-hewn-fir,canada,1894,loads,69488,350261,A,A,3,3
wood-hewn-fir,canada,1895,loads,69927,306803,A,A,4,4
wood-hewn-fir,canada,1896,loads,80779,421008,A,A,4,2
wood-hewn-fir,canada,1897,loads,81669,420749,A,A,3,2
wood-hewn-fir,canada,1898,loads,54104,261512,B,A,2,2
wood-hewn-fir,canada,1899,loads,53861,275706,B,B,1,1
wood-hewn-fir,channel islands,1888,tons,234541,137509,B,B,1,1
wood-hewn-fir,denmark,1883,loads,479,798,B,B,1,1
wood-hewn-fir,denmark,1887,loads,988,1802,B,B,1,1
wood-hewn-fir,denmark,1893,loads,1347,1535,B,B,1,1
wood-hewn-fir,denmark,1894,loads,900,1015,A,A,2,2
wood-hewn-fir,denmark,1895,loads,2057,2395,A,A,4,3
wood-hewn-fir,denmark,1896,loads,1015,2029,A,A,3,3
wood-hewn-fir,denmark,1897,loads,650,1450,A,A,3,3
wood-hewn-fir,denmark,1898,loads,1440,1755,A,C,2,1
wood-hewn-fir,denmark,1899,loads,1786,2594,B,B,1,1
wood-hewn-fir,france,1872,loads,98345,112831,B,B,1,1
wood-hewn-fir,france,1873,loads,169264,220635,B,B,1,1
wood-hewn-fir,france,1874,loads,198649,238935,C,B,1,1
wood-hewn-fir,france,1875,loads,196459,215162,B,B,1,1
wood-hewn-fir,france,1876,loads,221764,235714,C,B,1,1
wood-hewn-fir,france,1877,loads,260128,273600,B,B,1,1
wood-hewn-fir,france,1878,loads,232451,238339,B,B,1,1
wood-hewn-fir,france,1879,loads,247949,250078,C,B,1,1
wood-hewn-fir,france,1880,loads,293117,295805,B,C,1,1
wood-hewn-fir,france,1881,loads,294997,292389,B,B,1,1
wood-hewn-fir,france,1882,loads,304618,306420,B,B,1,1
wood-hewn-fir,france,1883,loads,313229,348470,B,B,1,1
wood-hewn-fir,france,1884,loads,310588,336395,B,B,1,1
wood-hewn-fir,france,1885,loads,345531,325298,C,B,1,1
wood-hewn-fir,france,1886,loads,335801,276358,B,B,1,1
wood-hewn-fir,france,1887,loads,375014,295372,B,B,1,1
wood-hewn-fir,france,1888,tons,47268,63015,B,B,1,1
wood-hewn-fir,france,1889,loads,503079,432023,B,B,1,1
wood-hewn-fir,france,1890,loads,530335,442607,B,B,1,1
wood-hewn-fir,france,1891,loads,560544,449185,B,B,1,1
wood-hewn-fir,france,1892,loads,602662,466917,B,B,1,1
wood-hewn-fir,france,1893,loads,568622,421842,A,A,2,2
wood-hewn-fir,france,1894,loads,675865,513466,A,A,3,3
wood-hewn-fir,france,1895,loads,615662,459900,A,A,4,3
wood-hewn-fir,france,1896,loads,628246,483284,A,A,4,2
wood-hewn-fir,france,1897,loads,750796,573444,A,A,3,3
wood-hewn-fir,france,1898,loads,509412,398756,A,C,2,1
wood-hewn-fir,france,1899,loads,769865,600670,B,B,1,1
wood-hewn-fir,germany,1872,loads,226576,630256,B,B,1,1
wood-hewn-fir,germany,1873,loads,210874,720614,B,B,1,1
wood-hewn-fir,germany,1874,loads,237677,735299,C,B,1,1
wood-hewn-fir,germany,1875,loads,186604,503947,B,B,1,1
wood-hewn-fir,germany,1876,loads,203624,543599,C,B,1,1
wood-hewn-fir,germany,1877,loads,167191,471802,B,B,1,1
wood-hewn-fir,germany,1878,loads,186918,458250,B,B,1,1
wood-hewn-fir,germany,1879,loads,173996,395064,C,B,1,1
wood-hewn-fir,germany,1880,loads,225964,520919,B,B,1,1
wood-hewn-fir,germany,1881,loads,178601,418839,B,C,1,1
wood-hewn-fir,germany,1882,loads,251152,621386,B,B,1,1
wood-hewn-fir,germany,1883,loads,299727,665035,B,B,1,1
wood-hewn-fir,germany,1884,loads,229928,474267,C,B,1,1
wood-hewn-fir,germany,1885,loads,231817,453468,B,B,1,1
wood-hewn-fir,germany,1886,loads,124378,234387,B,B,1,1
wood-hewn-fir,germany,1887,loads,174797,313838,B,B,1,1
wood-hewn-fir,germany,1888,tons,680,4125,B,B,1,1
wood-hewn-fir,germany,1889,loads,243424,513406,B,C,1,1
wood-hewn-fir,germany,1890,loads,231463,458726,B,B,1,1
wood-hewn-fir,germany,1891,loads,242480,476941,C,C,1,1
wood-hewn-fir,germany,1892,loads,236594,427322,C,C,1,1
wood-hewn-fir,germany,1893,loads,170019,310782,A,A,2,2
wood-hewn-fir,germany,1894,loads,203560,381132,A,A,3,3
wood-hewn-fir,germany,1895,loads,191290,365138,A,A,4,4
wood-hewn-fir,germany,1896,loads,243532,468172,A,A,4,2
wood-hewn-fir,germany,1897,loads,311024,617153,A,A,3,3
wood-hewn-fir,germany,1898,loads,243328,565344,A,C,2,1
wood-hewn-fir,germany,1899,loads,212216,484904,B,B,1,1
wood-hewn-fir,greece,1888,tons,5102,16786,B,B,1,1
wood-hewn-fir,holland,1888,tons,12722,17004,B,B,1,1
wood-hewn-fir,italy,1888,tons,20678,141113,B,B,1,1
wood-hewn-fir,new zealand,1896,loads,805,4892,B,B,1,1
wood-hewn-fir,norway,1872,loads,228585,376939,B,B,1,1
wood-hewn-fir,norway,1873,loads,328704,705743,B,B,1,1
wood-hewn-fir,norway,1874,loads,269377,585536,C,B,1,1
wood-hewn-fir,norway,1875,loads,212988,370045,B,B,1,1
wood-hewn-fir,norway,1876,loads,310012,564614,C,B,1,1
wood-hewn-fir,norway,1877,loads,243615,411213,B,B,1,1
wood-hewn-fir,norway,1878,loads,248394,387928,B,B,1,1
wood-hewn-fir,norway,1879,loads,217069,328768,C,B,1,1
wood-hewn-fir,norway,1880,loads,338943,506142,B,B,1,1
wood-hewn-fir,norway,1881,loads,313948,453982,B,B,1,1
wood-hewn-fir,norway,1882,loads,316887,469911,B,B,1,1
wood-hewn-fir,norway,1883,loads,324015,175176,C,B,1,1
wood-hewn-fir,norway,1884,loads,332402,468795,B,B,1,1
wood-hewn-fir,norway,1885,loads,273781,358539,B,B,1,1
wood-hewn-fir,norway,1886,loads,261433,339953,B,B,1,1
wood-hewn-fir,norway,1887,loads,275209,341796,B,B,1,1
wood-hewn-fir,norway,1888,tons,23490,26119,B,B,1,1
wood-hewn-fir,norway,1889,loads,368995,532014,B,B,1,1
wood-hewn-fir,norway,1890,loads,326833,442174,B,B,1,1
wood-hewn-fir,norway,1891,loads,334467,433121,B,B,1,1
wood-hewn-fir,norway,1892,loads,380882,497074,B,B,1,1
wood-hewn-fir,norway,1893,loads,248972,330709,A,B,2,1
wood-hewn-fir,norway,1894,loads,272850,343919,A,A,3,3
wood-hewn-fir,norway,1895,loads,253331,315281,A,A,4,2
wood-hewn-fir,norway,1896,loads,265294,348530,A,A,4,3
wood-hewn-fir,norway,1897,loads,321931,438890,A,C,3,1
wood-hewn-fir,norway,1898,loads,263752,377163,C,B,2,1
wood-hewn-fir,norway,1899,loads,318678,457702,B,B,1,1
wood-hewn-fir,other british possessions,1885,loads,7,14,B,B,1,1
wood-hewn-fir,other british possessions,1888,tons,75,483,B,B,1,1
wood-hewn-fir,other british possessions,1890,loads,7,12,B,B,1,1
wood-hewn-fir,other british possessions,1892,loads,30,205,B,B,1,1
wood-hewn-fir,other british possessions,1893,loads,101,590,B,B,1,1
wood-hewn-fir,other british possessions,1895,loads,490,400,A,A,4,2
wood-hewn-fir,other british possessions,1896,loads,20,34,A,A,3,3
wood-hewn-fir,other british possessions,1899,loads,4320,4320,B,B,1,1
wood-hewn-fir,other countries,1872,loads,1927,4971,B,B,1,1
wood-hewn-fir,other countries,1873,loads,4690,10698,B,B,1,1
wood-hewn-fir,other countries,1874,loads,7947,14057,C,B,1,1
wood-hewn-fir,other countries,1875,loads,2458,5057,B,B,1,1
wood-hewn-fir,other countries,1876,loads,4338,16012,C,B,1,1
wood-hewn-fir,other countries,1877,loads,7393,10561,B,B,1,1
wood-hewn-fir,other countries,1878,loads,8865,9730,B,C,1,1
wood-hewn-fir,other countries,1879,loads,6398,6574,C,B,1,1
wood-hewn-fir,other countries,1880,loads,13191,13055,B,B,1,1
wood-hewn-fir,other countries,1881,loads,18876,21268,B,B,1,1
wood-hewn-fir,other countries,1882,loads,2146,4621,B,B,1,1
wood-hewn-fir,other countries,1883,loads,44,45,B,B,1,1
wood-hewn-fir,other countries,1884,loads,315,667,B,B,1,1
wood-hewn-fir,other foreign countries,1885,loads,779,965,B,B,1,1
wood-hewn-fir,other foreign countries,1886,loads,1699,2173,B,B,1,1
wood-hewn-fir,other foreign countries,1888,tons,128,1280,B,B,1,1
wood-hewn-fir,other foreign countries,1889,loads,1255,1455,B,B,1,1
wood-hewn-fir,other foreign countries,1890,loads,1148,1343,B,B,1,1
wood-hewn-fir,other foreign countries,1893,loads,1354,1600,C,B,1,1
wood-hewn-fir,other foreign countries,1894,loads,1250,1265,B,B,1,1
wood-hewn-fir,other foreign countries,1895,loads,1674,2703,B,B,1,1
wood-hewn-fir,other foreign countries,1896,loads,2206,3236,B,B,1,1
wood-hewn-fir,portugal,1888,tons,3086,14687,B,B,1,1
wood-hewn-fir,portugal,1895,loads,1250,1020,A,A,3,2
wood-hewn-fir,portugal,1896,loads,9934,7632,A,A,4,3
wood-hewn-fir,portugal,1897,loads,21089,15909,A,A,3,3
wood-hewn-fir,portugal,1898,loads,26685,21009,B,A,2,2
wood-hewn-fir,portugal,1899,loads,17819,14203,B,B,1,1
wood-hewn-fir,russia,1872,loads,249467,511071,B,B,1,1
wood-hewn-fir,russia,1873,loads,326004,738070,B,B,1,1
wood-hewn-fir,russia,1874,loads,479453,1091597,C,B,1,1
wood-hewn-fir,russia,1875,loads,285715,624430,B,B,1,1
wood-hewn-fir,russia,1876,loads,316350,676154,C,B,1,1
wood-hewn-fir,russia,1877,loads,365971,778021,B,B,1,1
wood-hewn-fir,russia,1878,loads,318919,640155,B,B,1,1
wood-hewn-fir,russia,1879,loads,171572,320396,C,B,1,1
wood-hewn-fir,russia,1880,loads,331012,630894,B,B,1,1
wood-hewn-fir,russia,1881,loads,224421,420145,B,B,1,1
wood-hewn-fir,russia,1882,loads,294065,594278,B,B,1,1
wood-hewn-fir,russia,1883,loads,267361,505752,B,B,1,1
wood-hewn-fir,russia,1884,loads,226800,395625,C,C,1,1
wood-hewn-fir,russia,1885,loads,210195,403673,B,B,1,1
wood-hewn-fir,russia,1886,loads,185465,283344,B,B,1,1
wood-hewn-fir,russia,1887,loads,238650,346259,B,B,1,1
wood-hewn-fir,russia,1889,loads,352129,620955,B,B,1,1
wood-hewn-fir,russia,1890,loads,301668,492714,B,B,1,1
wood-hewn-fir,russia,1891,loads,278143,440202,B,C,1,1
wood-hewn-fir,russia,1892,loads,318125,487298,B,B,1,1
wood-hewn-fir,russia,1893,loads,319739,466300,A,A,2,2
wood-hewn-fir,russia,1894,loads,372091,550155,A,A,3,3
wood-hewn-fir,russia,1895,loads,372122,560714,A,A,4,4
wood-hewn-fir,russia,1896,loads,406099,610864,A,A,4,4
wood-hewn-fir,russia,1897,loads,482526,748472,A,A,3,3
wood-hewn-fir,russia,1898,loads,456023,732501,A,B,2,1
wood-hewn-fir,russia,1899,loads,439357,732600,B,B,1,1
wood-hewn-fir,spain,1882,loads,21635,21569,B,B,1,1
wood-hewn-fir,spain,1883,loads,33316,33777,B,B,1,1
wood-hewn-fir,spain,1884,loads,53048,53011,B,B,1,1
wood-hewn-fir,spain,1885,loads,40503,39616,B,B,1,1
wood-hewn-fir,spain,1886,loads,37583,30133,B,B,1,1
wood-hewn-fir,spain,1887,loads,48541,37426,B,B,1,1
wood-hewn-fir,spain,1889,loads,42973,35333,B,B,1,1
wood-hewn-fir,spain,1890,loads,61462,50570,B,B,1,1
wood-hewn-fir,spain,1891,loads,64692,49545,B,B,1,1
wood-hewn-fir,spain,1892,loads,49264,37153,B,B,1,1
wood-hewn-fir,spain,1893,loads,47555,34576,A,A,2,2
wood-hewn-fir,spain,1894,loads,47853,35628,A,A,3,2
wood-hewn-fir,spain,1895,loads,52598,38702,A,A,4,4
wood-hewn-fir,spain,1896,loads,43137,32486,A,A,4,3
wood-hewn-fir,spain,1897,loads,35401,26410,A,A,3,3
wood-hewn-fir,spain,1898,loads,37358,23573,C,C,2,1
wood-hewn-fir,spain,1899,loads,31495,24636,B,C,1,1
wood-hewn-fir,sweden,1872,loads,264928,504660,B,B,1,1
wood-hewn-fir,sweden,1873,loads,355930,811979,B,B,1,1
wood-hewn-fir,sweden,1874,loads,343032,793802,C,B,1,1
wood-hewn-fir,sweden,1875,loads,219144,453769,B,B,1,1
wood-hewn-fir,sweden,1876,loads,297653,616849,C,B,1,1
wood-hewn-fir,sweden,1877,loads,283192,568169,B,B,1,1
wood-hewn-fir,sweden,1878,loads,212003,387882,B,B,1,1
wood-hewn-fir,sweden,1879,loads,182720,294204,C,B,1,1
wood-hewn-fir,sweden,1880,loads,308702,527163,B,B,1,1
wood-hewn-fir,sweden,1881,loads,274223,465624,B,B,1,1
wood-hewn-fir,sweden,1882,loads,283162,481585,B,B,1,1
wood-hewn-fir,sweden,1883,loads,295523,490937,B,B,1,1
wood-hewn-fir,sweden,1884,loads,258660,407167,B,B,1,1
wood-hewn-fir,sweden,1885,loads,254807,381366,B,B,1,1
wood-hewn-fir,sweden,1886,loads,278699,408555,B,B,1,1
wood-hewn-fir,sweden,1887,loads,258274,350616,B,B,1,1
wood-hewn-fir,sweden,1888,tons,1933,2936,B,B,1,1
wood-hewn-fir,sweden,1889,loads,357026,548839,B,B,1,1
wood-hewn-fir,sweden,1890,loads,337313,487028,B,B,1,1
wood-hewn-fir,sweden,1891,loads,343318,478758,C,B,1,1
wood-hewn-fir,sweden,1892,loads,392855,539408,B,B,1,1
wood-hewn-fir,sweden,1893,loads,375248,491695,A,B,2,1
wood-hewn-fir,sweden,1894,loads,449627,585478,A,A,3,3
wood-hewn-fir,sweden,1895,loads,387411,510042,A,A,4,4
wood-hewn-fir,sweden,1896,loads,407486,515016,A,A,4,4
wood-hewn-fir,sweden,1897,loads,405280,520857,A,C,3,1
wood-hewn-fir,sweden,1898,loads,389037,523257,A,A,2,2
wood-hewn-fir,sweden,1899,loads,434674,609471,B,B,1,1
wood-hewn-fir,turkey,1888,tons,5216,36075,B,B,1,1
wood-hewn-fir,united states of america,1872,loads,140352,443216,B,B,1,1
wood-hewn-fir,united states of america,1873,loads,173536,648242,B,B,1,1
wood-hewn-fir,united states of america,1874,loads,289480,1163972,C,B,1,1
wood-hewn-fir,united states of america,1875,loads,147475,489184,B,B,1,1
wood-hewn-fir,united states of america,1876,loads,201789,668985,C,B,1,1
wood-hewn-fir,united states of america,1877,loads,162408,539052,B,B,1,1
wood-hewn-fir,united states of america,1878,loads,117737,373550,B,B,1,1
wood-hewn-fir,united states of america,1879,loads,93722,268338,C,B,1,1
wood-hewn-fir,united states of america,1880,loads,137017,440262,B,B,1,1
wood-hewn-fir,united states of america,1881,loads,148914,500953,B,B,1,1
wood-hewn-fir,united states of america,1882,loads,141621,457186,B,B,1,1
wood-hewn-fir,united states of america,1883,loads,90031,297353,B,B,1,1
wood-hewn-fir,united states of america,1884,loads,127671,494946,B,B,1,1
wood-hewn-fir,united states of america,1885,loads,115053,330341,B,B,1,1
wood-hewn-fir,united states of america,1886,loads,50630,135130,B,B,1,1
wood-hewn-fir,united states of america,1887,loads,51326,139268,B,B,1,1
wood-hewn-fir,united states of america,1888,tons,368,3657,B,B,1,1
wood-hewn-fir,united states of america,1889,loads,84732,282851,B,B,1,1
wood-hewn-fir,united states of america,1890,loads,97445,309095,B,B,1,1
wood-hewn-fir,united states of america,1891,loads,78218,232416,B,B,1,1
wood-hewn-fir,united states of america,1892,loads,100062,292841,B,B,1,1
wood-hewn-fir,united states of america,1893,loads,73425,200978,B,B,1,1
wood-hewn-fir,united states of america,1894,loads,30177,83148,B,B,1,1
wood-hewn-fir,united states of america,1895,loads,61514,163595,B,B,1,1
wood-hewn-fir,united states of america,1896,loads,47542,131441,B,B,1,1
wood-hewn-oak,austrian territories,1876,loads,1416,8433,B,C,1,1
wood-hewn-oak,austrian territories,1877,loads,1905,24212,B,B,1,1
wood-hewn-oak,austrian territories,1878,loads,3014,28055,B,B,1,1
wood-hewn-oak,austrian territories,1879,loads,1196,10814,B,C,1,1
wood-hewn-oak,austrian territories,1880,loads,959,8657,B,B,1,1
wood-hewn-oak,austrian territories,1881,loads,1677,16663,B,B,1,1
wood-hewn-oak,austrian territories,1882,loads,3270,33534,B,B,1,1
wood-hewn-oak,austrian territories,1883,loads,3250,34444,B,B,1,1
wood-hewn-oak,austrian territories,1884,,4198,43739,B,C,1,1
wood-hewn-oak,austrian territories,1885,loads,5789,60437,B,B,1,1
wood-hewn-oak,austrian territories,1886,loads,6998,71929,B,B,1,1
wood-hewn-oak,austrian territories,1887,loads,5303,47939,B,B,1,1
wood-hewn-oak,austrian territories,1889,loads,6628,60335,B,B,1,1
wood-hewn-oak,austrian territories,1890,loads,6700,67849,B,B,1,1
wood-hewn-oak,austrian territories,1891,loads,5507,56418,B,B,1,1
wood-hewn-oak,austrian territories,1892,loads,6672,68720,B,B,1,1
wood-hewn-oak,austrian territories,1893,,7018,76936,B,C,1,1
wood-hewn-oak,austrian territories,1893,loads,7018,76936,B,B,1,1
wood-hewn-oak,austrian territories,1894,,5188,55385,B,C,1,1
wood-hewn-oak,austrian territories,1894,loads,5188,55385,A,A,2,2
wood-hewn-oak,austrian territories,1895,,4803,50091,C,C,2,1
wood-hewn-oak,austrian territories,1895,loads,4863,50991,A,A,2,2
wood-hewn-oak,austrian territories,1896,,6599,65516,C,C,2,1
wood-hewn-oak,austrian territories,1896,loads,6566,65816,A,A,2,2
wood-hewn-oak,austrian territories,1897,,6758,65893,A,C,2,1
wood-hewn-oak,austrian territories,1897,loads,6758,65393,B,C,1,1
wood-hewn-oak,austrian territories,1898,,7494,74596,B,B,1,1
wood-hewn-oak,austrian territories,1898,loads,7404,74306,B,C,1,1
wood-hewn-oak,austrian territories,1899,,9423,96044,C,C,1,1
wood-hewn-oak,belgium,1883,loads,158,1393,B,B,1,1
wood-hewn-oak,belgium,1886,loads,359,2174,B,B,1,1
wood-hewn-oak,belgium,1895,,29,262,B,B,1,1
wood-hewn-oak,belgium,1896,,37,339,B,C,1,1
wood-hewn-oak,belgium,1897,,117,734,B,C,1,1
wood-hewn-oak,belgium,1898,,109,716,B,B,1,1
wood-hewn-oak,belgium,1899,,643,3460,C,C,1,1
wood-hewn-oak,canada,1872,loads,57033,325065,B,B,1,1
wood-hewn-oak,canada,1873,loads,61831,436314,B,B,1,1
