commodity,country,year,unit,quantity,value,grade
wood-furniture-hardwoods,argentine republic,1877,tons,5943034,209224,C
wood-furniture-hardwoods,australasia,1885,tons,151,1033,C
wood-furniture-hardwoods,australasia,1887,tons,3043,16943,A
wood-furniture-hardwoods,australasia,1889,tons,1315,8771,A
wood-furniture-hardwoods,australia,1877,tons,281247190,17590472,C
wood-furniture-hardwoods,austrian territories,1889,tons,335,2572,A
wood-furniture-hardwoods,belgium,1877,tons,2695010,156608,C
wood-furniture-hardwoods,brazil,1877,tons,870,11174,C
wood-furniture-hardwoods,brazil,1878,,0,1136,C
wood-furniture-hardwoods,brazil,1879,tons,1469,12059,B
wood-furniture-hardwoods,brazil,1885,tons,1364,12741,C
wood-furniture-hardwoods,brazil,1889,tons,975,10619,A
wood-furniture-hardwoods,british east indies,1885,tons,347,5610,C
wood-furniture-hardwoods,british east indies,1887,tons,599,6925,A
wood-furniture-hardwoods,british east indies,1889,tons,526,3624,A
wood-furniture-hardwoods,british honduras,1877,tons,6495,54817,C
wood-furniture-hardwoods,british india bombay and scinde,1877,tons,21547990,853120,C
wood-furniture-hardwoods,british possessions in south africa,1877,tons,41607778,2742651,C
wood-furniture-hardwoods,british west indies,1877,tons,3183,24856,C
wood-furniture-hardwoods,british west indies,1878,,0,2516,C
wood-furniture-hardwoods,british west indies,1879,tons,2335,14904,B
wood-furniture-hardwoods,british west indies,1885,tons,11412,94110,C
wood-furniture-hardwoods,british west indies,1887,tons,1180,7576,A
wood-furniture-hardwoods,british west indies,1889,tons,1724,10254,A
wood-furniture-hardwoods,canada,1877,tons,2945,16446,C
wood-furniture-hardwoods,canada,1878,,0,1676,C
wood-furniture-hardwoods,canada,1879,tons,2384,18013,B
wood-furniture-hardwoods,canada,1885,tons,4173,26561,C
wood-furniture-hardwoods,canada,1887,tons,5284,37357,A
wood-furniture-hardwoods,canada,1889,tons,3902,24011,A
wood-furniture-hardwoods,central america,1877,tons,3451,29269,C
wood-furniture-hardwoods,central america,1879,tons,1486,12043,B
wood-furniture-hardwoods,central america,1885,tons,2857,25140,C
wood-furniture-hardwoods,central america,1889,tons,429,2407,A
wood-furniture-hardwoods,chili,1877,tons,534249,39602,C
wood-furniture-hardwoods,china,1877,tons,473680,18112,C
wood-furniture-hardwoods,denmark,1877,tons,2041994,115855,C
wood-furniture-hardwoods,egypt,1877,tons,4438143,162849,C
wood-furniture-hardwoods,falkland islands,1877,tons,913259,45965,C
wood-furniture-hardwoods,france,1877,tons,1670,34758,C
wood-furniture-hardwoods,france,1878,,0,951,C
wood-furniture-hardwoods,france,1879,tons,1706,43708,B
wood-furniture-hardwoods,france,1885,tons,301,3505,C
wood-furniture-hardwoods,france,1889,tons,2532,34053,A
wood-furniture-hardwoods,germany,1877,tons,9517450,585292,C
wood-furniture-hardwoods,germany,1885,tons,617,5617,C
wood-furniture-hardwoods,germany,1887,tons,535,6071,C
wood-furniture-hardwoods,germany,1889,tons,1943,14889,A
wood-furniture-hardwoods,gibraltar,1877,tons,411441,17856,C
wood-furniture-hardwoods,hayti and st domingo,1877,tons,3970,38277,C
wood-furniture-hardwoods,hayti and st domingo,1885,tons,718,6551,C
wood-furniture-hardwoods,hayti and st domingo,1887,tons,1772,12968,A
wood-furniture-hardwoods,hayti and st domingo,1889,tons,256,1813,A
wood-furniture-hardwoods,holland,1877,tons,1610236,112404,C
wood-furniture-hardwoods,holland,1887,tons,1484,24038,C
wood-furniture-hardwoods,holland,1889,tons,441,3534,A
wood-furniture-hardwoods,italy,1877,tons,4135,29086,C
wood-furniture-hardwoods,italy,1878,,0,1514,C
wood-furniture-hardwoods,italy,1879,tons,2797,19108,B
wood-furniture-hardwoods,italy,1885,tons,1020,7737,C
wood-furniture-hardwoods,italy,1887,tons,582,4330,A
wood-furniture-hardwoods,italy,1889,tons,1408,10277,A
wood-furniture-hardwoods,lbs 314 385,1878,,12974,0,C
wood-furniture-hardwoods,lbs 810 980,1878,,168155,0,C
wood-furniture-hardwoods,mahogany,1877,sheep and lambs,0,11384569,C
wood-furniture-hardwoods,mahogany,1885,tons,376,4000,C
wood-furniture-hardwoods,malta,1877,tons,311977,14563,C
wood-furniture-hardwoods,mexico,1877,tons,42714,376622,C
wood-furniture-hardwoods,mexico,1878,,0,1974,C
wood-furniture-hardwoods,mexico,1885,tons,34626,300974,C
wood-furniture-hardwoods,mexico,1887,tons,288,2492,A
wood-furniture-hardwoods,mexico,1889,tons,1783,14977,A
wood-furniture-hardwoods,morocco,1877,tons,2879916,116711,C
wood-furniture-hardwoods,norway,1877,tons,0,61699,C
wood-furniture-hardwoods,other british possessions,1885,tons,22,238,C
wood-furniture-hardwoods,other british possessions,1887,tons,146,959,A
wood-furniture-hardwoods,other british possessions,1889,tons,160,1257,A
wood-furniture-hardwoods,other countries,1877,tons,5282,52824,C
wood-furniture-hardwoods,other countries,1878,,0,4215,C
wood-furniture-hardwoods,other countries,1879,tons,6082,51539,B
wood-furniture-hardwoods,other foreign countries,1885,tons,361,3101,C
wood-furniture-hardwoods,other foreign countries,1887,tons,1394,7772,A
wood-furniture-hardwoods,other foreign countries,1889,tons,813,7802,A
wood-furniture-hardwoods,peru,1877,tons,3292962,170479,C
wood-furniture-hardwoods,portugal,1877,tons,1868999,93172,C
wood-furniture-hardwoods,russia,1877,tons,2607,27173,C
wood-furniture-hardwoods,russia,1878,,0,3175,C
wood-furniture-hardwoods,russia,1885,tons,563,6494,C
wood-furniture-hardwoods,russia,1887,tons,1356,14942,C
wood-furniture-hardwoods,russia,1889,tons,5435,60456,A
wood-furniture-hardwoods,southern ports,1877,tons,1535469,75006,C
wood-furniture-hardwoods,spain,1885,tons,5380,50132,C
wood-furniture-hardwoods,spanish west india islands,1877,tons,2039,19336,C
wood-furniture-hardwoods,spanish west india islands,1878,,0,190,C
wood-furniture-hardwoods,spanish west india islands,1885,tons,2095,14131,C
wood-furniture-hardwoods,spanish west india islands,1887,tons,1033,7907,A
wood-furniture-hardwoods,spanish west india islands,1889,tons,2004,14945,A
wood-furniture-hardwoods,turkey,1877,tons,1980,20979,C
wood-furniture-hardwoods,turkey,1878,,0,1188,C
wood-furniture-hardwoods,turkey,1879,tons,5032,55021,B
wood-furniture-hardwoods,turkey,1885,tons,3525,33202,C
wood-furniture-hardwoods,turkey,1887,tons,2420,17970,A
wood-furniture-hardwoods,turkey,1889,tons,1644,16927,A
wood-furniture-hardwoods,unenumerated,1885,tons,2634,27173,C
wood-furniture-hardwoods,unenumerated,1887,tons,2454,27810,C
wood-furniture-hardwoods,united states of america,1877,tons,8884,74250,C
wood-furniture-hardwoods,united states of america,1878,,0,6582,C
wood-furniture-hardwoods,united states of america,1879,tons,9134,80822,B
wood-furniture-hardwoods,united states of america,1885,tons,26520,197802,C
wood-furniture-hardwoods,united states of america,1887,tons,32180,231289,A
wood-furniture-hardwoods,united states of america,1889,tons,48712,356566,A
wood-furniture-hardwoods,united states of colombia,1885,tons,341,2096,C
wood-furniture-hardwoods,uruguay,1877,tons,940001,35480,C
wood-furniture-hardwoods,venezuela,1885,tons,529,2147,C
wood-furniture-hardwoods,venezuela,1889,tons,457,2125,A
wood-furniture-hardwoods,west coast of africa foreign,1877,tons,2191,19179,C
wood-furniture-hardwoods,west coast of africa not particularly designated,1885,tons,1181,9565,C
wood-furniture-hardwoods,west coast of africa not particularly designated,1887,tons,2244,17229,A
wood-furniture-hardwoods,west coast of africa not particularly designated,1889,tons,862,6233,A
wood-hewn-fir,australasia,1893,loads,97,590,A
wood-hewn-fir,australasia,1894,loads,642,3714,A
wood-hewn-fir,australasia,1895,loads,70717,309081,C
wood-hewn-fir,australasia,1896,loads,83214,435418,C
wood-hewn-fir,australasia,1897,loads,83976,433765,C
wood-hewn-fir,australasia,1898,loads,58502,285512,C
wood-hewn-fir,australasia,1899,loads,58274,250621,C
wood-hewn-fir,belgium,1883,loads,1395,2590,C
wood-hewn-fir,belgium,1885,loads,2373,2782,A
wood-hewn-fir,belgium,1887,loads,899,908,A
wood-hewn-fir,belgium,1892,loads,250,1414,A
wood-hewn-fir,canada,1872,loads,0,340943,C
wood-hewn-fir,canada,1873,loads,247679,1093152,A
wood-hewn-fir,canada,1874,loads,320971,1314591,B
wood-hewn-fir,canada,1875,loads,257514,987202,A
wood-hewn-fir,canada,1876,,201789,668985,C
wood-hewn-fir,canada,1877,loads,358421,1373044,C
wood-hewn-fir,canada,1878,loads,207104,703444,C
wood-hewn-fir,canada,1879,loads,131086,421602,C
wood-hewn-fir,canada,1880,,0,262663,C
wood-hewn-fir,canada,1881,loads,220379,888070,A
wood-hewn-fir,canada,1883,loads,250838,1130117,A
wood-hewn-fir,canada,1885,loads,168864,710418,A
wood-hewn-fir,canada,1886,loads,112590,481221,A
wood-hewn-fir,canada,1887,loads,116957,474249,A
wood-hewn-fir,canada,1890,loads,121867,592092,A
wood-hewn-fir,canada,1891,loads,100824,444191,A
wood-hewn-fir,canada,1892,loads,120593,551060,C
wood-hewn-fir,canada,1893,loads,168805,782274,A
wood-hewn-fir,canada,1894,loads,208678,1052021,C
wood-hewn-fir,canada,1895,loads,209781,920409,C
wood-hewn-fir,canada,1896,loads,221357,1263058,C
wood-hewn-fir,canada,1897,loads,163338,841498,C
wood-hewn-fir,canada,1898,loads,54104,261512,A
wood-hewn-fir,denmark,1883,loads,479,798,A
wood-hewn-fir,denmark,1887,loads,988,1802,A
wood-hewn-fir,denmark,1893,loads,1347,1535,A
wood-hewn-fir,denmark,1894,loads,1800,2030,A
wood-hewn-fir,denmark,1895,loads,8228,9510,C
wood-hewn-fir,denmark,1896,loads,3945,6087,C
wood-hewn-fir,denmark,1897,loads,1950,4350,A
wood-hewn-fir,denmark,1898,loads,2880,3520,C
wood-hewn-fir,denmark,1899,loads,1786,2594,A
wood-hewn-fir,france,1872,loads,0,98345,C
wood-hewn-fir,france,1873,loads,169264,220635,A
wood-hewn-fir,france,1874,loads,198649,238935,B
wood-hewn-fir,france,1875,loads,196459,215162,A
wood-hewn-fir,france,1876,,203624,513599,C
wood-hewn-fir,france,1877,loads,200128,273600,C
wood-hewn-fir,france,1878,loads,232451,238339,C
wood-hewn-fir,france,1879,loads,247949,250078,C
wood-hewn-fir,france,1880,,0,293117,C
wood-hewn-fir,france,1881,loads,294997,292389,A
wood-hewn-fir,france,1883,loads,313229,348470,A
wood-hewn-fir,france,1885,loads,345531,325298,C
wood-hewn-fir,france,1886,loads,335801,276358,A
wood-hewn-fir,france,1887,loads,375014,295372,A
wood-hewn-fir,france,1890,loads,530335,442607,A
wood-hewn-fir,france,1891,loads,560544,449185,A
wood-hewn-fir,france,1892,loads,602662,466917,A
wood-hewn-fir,france,1893,loads,1137244,843684,A
wood-hewn-fir,france,1894,loads,2027595,1540398,A
wood-hewn-fir,france,1895,loads,2462648,1838700,C
wood-hewn-fir,france,1896,loads,2507984,1852086,C
wood-hewn-fir,france,1897,loads,2252388,1720332,C
wood-hewn-fir,france,1898,loads,1018824,797542,C
wood-hewn-fir,france,1899,loads,769865,600670,A
wood-hewn-fir,germany,1872,loads,0,226576,C
wood-hewn-fir,germany,1873,loads,210874,720614,A
wood-hewn-fir,germany,1874,loads,237677,735299,B
wood-hewn-fir,germany,1875,loads,186604,503947,A
wood-hewn-fir,germany,1876,,310012,564614,C
wood-hewn-fir,germany,1877,loads,167191,471802,C
wood-hewn-fir,germany,1878,loads,186918,458250,C
wood-hewn-fir,germany,1879,loads,173996,395064,C
wood-hewn-fir,germany,1880,,0,225964,C
wood-hewn-fir,germany,1881,loads,178601,418839,C
wood-hewn-fir,germany,1883,loads,299727,665035,A
wood-hewn-fir,germany,1885,loads,231817,453468,A
wood-hewn-fir,germany,1886,loads,124378,234387,A
wood-hewn-fir,germany,1887,loads,174797,313838,A
wood-hewn-fir,germany,1890,loads,231463,458726,A
wood-hewn-fir,germany,1891,loads,242480,476941,A
wood-hewn-fir,germany,1892,loads,236594,427322,C
wood-hewn-fir,germany,1893,loads,340038,621564,C
wood-hewn-fir,germany,1894,loads,610689,1143396,C
wood-hewn-fir,germany,1895,loads,765070,1460552,C
wood-hewn-fir,germany,1896,loads,974128,1807688,C
wood-hewn-fir,germany,1897,loads,933072,1851459,A
wood-hewn-fir,germany,1898,loads,486656,1071188,C
wood-hewn-fir,germany,1899,loads,212216,484904,A
wood-hewn-fir,new zealand,1896,loads,805,4892,A
wood-hewn-fir,norway,1872,loads,0,228585,C
wood-hewn-fir,norway,1873,loads,328704,705743,A
wood-hewn-fir,norway,1874,loads,269377,585536,B
wood-hewn-fir,norway,1875,loads,212988,370045,A
wood-hewn-fir,norway,1876,,297653,616849,C
wood-hewn-fir,norway,1877,loads,243615,411213,C
wood-hewn-fir,norway,1878,loads,248394,387928,C
wood-hewn-fir,norway,1879,loads,217069,328768,C
wood-hewn-fir,norway,1880,,0,338943,C
wood-hewn-fir,norway,1881,loads,313948,453982,A
wood-hewn-fir,norway,1883,loads,324015,175176,C
wood-hewn-fir,norway,1885,loads,273781,358539,A
wood-hewn-fir,norway,1886,loads,261433,339953,A
wood-hewn-fir,norway,1887,loads,275209,341796,A
wood-hewn-fir,norway,1890,loads,326833,442174,A
wood-hewn-fir,norway,1891,loads,334467,433121,A
wood-hewn-fir,norway,1892,loads,380882,497074,A
wood-hewn-fir,norway,1893,loads,497944,570418,A
wood-hewn-fir,norway,1894,loads,818550,1031757,C
wood-hewn-fir,norway,1895,loads,1013324,1261044,C
wood-hewn-fir,norway,1896,loads,1061176,1391120,A
wood-hewn-fir,norway,1897,loads,965793,1311290,C
wood-hewn-fir,norway,1898,loads,527534,754329,C
wood-hewn-fir,norway,1899,loads,318678,457702,A
wood-hewn-fir,other british possessions,1885,loads,7,14,A
wood-hewn-fir,other british possessions,1890,loads,7,12,A
wood-hewn-fir,other british possessions,1895,loads,1570,1829,A
wood-hewn-fir,other british possessions,1896,loads,40,68,A
wood-hewn-fir,other countries,1872,loads,0,1927,C
wood-hewn-fir,other countries,1873,loads,4690,10698,A
wood-hewn-fir,other countries,1874,loads,7947,14057,B
wood-hewn-fir,other countries,1875,loads,2458,5057,A
wood-hewn-fir,other countries,1876,,349310,1342692,C
wood-hewn-fir,other countries,1877,loads,7393,10561,C
wood-hewn-fir,other countries,1878,loads,8865,9730,C
wood-hewn-fir,other countries,1879,loads,6398,6574,C
wood-hewn-fir,other countries,1880,,0,13191,C
wood-hewn-fir,other countries,1881,loads,18876,21268,A
wood-hewn-fir,other countries,1883,loads,44,45,A
wood-hewn-fir,other foreign countries,1885,loads,779,965,A
wood-hewn-fir,other foreign countries,1886,loads,1699,2173,A
wood-hewn-fir,other foreign countries,1890,loads,1148,1343,A
wood-hewn-fir,other foreign countries,1893,loads,1354,1600,A
wood-hewn-fir,other foreign countries,1894,loads,1250,1265,A
wood-hewn-fir,other foreign countries,1895,loads,1674,2703,A
wood-hewn-fir,other foreign countries,1896,loads,2206,3236,A
wood-hewn-fir,portugal,1895,loads,3750,3069,A
wood-hewn-fir,portugal,1896,loads,39736,30548,C
wood-hewn-fir,portugal,1897,loads,63267,47727,C
wood-hewn-fir,portugal,1898,loads,53320,42018,C
wood-hewn-fir,portugal,1899,loads,17819,14203,A
wood-hewn-fir,russia,1872,loads,0,249467,C
wood-hewn-fir,russia,1873,loads,326004,738070,A
wood-hewn-fir,russia,1874,loads,479453,1091597,B
wood-hewn-fir,russia,1875,loads,285715,624430,A
wood-hewn-fir,russia,1877,loads,365971,778021,C
wood-hewn-fir,russia,1878,loads,318919,640155,B
wood-hewn-fir,russia,1879,loads,171572,320396,C
wood-hewn-fir,russia,1880,,0,331012,C
wood-hewn-fir,russia,1881,loads,224421,420145,A
wood-hewn-fir,russia,1883,loads,267361,505752,A
wood-hewn-fir,russia,1885,loads,210195,403673,A
wood-hewn-fir,russia,1886,loads,185465,283344,A
wood-hewn-fir,russia,1887,loads,238650,346259,A
wood-hewn-fir,russia,1890,loads,301668,492714,A
wood-hewn-fir,russia,1891,loads,278143,440202,A
wood-hewn-fir,russia,1892,loads,318125,487298,A
wood-hewn-fir,russia,1893,loads,639478,932600,A
wood-hewn-fir,russia,1894,loads,1116183,1650465,C
wood-hewn-fir,russia,1895,loads,1488488,2242856,A
wood-hewn-fir,russia,1896,loads,1624396,2443456,C
wood-hewn-fir,russia,1897,loads,1447578,2245416,C
wood-hewn-fir,russia,1898,loads,912046,1465302,A
wood-hewn-fir,russia,1899,loads,439357,732600,A
wood-hewn-fir,spain,1883,loads,33316,33777,A
wood-hewn-fir,spain,1885,loads,40503,39616,A
wood-hewn-fir,spain,1886,loads,37583,30133,A
wood-hewn-fir,spain,1887,loads,48541,37426,A
wood-hewn-fir,spain,1890,loads,61462,50570,A
wood-hewn-fir,spain,1891,loads,64692,49545,A
wood-hewn-fir,spain,1892,loads,49264,37153,A
wood-hewn-fir,spain,1893,loads,95110,69152,A
wood-hewn-fir,spain,1894,loads,143559,106879,C
wood-hewn-fir,spain,1895,loads,210357,154808,C
wood-hewn-fir,spain,1896,loads,177548,129894,C
wood-hewn-fir,spain,1897,loads,106203,79230,A
wood-hewn-fir,spain,1898,loads,74746,52151,C
wood-hewn-fir,spain,1899,loads,31495,24636,C
wood-hewn-fir,sweden,1872,loads,0,264928,C
wood-hewn-fir,sweden,1873,loads,355930,811979,A
wood-hewn-fir,sweden,1874,loads,343032,793802,B
wood-hewn-fir,sweden,1875,loads,219144,453769,A
wood-hewn-fir,sweden,1876,,316350,676154,C
wood-hewn-fir,sweden,1877,loads,283192,568169,C
wood-hewn-fir,sweden,1878,loads,212003,387882,C
wood-hewn-fir,sweden,1879,loads,182720,294204,C
wood-hewn-fir,sweden,1880,,0,308702,C
wood-hewn-fir,sweden,1881,loads,274223,465624,A
wood-hewn-fir,sweden,1883,loads,295523,490937,A
wood-hewn-fir,sweden,1885,loads,254807,381366,A
wood-hewn-fir,sweden,1886,loads,278699,408555,A
wood-hewn-fir,sweden,1887,loads,258274,350616,A
wood-hewn-fir,sweden,1890,loads,337313,487028,A
wood-hewn-fir,sweden,1891,loads,343318,478758,A
wood-hewn-fir,sweden,1892,loads,392855,539408,A
wood-hewn-fir,sweden,1893,loads,750496,912720,C
wood-hewn-fir,sweden,1894,loads,1348881,1756434,A
wood-hewn-fir,sweden,1895,loads,1549644,2040168,C
wood-hewn-fir,sweden,1896,loads,1629944,2060064,A
wood-hewn-fir,sweden,1897,loads,1215840,1582551,C
wood-hewn-fir,sweden,1898,loads,778074,1046514,A
wood-hewn-fir,sweden,1899,loads,434674,609471,A
wood-hewn-fir,united states,1883,loads,90031,297353,A
wood-hewn-fir,united states of america,1872,loads,0,140352,C
wood-hewn-fir,united states of america,1873,loads,173536,648242,A
wood-hewn-fir,united states of america,1874,loads,289480,1163972,B
wood-hewn-fir,united states of america,1875,loads,147475,489184,A
wood-hewn-fir,united states of america,1876,,221764,235714,C
wood-hewn-fir,united states of america,1877,loads,162408,539052,C
wood-hewn-fir,united states of america,1878,loads,117737,373550,C
wood-hewn-fir,united states of america,1879,loads,93722,268338,C
wood-hewn-fir,united states of america,1880,,0,137017,C
wood-hewn-fir,united states of america,1881,loads,148914,500953,A
wood-hewn-fir,united states of america,1885,loads,115053,330341,A
wood-hewn-fir,united states of america,1886,loads,50630,135130,A
wood-hewn-fir,united states of america,1887,loads,51326,139268,A
wood-hewn-fir,united states of america,1890,loads,97445,309095,A
wood-hewn-fir,united states of america,1891,loads,78218,232416,A
wood-hewn-fir,united states of america,1892,loads,100062,292841,A
wood-hewn-fir,united states of america,1893,loads,73425,200978,A
wood-hewn-fir,united states of america,1894,loads,30177,83148,A
wood-hewn-fir,united states of america,1895,loads,61514,163595,A
wood-hewn-fir,united states of america,1896,loads,47542,131441,A
wood-hewn-fir,united states of america,1897,loads,223693,622029,C
wood-hewn-fir,united states of america,1898,loads,81650,231282,C
wood-hewn-fir,united states of america,1899,loads,60517,193572,A
wood-hewn-oak,australasia,1891,loads,4,6,A
wood-hewn-oak,austrian territories,1876,,4854,22807,C
wood-hewn-oak,austrian territories,1877,loads,1905,24212,C
wood-hewn-oak,austrian territories,1878,loads,3014,28055,A
wood-hewn-oak,austrian territories,1879,loads,1196,10814,B
wood-hewn-oak,austrian territories,1880,,0,959,C
wood-hewn-oak,austrian territories,1881,loads,1677,16663,A
wood-hewn-oak,austrian territories,1883,loads,3250,34444,A
wood-hewn-oak,austrian territories,1885,loads,5789,60437,A
wood-hewn-oak,austrian territories,1886,loads,6998,71929,A
wood-hewn-oak,austrian territories,1887,loads,5303,47939,A
wood-hewn-oak,austrian territories,1890,loads,6700,67849,A
wood-hewn-oak,austrian territories,1891,loads,5507,56418,A
wood-hewn-oak,austrian territories,1892,loads,6672,68720,A
wood-hewn-oak,austrian territories,1893,loads,7018,76936,A
wood-hewn-oak,austrian territories,1894,loads,5188,55385,A
wood-hewn-oak,austrian territories,1895,loads,4863,50991,A
wood-hewn-oak,austrian territories,1896,loads,6566,65816,A
wood-hewn-oak,belgium,1883,loads,158,1393,A
wood-hewn-oak,belgium,1886,loads,359,2174,A
wood-hewn-oak,canada,1872,loads,0,57033,C
wood-hewn-oak,canada,1873,loads,61831,436314,A
wood-hewn-oak,canada,1874,loads,70318,464727,C
wood-hewn-oak,canada,1875,loads,43206,261739,A
wood-hewn-oak,canada,1876,,7854,50431,C
wood-hewn-oak,canada,1877,loads,66515,398597,C
wood-hewn-oak,canada,1878,loads,25402,139996,A
wood-hewn-oak,canada,1879,loads,30342,152483,B
wood-hewn-oak,canada,1880,,0,44588,C
wood-hewn-oak,canada,1881,loads,36879,233920,A
wood-hewn-oak,canada,1883,loads,43808,286713,A
wood-hewn-oak,canada,1885,loads,31532,194252,A
wood-hewn-oak,canada,1886,loads,20189,119519,A
wood-hewn-oak,canada,1887,loads,20916,121452,A
wood-hewn-oak,canada,1890,loads,25618,162215,A
wood-hewn-oak,canada,1891,loads,20298,128785,A
wood-hewn-oak,canada,1892,loads,27281,178710,A
wood-hewn-oak,canada,1893,,23504,151926,A
wood-hewn-oak,canada,1893,loads,23588,152756,A
wood-hewn-oak,canada,1894,,21900,146196,A
wood-hewn-oak,canada,1894,loads,42904,292412,C
wood-hewn-oak,canada,1895,,36552,238848,C
wood-hewn-oak,canada,1895,loads,36552,238848,A
wood-hewn-oak,canada,1896,,53490,346472,A
wood-hewn-oak,canada,1896,loads,53490,346472,A
wood-hewn-oak,canada,1897,,67252,430342,C
wood-hewn-oak,canada,1897,loads,33626,215171,A
wood-hewn-oak,canada,1898,,20015,130222,A
wood-hewn-oak,canada,1898,loads,20015,130222,A
wood-hewn-oak,canada,1899,,19335,119620,C
wood-hewn-oak,france,1875,loads,3826,19790,A
wood-hewn-oak,france,1876,,50338,290345,C
wood-hewn-oak,france,1877,loads,3059,14345,C
wood-hewn-oak,france,1880,,0,1206,C
wood-hewn-oak,france,1883,loads,312,1146,A
wood-hewn-oak,france,1885,loads,616,3371,C
wood-hewn-oak,france,1886,loads,226,1549,A
wood-hewn-oak,france,1890,loads,515,3010,A
wood-hewn-oak,germany,1872,loads,0,45759,C
wood-hewn-oak,germany,1873,loads,49522,276947,A
wood-hewn-oak,germany,1874,loads,55413,325933,C
wood-hewn-oak,germany,1875,loads,34639,199629,A
wood-hewn-oak,germany,1876,,3796,44538,C
wood-hewn-oak,germany,1877,loads,34951,201659,C
wood-hewn-oak,germany,1878,loads,25048,130734,A
wood-hewn-oak,germany,1879,loads,24584,119742,B
wood-hewn-oak,germany,1880,,0,46276,C
wood-hewn-oak,germany,1881,loads,42610,218939,A
wood-hewn-oak,germany,1883,loads,44982,216948,A
wood-hewn-oak,germany,1885,loads,49709,228915,A
wood-hewn-oak,germany,1886,loads,36577,160465,A
wood-hewn-oak,germany,1887,loads,36037,148099,A
wood-hewn-oak,germany,1890,loads,54325,265658,A
wood-hewn-oak,germany,1891,loads,29731,140618,A
wood-hewn-oak,germany,1892,loads,47078,231484,A
wood-hewn-oak,germany,1893,loads,42782,206763,A
wood-hewn-oak,germany,1894,loads,22008,102124,A
wood-hewn-oak,germany,1895,loads,29880,134683,C
wood-hewn-oak,germany,1896,loads,26833,123792,A
wood-hewn-oak,gibraltar,1886,loads,1,3,A
wood-hewn-oak,holland,1883,loads,127,1263,A
wood-hewn-oak,italy,1883,loads,109,737,A
wood-hewn-oak,italy,1892,loads,212,2358,A
wood-hewn-oak,norway,1883,loads,393,606,A
wood-hewn-oak,norway,1896,loads,553,2626,C
wood-hewn-oak,other british possessions,1885,loads,16,55,A
wood-hewn-oak,other british possessions,1890,loads,13,107,A
wood-hewn-oak,other british possessions,1893,,84,830,A
wood-hewn-oak,other british possessions,1894,,4,20,A
wood-hewn-oak,other british possessions,1894,loads,4,20,A
wood-hewn-oak,other british possessions,1897,,36,189,C
wood-hewn-oak,other british possessions,1897,loads,18,96,A
wood-hewn-oak,other british possessions,1898,,1,5,A
wood-hewn-oak,other british possessions,1898,loads,1,5,A
wood-hewn-oak,other british possessions,1899,,14,90,A
wood-hewn-oak,other countries,1872,loads,0,1222,C
wood-hewn-oak,other countries,1873,loads,1770,9763,A
wood-hewn-oak,other countries,1874,loads,1868,10571,C
wood-hewn-oak,other countries,1875,loads,144,871,A
wood-hewn-oak,other countries,1876,,67466,404169,C
wood-hewn-oak,other countries,1877,loads,312,2640,C
wood-hewn-oak,other countries,1878,loads,998,5277,A
wood-hewn-oak,other countries,1879,loads,505,1888,B
wood-hewn-oak,other countries,1880,,0,160,C
wood-hewn-oak,other countries,1881,loads,70,373,A
wood-hewn-oak,other countries,1883,loads,20,108,A
wood-hewn-oak,other foreign countries,1885,loads,149,620,A
wood-hewn-oak,other foreign countries,1886,loads,558,1741,A
wood-hewn-oak,other foreign countries,1887,loads,412,2034,A
wood-hewn-oak,other foreign countries,1890,loads,1705,6521,A
wood-hewn-oak,other foreign countries,1891,loads,698,3669,A
wood-hewn-oak,other foreign countries,1892,loads,1161,4807,A
wood-hewn-oak,other foreign countries,1893,loads,1565,7727,A
wood-hewn-oak,other foreign countries,1894,loads,1855,11528,A
wood-hewn-oak,other foreign countries,1895,loads,580,2142,A
wood-hewn-oak,other foreign countries,1896,loads,316,1905,A
wood-hewn-oak,russia,1872,loads,0,3134,C
wood-hewn-oak,russia,1873,loads,3735,44335,A
wood-hewn-oak,russia,1874,loads,7974,82947,C
wood-hewn-oak,russia,1875,loads,4731,51185,A
wood-hewn-oak,russia,1877,loads,3949,46128,B
wood-hewn-oak,russia,1878,loads,3151,35732,A
wood-hewn-oak,russia,1879,loads,1614,15368,B
wood-hewn-oak,russia,1880,,0,3285,C
wood-hewn-oak,russia,1881,loads,2725,27762,A
wood-hewn-oak,russia,1883,loads,3114,34817,A
wood-hewn-oak,russia,1885,loads,3673,30441,A
wood-hewn-oak,russia,1886,loads,7693,42448,A
wood-hewn-oak,russia,1887,loads,5362,29575,A
wood-hewn-oak,russia,1890,loads,3150,17720,A
wood-hewn-oak,russia,1891,loads,2018,11065,A
wood-hewn-oak,russia,1892,loads,2551,13772,A
wood-hewn-oak,russia,1893,loads,4149,22988,A
wood-hewn-oak,russia,1894,loads,95478,558224,A
wood-hewn-oak,russia,1895,,90232,511375,A
wood-hewn-oak,russia,1895,loads,95155,536430,C
wood-hewn-oak,russia,1896,,118613,638775,C
wood-hewn-oak,russia,1896,loads,129751,753356,C
wood-hewn-oak,russia,1897,,143357,805510,C
wood-hewn-oak,russia,1897,loads,143857,805510,C
wood-hewn-oak,russia,1898,,147293,817362,C
wood-hewn-oak,russia,1898,loads,147298,817362,C
wood-hewn-oak,russia,1899,,151170,840239,C
wood-hewn-oak,turkey,1885,loads,424,2167,A
wood-hewn-oak,united states of america,1872,loads,0,1641,C
wood-hewn-oak,united states of america,1873,loads,2341,14992,A
