commodity,unit,year,Canada,Newfoundland,United States,Sweden,Norway,Sweden & Norway,Russia,Germany,France,Netherlands,Belgium,Denmark,Portugal,Spain,Italy,Austria-Hungary,Argentina,Australasia,Bermuda,Brazil,British East Indies,British Guiana,British Honduras,British India & Burma,British West Indies,British West Indies And Guiana,Cape of Good Hope,Central America,Ceylon,Chile,China,Colombia,Costa Rica,Cuba & Puerto Rico,Danish West Indies,Dutch Guiana,East Africa,Egypt,Falkland Islands,French West Africa,Gibraltar,Gold Coast,Greece,Haiti & Santo Domingo,Honduras,Java,Madagascar,Madeira,Malta,Mauritius,Mexico,Morocco,Nicaragua,Niger Protectorate,Other British possessions,Other foreign countries,Peru,Philippines,Romania,Scinde,Siam,Spanish West Indies,Turkey,Uruguay,Venezuela,West Africa (unspecified)
wood-hewn-oak,loads,1899,19335,,97631,703,154,,,24200,,,643,,,,,9423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,292,,,,,,,,,,
wood-hewn-teak,loads,1873,,,,,,,,,,,,,,,,,,,,,,,,40073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,
wood-hewn-teak,loads,1874,,,,,,,,,,,,,,,,,,,,,,,,29973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,
wood-hewn-teak,loads,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30515,,,,,,,,,,
wood-hewn-teak,loads,1876,,,,,,,,,,,,,,,,,,,,,,,,34416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,
wood-hewn-teak,loads,1877,,,,,,,,,,,,,,,,,,,,,,,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,1603,,,,,,299,,,,,,,,,,
wood-hewn-teak,loads,1878,,,,,,,,,,,,,,,,,,,,,,,,37785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,
wood-hewn-teak,loads,1879,,,,,,,,,,,,,,,,,,,,,,,,14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637,,,,,,,,,,
wood-hewn-teak,loads,1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,,731,,,,,
wood-hewn-teak,loads,1883,,,,,,,,,,323,,,,,,,,,,,,,,41538,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,3447,,,,,
wood-hewn-teak,loads,1885,,,,,,,,,,473,,,,,,,,,,,,,,42653,,,,,,,,,,,,,,,,,,,,,,,,569,,,,,,,,65,,,,,4401,,,,,
wood-hewn-teak,loads,1886,,,,,,,,,,,,,,,,,,,,,,,,31581,,,,,,,,,,,,,,,,,,,,,,580,,,,408,,,,,,410,,,,,8324,,,,,
wood-hewn-teak,loads,1887,,,,,,,,,,,,,,,,90,,,,,,,,20782,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,72,,,,,1825,,,,,
wood-hewn-teak,loads,1890,,,,,,,,,,,,,,,,,,,,,,,,46687,,,,,,,,,,,,,,,,,,,,,,684,,,,,,,,,,196,,,,,12615,,,,,
wood-hewn-teak,loads,1891,,,,,,,,,,,,,,,,,,,,,,,,39792,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,,,,87,,,,,9582,,,,,
wood-hewn-teak,loads,1892,,,,,,,,,,,,,,,,,,,,,,,,34894,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,245,,,,,4381,,,,,
wood-hewn-teak,loads,1893,,,,,,,,83,165,275,209,,,,,,,,,,,,,32677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,,,,,857,,,,,
wood-hewn-teak,loads,1894,,,,,,,,4,131,,,,,,,,,,,,,,,38014,,,,,,,,,,,,,6319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wood-hewn-teak,loads,1895,,,,,,,,12,,3,120,,,,,,,,,,,,,44643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,14673,,,,,
wood-hewn-teak,loads,1896,,,,,,,,43,704,137,25,,,,185,,,20,,,,,,54570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,10683,,,,,
wood-hewn-teak,loads,1897,,,,,,,,30,59,211,53,,,,70,,,,,,,,,64088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,9817,,,,,
wood-hewn-teak,loads,1898,,,,,,,,83,461,2,13,300,,,20,,,,,,,,,52901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5132,,,,,
wood-hewn-teak,loads,1899,,,,,,,,,58,101,,818,,,,,,,,,,,,51661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,1268,,,,,
wood-hewn-unenumerated,loads,1875,41111,,2858,951,4419,,2510,3477,,,,,,,,,,,,,,6473,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,,,,,,,,,,
wood-hewn-unenumerated,loads,1877,66634,,3382,2409,3800,,4618,3248,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,,,,,,,,,,
wood-hewn-unenumerated,loads,1878,33669,,2247,,6019,,,,,,,,,,,,,,,,,6042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8050,,,,,,,,,,
wood-hewn-unenumerated,loads,1879,36381,,,,,9662,,,,,,,,,,,,,,,,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6524,,,,,,,,,,
wood-hewn-unenumerated,loads,1880,,,,4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wood-hewn-unenumerated,loads,1881,45564,,2898,5204,6663,,,,,,,,,,,,,,,,,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7091,,,,,,,,,,
wood-hewn-unenumerated,loads,1883,49488,,2964,4972,6703,,10510,5353,190,,,,,,,,,,,,,5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,
wood-hewn-unenumerated,loads,1884,318,,52284,5836,3318,,,9923,3974,,,,,,,,,,,,,4824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618,,,,,,,,,,
wood-hewn-unenumerated,loads,1887,27367,,1682,5805,4114,,9984,3569,505,,,,,,,,,,,,,3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,69,,,,,,,,,,
wood-hewn-unenumerated,loads,1890,32581,,4124,2701,5351,,12134,1694,442,,,,,,,,,,,,,7038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,206,,,,,,,,,,
wood-hewn-unenumerated,loads,1891,30710,,6264,11182,5549,,8905,5873,,,,,,,,,,,,,,5757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1000,,,,,,,,,,
wood-hewn-unenumerated,loads,1893,28506,8735,28863,4095,1668,,11429,3177,878,,94,,,,,,,4331,,,,5035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,31,,,,,,,,,,
wood-hewn-unenumerated,loads,1894,26757,,8444,3765,1086,,11681,3414,545,,111,,,,,,,,,,,4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,129,,,,,,,,,,
wood-hewn-unenumerated,loads,1895,35843,,11638,9166,2165,,16422,5477,178,,,,,,,,,,,,,3212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,43,,,,,,,,,,
wood-hewn-unenumerated,loads,1896,43558,,12910,8715,1635,,11046,2527,89,,40,,,,,,,,,,,5325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,113,,,,,,,,,,
wood-hewn-unenumerated,loads,1897,42137,,16054,3439,913,,14650,4174,879,,31,,,,,,,,,,,5146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,564,,,,,,,,,,
wood-hewn-unenumerated,loads,1898,34345,,11914,9188,3209,,11541,3951,1676,,,,,,,,,,,,,5181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,201,,,,,,,,,,
wood-hewn-unenumerated,loads,1899,38159,,21083,9880,1883,,13524,3395,566,,,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3757,135,,,,,,,,,,
wood-mahogany,tons,1873,,,850,,,,,,479,,,,,,,,,,,,,,10801,,574,,,8330,,,,,,,,,,,,,,,,2900,,,,,,,26544,,,,,1103,,,,,,1749,,,,
wood-mahogany,tons,1874,,,893,,,,,,192,,,,,,,,,,,,,,14069,,345,,,6665,,,,,,,,,,,,,,,,2654,,,,,,,33512,,,,,1131,,,,,,4953,,,230,
wood-mahogany,tons,1879,,,,,,,,,,,,,,,,,,,,,,,10168,,,,,2920,,,,,,,,,,,,,,,,719,,,,,,,27864,,,,,1447,,,,,,2036,,,,
wood-mahogany,tons,1881,,,,,,,,,,,,,,,,,,,,,,,7630,,1065,,,5197,,,,,,,,,,,,,,,,855,,,,,,,22291,,,,,410,,,,,,4964,,,,
wood-mahogany,tons,1884,2301,,558,,,,2753,811,1672,837,,,,,2531,,,533,,370,,,,274,,18342,,5319,,,,,,,,,,,,,,,,1745,,,,,,,32563,,,,,398,,,,,,3541,2132,,428,1395
wood-mahogany,tons,1886,13,,987,,,,,,,,,,,,,,,,,,,,,,14456,,,1659,,,,,,,,,,,,,,,,812,,,,,,,27851,,,,,720,,,,,,2226,,,,
wood-mahogany,tons,1887,,,353,,,,,196,137,,,,,,,,,,,,,,,2,12624,,,2445,,,,,,,267,,,,,113,,,,637,,,,,,,19764,,,,,22,,,,,,1090,,,,
wood-mahogany,tons,1888,,,176,,,,,,,,,,,,,,,,,,,,9887,,,,,22478,,,,,,,,,,,,202,,,,6590,,,,,,,1682,,,,17,350,,,,,,1388,,,,
wood-mahogany,tons,1889,,,1106,,,,,,314,,,,,,,,,,,,,,12031,,,,,970,,,,,,,,,,,,,,,,517,,,,,,,20153,,,,12,411,,,,,,4345,,,,
wood-mahogany,tons,1890,,,342,,,,,,326,,,,,,,,,,,444,,,13676,,,,,1995,,,,464,,,,,,,,,,,,1409,,,,,,,16387,,,,308,464,,,,,,4027,,,,
wood-mahogany,tons,1891,,,625,,,,,892,522,,,,,,,,,,,,,,,802,15596,,,1843,,,,781,,,,,,,,1999,,1208,,1022,,,369,,,,18248,,,,59,212,,,,,,3843,,,,
wood-mahogany,tons,1893,,,3350,,,,,3416,904,,,,,,,,,,,,,,19992,606,,,,,,,,3159,,,,,,,,4009,,5922,,3030,1117,,,,,,15444,,27,,62,132,,,,,,3288,,,,26582
wood-mahogany,tons,1894,,,1842,,,,,1545,270,,,,,,,,,,,,,,14313,,,,,,,,,4379,,,,,,,,5018,,7131,,899,1355,,,,,,21309,,10,,327,171,,,,,,6859,,,,21771
wood-mahogany,tons,1895,,,2058,,,,,1223,197,,,,,,,,,,,,,,7404,,253,,,,,,,2381,,2819,,,,,,,,5338,,1225,1410,,,,,,6507,,,,258,56,,,,,,2519,,,,16856
wood-mahogany,tons,1896,,,6034,,,,2139,1820,410,899,,,,,231,,2914,,,458,,,9525,,,,,,,,,2880,,2083,,,,,,,,8202,,864,306,,,,,,13976,,1548,,537,28,,,,,,2083,1194,,831,18264
wood-mahogany,tons,1897,,,13135,,,,,4951,781,,,,,,,,,,,,,,,,,,,,,,,2822,,1456,,,,,,,,,,965,81,,,,,,8175,,1843,,,198,,,,,,1456,,,,24873
wood-mahogany,tons,1898,,,13179,,,,,5818,930,,,,,,,,,,,,,,,,,,,,,,,2003,,590,,,,,,,,,,358,30,,,,,,8122,,83,,,482,,,,,,890,,,,36700
wood-mahogany,tons,1899,,,9693,,,,,4726,834,,,,,,,,,,,,,,,,,,,,,,,921,,,,,,,,,,,,798,,,,,,,6021,,800,,,942,,,,,,,,,,41600
wood-sawn-fir,loads,1877,1252206,,262099,1185845,411256,,1026853,77290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,,,,,,,,,,
wood-sawn-fir,loads,1879,898646,,123312,944661,257203,,625675,63378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676,,,,,,,,,,
wood-sawn-fir,loads,1881,987481,,216592,908475,329276,,822864,68642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406,,,,,,,,,,
wood-sawn-fir,loads,1883,1171090,,222797,1128124,382237,,972610,71808,459,15788,1117,622,,122,,,,,165,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,
wood-sawn-fir,loads,1884,970236,,252535,1082413,365689,,1001001,58765,4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603,,,,,,,,,,
wood-sawn-fir,loads,1885,984668,,225751,1188712,356596,,1094471,67547,,,1908,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1102,,,,,,,,,,
wood-sawn-fir,loads,1886,937776,,219443,1028649,338988,,986617,42320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,945,,,,,,,,,,
wood-sawn-fir,loads,1887,856499,,185615,1104613,353910,,1011546,18544,1205,817,,1902,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,522,,,,,,,,,,
wood-sawn-fir,loads,1889,1199872,,353611,1538917,415009,,1425257,94714,,,,1720,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,,,,,,,,,
wood-sawn-fir,loads,1890,1154571,,289400,1448234,388358,,1153437,75181,,,,,,,,,,7095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2848,,,,,,,,1500,,
wood-sawn-fir,loads,1891,865617,,287931,1421799,373591,,1186373,77704,,,,2002,,,,,,1090,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,,,,,,,,,
wood-sawn-fir,loads,1893,1062220,3735,30376,1466358,449183,,1268459,63152,2370,5015,1130,1032,,,,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,287,,,,,,,,,,
wood-sawn-fir,loads,1894,1216718,14811,33865,1604045,456320,,1524279,68580,1075,4865,42,2330,,,,410,,3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,139,,,,,,,,,,
wood-sawn-fir,loads,1895,1112028,16985,39746,1534267,431095,,1467445,60096,736,43,66,1714,,,,882,,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,242,,,,,,,,,,
wood-sawn-fir,loads,1896,1397913,12273,47923,1832613,500171,,1658355,77331,3883,458,653,667,,,,310,,6824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,683,,,,,,,,,,
wood-sawn-fir,loads,1897,1919935,6469,55656,1967666,529433,,1739413,78978,1965,1121,384,843,,,,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,539,,,1500,,,,,,,
wood-sawn-fir,loads,1898,1588379,18160,53996,1896496,500081,,1628202,75373,43,214,683,1539,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1561,,,15,,,,,,,
wood-sawn-fir,loads,1899,1713070,62299,71581,1887939,507699,,1702443,97364,1803,295,10,680,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,1249,,,,,,,,,,
wood-sawn-unenumerated,loads,1877,12244,,9876,121666,50701,,146759,8431,,15524,,,,,,999,,,,,,,,4831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083,,,,,,,,,,
wood-sawn-unenumerated,loads,1879,9239,,8827,156091,47023,,97968,5360,,14674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199,,,,,,,,,,
wood-sawn-unenumerated,loads,1881,11779,,12676,145944,38571,,106831,4052,,15637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181,,,,,,,,,,
wood-sawn-unenumerated,loads,1884,8545,,16810,126483,35886,,100667,5222,1966,14430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368,,,,,,,,,,
