article_group,article,country,unit,flow,year,quantity,value,source,q_tier,v_tier,q_rank,v_rank
"PERFUMERY, AND ARTICLES USED IN THE MANUFACTURE THEREOF",,united states of america,Lbs,import,1882,212357.0,10017.0,consensus,B,B,2,2
"PERFUMERY, AND ARTICLES USED IN THE MANUFACTURE THEREOF",,venezuela,Lbs,import,1882,22939.0,7898.0,consensus,B,B,2,2
"PERFUMERY, AND ARTICLES USED IN THE MANUFACTURE THEREOF",,british east indies,Lbs,import,1882,36223.0,12643.0,consensus,B,C,2,3
"PERFUMERY, AND ARTICLES USED IN THE MANUFACTURE THEREOF",,other countries,Lbs,import,1882,117859.0,7461.0,consensus,B,B,2,2
PETROLEUM,,russia,,import,1882,669518.0,35771.0,consensus,B,B,2,2
PETROLEUM,,united states of america,,import,1882,58904975.0,1677208.0,consensus,B,B,2,2
PETROLEUM,,other countries,,import,1882,121489.0,8040.0,consensus,B,B,2,2
"PICKLES AND VEGETABLES, PRESERVED IN SALT OR VINEGAR",,holland,,import,1882,1210656.0,54457.0,consensus,B,B,2,2
"PICKLES AND VEGETABLES, PRESERVED IN SALT OR VINEGAR",,france,,import,1882,359932.0,62181.0,consensus,B,B,2,2
"PICKLES AND VEGETABLES, PRESERVED IN SALT OR VINEGAR",,other countries,,import,1882,30010.0,3552.0,consensus,B,B,2,2
"PICTURES AND DRAWINGS, BY HAND",,germany,Number,import,1882,2404.0,12864.0,consensus,B,B,2,2
"PICTURES AND DRAWINGS, BY HAND",,holland,Number,import,1882,10452.0,82483.0,consensus,B,B,2,2
"PICTURES AND DRAWINGS, BY HAND",,belgium,Number,import,1882,10055.0,106392.0,consensus,B,B,2,2
"PICTURES AND DRAWINGS, BY HAND",,france,Number,import,1882,23757.0,219282.0,consensus,B,B,2,2
"PICTURES AND DRAWINGS, BY HAND",,italy,Number,import,1882,641.0,10910.0,consensus,B,B,2,2
"PICTURES AND DRAWINGS, BY HAND",,other countries,Number,import,1882,3402.0,23112.0,consensus,B,B,2,2
PITCH,,russia,Cwts,import,1882,30758.0,9946.0,consensus,B,B,2,2
PITCH,,germany,Cwts,import,1882,21876.0,4774.0,consensus,B,B,2,2
PITCH,,france,Cwts,import,1882,9851.0,4446.0,consensus,B,B,2,2
PITCH,,other countries,Cwts,import,1882,11710.0,5155.0,consensus,B,B,2,2
"PLATINA, WROUGHT OR UNWROUGHT",,belgium,Ol. Troy,import,1882,47970.0,51170.0,consensus,B,B,2,2
"PLATINA, WROUGHT OR UNWROUGHT",,france,Ol. Troy,import,1882,8862.0,6770.0,consensus,B,B,2,2
"PLATINA, WROUGHT OR UNWROUGHT",,other countries,Ol. Troy,import,1882,3963.0,3572.0,consensus,B,B,2,2
PLUMBAGO,,germany,Tons,import,1882,1830.0,19560.0,consensus,B,B,2,2
PLUMBAGO,,holland,Tons,import,1882,1380.0,23905.0,consensus,B,B,2,2
PLUMBAGO,,british east indies,Tons,import,1882,6775.0,92643.0,consensus,B,B,2,2
PLUMBAGO,,other countries,Tons,import,1882,171.0,2982.0,consensus,B,B,2,2
PORK,Salted (not Hams),denmark,Owts,import,1882,21859.0,56625.0,consensus,B,B,2,2
PORK,Salted (not Hams),germany,Owts,import,1882,26606.0,37553.0,consensus,B,B,2,2
PORK,Salted (not Hams),united states of america,Owts,import,1882,214051.0,422067.0,consensus,B,B,2,2
PORK,Salted (not Hams),canada,Owts,import,1882,3892.0,8227.0,consensus,B,B,2,2
PORK,Salted (not Hams),other countries,Owts,import,1882,688.0,1726.0,consensus,B,B,2,2
FISH,Fresh,denmark,Owts,import,1882,1975.0,5155.0,consensus,B,B,2,2
FISH,Fresh,holland,Owts,import,1882,4445.0,13774.0,consensus,B,B,2,2
FISH,Fresh,belgium,Owts,import,1882,12088.0,25983.0,consensus,B,B,2,2
FISH,Fresh,france,Owts,import,1882,1469.0,4404.0,consensus,B,B,2,2
POTATOES,,germany,Owts,import,1882,544606.0,121404.0,consensus,B,B,2,2
POTATOES,,holland,Owts,import,1882,169183.0,58071.0,consensus,B,C,2,3
POTATOES,,france,Owts,import,1882,1456928.0,376237.0,consensus,B,B,2,2
POTATOES,,portugal,Owts,import,1882,37034.0,16915.0,consensus,B,B,2,2
POTATOES,,malta,Owts,import,1882,60904.0,29113.0,consensus,B,B,2,2
POTATOES,,other countries,Owts,import,1882,12400.0,4099.0,consensus,B,B,2,2
"PRINTS, ENGRAVINGS, AND PHOTOGRAPHS",,germany,Number,import,1882,2144225.0,30222.0,consensus,B,B,2,2
"PRINTS, ENGRAVINGS, AND PHOTOGRAPHS",,holland,Number,import,1882,18631681.0,131510.0,consensus,B,B,2,2
"PRINTS, ENGRAVINGS, AND PHOTOGRAPHS",,belgium,Number,import,1882,682567.0,20882.0,consensus,B,B,2,2
"PRINTS, ENGRAVINGS, AND PHOTOGRAPHS",,france,Number,import,1882,5441049.0,43638.0,consensus,B,B,2,2
"PRINTS, ENGRAVINGS, AND PHOTOGRAPHS",,other countries,Number,import,1882,33068.0,4083.0,consensus,B,B,2,2
PYRITES OF IRON OR COPPER,,portugal,Tons,import,1882,114132.0,283030.0,consensus,B,B,2,2
PYRITES OF IRON OR COPPER,,spain,Tons,import,1882,497807.0,1114505.0,consensus,B,B,2,2
PYRITES OF IRON OR COPPER,,other countries,Tons,import,1882,15761.0,25149.0,consensus,B,B,2,2
QUICKSILVER,,portugal,Lbs,import,1882,2775187.0,226536.0,consensus,B,B,2,2
QUICKSILVER,,spain,Lbs,import,1882,174675.0,13407.0,consensus,B,B,2,2
QUICKSILVER,,italy,Lbs,import,1882,452955.0,36130.0,consensus,B,B,2,2
QUICKSILVER,,other countries,Lbs,import,1882,41348.0,3218.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER",Linen and Cotton Rags,russia,Tons,import,1882,1391.0,23675.0,consensus,B,C,2,3
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER",Linen and Cotton Rags,germany,Tons,import,1882,8230.0,132444.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER",Linen and Cotton Rags,holland,Tons,import,1882,1327.0,20977.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER",Linen and Cotton Rags,belgium,Tons,import,1882,1986.0,17255.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER",Linen and Cotton Rags,france,Tons,import,1882,2859.0,43128.0,consensus,B,C,2,3
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER",Linen and Cotton Rags,turkey,Tons,import,1882,3059.0,30304.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER",Linen and Cotton Rags,egypt,Tons,import,1882,749.0,7350.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER",Linen and Cotton Rags,other countries,Tons,import,1882,2259.0,28280.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Esparto, and other Vegetable Fibres",spain,Tons,import,1882,46077.0,389413.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Esparto, and other Vegetable Fibres",tripoli,Tons,import,1882,49672.0,311996.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Esparto, and other Vegetable Fibres",tunis,Tons,import,1882,9460.0,66163.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Esparto, and other Vegetable Fibres",algeria,Tons,import,1882,71843.0,492093.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Esparto, and other Vegetable Fibres",other countries,Tons,import,1882,3797.0,21440.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Other Materials, and Pulp of Rags and of Wood",sweden,Tons,import,1882,3642.0,46581.0,consensus,B,C,2,3
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Other Materials, and Pulp of Rags and of Wood",norway,Tons,import,1882,42005.0,250793.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Other Materials, and Pulp of Rags and of Wood",denmark,Tons,import,1882,736.0,11304.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Other Materials, and Pulp of Rags and of Wood",germany,Tons,import,1882,5015.0,49218.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Other Materials, and Pulp of Rags and of Wood",holland,Tons,import,1882,4358.0,21200.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Other Materials, and Pulp of Rags and of Wood",belgium,Tons,import,1882,3665.0,37799.0,consensus,B,C,2,3
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Other Materials, and Pulp of Rags and of Wood",egypt,Tons,import,1882,2422.0,12403.0,consensus,B,C,2,3
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Other Materials, and Pulp of Rags and of Wood",british east indies,Tons,import,1882,6946.0,65323.0,consensus,B,B,2,2
"RAGS, AND OTHER MATERIALS, FOR MAKING PAPER","Other Materials, and Pulp of Rags and of Wood",other countries,Tons,import,1882,1956.0,19512.0,consensus,B,B,2,2
"RAGS, WOOLLEN, APPLICABLE TO OTHER USES THAN MANURE; TORN UP OR NOT",,norway,Tons,import,1882,439.0,11763.0,consensus,B,B,2,2
"RAGS, WOOLLEN, APPLICABLE TO OTHER USES THAN MANURE; TORN UP OR NOT",,denmark,Tons,import,1882,1858.0,40357.0,consensus,B,B,2,2
"RAGS, WOOLLEN, APPLICABLE TO OTHER USES THAN MANURE; TORN UP OR NOT",,germany,Tons,import,1882,10846.0,234585.0,consensus,B,B,2,2
"RAGS, WOOLLEN, APPLICABLE TO OTHER USES THAN MANURE; TORN UP OR NOT",,holland,Tons,import,1882,4300.0,81754.0,consensus,B,B,2,2
"RAGS, WOOLLEN, APPLICABLE TO OTHER USES THAN MANURE; TORN UP OR NOT",,belgium,Tons,import,1882,6159.0,192896.0,consensus,B,B,2,2
"RAGS, WOOLLEN, APPLICABLE TO OTHER USES THAN MANURE; TORN UP OR NOT",,france,Tons,import,1882,11767.0,220354.0,consensus,B,B,2,2
"RAGS, WOOLLEN, APPLICABLE TO OTHER USES THAN MANURE; TORN UP OR NOT",,turkey,Tons,import,1882,611.0,10496.0,consensus,B,B,2,2
"RAGS, WOOLLEN, APPLICABLE TO OTHER USES THAN MANURE; TORN UP OR NOT",,australasia,Tons,import,1882,214.0,5836.0,consensus,B,B,2,2
"RAGS, WOOLLEN, APPLICABLE TO OTHER USES THAN MANURE; TORN UP OR NOT",,other countries,Tons,import,1882,1317.0,22575.0,consensus,B,B,2,2
RICE,,germany,Cwts,import,1882,116521.0,80902.0,consensus,B,B,2,2
RICE,,holland,Cwts,import,1882,109590.0,97102.0,consensus,B,B,2,2
RICE,,italy,Cwts,import,1882,17206.0,14494.0,consensus,B,B,2,2
RICE,,japan,Cwts,import,1882,127827.0,62927.0,consensus,B,B,2,2
RICE,,british india bombay and scinde,Cwts,import,1882,44773.0,16877.0,consensus,B,B,2,2
RICE,,madras,Cwts,import,1882,222792.0,84543.0,consensus,B,B,2,2
RICE,,bengal and burmah,Cwts,import,1882,7579944.0,2923118.0,consensus,B,B,2,2
RICE,,other countries,Cwts,import,1882,41522.0,17628.0,consensus,B,B,2,2
SAGO AND SAGO FLOUR,,straits settlements,Cwts,import,1882,313623.0,217584.0,consensus,B,B,2,2
SAGO AND SAGO FLOUR,,other countries,Cwts,import,1882,2056.0,1648.0,consensus,B,B,2,2
SALTPETRE. (NITRATE OF POTASH),,germany,Cwts,import,1882,107475.0,119330.0,consensus,B,B,2,2
SALTPETRE. (NITRATE OF POTASH),,holland,Cwts,import,1882,40998.0,45966.0,consensus,B,B,2,2
SALTPETRE. (NITRATE OF POTASH),,british india,Cwts,import,1882,163862.0,174721.0,consensus,B,B,2,2
SALTPETRE. (NITRATE OF POTASH),,other countries,Cwts,import,1882,9689.0,10694.0,consensus,B,B,2,2
"SAUCES OR CONDIMENTS, UNENUMERATED",,russia,Lbs,import,1882,19605.0,3128.0,consensus,B,B,2,2
"SAUCES OR CONDIMENTS, UNENUMERATED",,france,Lbs,import,1882,174430.0,4052.0,consensus,B,B,2,2
"SAUCES OR CONDIMENTS, UNENUMERATED",,china,Lbs,import,1882,1301670.0,10808.0,consensus,B,B,2,2
"SAUCES OR CONDIMENTS, UNENUMERATED",,british east indies,Lbs,import,1882,257471.0,8625.0,consensus,B,B,2,2
"SAUCES OR CONDIMENTS, UNENUMERATED",,other countries,Lbs,import,1882,168218.0,4366.0,consensus,B,B,2,2
SEEDS,Clover and Grass,germany,Cwts,import,1882,102587.0,268072.0,consensus,B,B,2,2
SEEDS,Clover and Grass,holland,Cwts,import,1882,12032.0,28986.0,consensus,B,B,2,2
SEEDS,Clover and Grass,belgium,Cwts,import,1882,13230.0,25186.0,consensus,B,B,2,2
SEEDS,Clover and Grass,france,Cwts,import,1882,110301.0,165839.0,consensus,B,B,2,2
SEEDS,Clover and Grass,united states of america,Cwts,import,1882,108819.0,251343.0,consensus,B,B,2,2
SEEDS,Clover and Grass,other countries,Cwts,import,1882,7114.0,15805.0,consensus,B,B,2,2
COTTON,,turkey,Tons,import,1882,1712.0,12893.0,consensus,B,B,2,2
COTTON,,egypt,Tons,import,1882,194373.0,1458203.0,consensus,B,B,2,2
COTTON,,united states of america,Tons,import,1882,5109.0,37784.0,consensus,B,B,2,2
COTTON,,brazil,Tons,import,1882,4969.0,29340.0,consensus,B,B,2,2
COTTON,,other countries,Tons,import,1882,3526.0,24632.0,consensus,B,B,2,2
COTTON,Flax or Linseed,russia,Quarters,import,1882,597454.0,1181585.0,consensus,B,B,2,2
COTTON,Flax or Linseed,southern ports,Quarters,import,1882,442058.0,949576.0,consensus,B,B,2,2
COTTON,Flax or Linseed,germany,Quarters,import,1882,67465.0,117567.0,consensus,B,B,2,2
COTTON,Flax or Linseed,holland,Quarters,import,1882,18518.0,63625.0,consensus,B,B,2,2
COTTON,Flax or Linseed,italy,Quarters,import,1882,4293.0,11686.0,consensus,B,C,2,3
COTTON,Flax or Linseed,turkey,Quarters,import,1882,10930.0,23641.0,consensus,B,B,2,2
COTTON,Flax or Linseed,united states of america,Quarters,import,1882,22010.0,46058.0,consensus,B,C,2,3
COTTON,Flax or Linseed,chile,Quarters,import,1882,9509.0,27023.0,consensus,B,B,2,2
COTTON,Flax or Linseed,argentine republic,Quarters,import,1882,24189.0,54406.0,consensus,B,B,2,2
COTTON,Flax or Linseed,british india bombay and scinde,Quarters,import,1882,387406.0,886132.0,consensus,B,C,2,3
COTTON,Flax or Linseed,bengal,Quarters,import,1882,840703.0,1804333.0,consensus,B,C,2,3
COTTON,Flax or Linseed,other countries,Quarters,import,1882,8597.0,19841.0,consensus,B,C,2,3
COTTON,Rape,russia,Quarters,import,1882,217900.0,297437.0,consensus,B,B,2,2
COTTON,Rape,germany,Quarters,import,1882,5773.0,14149.0,consensus,B,B,2,2
COTTON,Rape,roumania,Quarters,import,1882,25465.0,33973.0,consensus,B,B,2,2
COTTON,Rape,british india bombay and scinde,Quarters,import,1882,22827.0,52595.0,consensus,B,B,2,2
COTTON,Rape,madras,Quarters,import,1882,9670.0,22691.0,consensus,B,B,2,2
COTTON,Rape,bengal,Quarters,import,1882,266626.0,610443.0,consensus,B,B,2,2
COTTON,Rape,other countries,Quarters,import,1882,545.0,1541.0,consensus,B,B,2,2
COTTON,"Garden, Unenumerated",germany,Lbs,import,1882,350468.0,12217.0,consensus,B,B,2,2
COTTON,"Garden, Unenumerated",holland,Lbs,import,1882,172455.0,5955.0,consensus,B,B,2,2
COTTON,"Garden, Unenumerated",france,Lbs,import,1882,402218.0,25157.0,consensus,B,B,2,2
COTTON,"Garden, Unenumerated",italy,Lbs,import,1882,41838.0,3675.0,consensus,B,C,2,3
COTTON,"Garden, Unenumerated",australasia,Lbs,import,1882,160946.0,4927.0,consensus,B,B,2,2
COTTON,"Garden, Unenumerated",other countries,Lbs,import,1882,227728.0,6165.0,consensus,B,B,2,2
COTTON,Tares and Lentils,germany,Bushels,import,1882,146903.0,37210.0,consensus,B,B,2,2
COTTON,Tares and Lentils,egypt,Bushels,import,1882,399621.0,86783.0,consensus,B,B,2,2
COTTON,Tares and Lentils,other countries,Bushels,import,1882,49026.0,11001.0,consensus,B,B,2,2
COTTON,"Unenumerated, for expressing Oil therefrom",russia,Quarters,import,1882,13704.0,23464.0,consensus,B,B,2,2
COTTON,"Unenumerated, for expressing Oil therefrom",germany,Quarters,import,1882,6691.0,13235.0,consensus,B,B,2,2
COTTON,"Unenumerated, for expressing Oil therefrom",holland,Quarters,import,1882,5052.0,19802.0,consensus,B,B,2,2
COTTON,"Unenumerated, for expressing Oil therefrom",british india bombay and scinde,Quarters,import,1882,12667.0,24783.0,consensus,B,B,2,2
COTTON,"Unenumerated, for expressing Oil therefrom",madras,Quarters,import,1882,14039.0,26902.0,consensus,B,B,2,2
COTTON,"Unenumerated, for expressing Oil therefrom",bengal,Quarters,import,1882,57605.0,126776.0,consensus,B,B,2,2
COTTON,"Unenumerated, for expressing Oil therefrom",other countries,Quarters,import,1882,11205.0,27067.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",russia,Cwts,import,1882,106023.0,30684.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",germany,Cwts,import,1882,14102.0,17026.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",holland,Cwts,import,1882,29487.0,44713.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",france,Cwts,import,1882,29250.0,41443.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",italy,Cwts,import,1882,6981.0,8833.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",roumania,Cwts,import,1882,179489.0,46642.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",turkey,Cwts,import,1882,194669.0,98555.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",egypt,Cwts,import,1882,22328.0,8200.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",united states of america,Cwts,import,1882,3094.0,4639.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",british east indies,Cwts,import,1882,45854.0,20471.0,consensus,B,B,2,2
COTTON,"Unenumerated, other Sorts",other countries,Cwts,import,1882,28566.0,25799.0,consensus,B,B,2,2
SILK,"Knubs or Husks of Silk, and Waste",france,Cwts,import,1882,10184.0,192796.0,consensus,B,B,2,2
SILK,"Knubs or Husks of Silk, and Waste",turkey,Cwts,import,1882,631.0,16232.0,consensus,B,B,2,2
SILK,"Knubs or Husks of Silk, and Waste",china,Cwts,import,1882,28380.0,315255.0,consensus,B,B,2,2
SILK,"Knubs or Husks of Silk, and Waste",japan,Cwts,import,1882,1425.0,15881.0,consensus,B,B,2,2
SILK,"Knubs or Husks of Silk, and Waste",british east indies,Cwts,import,1882,1980.0,21421.0,consensus,B,B,2,2
SILK,"Knubs or Husks of Silk, and Waste",other countries,Cwts,import,1882,1677.0,26814.0,consensus,B,B,2,2
SILK,Raw,belgium,Lbs,import,1882,156494.0,145632.0,consensus,B,B,2,2
SILK,Raw,france,Lbs,import,1882,267568.0,235275.0,consensus,B,B,2,2
SILK,Raw,italy,Lbs,import,1882,19732.0,23438.0,consensus,B,C,2,3
SILK,Raw,china,Lbs,import,1882,2526695.0,2035933.0,consensus,B,C,2,3
SILK,Raw,japan,Lbs,import,1882,338779.0,287387.0,consensus,B,B,2,2
SILK,Raw,malta,Lbs,import,1882,16744.0,22910.0,consensus,B,B,2,2
SILK,Raw,british india bombay and scinde bengal,Lbs,import,1882,16440.0,13567.0,consensus,B,B,2,2
SILK,Raw,other countries,Lbs,import,1882,28109.0,22794.0,consensus,B,C,2,3
SILK,"Thrown, dyed or not",holland,Lbs,import,1882,10920.0,9668.0,consensus,B,B,2,2
SILK,"Thrown, dyed or not",france,Lbs,import,1882,279462.0,337691.0,consensus,B,B,2,2
SILK,"Thrown, dyed or not",other countries,Lbs,import,1882,3825.0,3894.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Seal,sweden,,import,1882,25982.0,10595.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Seal,norway,,import,1882,62419.0,18902.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Seal,japan,,import,1882,6816.0,10387.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Seal,united states of america,,import,1882,169180.0,407019.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Seal,uruguay,,import,1882,15067.0,23327.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Seal,whale fisheries northern,,import,1882,54569.0,17352.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Seal,british possessions in south africa,,import,1882,11497.0,10506.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Seal,canada,,import,1882,200640.0,61908.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","Sheep, Undressed",germany,,import,1882,140642.0,18933.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","Sheep, Undressed",belgium,,import,1882,109075.0,15337.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","Sheep, Undressed",spain,,import,1882,99275.0,11958.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","Sheep, Undressed",italy,,import,1882,98830.0,8792.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","Sheep, Undressed",turkey,,import,1882,491085.0,43360.0,consensus,B,C,2,3
"SKINS, FURS, AND PELTS","Sheep, Undressed",brazil,,import,1882,72993.0,11680.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","Sheep, Undressed",uruguay,,import,1882,158460.0,33038.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","Sheep, Undressed",british possessions in south africa,,import,1882,2242713.0,308619.0,consensus,B,C,2,3
"SKINS, FURS, AND PELTS","Sheep, Undressed",australasia,,import,1882,1689388.0,225441.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","In any way dressed, not leather",holland,,import,1882,9434.0,1384.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","In any way dressed, not leather",belgium,,import,1882,26372.0,5902.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","In any way dressed, not leather",france,,import,1882,45616.0,4839.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS","In any way dressed, not leather",british east indies,,import,1882,41002.0,4419.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Undressed,germany,,import,1882,28804.0,2015.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Undressed,france,,import,1882,102219.0,4129.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Undressed,australasia,,import,1882,145341.0,5944.0,consensus,B,C,2,3
"SKINS, FURS, AND PELTS",Furs,holland,,import,1882,1039186.0,126154.0,consensus,B,C,2,3
"SKINS, FURS, AND PELTS",Furs,belgium,,import,1882,830623.0,74291.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Furs,france,,import,1882,1114399.0,92565.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Furs,japan,,import,1882,60759.0,11560.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Furs,united states of america,,import,1882,2397316.0,261366.0,consensus,B,B,2,2
"SKINS, FURS, AND PELTS",Furs,australasia,,import,1882,16186701.0,189925.0,consensus,B,C,2,3
SPICES,Cinnamon,british india bengal,,import,1882,145378.0,9452.0,consensus,B,B,2,2
SPICES,Cinnamon,ceylon,,import,1882,1499483.0,87788.0,consensus,B,B,2,2
SPICES,Ginger,west africa settlements,,import,1882,4067.0,5004.0,consensus,B,B,2,2
SPICES,Ginger,madras,,import,1882,12305.0,30993.0,consensus,B,B,2,2
SPICES,Ginger,british west india islands,,import,1882,5124.0,18630.0,consensus,B,C,2,3
SPICES,Pepper,british india,,import,1882,843700.0,19331.0,consensus,B,B,2,2
SPICES,Pepper,straits settlements,,import,1882,22660232.0,532284.0,consensus,B,B,2,2
SPICES,Unenumerated,holland,,import,1882,459210.0,30353.0,consensus,B,C,2,3
