gbp,verdict,measure,group,article,year,unit,winner,tier,favours,origin_sum,n_origins,origin_ratio,spread_pct,n_readings,candidates,commodity
775241,,quantity,,petroleum,1875,Gallons,19440939,B,,0,0,0.0,0.15,8,"19,440,939 [6: as_1875/ch,as_1876/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch] | 19,410,939 [2: as_1875/inf,as_1876/inf]",Petroleum
774938,,value,metals,zinc crude in cakes,1886,GBP,774938,B,,0,0,0.0,93.02,7,"774,938 [6: as_1886/ch,as_1887/ch,as_1888/ch,as_1889/ch,as_1890/ch,as_1890/inf] | 54,121 [1: as_1888/ch]",
774378,,quantity,,hops,1894,Cuts.,189155,A,,0,0,0.0,0.01,8,"189,155 [6: as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf] | 189,165 [2: as_1894/inf,tn_1895/inf]",AMBIGUOUS
774028,,value,,yeast,1887,GBP,774028,A,,0,0,0.0,63.18,9,"774,028 [8: as_1888/ch,as_1888/inf,as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf] | 284,962 [1: as_1888/inf]",
774028,,quantity,,yeast,1887,Cts.,284962,A,,0,0,0.0,1.05,6,"284,962 [5: as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf,as_1891/inf] | 281,962 [1: as_1891/ch]",AMBIGUOUS
773590,,quantity,,vegetables raw unenumerated,1890,Value £,773590,A,,0,0,0.0,0.64,10,"773,590 [6: as_1890/ch,as_1891/ch,as_1891/inf,as_1892/ch,as_1893/ch,as_1893/inf] | 778,590 [2: as_1894/ch,tn_1895/ch] | 773,690 [1: as_1890/inf] | 778,390 [1: tn_1895/inf]","Vegetables, Raw, Unenumerated"
773590,,value,,vegetables raw unenumerated,1890,GBP,773590,A,,0,0,0.0,0.64,12,"773,590 [10: as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,tn_1895/ch] | 778,390 [1: as_1894/inf] | 778,590 [1: tn_1895/inf]",
773527,origins-confirm-winner,quantity,animals living,cocoa,1881,Lbs.,22451834,A,,22451834,15,1.0,0.0,10,"22,451,834 [7: as_1881/inf,as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1885/ch,as_1885/inf] | 22,451,831 [2: as_1884/ch,as_1884/inf] | 22,451,534 [1: as_1881/ch]",Cocoa
773527,,value,,cocoa,1881,GBP,773527,A,,0,0,0.0,83.76,10,"773,527 [7: as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1885/ch,as_1885/inf] | 773,327 [2: as_1881/ch,as_1881/inf] | 4,761,369 [1: as_1884/inf]",
773069,,value,,currants,1895,GBP,773069,A,,0,0,0.0,35.06,14,"773,069 [11: as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch] | 1,098,080 [2: as_1898/inf,tn_1899/inf] | 713,069 [1: tn_1899/inf]",
773069,,quantity,,currants,1895,Cuts.,1093080,A,,0,0,0.0,100.0,8,"1,093,080 [5: as_1895/ch,as_1896/ch,as_1896/inf,as_1899/ch,as_1899/inf] | 1,095,663 [1: as_1897/ch] | 1,093,675 [1: as_1897/inf] | 1 [1: as_1895/inf]",Currants
772102,,value,,pork salted and fresh,1894,GBP,772102,B,,0,0,0.0,47.49,6,"772,102 [4: as_1894/ch,as_1895/ch,as_1895/inf,tn_1895/ch] | 405,402 [1: as_1894/inf] | 572,102 [1: tn_1895/inf]",
771288,,value,cotton,manufactures piece goods,1894,GBP,771288,B,,0,0,0.0,0.01,7,"771,288 [5: as_1894/inf,as_1895/ch,as_1896/ch,as_1896/inf,tn_1895/inf] | 771,238 [2: as_1894/ch,tn_1895/ch]",
771288,,quantity,cotton,manufactures piece goods,1894,Yards,43955190,A,,0,0,0.0,1.37,7,"43,955,190 [5: as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,tn_1895/inf] | 43,355,190 [2: as_1894/ch,tn_1895/ch]","Jute Yarn — Manufactures, Piece Goods"
771055,,value,corn grain meal and flour,peas,1897,GBP,771055,A,,0,0,0.0,72.66,9,"771,055 [7: as_1897/ch,as_1897/inf,as_1898/ch,as_1899/inf,tn_1899/ch,tn_1901/ch,tn_1901/inf] | 2,820,135 [2: as_1898/inf,tn_1899/inf]",
769734,,value,rags and other materials for making paper,rags woollen applicable to other uses than manure,1891,GBP,769734,A,,0,0,0.0,95.19,12,"769,734 [9: as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1894/ch,as_1895/ch,as_1895/inf,tn_1895/ch,tn_1895/inf] | 769,731 [2: as_1893/ch,as_1893/inf] | 37,037 [1: as_1894/inf]",
769650,,value,spirits,rum,1871,GBP,769650,A,,0,0,0.0,1.17,8,"769,650 [6: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1875/ch,as_1875/inf] | 760,650 [2: as_1874/ch,as_1874/inf]",
769650,,quantity,spirits,rum,1871,Proof Gallons,7526890,A,,0,0,0.0,0.0,8,"7,526,890 [7: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/inf,as_1875/ch,as_1875/inf] | 7,526,690 [1: as_1874/ch]",Spirits — Rum
768783,,value,nuts and kernels,for expressing oil therefrom,1895,GBP,768783,B,,0,0,0.0,0.01,4,"768,783 [3: as_1895/ch,as_1895/inf,as_1896/inf] | 768,733 [1: as_1896/ch]",
768591,,quantity,metals,musical instruments,1887,Value £,768591,A,,0,0,0.0,1.85,8,"768,591 [7: as_1887/ch,as_1887/inf,as_1888/inf,as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf] | 783,114 [1: as_1891/inf]",Musical Instruments
768591,,value,metals,musical instruments,1887,GBP,768591,A,,0,0,0.0,0.65,9,"768,591 [8: as_1887/ch,as_1888/ch,as_1888/ch,as_1888/inf,as_1889/ch,as_1890/ch,as_1890/inf,as_1891/inf] | 763,591 [1: as_1891/ch]",
766927,,value,oil,train or blubber and spermaceti,1873,GBP,766927,A,,0,0,0.0,0.78,10,"766,927 [9: as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch] | 760,927 [1: as_1877/inf]",
766462,,value,,pig,1900,GBP,766462,C,,0,0,0.0,0.78,2,"766,462 [1: tn_1901/ch] | 760,462 [1: tn_1901/inf]",
766397,,quantity,,pork salted and fresh,1887,Cwts.,424983,A,,0,0,0.0,0.0,8,"424,983 [6: as_1887/ch,as_1889/ch,as_1889/inf,as_1890/inf,as_1891/ch,as_1891/inf] | 424,988 [2: as_1887/inf,as_1890/ch]","Pork, Salted And Fresh"
766397,,value,,pork salted and fresh,1887,GBP,766397,A,,0,0,0.0,44.58,10,"766,397 [8: as_1887/ch,as_1887/inf,as_1888/ch,as_1888/inf,as_1889/ch,as_1890/ch,as_1890/inf,as_1891/ch] | 766,897 [1: as_1891/inf] | 424,983 [1: as_1888/inf]",
764867,,value,cotton,manufactures piece goods,1882,GBP,764867,A,,0,0,0.0,0.04,8,"764,867 [7: as_1882/ch,as_1882/inf,as_1883/ch,as_1884/ch,as_1884/inf,as_1886/ch,as_1886/inf] | 764,567 [1: as_1885/ch]",
763638,,value,cotton,other than muslins,1894,GBP,763638,B,,0,0,0.0,98.24,6,"763,638 [4: as_1897/ch,as_1897/inf,as_1898/ch,tn_1899/ch] | 43,490,930 [2: as_1898/inf,tn_1899/inf]",
763440,,value,,hops,1876,GBP,763440,A,,0,0,0.0,0.0,10,"763,440 [9: as_1876/ch,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch,as_1879/inf,as_1880/ch,as_1880/inf] | 763,410 [1: as_1876/inf]",
762833,,value,furniture woods and hard woods,house frames and c,1895,GBP,762833,C,,0,0,0.0,0.0,4,"762,833 [2: as_1895/ch,as_1895/inf] | 762,838 [2: as_1896/ch,as_1896/inf]",
762710,,quantity,fruit,raw unenumerated,1873,Bushels,1324608,A,,0,0,0.0,31.95,9,"1,324,608 [5: as_1873/ch,as_1873/inf,as_1876/ch,as_1876/inf,as_1877/ch] | 1,321,608 [2: as_1875/inf,as_1877/inf] | 1,921,608 [1: as_1875/ch] | 1,307,608 [1: as_1874/ch]",Fruit — Unenumerated : Raw
762710,,value,fruit,raw unenumerated,1873,GBP,762710,B,,0,0,0.0,3.78,5,"762,710 [4: as_1873/ch,as_1874/ch,as_1875/ch,as_1876/ch] | 792,710 [1: as_1877/ch]",
762516,,value,,olive,1892,GBP,762516,A,,0,0,0.0,97.32,11,"762,516 [8: as_1892/ch,as_1892/inf,as_1893/ch,as_1894/inf,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf] | 762,616 [2: as_1894/ch,tn_1895/ch] | 20,476 [1: as_1892/ch]",
762275,,value,corn grain meal and flour,beans not kidney or french,1897,GBP,762275,A,,0,0,0.0,73.16,8,"762,275 [6: as_1897/ch,as_1897/inf,as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch] | 2,840,050 [2: as_1898/inf,tn_1899/inf]",
761871,,quantity,,pork salted and fresh,1883,Cwts.,376899,A,,0,0,0.0,57.02,10,"376,899 [9: as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1887/inf] | 876,899 [1: as_1886/inf]","Pork, Salted And Fresh"
759822,,value,cotton,manufactures piece goods,1892,GBP,759822,A,,0,0,0.0,0.01,9,"759,822 [8: as_1892/ch,as_1894/ch,as_1894/inf,as_1895/ch,as_1896/ch,as_1896/inf,tn_1895/ch,tn_1895/inf] | 759,922 [1: as_1893/ch]",
759470,,quantity,skins and furs,furs all sorts,1879,Value £,759470,A,,0,0,0.0,0.0,6,"759,470 [5: as_1880/inf,as_1881/ch,as_1881/inf,as_1882/ch,as_1882/inf] | 759,476 [1: as_1880/ch]",Furs Of All Sorts
759342,,value,hides,tanned tawed curried or dressed,1870,GBP,759342,A,,0,0,0.0,0.0,6,"759,342 [5: as_1872/ch,as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf] | 759,312 [1: as_1872/inf]",
758749,,quantity,,linen yarn,1891,Value £,19130076,A,,0,0,0.0,97.76,9,"19,130,076 [7: as_1892/inf,as_1893/ch,as_1893/inf,as_1894/inf,as_1895/ch,as_1895/inf,tn_1895/inf] | 427,691 [2: as_1891/ch,as_1891/inf]",AMBIGUOUS
758348,,quantity,,olive,1887,Tons,20789,B,,0,0,0.0,97.86,5,"20,789 [3: as_1888/inf,as_1889/ch,as_1889/inf] | 973,557 [1: as_1891/ch] | 968,227 [1: as_1891/inf]",AMBIGUOUS
758348,,value,oil,olive,1887,GBP,758348,B,,0,0,0.0,97.26,4,"758,348 [3: as_1887/ch,as_1888/ch,as_1888/inf] | 20,789 [1: as_1888/ch]",
757277,origins-confirm-winner,quantity,rags and other materials for making paper,rags woollen applicable to other uses than manure,1883,Tons,35767,A,,35737,18,0.9992,58.3,9,"35,767 [8: as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1886/ch,as_1887/ch,as_1887/inf] | 85,767 [1: as_1886/inf]","Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not"
757001,,value,,preserved otherwise than by salting,1874,GBP,757001,A,,0,0,0.0,1.3,10,"757,001 [9: as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf] | 767,001 [1: as_1876/inf]",
755790,,quantity,,paraffine,1895,Cuts.,720704,A,,1625093,15,2.2549,0.01,12,"720,704 [6: as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf] | 720,804 [6: as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf]",Paraffine
755790,,value,,paraffine,1895,GBP,755790,A,,0,0,0.0,0.0,12,"755,790 [11: as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch,as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf] | 755,796 [1: as_1897/inf]",
755666,origins-confirm-winner,quantity,metals,zinc crude in cakes,1881,Tons,46079,A,,46079,5,1.0,13.02,10,"46,079 [8: as_1881/ch,as_1881/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf] | 40,079 [1: as_1882/ch] | 46,070 [1: as_1882/inf]","Zinc — Crude, In Cakes"
755333,origins-confirm-winner,quantity,seeds,clover and grass,1879,,344795,A,,344495,6,0.9991,8.7,10,"344,795 [6: as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1883/ch,as_1883/inf] | 314,795 [2: as_1879/ch,as_1879/inf] | 341,705 [2: as_1882/ch,as_1882/inf]",Seeds — Clover And Grass
755231,origins-confirm-winner,quantity,seeds,clover and grass,1882,,354083,A,,354083,6,1.0,0.01,10,"354,083 [8: as_1882/ch,as_1882/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf] | 354,053 [2: as_1883/ch,as_1883/inf]",Seeds — Clover And Grass
755164,,quantity,,ivory teeth elephants sea cow and sea horse,1890,Cwts.,14349,A,,0,0,0.0,0.21,11,"14,349 [10: as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 14,319 [1: as_1892/inf]","Ivory — Teeth, Elephants', Sea Cow, And Sea Horse"
755164,,value,,ivory teeth elephants sea cow and sea horse,1890,GBP,755164,A,,0,0,0.0,98.1,12,"755,164 [10: as_1890/ch,as_1891/ch,as_1891/inf,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 756,164 [1: as_1890/inf] | 14,349 [1: as_1892/ch]",
753762,,value,,cocoa,1883,GBP,753762,A,,0,0,0.0,84.73,10,"753,762 [9: as_1883/ch,as_1883/inf,as_1884/ch,as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf] | 4,936,465 [1: as_1884/inf]",
752945,,quantity,,other farinaceous substances,1882,Value £,752945,A,,0,0,0.0,1.19,10,"752,945 [9: as_1882/ch,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf] | 762,045 [1: as_1882/inf]",Other Farinaceous Substances
752888,,value,seeds,clover and grass,1883,GBP,752888,A,,0,0,0.0,0.0,9,"752,888 [8: as_1883/ch,as_1883/inf,as_1884/ch,as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1887/inf] | 752,858 [1: as_1884/inf]",
751587,,quantity,metals,bars,1891,Tons,77427,A,,0,0,0.0,99.78,9,"77,427 [7: as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 3,766,339 [1: as_1891/ch] | 8,436 [1: as_1891/inf]",AMBIGUOUS
751587,,value,,bars,1891,GBP,751587,B,,0,0,0.0,89.7,9,"751,587 [6: as_1891/ch,as_1891/inf,as_1892/inf,as_1893/ch,as_1894/ch,tn_1895/ch] | 751,527 [2: as_1894/inf,tn_1895/inf] | 77,427 [1: as_1892/ch]",
751348,,value,tobacco,manufactured cigars,1894,GBP,751348,B,,0,0,0.0,94.61,6,"751,348 [4: as_1897/ch,as_1897/inf,as_1898/ch,tn_1899/ch] | 751,248 [1: as_1898/inf] | 40,507 [1: tn_1899/inf]",
751099,,value,,lac seed shell stick and dye,1897,GBP,751099,A,,0,0,0.0,76.36,8,"751,099 [7: as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,as_1899/inf,tn_1899/ch,tn_1899/inf] | 177,597 [1: as_1899/ch]",
750079,,value,metals,silver ore,1882,GBP,750079,A,,0,0,0.0,0.0,8,"750,079 [7: as_1882/ch,as_1883/ch,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch] | 750,070 [1: as_1882/inf]",
749927,,value,dyeing or tanning stuffs,substances and extracts unenumerated,1882,GBP,749927,A,,0,0,0.0,0.13,9,"749,927 [7: as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1886/ch,as_1886/inf] | 749,227 [1: as_1882/ch] | 748,927 [1: as_1882/inf]",
749704,,value,,paraffine,1892,GBP,749704,A,,0,0,0.0,26.29,11,"749,704 [9: as_1892/inf,as_1894/ch,as_1894/inf,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,tn_1895/ch,tn_1895/inf] | 552,572 [1: as_1892/ch] | 749,701 [1: as_1893/inf]",
749704,origins-confirm-winner,quantity,,paraffine,1892,Cwts,552572,A,,552542,5,0.9999,15.32,11,"552,572 [7: as_1892/inf,as_1894/ch,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,tn_1895/ch] | 552,573 [2: as_1894/inf,tn_1895/inf] | 552,672 [1: as_1893/ch] | 652,572 [1: as_1893/inf]",Paraffine
749637,origins-confirm-winner,quantity,spirits,rum,1882,Proof Gallons,7305679,A,,7305679,11,1.0,0.03,10,"7,305,679 [9: as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf] | 7,303,679 [1: as_1882/ch]",Spirits — Rum
748814,,quantity,nuts and kernels,for expressing oil therefrom,1880,Tons,49635,A,,0,0,0.0,0.0,9,"49,635 [8: as_1880/ch,as_1881/ch,as_1881/inf,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf] | 49,633 [1: as_1882/ch]",For Expressing Oil Therefrom
748635,,quantity,oil,painters colours and pigments,1879,Value £,748635,A,,0,0,0.0,0.08,9,"748,635 [8: as_1879/ch,as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1882/ch,as_1883/ch,as_1883/inf] | 748,035 [1: as_1882/inf]",Painters' Colours And Pigments
747769,,value,,currants,1896,GBP,747769,A,,0,0,0.0,24.04,12,"747,769 [10: as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf] | 984,471 [2: as_1898/inf,tn_1899/inf]",
746813,,value,seeds,clover and grass,1872,GBP,746813,A,,0,0,0.0,4.02,10,"746,813 [8: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 716,813 [2: as_1874/ch,as_1874/inf]",
746813,origins-confirm-winner,quantity,seeds,clover and grass,1872,,290849,A,,290849,6,1.0,0.01,10,"290,849 [8: as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 290,819 [2: as_1872/ch,as_1872/inf]",Seeds — Clover And Grass
745940,,quantity,,cubic nitre,1886,Cuts.,1500897,A,,0,0,0.0,0.03,7,"1,500,897 [6: as_1886/ch,as_1886/inf,as_1887/inf,as_1889/ch,as_1889/inf,as_1890/ch] | 1,500,397 [1: as_1887/ch]",AMBIGUOUS
745940,,value,,cubic nitre,1886,GBP,745940,A,,0,0,0.0,50.3,9,"745,940 [5: as_1886/ch,as_1886/inf,as_1889/ch,as_1889/inf,as_1890/ch] | 745,910 [2: as_1887/ch,as_1887/inf] | 1,500,897 [2: as_1888/ch,as_1888/inf]",
745457,origins-confirm-winner,quantity,hair,goats hair or wool,1881,Lbs.,10059570,A,,10059570,5,1.0,0.0,10,"10,059,570 [9: as_1881/ch,as_1881/inf,as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1885/ch,as_1885/inf] | 10,059,670 [1: as_1884/inf]",Wool — Goats' Wool Or Hair
745457,,value,hair,goats hair or wool,1881,GBP,745457,A,,0,0,0.0,0.04,9,"745,457 [7: as_1881/ch,as_1882/ch,as_1882/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf] | 745,167 [1: as_1881/inf] | 745,157 [1: as_1883/ch]",
745121,,value,,pork salted and fresh,1893,GBP,745121,A,,0,0,0.0,50.48,8,"745,121 [7: as_1893/ch,as_1893/inf,as_1894/ch,as_1895/ch,as_1895/inf,tn_1895/ch,tn_1895/inf] | 368,992 [1: as_1894/inf]",
742701,,quantity,,watches and parts thereof,1893,Value £,742701,A,,0,0,0.0,99.9,7,"742,701 [6: as_1893/ch,as_1893/inf,as_1894/ch,as_1895/ch,as_1895/inf,tn_1895/ch] | 743 [1: tn_1895/inf]","Watches, And Parts Thereof"
742701,,value,,watches and parts thereof,1893,GBP,742701,A,,0,0,0.0,99.9,12,"742,701 [11: as_1893/ch,as_1893/inf,as_1894/ch,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf,tn_1895/ch,tn_1895/inf] | 743 [1: as_1894/inf]",
742696,origins-confirm-winner,quantity,spirits,rum,1873,Proof Gallons,6931311,A,,6931311,8,1.0,12.99,10,"6,931,311 [7: as_1873/ch,as_1873/inf,as_1875/ch,as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf] | 6,031,311 [2: as_1874/ch,as_1874/inf] | 6,931,811 [1: as_1875/inf]",Spirits — Rum
742696,,value,spirits,rum,1873,GBP,742696,A,,0,0,0.0,4.04,9,"742,696 [7: as_1873/ch,as_1873/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch] | 712,696 [2: as_1874/ch,as_1874/inf]",
742382,,value,,watches and parts thereof,1892,GBP,742382,A,,0,0,0.0,0.07,12,"742,382 [10: as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,tn_1895/ch] | 742,882 [1: as_1894/inf] | 742,582 [1: tn_1895/inf]",
742382,,quantity,,watches and parts thereof,1892,Value £,742382,A,,0,0,0.0,0.07,8,"742,382 [7: as_1892/ch,as_1893/ch,as_1893/inf,as_1894/ch,as_1895/ch,as_1895/inf,tn_1895/ch] | 742,882 [1: tn_1895/inf]","Watches, And Parts Thereof"
740518,,value,skins and furs,manufactures of skins and furs including rugs,1895,GBP,740518,A,,0,0,0.0,1.2,10,"740,518 [7: as_1896/ch,as_1896/inf,as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf] | 749,518 [3: as_1897/ch,as_1897/inf,as_1898/inf]",
738796,,quantity,dyeing or tanning stuffs,substances and extracts unenumerated,1891,Value £,738796,A,,0,0,0.0,1.35,11,"738,796 [10: as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1895/ch,as_1895/inf,tn_1895/ch,tn_1895/inf] | 728,796 [1: as_1891/ch]","Substances And Extracts, Unenumerated"
738294,origins-confirm-winner,quantity,seeds,clover and grass,1890,,379593,A,,379593,8,1.0,0.02,10,"379,593 [9: as_1890/ch,as_1891/ch,as_1891/inf,as_1892/ch,as_1893/ch,as_1893/inf,as_1894/ch,tn_1895/ch,tn_1895/inf] | 379,503 [1: as_1890/inf]",Seeds — Clover And Grass
738294,,value,seeds,clover and grass,1890,GBP,738294,A,,0,0,0.0,2.64,9,"738,294 [4: as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 758,294 [3: as_1890/ch,as_1891/ch,as_1892/ch] | 758,291 [2: as_1893/ch,as_1893/inf]",
737701,,value,dyeing or tanning stuffs,substances and extracts unenumerated,1887,GBP,737701,A,,0,0,0.0,2.64,8,"737,701 [7: as_1887/ch,as_1888/ch,as_1888/inf,as_1890/ch,as_1890/ch,as_1891/ch,as_1891/inf] | 757,701 [1: as_1889/ch]",
736738,,value,seeds,clover and grass,1885,GBP,736738,A,,0,0,0.0,57.15,9,"736,738 [7: as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1887/inf,as_1889/ch,as_1889/inf] | 315,698 [2: as_1888/ch,as_1888/inf]",
734904,,value,,hats and bonnets of felt,1887,GBP,734904,C,,0,0,0.0,86.58,2,"734,904 [1: as_1888/ch] | 98,629 [1: as_1891/inf]",
734676,,value,,milk condensed,1888,GBP,734676,A,,0,0,0.0,52.04,10,"734,676 [9: as_1888/ch,as_1888/inf,as_1889/ch,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf] | 352,332 [1: as_1888/ch]",
734676,origins-confirm-winner,quantity,manufactures of iron and steel,milk condensed,1888,Cts.,352332,B,,352201,8,0.9996,98.02,8,"352,332 [5: as_1888/inf,as_1889/ch,as_1889/inf,as_1890/ch,as_1892/inf] | 852,392 [1: as_1890/inf] | 16,871 [1: as_1891/ch] | 804,174 [1: as_1891/inf]","Milk, Condensed"
734623,,value,,yeast,1888,GBP,734623,A,,0,0,0.0,65.69,11,"734,623 [8: as_1888/ch,as_1888/inf,as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf] | 734,629 [1: as_1892/ch] | 784,623 [1: as_1892/inf] | 269,234 [1: as_1888/inf]",
734623,origins-confirm-winner,quantity,,yeast,1888,Cts.,269234,B,,269234,5,1.0,0.02,7,"269,234 [4: as_1890/ch,as_1891/ch,as_1891/inf,as_1892/ch] | 269,284 [2: as_1889/inf,as_1890/inf] | 269,294 [1: as_1889/ch]",Yeast
733745,origins-confirm-winner,quantity,oil,onions raw,1891,Cwts.,4281016,A,,4281046,11,1.0,86.93,9,"4,281,016 [5: as_1892/inf,as_1893/ch,as_1893/inf,as_1895/ch,as_1895/inf] | 4,281,046 [2: as_1894/inf,tn_1895/inf] | 559,352 [1: as_1891/ch] | 978,624 [1: as_1891/inf]",Onions — Raw
733745,,value,oil,onions raw,1891,GBP,733745,A,,0,0,0.0,82.86,13,"733,745 [12: as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1894/inf,as_1895/ch,as_1895/inf,tn_1895/ch,tn_1895/inf] | 4,281,016 [1: as_1892/ch]",
733614,,value,,stones and c,1893,GBP,733614,B,,0,0,0.0,30.29,6,"733,614 [4: as_1893/ch,as_1893/inf,as_1894/ch,tn_1895/ch] | 546,219 [1: as_1894/inf] | 783,614 [1: tn_1895/inf]",
733536,origins-confirm-winner,quantity,seeds,cotton,1893,Tons,389859,A,,388585,13,0.9967,25.65,11,"389,859 [10: as_1893/ch,as_1894/ch,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf,tn_1895/ch,tn_1895/inf] | 289,859 [1: as_1893/inf]",Cotton
733522,,quantity,oil,painters colours and pigments,1876,Value £,733522,A,,0,0,0.0,0.03,9,"733,522 [8: as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch,as_1880/ch] | 733,322 [1: as_1880/inf]",Painters' Colours And Pigments
733522,,value,oil,painters colours and pigments,1876,GBP,733522,A,,0,0,0.0,0.68,10,"733,522 [9: as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch,as_1879/inf,as_1880/ch] | 738,525 [1: as_1880/inf]",
733435,,quantity,,olive,1891,Lbs.,18108,A,,0,0,0.0,98.32,9,"18,108 [5: as_1892/inf,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 18,107 [2: as_1895/ch,as_1895/inf] | 1,078,152 [1: as_1891/ch] | 1,018,420 [1: as_1891/inf]",AMBIGUOUS
