gbp,verdict,measure,group,article,year,unit,winner,tier,favours,origin_sum,n_origins,origin_ratio,spread_pct,n_readings,candidates,commodity
733435,,value,,olive,1891,GBP,733435,A,,0,0,0.0,97.69,11,"733,435 [9: as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1894/ch,as_1895/ch,as_1895/inf,tn_1895/ch] | 783,435 [1: as_1894/inf] | 18,108 [1: as_1892/ch]",
732732,,value,,straw platting for hats or bonnets,1887,GBP,732732,A,,0,0,0.0,93.35,8,"732,732 [6: as_1888/inf,as_1889/ch,as_1889/inf,as_1890/inf,as_1891/ch,as_1891/inf] | 11,022,879 [2: as_1888/ch,as_1888/inf]",
732225,,quantity,,other farinaceous substances,1881,Value £,732225,A,,0,0,0.0,0.1,10,"732,225 [9: as_1881/ch,as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf] | 732,925 [1: as_1881/inf]",Other Farinaceous Substances
732225,,value,,other farinaceous substances,1881,GBP,732225,A,,0,0,0.0,0.1,10,"732,225 [9: as_1881/ch,as_1881/inf,as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1885/ch,as_1885/inf] | 732,925 [1: as_1884/inf]",
731928,,value,skins and furs,manufactures of skins and furs including rugs,1898,GBP,731928,B,,0,0,0.0,0.12,6,"731,928 [4: as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch] | 731,925 [1: as_1898/inf] | 731,025 [1: tn_1899/inf]",
731879,,value,,gutta percha,1891,GBP,731879,B,,0,0,0.0,91.71,8,"731,879 [4: as_1891/inf,as_1893/ch,as_1895/ch,as_1895/inf] | 734,879 [2: as_1891/ch,as_1892/inf] | 60,911 [1: as_1892/ch] | 131,871 [1: tn_1895/inf]",
730796,,value,nuts and kernels,for expressing oil therefrom,1885,GBP,730796,A,,0,0,0.0,92.36,8,"730,796 [7: as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1888/ch,as_1888/inf,as_1889/ch] | 55,820 [1: as_1888/ch]",
730743,,value,,woollen rags applicable to other uses than manure torn up or not,1895,GBP,730743,A,,0,0,0.0,94.85,7,"730,743 [4: as_1897/ch,as_1897/inf,as_1899/ch,as_1899/inf] | 37,616 [3: as_1898/inf,as_1899/inf,tn_1899/inf]",
730323,,quantity,metals,musical instruments,1881,Value £,730325,A,,0,0,0.0,0.0,10,"730,325 [8: as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf] | 730,323 [2: as_1881/ch,as_1881/inf]",Musical Instruments
729805,,quantity,metals,musical instruments,1886,Value £,729805,A,,0,0,0.0,99.9,9,"729,805 [8: as_1886/ch,as_1886/inf,as_1887/ch,as_1888/inf,as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf] | 730 [1: as_1887/inf]",Musical Instruments
729576,,quantity,metals,musical instruments,1885,Value £,729576,A,,0,0,0.0,0.01,9,"729,576 [5: as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf,as_1887/ch] | 729,676 [4: as_1887/inf,as_1888/inf,as_1889/ch,as_1889/inf]",Musical Instruments
729232,,value,seeds,rape,1869,GBP,729232,B,,0,0,0.0,0.55,4,"729,232 [3: as_1872/ch,as_1872/inf,as_1873/inf] | 725,232 [1: as_1873/ch]",
728954,,value,fruit,raisins,1880,GBP,728954,B,,0,0,0.0,0.0,7,"728,934 [5: as_1881/ch,as_1882/ch,as_1883/ch,as_1884/ch,as_1884/inf] | 728,954 [2: as_1880/ch,as_1880/inf]",
727806,,value,vegetables raw,potatoes,1885,GBP,727806,A,,0,0,0.0,68.36,9,"727,806 [7: as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf,as_1889/ch] | 2,299,934 [2: as_1888/ch,as_1888/inf]",
727273,,value,,meat unenumerated salted or fresh,1897,GBP,727273,A,,0,0,0.0,49.84,8,"727,273 [5: as_1898/ch,as_1898/inf,as_1899/ch,tn_1899/ch,tn_1899/inf] | 727,275 [2: as_1897/ch,as_1897/inf] | 364,822 [1: as_1899/inf]",
726428,origins-confirm-winner,quantity,nuts and kernels,for expressing oil therefrom,1882,Tons,57962,A,,57962,8,1.0,0.17,10,"57,962 [7: as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1886/ch,as_1886/inf] | 57,862 [2: as_1882/ch,as_1882/inf] | 57,902 [1: as_1885/inf]",Nuts And Kernels — Commonly Used For Expressing Oil Therefrom
726355,origins-confirm-winner,quantity,seeds,clover and grass,1878,,305440,A,,305440,6,1.0,0.01,10,"305,440 [9: as_1878/ch,as_1878/inf,as_1879/ch,as_1879/inf,as_1880/ch,as_1881/ch,as_1881/inf,as_1882/ch,as_1882/inf] | 305,410 [1: as_1880/inf]",Seeds — Clover And Grass
725279,origins-confirm-winner,quantity,seeds,rape,1873,Quarters,276328,A,,276328,8,1.0,0.18,10,"276,328 [9: as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf] | 276,828 [1: as_1874/inf]",Seeds — Rape
724968,,quantity,spices,pepper,1890,Lbs,29691858,A,,806495,4,0.0272,0.3,10,"29,691,858 [8: as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1893/ch,as_1894/ch,tn_1895/ch] | 29,691,558 [1: as_1893/inf] | 29,601,858 [1: tn_1895/inf]",Spices — Pepper
724967,,value,wine imported in cask,white,1893,GBP,724967,C,,0,0,0.0,0.01,2,"724,967 [1: as_1897/ch] | 724,907 [1: as_1897/inf]",
724608,,value,manures,guano,1883,GBP,724608,A,,0,0,0.0,0.41,10,"724,608 [9: as_1883/ch,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf] | 721,608 [1: as_1883/inf]",
724446,,value,,stones and c,1894,GBP,724446,B,,0,0,0.0,19.18,4,"724,446 [3: as_1894/ch,tn_1895/ch,tn_1895/inf] | 585,476 [1: as_1894/inf]",
724446,,value,,stones rough hewn or manufactured other than works of art,1894,GBP,724446,B,,0,0,0.0,0.0,6,"724,446 [4: as_1897/ch,as_1897/inf,as_1898/ch,tn_1899/ch] | 724,416 [2: as_1898/inf,tn_1899/inf]",
724040,,value,oil,onions raw,1892,GBP,724040,A,,0,0,0.0,83.62,13,"724,040 [9: as_1892/ch,as_1892/inf,as_1894/ch,as_1894/inf,as_1895/ch,as_1895/inf,as_1896/ch,tn_1895/ch,tn_1895/inf] | 724,010 [3: as_1893/ch,as_1893/inf,as_1896/inf] | 4,420,276 [1: as_1892/ch]",
724040,,quantity,oil,onions raw,1892,Bushels,4420276,A,,0,0,0.0,6.79,9,"4,420,276 [6: as_1892/inf,as_1893/ch,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf] | 4,120,276 [3: as_1893/inf,as_1894/inf,tn_1895/inf]",AMBIGUOUS
724020,,quantity,oil,onions raw,1890,Bushels,3871195,A,,0,0,0.0,87.1,9,"3,871,195 [5: as_1890/ch,as_1890/inf,as_1892/inf,as_1893/ch,as_1893/inf] | 3,871,193 [2: as_1894/inf,tn_1895/inf] | 499,489 [1: as_1891/ch] | 1,034,911 [1: as_1891/inf]",AMBIGUOUS
724020,,value,oil,onions raw,1890,GBP,724020,A,,0,0,0.0,81.3,13,"724,020 [12: as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 3,871,195 [1: as_1892/ch]",
723320,origins-confirm-winner,quantity,,yeast,1889,Cts.,261464,A,,261464,5,1.0,0.0,9,"261,464 [6: as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf,as_1893/ch,as_1893/inf] | 261,461 [3: as_1891/ch,as_1891/inf,as_1892/ch]",Yeast
723205,origins-confirm-winner,quantity,manures,phosphate of lime and rock,1894,Tons,380269,A,,382065,24,1.0047,10.02,13,"380,269 [11: as_1894/ch,as_1894/inf,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/inf,as_1898/ch,as_1898/inf,tn_1895/ch,tn_1895/inf,tn_1899/ch] | 350,269 [1: as_1895/ch] | 389,269 [1: as_1897/ch]",Phosphate Of Lime And Rock
723180,,value,metals,zinc crude in cakes,1877,GBP,723180,A,,0,0,0.0,0.0,10,"723,180 [7: as_1878/ch,as_1878/inf,as_1879/ch,as_1879/inf,as_1880/ch,as_1880/inf,as_1881/ch] | 723,160 [2: as_1877/ch,as_1877/inf] | 723,150 [1: as_1881/inf]",
718837,,quantity,,seed,1893,Tons,30164,A,,0,0,0.0,0.07,6,"30,164 [4: as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf] | 30,184 [2: as_1894/inf,tn_1895/inf]",Seed
718202,,value,,confectionery,1887,GBP,718202,A,,0,0,0.0,55.95,8,"718,202 [7: as_1887/ch,as_1887/inf,as_1888/ch,as_1888/inf,as_1889/ch,as_1891/ch,as_1891/inf] | 316,383 [1: as_1890/ch]",
718202,,quantity,animals living,confectionery,1887,Ccts.,316383,A,,313061,8,0.9895,0.01,7,"316,383 [6: as_1887/ch,as_1889/ch,as_1889/inf,as_1890/inf,as_1891/ch,as_1891/inf] | 316,338 [1: as_1888/ch]",Confectionery
717896,,value,cotton,manufactures piece goods,1893,GBP,717896,B,,0,0,0.0,0.07,8,"717,896 [4: as_1893/ch,as_1895/ch,as_1896/ch,as_1896/inf] | 717,396 [2: as_1894/ch,tn_1895/ch] | 717,806 [2: as_1894/inf,tn_1895/inf]",
717896,,quantity,cotton,manufactures piece goods,1893,Yards,38035439,A,,0,0,0.0,0.13,9,"38,035,439 [8: as_1893/ch,as_1894/ch,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,tn_1895/ch,tn_1895/inf] | 38,085,439 [1: as_1893/inf]","Jute Yarn — Manufactures, Piece Goods"
717820,,value,dyeing or tanning stuffs,cutch and gambier,1890,GBP,717820,B,,0,0,0.0,96.18,4,"717,820 [3: as_1891/inf,as_1893/ch,as_1894/inf] | 27,445 [1: as_1890/ch]",
717820,,value,dyeing or tanning stuffs,gutch and gambier,1890,GBP,717820,B,,0,0,0.0,0.0,5,"717,820 [3: as_1890/ch,as_1891/ch,as_1892/ch] | 717,829 [2: as_1894/ch,tn_1895/ch]",
716379,origins-confirm-winner,quantity,rags and other materials for making paper,rags woollen applicable to other uses than manure,1890,Tons,34659,A,,34659,15,1.0,8.66,9,"34,659 [8: as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1894/ch,tn_1895/ch,tn_1895/inf] | 31,659 [1: as_1893/inf]","Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not"
716379,,value,rags and other materials for making paper,rags woollen applicable to other uses than manure,1890,GBP,716379,A,,0,0,0.0,95.16,12,"716,379 [11: as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,tn_1895/ch,tn_1895/inf] | 34,659 [1: as_1894/inf]",
715964,,value,oil,olive,1884,GBP,715964,A,,0,0,0.0,97.6,9,"715,964 [8: as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1888/ch,as_1888/inf] | 17,213 [1: as_1888/ch]",
715912,,quantity,skins and furs,goat undressed,1889,Number.,6981290,A,,0,0,0.0,8.59,9,"6,981,290 [8: as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1893/inf] | 6,381,290 [1: as_1893/ch]","Skins And Furs — Goat, Undressed"
715288,,value,,manufactured,1890,GBP,715288,A,,0,0,0.0,0.01,9,"715,288 [8: as_1891/ch,as_1891/inf,as_1892/ch,as_1893/ch,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 715,238 [1: as_1890/ch]",
714701,,value,,nuts and kernels for expressing oil therefrom,1900,GBP,714701,B,,0,0,0.0,92.07,3,"714,701 [2: tn_1901/ch,tn_1901/inf] | 56,668 [1: tn_1901/ch]",
714668,origins-confirm-winner,quantity,,linen yarn,1888,Lbs.,18192514,A,,18192514,4,1.0,97.64,8,"18,192,514 [6: as_1888/inf,as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf,as_1892/inf] | 429,749 [2: as_1891/ch,as_1891/inf]",Linen Yarn
714257,,quantity,vegetables raw,potatoes,1890,Cwts,1910100,A,,1939700,10,1.0155,1.55,10,"1,910,100 [4: as_1891/ch,as_1891/inf,as_1893/ch,as_1893/inf] | 1,940,100 [3: as_1890/ch,as_1890/inf,as_1892/ch] | 1,940,109 [3: as_1894/ch,tn_1895/ch,tn_1895/inf]",Potatoes
714257,,value,vegetables raw,potatoes,1890,GBP,714257,A,,0,0,0.0,63.18,12,"714,257 [11: as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,tn_1895/ch,tn_1895/inf] | 1,940,100 [1: as_1894/inf]",
713094,origins-confirm-winner,quantity,,hops,1889,Cts.,199384,A,,199384,7,1.0,0.0,9,"199,384 [7: as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/inf] | 199,381 [2: as_1893/ch,as_1893/inf]",Hops
713094,,value,,hops,1889,GBP,713094,A,,0,0,0.0,72.04,9,"713,094 [6: as_1889/ch,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/inf] | 713,091 [2: as_1893/ch,as_1893/inf] | 199,384 [1: as_1892/ch]",
713061,,value,nuts and kernels,for expressing oil therefrom,1888,GBP,713061,A,,0,0,0.0,91.17,9,"713,061 [8: as_1888/ch,as_1888/inf,as_1889/ch,as_1890/ch,as_1890/inf,as_1891/ch,as_1892/ch,as_1892/inf] | 62,932 [1: as_1888/ch]",
713061,,quantity,nuts and kernels,for expressing oil therefrom,1888,Cwts.,62932,B,,0,0,0.0,87.99,4,"62,932 [2: as_1890/ch,as_1890/inf] | 120,283 [1: as_1891/ch] | 523,993 [1: as_1891/inf]",AMBIGUOUS
712968,origins-confirm-winner,quantity,fruit,raisins,1878,Cwts.,450329,A,,450329,4,1.0,0.11,9,"450,329 [8: as_1878/ch,as_1878/inf,as_1879/ch,as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1882/ch] | 450,829 [1: as_1882/inf]",Fruit — Raisins
712743,,value,skins and furs,seal,1888,GBP,712743,B,,0,0,0.0,18.81,7,"578,655 [5: as_1889/ch,as_1889/inf,as_1890/ch,as_1891/ch,as_1892/ch] | 712,743 [2: as_1888/ch,as_1888/inf]",
710632,origins-confirm-winner,quantity,,glass window and german sheet including shades and cylinders,1898,Cwts.,1399757,B,,1389667,5,0.9928,0.0,7,"1,399,757 [3: as_1899/inf,tn_1901/ch,tn_1901/inf] | 1,399,777 [2: as_1898/ch,tn_1899/ch] | 1,399,775 [2: as_1898/inf,tn_1899/inf]","Glass — Window And German Sheet, Including Shades And Cylinders"
710632,,value,,glass window and german sheet including shades and cylinders,1898,GBP,710632,B,,0,0,0.0,49.23,3,"710,632 [2: tn_1901/ch,tn_1901/inf] | 1,399,757 [1: as_1899/ch]",
710337,,value,,straw plaiting for hats or bonnets,1894,GBP,710337,B,,0,0,0.0,76.89,5,"710,337 [2: as_1894/ch,tn_1895/ch] | 210,337 [2: as_1894/inf,tn_1895/inf] | 910,337 [1: as_1896/ch]",
709850,,quantity,fruit,raisins,1869,Cuts.,397816,C,,0,0,0.0,0.01,4,"397,816 [2: as_1872/ch,as_1872/inf] | 397,846 [2: as_1873/ch,as_1873/inf]",Fruit — Raisins
708541,,quantity,cork,manufactured,1899,Lbs.,12294141,C,,0,0,0.0,0.73,4,"12,294,141 [2: as_1899/ch,as_1899/inf] | 12,204,141 [2: tn_1901/ch,tn_1901/inf]",
708433,,quantity,oil,painters colours and pigments,1875,Value £,708433,A,,0,0,0.0,0.0,9,"708,433 [8: as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch,as_1878/ch,as_1878/inf,as_1879/ch] | 708,438 [1: as_1877/inf]",Painters' Colours And Pigments
708433,,value,,raisins,1893,GBP,708433,A,,0,0,0.0,0.0,6,"708,433 [5: as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch] | 708,453 [1: as_1897/inf]",
708433,,quantity,,raisins,1893,Cuts.,524746,A,,0,0,0.0,0.57,6,"524,746 [4: as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf] | 521,746 [2: as_1895/ch,as_1895/inf]",AMBIGUOUS
708296,,value,,gutta percha,1890,GBP,708296,B,,0,0,0.0,91.21,8,"708,296 [3: as_1890/ch,as_1890/inf,as_1892/inf] | 798,296 [3: as_1891/ch,as_1891/inf,as_1893/ch] | 70,176 [1: as_1892/ch] | 194,293 [1: tn_1895/inf]",
707344,,quantity,fruit,raisins,1871,Cuts.,427056,A,,0,0,0.0,0.0,7,"427,056 [6: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1875/ch,as_1875/inf] | 427,036 [1: as_1874/ch]",Fruit — Raisins
707312,,value,drugs,unenumerated including medicinal preparations not liable to duty,1894,GBP,707312,B,,0,0,0.0,11.29,4,"707,312 [2: as_1897/ch,as_1897/inf] | 797,312 [2: as_1898/inf,tn_1899/inf]",
706878,,quantity,metals,musical instruments,1880,Value £,706878,A,,0,0,0.0,0.86,10,"706,878 [9: as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1882/ch,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf] | 700,818 [1: as_1882/inf]",Musical Instruments
705779,,value,dyeing or tanning stuffs,cutch and gambier,1888,GBP,705779,B,,0,0,0.0,95.96,5,"705,779 [4: as_1888/ch,as_1888/inf,as_1889/ch,as_1891/inf] | 28,543 [1: as_1890/ch]",
705779,,quantity,dyeing or tanning stuffs,cutch and gambier,1888,Tons,28543,B,,55781,14,1.9543,0.11,7,"28,543 [6: as_1888/ch,as_1889/inf,as_1890/inf,as_1891/inf,as_1892/ch,as_1892/inf] | 28,513 [1: as_1891/ch]",Cutch And Gambier
705255,,value,skins and furs,goat,1872,GBP,705255,A,,0,0,0.0,0.28,10,"705,255 [9: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 703,255 [1: as_1874/inf]",
705224,,quantity,wood and timber,teak,1896,Loads,66367,B,,118045,15,1.7787,9.04,7,"66,367 [6: as_1897/inf,as_1898/ch,as_1899/ch,tn_1899/ch,tn_1901/ch,tn_1901/inf] | 60,367 [1: as_1897/ch]",Wood And Timber — Teak
705224,,value,wood and timber,teak,1896,GBP,705224,B,,0,0,0.0,90.59,8,"705,224 [5: as_1898/ch,as_1899/ch,tn_1899/ch,tn_1901/ch,tn_1901/inf] | 66,367 [3: as_1898/inf,as_1899/inf,tn_1899/inf]",
705224,,value,hewn,teak,1896,GBP,705224,C,,0,0,0.0,7.84,2,"705,224 [1: as_1897/ch] | 765,224 [1: as_1897/inf]",
704849,origins-confirm-winner,quantity,manufactures of iron and steel,milk condensed,1889,Cts.,339892,B,,339428,7,0.9986,97.66,7,"339,892 [4: as_1889/ch,as_1889/inf,as_1890/ch,as_1892/inf] | 839,892 [1: as_1890/inf] | 20,956 [1: as_1891/ch] | 894,687 [1: as_1891/inf]","Milk, Condensed"
704849,,value,,milk condensed,1889,GBP,704849,A,,0,0,0.0,0.43,9,"704,849 [7: as_1889/ch,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf] | 701,849 [2: as_1893/ch,as_1893/inf]",
704715,,value,,bones of all kinds except whalefins,1875,GBP,704715,A,,0,0,0.0,0.43,9,"704,715 [6: as_1875/ch,as_1875/inf,as_1876/ch,as_1877/ch,as_1878/ch,as_1878/inf] | 701,715 [3: as_1876/inf,as_1879/ch,as_1879/inf]",
704448,,value,manures,guano,1879,GBP,704448,A,,0,0,0.0,28.82,10,"704,448 [5: as_1879/ch,as_1879/inf,as_1882/ch,as_1882/inf,as_1883/ch] | 701,448 [4: as_1880/inf,as_1881/ch,as_1881/inf,as_1883/inf] | 501,448 [1: as_1880/ch]",
704448,,quantity,,guano,1879,Tons,77015,A,,74015,10,0.961,0.0,9,"77,015 [7: as_1879/inf,as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1883/ch,as_1883/inf] | 77,016 [2: as_1882/ch,as_1882/inf]",Manures — Guano
704435,,quantity,,pork salted and fresh,1874,Cuts.,322574,A,,0,0,0.0,17.83,10,"322,574 [9: as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf] | 392,574 [1: as_1874/inf]","Pork, Salted And Fresh"
704435,,value,,pork salted and fresh,1874,GBP,704435,B,,0,0,0.0,0.43,10,"704,435 [4: as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch] | 701,435 [4: as_1874/inf,as_1876/inf,as_1878/ch,as_1878/inf] | 704,135 [2: as_1877/ch,as_1877/inf]",
704433,,value,fruit,raisins,1893,GBP,704433,A,,0,0,0.0,0.56,5,"704,433 [4: as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 708,433 [1: as_1893/ch]",
703704,,value,manures,phosphate of lime and rock,1889,GBP,703704,A,,0,0,0.0,0.0,7,"703,704 [6: as_1889/ch,as_1890/ch,as_1890/inf,as_1891/ch,as_1892/ch,as_1892/inf] | 703,701 [1: as_1893/ch]",
703704,,quantity,manures,phosphate of lime and rock,1889,Tons,368652,C,,0,0,0.0,18.09,5,"368,652 [2: as_1891/ch,as_1891/inf] | 301,953 [2: as_1893/ch,as_1893/inf] | 304,938 [1: as_1890/inf]",AMBIGUOUS
703345,,value,,stones and c,1892,GBP,703345,A,,0,0,0.0,20.88,8,"703,345 [6: as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,tn_1895/ch] | 556,826 [1: as_1894/inf] | 703,815 [1: tn_1895/inf]",
701651,,value,woollen manufactures,of wool other than goats cloths,1895,GBP,701651,A,,0,0,0.0,83.09,9,"701,651 [6: as_1897/ch,as_1897/inf,as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch] | 4,149,656 [3: as_1898/inf,as_1899/inf,tn_1899/inf]",
700154,,value,metals,zinc crude in cakes,1884,GBP,700154,A,,0,0,0.0,93.19,8,"700,154 [7: as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1888/ch] | 47,658 [1: as_1888/ch]",
698694,,value,,seed,1897,GBP,698694,A,,0,0,0.0,95.25,9,"698,694 [8: as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf,tn_1901/ch,tn_1901/inf] | 33,173 [1: tn_1901/ch]",
696738,,quantity,hair,goats hair or wool,1890,Lbs.,15880314,A,,12940254,10,0.8149,0.0,11,"15,880,314 [10: as_1890/ch,as_1891/ch,as_1891/inf,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 15,880,814 [1: as_1890/inf]",Wool — Goats' Wool Or Hair
696738,,value,hair,goats hair or wool,1890,GBP,696738,A,,0,0,0.0,95.61,11,"696,738 [9: as_1890/ch,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1894/ch,as_1894/inf,tn_1895/ch] | 696,788 [1: as_1890/inf] | 15,880,314 [1: as_1892/ch]",
696312,,value,animals living,sheep and lambs,1890,GBP,696312,B,,0,0,0.0,48.56,9,"696,312 [6: as_1891/ch,as_1891/inf,as_1892/ch,as_1893/ch,as_1894/ch,tn_1895/ch] | 696,812 [2: as_1894/inf,tn_1895/inf] | 358,458 [1: as_1890/ch]",
696027,,value,,manufactured,1898,GBP,696027,A,,0,0,0.0,94.43,10,"696,027 [8: as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf,tn_1901/ch,tn_1901/inf] | 12,497,946 [2: as_1898/inf,tn_1899/inf]",
695159,,value,,unenumerated viz raw,1897,GBP,695159,A,,0,0,0.0,59.7,7,"695,159 [6: as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,tn_1899/ch,tn_1899/inf] | 1,725,116 [1: as_1899/ch]",
694995,,value,,seed,1896,GBP,694995,A,,0,0,0.0,95.16,11,"694,995 [10: as_1896/ch,as_1896/inf,as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf,tn_1901/ch,tn_1901/inf] | 33,616 [1: tn_1901/ch]",
694502,,value,sugar,glucose,1893,GBP,694502,A,,0,0,0.0,0.43,10,"694,502 [9: as_1893/ch,as_1893/inf,as_1894/ch,as_1894/inf,as_1895/ch,as_1896/ch,as_1896/inf,tn_1895/ch,tn_1895/inf] | 691,502 [1: as_1895/inf]",
694098,,value,wood and timber,staves,1889,GBP,694098,A,,0,0,0.0,0.43,7,"694,098 [6: as_1889/ch,as_1889/inf,as_1890/ch,as_1892/ch,as_1893/ch,as_1893/inf] | 691,098 [1: as_1891/ch]",
693949,,value,wood and timber,furniture woods mahogany,1899,GBP,693949,A,,0,0,0.0,89.48,5,"693,949 [4: as_1899/ch,as_1899/inf,tn_1901/ch,tn_1901/inf] | 73,035 [1: as_1899/inf]",
693828,,value,corn grain meal and flour,peas,1895,GBP,693828,B,,0,0,0.0,71.36,7,"693,828 [5: as_1897/ch,as_1897/inf,as_1898/ch,as_1899/inf,tn_1899/ch] | 2,422,851 [2: as_1898/inf,tn_1899/inf]",
693629,,value,wood and timber,teak,1898,GBP,693629,B,,0,0,0.0,93.41,8,"693,629 [3: as_1899/ch,tn_1901/ch,tn_1901/inf] | 58,917 [3: as_1898/inf,as_1899/inf,tn_1899/inf] | 893,629 [2: as_1898/ch,tn_1899/ch]",
693592,,value,,strawboard or millboard,1898,GBP,693592,C,,0,0,0.0,12.96,2,"693,592 [1: tn_1901/ch] | 603,692 [1: tn_1901/inf]",
693096,,value,,pork salted and fresh,1871,GBP,693096,A,,0,0,0.0,0.72,8,"693,096 [6: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1875/ch,as_1875/inf] | 698,096 [2: as_1874/ch,as_1874/inf]",
693003,,quantity,dyeing or tanning stuffs,cutch and gambier,1882,Tons,30048,A,,30648,6,1.02,1.64,8,"30,048 [6: as_1883/ch,as_1883/inf,as_1884/inf,as_1885/ch,as_1886/ch,as_1886/inf] | 30,548 [2: as_1882/ch,as_1882/inf]",Cutch And Gambier
692259,,value,,bars,1892,GBP,692259,A,,0,0,0.0,89.03,7,"692,259 [6: as_1892/inf,as_1893/ch,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 75,915 [1: as_1892/ch]",
691611,,quantity,,manufactures of,1899,Lbs.,5065320,B,,0,0,0.0,99.99,4,"5,065,320 [3: as_1899/ch,tn_1901/ch,tn_1901/inf] | 346 [1: as_1899/inf]",Manufactures Of
691362,,value,,pork salted and fresh,1879,GBP,691362,A,,0,0,0.0,0.07,10,"691,362 [9: as_1879/ch,as_1879/inf,as_1880/ch,as_1881/ch,as_1881/inf,as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf] | 691,862 [1: as_1880/inf]",
