commodity,gbp,bucket,partner,partner_gbp,partner_bucket,unit,holds,shared_tokens,origin_years_shared,own_origin_years,own_anchor_years,merged_checked_years,ratio_median,ratio_range,pct_near_1,anchor_conflicts,verdict
Pyrites Of Iron Or Copper Or Sulphur Ore,1351152,KEEP,"Manganese, Ore Of",6196715,KEEP,Ton,anchor,ore,1,1872-1872,1866-1870,1,14.372,14.37-14.37,0.0,5,rejects
Pyrites Of Iron Or Copper Or Sulphur Ore,1351152,KEEP,"Unwrought, Part Wrought, And Old Copper",3213943,EMPTY,Ton,anchor,copper,0,1872-1872,1866-1870,1,10.757,10.76-10.76,0.0,3,rejects
Pyrites Of Iron Or Copper Or Sulphur Ore,1351152,KEEP,Silver Ore,769355,EMPTY,Ton,anchor,ore,0,1872-1872,1866-1870,1,0.238,0.24-0.24,0.0,5,rejects
Pyrites Of Iron Or Copper Or Sulphur Ore,1351152,KEEP,"Copper, Ore And Regulus",1798973,EMPTY,Ton,anchor,copper ore,0,1872-1872,1866-1870,1,7.187,7.19-7.19,0.0,5,rejects
Pyrites Of Iron Or Copper Or Sulphur Ore,1351152,KEEP,"Metals :Copper, Ore And Regulus",1999285,EMPTY,Ton,anchor,copper ore,0,1872-1872,1866-1870,1,7.187,7.19-7.19,0.0,3,rejects
Pyrites Of Iron Or Copper Or Sulphur Ore,1351152,KEEP,"Iron And Steel, Wrought Or Manufactured - Cuts",0,EMPTY,Ton,anchor,iron,0,1872-1872,1866-1870,1,0.666,0.67-0.67,0.0,1,rejects
Pyrites Of Iron Or Copper Or Sulphur Ore,1351152,KEEP,Iron — In Bars,8704506,KEEP,Ton,anchor,iron,0,1872-1872,1866-1870,1,6.321,6.32-6.32,0.0,5,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,"Mutton, Fresh",82122080,KEEP,Cwt,anchor,fresh,3,1894-1898,none,3,1.929,1.87-2.12,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,"Drugs — Bark, Peruvian",12362206,KEEP,Cwt,anchor,bark,3,1894-1898,none,1,19.969,19.97-19.97,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,Fresh (Not Of British Taking) — Herrings,12672523,KEEP,Cwt,anchor,british fresh herrings taking,3,1894-1898,none,2,2.278,2.18-2.28,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,Bark — Peruvian,7063303,KEEP,Cwt,anchor,bark,0,1894-1898,none,3,24.936,19.06-27.39,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,Bark,753739,DUPE-FAM,Cwt,anchor,bark,3,1894-1898,none,3,4.378,3.4-4.71,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,"Beef, Salted And Fresh",550663,EMPTY,Cwt,anchor,fresh,0,1894-1898,none,1,0.48,0.48-0.48,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,"Pork, Salted And Fresh",382221,EMPTY,Cwt,anchor,fresh,0,1894-1898,none,1,2.744,2.74-2.74,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,Fresh,4413148,EMPTY,Cwt,anchor,fresh,0,1894-1898,none,3,0.369,0.22-0.53,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,"Bark, For Tanning",113369,EMPTY,Cwt,anchor,bark,0,1894-1898,none,2,3.383,2.15-3.38,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,Fresh (Not Of British Taking) — Cured Or Salted; Sardines,518855,EMPTY,Cwt,anchor,british fresh taking,0,1894-1898,none,2,4.786,3.42-4.79,0.0,0,rejects
Bark — Fresh (Not Of British Taking) Herrings,1333595,DUPE-FAM,Fresh (Not Of British Taking) — Other Sorts,1888504,EMPTY,Cwt,anchor,british fresh taking,0,1894-1898,none,2,0.954,0.58-0.95,0.5,0,partial
Bark — For Tanners' Or Dyers' Use,1331193,KEEP,"Drugs — Bark, Peruvian",12362206,KEEP,Cwt,anchor,bark,0,1876-1881,none,4,6.881,3.53-10.9,0.0,0,rejects
Bark — For Tanners' Or Dyers' Use,1331193,KEEP,Bark — Peruvian,7063303,KEEP,Cwt,anchor,bark,6,1876-1881,none,6,11.903,4.53-26.72,0.0,0,rejects
Bark — For Tanners' Or Dyers' Use,1331193,KEEP,Bark,753739,DUPE-FAM,Cwt,anchor,bark,0,1876-1881,none,4,1.0,0.89-1.36,0.5,0,partial
Bark — For Tanners' Or Dyers' Use,1331193,KEEP,"Bark: For Tanners' Or Dyers' Use "" Peruvian",0,EMPTY,Cwt,anchor,bark dyers tanners use,0,1876-1881,none,4,0.0,0.0-0.0,0.0,0,rejects
"China, Or Porcelain, And Earthenware — Manufactured",1330601,KEEP,"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",12054350,KEEP,Lb,anchor,manufactured,2,1897-1898,none,2,2.523,2.4-2.52,0.0,0,rejects
"China, Or Porcelain, And Earthenware — Manufactured",1330601,KEEP,"Manufactured, Cigars",5935008,KEEP,Lb,anchor,manufactured,0,1897-1898,none,2,4.941,4.29-4.94,0.0,0,rejects
Furniture And Hardwoods,1284238,FOLD?,Furniture And Hardwoods — Mahogany,1099136,REVIEW,Ton,anchor,furniture hardwoods,1,1885-1887,none,2,2.54,1.8-2.54,0.0,0,rejects
Furniture And Hardwoods,1284238,FOLD?,Furniture And Hardwoods — Unenumerated,720592,KEEP,Ton,anchor,furniture hardwoods,0,1885-1887,none,2,1.806,1.0-1.81,0.5,0,rejects
Furniture And Hardwoods,1284238,FOLD?,Furniture Woods And Hardwoods — Unenumerated,450066,EMPTY,Ton,anchor,furniture hardwoods,0,1885-1887,none,2,1.806,1.0-1.81,0.5,0,rejects
"Ivory — Teeth, Elephants', &C.",1259799,FOLD?,"Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",55237121,REVIEW,Cwt,anchor,elephants teeth,6,1888-1894,none,2,0.675,0.6-0.68,0.0,0,rejects
"Ivory — Teeth, Elephants', &C.",1259799,FOLD?,"Ivory — Teeth, Elephants', Sea Cow, And Sea Horse",364764,KEEP,Cwt,anchor,elephants ivory teeth,1,1888-1894,none,7,0.152,0.03-6.0,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins, Furs, And Pelts — Seal",63340335,KEEP,Number,anchor,skins,5,1893-1897,none,3,2.918,2.24-3.42,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins, Furs, And Pelts — Goat, Undressed",11334935,KEEP,Number,anchor,skins undressed,3,1893-1897,none,2,1.909,1.88-1.91,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins, Furs, And Pelts — Sheep, Undressed",18434048,KEEP,Number,anchor,sheep skins undressed,3,1893-1897,none,4,0.258,0.09-0.26,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins, Furs, And Pelts — In Any Way Dressed (Not Leather)",209320,REVIEW,Number,anchor,skins,4,1893-1897,none,4,9.011,6.81-31.47,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins, Furs, And Pelts — Unenumerated : Undressed",434912,KEEP,Number,anchor,skins undressed,4,1893-1897,none,4,8.705,7.21-13.41,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins, And Furs — Skins, Sheep, Undressed",799831,DUPE-FAM,Number,anchor,sheep skins undressed,3,1893-1897,none,1,0.126,0.13-0.13,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins, And Furs — Furs, Rabbit Skins",2466916,REVIEW,Number,anchor,skins,4,1893-1897,none,4,0.464,0.27-1.88,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins : Goat, Undressed",13815760,KEEP,Number,anchor,skins undressed,5,1893-1897,none,5,1.865,1.76-1.92,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,Number,anchor,skins undressed,3,1893-1897,none,1,3.827,3.83-3.83,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins, And Furs — Skins In Any Way Dressed (Not Leather)",14559,KEEP,Number,anchor,skins,4,1893-1897,none,1,12.235,12.23-12.23,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,Skins And Furs — Unenumerated,1149207,KEEP,Number,anchor,skins,0,1893-1897,none,5,0.155,0.04-0.19,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"All Other Sorts, Undressed And Dressed }(Not Leather)",0,EMPTY,Number,anchor,undressed,0,1893-1897,none,3,3.361,2.92-4.12,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Furs, Of All Sorts (Other Than Seal Skins)",0,EMPTY,Number,anchor,skins,0,1893-1897,none,3,0.035,0.03-0.04,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,Seal Skins,550594,EMPTY,Number,anchor,skins,0,1893-1897,none,5,1.907,0.92-2.4,0.2,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,"Skins — Sheep And Lamb, Undressed",7696671,KEEP,Number,anchor,sheep skins undressed,0,1893-1897,none,4,0.102,0.09-0.13,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Lac, Seed, Shell, Stick, And Dye",23754989,KEEP,Cwt,anchor,dye,5,1893-1897,none,5,4.395,3.44-5.42,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Preserved, Otherwise Than By Salting",23130049,KEEP,Cwt,anchor,than,0,1893-1897,none,4,0.445,0.28-0.5,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Cwt,anchor,than,0,1893-1897,none,4,8.916,6.31-9.4,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Dyeing Or Tanning Stuffs — Cochineal, Granilla, And Dust",343885,EMPTY,Cwt,anchor,dyeing stuffs tanning,0,1893-1897,none,3,60.615,58.84-60.82,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Beans (Other Than Kidney, Haricot, Locust Or French)",837417,EMPTY,Cwt,anchor,than,0,1893-1897,none,2,0.074,0.06-0.07,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Bark, For Tanning",113369,EMPTY,Cwt,anchor,tanning,0,1893-1897,none,2,0.668,0.63-0.67,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Lac-Dye, Seedlac, Shellac, And Sticklac",776217,EMPTY,Cwt,anchor,dye,0,1893-1897,none,2,1.243,1.18-1.24,0.0,0,partial
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,Meat (Except Poultry And Game) — Salted (Other Than Bacon And Hams),0,EMPTY,Cwt,anchor,than,0,1893-1897,none,2,0.884,0.77-0.88,0.0,0,partial
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Farinaceous Substances — Rice, Rice Meal And Flour",1688301,EMPTY,Cwt,anchor,substances,0,1893-1897,none,2,0.043,0.04-0.04,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Farinaceous Substances — Sago, Sago Meal And Flour",206740,EMPTY,Cwt,anchor,substances,0,1893-1897,none,2,0.471,0.31-0.47,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Dyeing Or Tanning Stuffs — Madder, Madder Root, Garanoine, And Munjeet",21395,EMPTY,Cwt,anchor,dyeing stuffs tanning,0,1893-1897,none,2,37.549,31.73-37.55,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Iac, Seed, Shell, Stick And Dye",0,EMPTY,Cwt,anchor,dye,0,1893-1897,none,4,2.385,1.18-3.1,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Unenumerated",1227023,REVIEW,"Other Farinaceous Substances, Unenumerated - Value £",0,EMPTY,Cwt,anchor,substances,0,1893-1897,none,3,0.226,0.2-0.31,0.0,0,rejects
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1218527,DUPE-FAM,"Manufactured, Cigars And Snuff",0,EMPTY,Lb,anchor,manufactured,0,1880-1881,none,2,0.306,0.26-0.31,0.0,0,rejects
Oil — Of Other Sorts,1179758,DUPE-FAM,Oil Seed Cake — Linseed Cake,11952450,KEEP,Ton,anchor,oil,2,1896-1897,none,2,1.467,1.38-1.47,0.0,0,rejects
Oil — Of Other Sorts,1179758,DUPE-FAM,Oil-Seed Cake — Cotton Cake,4348089,KEEP,Ton,anchor,oil,2,1896-1897,none,2,1.334,1.31-1.33,0.0,0,rejects
Oil — Of Other Sorts,1179758,DUPE-FAM,Oil Seed Cake,29784684,KEEP,Ton,anchor,oil,0,1896-1897,none,1,0.091,0.09-0.09,0.0,0,rejects
Oil — Of Other Sorts,1179758,DUPE-FAM,Oil — Fish : Train Or Blubber,8170653,KEEP,Ton,anchor,oil,0,1896-1897,none,2,1.959,1.35-1.96,0.0,0,rejects
Oil — Of Other Sorts,1179758,DUPE-FAM,Oil-Seed Cake — Of Other Sorts,3847110,REVIEW,Ton,anchor,oil,2,1896-1897,none,2,18.637,14.01-18.64,0.0,0,rejects
Oil — Of Other Sorts,1179758,DUPE-FAM,For Expressing Oil Therefrom,374505,EMPTY,Ton,anchor,oil,0,1896-1897,none,1,0.458,0.46-0.46,0.0,0,rejects
Oil — Of Other Sorts,1179758,DUPE-FAM,"Oil — Train Or Blubber, And Sperm",810891,EMPTY,Ton,anchor,oil,0,1896-1897,none,1,1.325,1.33-1.33,0.0,0,rejects
Oil — Of Other Sorts,1179758,DUPE-FAM,Nuts And Kernels :For Expressing Oil Therefrom,342723,EMPTY,Ton,anchor,oil,0,1896-1897,none,2,0.639,0.46-0.64,0.0,0,rejects
Oil — Of Other Sorts,1179758,DUPE-FAM,"Nuts, For Expressing Oil Therefrom",849356,EMPTY,Ton,anchor,oil,0,1896-1897,none,2,0.639,0.46-0.64,0.0,0,rejects
Animals — Swine,1177604,FOLD?,"Animals, Living — Horses",233770,KEEP,Number,anchor,animals,0,1872-1879,none,6,3.435,0.66-9.59,0.0,0,rejects
Animals — Swine,1177604,FOLD?,"Animals, Living — Bulls, Oxen, Cows, And Calves",593028,KEEP,Number,anchor,animals,0,1872-1879,none,6,0.274,0.09-0.6,0.0,0,rejects
Animals — Swine,1177604,FOLD?,"Animals, Living — Cxen, Bulls, Cows, And Calves",0,EMPTY,Number,anchor,animals,0,1872-1879,none,2,0.211,0.1-0.21,0.0,0,rejects
Notton. Fresh,1173391,DUPE-FAM,"Meat, Unenumerated — Salted Or Fresh",7761677,KEEP,Cwt,anchor,fresh,1,1891-1891,none,1,6.228,6.23-6.23,0.0,0,rejects
Notton. Fresh,1173391,DUPE-FAM,"Mutton, Fresh",82122080,KEEP,Cwt,anchor,fresh,1,1891-1891,none,1,2.0,2.0-2.0,0.0,0,rejects
Notton. Fresh,1173391,DUPE-FAM,"Beef, Salted And Fresh",550663,EMPTY,Cwt,anchor,fresh,0,1891-1891,none,1,0.276,0.28-0.28,0.0,0,rejects
Notton. Fresh,1173391,DUPE-FAM,"Pork, Salted And Fresh",382221,EMPTY,Cwt,anchor,fresh,0,1891-1891,none,1,1.692,1.69-1.69,0.0,0,rejects
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,"Glass — Window And German Sheet, Including Shades And Cylinders",10413119,KEEP,Cwt,anchor,including,4,1883-1895,none,1,1.24,1.24-1.24,0.0,0,partial
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,"Sugar — Unrefined : Cane, And Other Sorts",111761532,DUPE-FAM,Cwt,anchor,sugar,5,1883-1895,none,1,1.991,1.99-1.99,0.0,0,rejects
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,"Preserved, Otherwise Than By Salting",23130049,KEEP,Cwt,anchor,preserved,4,1883-1895,none,5,1.164,0.29-1.43,0.0,0,partial
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,Sugar — Molasses,5182584,KEEP,Cwt,anchor,sugar,5,1883-1895,none,5,1.164,1.09-1.28,0.4,0,partial
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,Sugar — Glucose,4223573,KEEP,Cwt,anchor,sugar,0,1883-1895,none,5,0.109,0.08-0.19,0.0,0,rejects
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,Fruits And Vegetables Preserved In Sugar,2087185,REVIEW,Cwt,anchor,fruits preserved sugar vegetables,1,1883-1895,none,1,2.474,2.47-2.47,0.0,0,rejects
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,Dried Or Preserved,12749,EMPTY,Cwt,anchor,preserved,0,1883-1895,none,1,11.603,11.6-11.6,0.0,0,rejects
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,Margarine (Including All Kinds Of Imitation Butter),2557170,EMPTY,Cwt,anchor,including,0,1883-1895,none,1,0.267,0.27-0.27,0.0,0,rejects
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,Paper Of All Kinds (Including Straw-Boards And Wood Pulp Boards),0,EMPTY,Cwt,anchor,including,0,1883-1895,none,1,0.068,0.07-0.07,0.0,0,rejects
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,applicable uses,3,1893-1899,none,7,0.283,0.14-1.24,0.14,0,rejects
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,"Flax, Dressed Or Undressed",57400776,KEEP,Ton,anchor,flax,7,1893-1899,none,7,1.114,0.05-1.94,0.0,0,partial
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,Hemp — Dressed Or Undressed,40182126,KEEP,Ton,anchor,hemp,5,1893-1899,none,7,1.014,0.05-1.18,0.14,0,partial
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1355538,REVIEW,Ton,anchor,applicable flax hemp same uses vegetable,4,1893-1899,none,5,1.109,1.05-2.27,0.4,0,partial
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,"Flax, Dressed And Undressed, And Tow",307865,DUPE-FAM,Ton,anchor,flax,1,1893-1899,none,4,0.106,0.04-0.29,0.0,0,rejects
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,"Hemp, Dressed And Undressed, And Tow",2210760,EMPTY,Ton,anchor,hemp,0,1893-1899,none,4,0.091,0.03-0.11,0.0,0,rejects
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,Straw Platting For Hats Or Bonnets,1319747,EMPTY,Ton,anchor,bonnets hats,0,1893-1899,none,1,0.0,0.0-0.0,0.0,0,rejects
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,"Bones, Applicable To Manufacturing Purposes",68566,EMPTY,Ton,anchor,applicable,0,1893-1899,none,7,0.959,0.52-1.24,0.43,0,partial
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,Unenumerated Vegetable Substances Applic-Able To The Same Uses As Hemp Or Flax - },0,EMPTY,Ton,anchor,flax hemp same uses vegetable,0,1893-1899,none,5,1.108,0.53-1.27,0.0,0,partial
"Hats Or Bonnets — Unenumerated Vegetable Sub- Stances, Applicable To The Same Uses As Hemp Or Flax",1145493,DUPE-FAM,"Rugs, Woollen, Applicable To Other Uses Than Manure",0,EMPTY,Ton,anchor,applicable uses,0,1893-1899,none,1,0.08,0.08-0.08,0.0,0,rejects
Waste Of,1116485,KEEP,Waste Of (Raw And Yarn),1977615,KEEP,Lb,origins,waste,0,1873-1886,1866-1900,4,1.635,1.0-1.97,0.5,0,rejects
Waste Of,1116485,KEEP,Yarn And Waste Of,725135,KEEP,Lb,anchor,waste,9,1873-1886,1866-1900,6,4.417,2.12-5.43,0.0,0,rejects
"Ntre, Cubic",1102583,DUPE-FAM,"Nitre, Cubic (Nitrate Of Soda)",26480631,KEEP,Cwt,anchor,cubic,1,1889-1889,none,1,2.0,2.0-2.0,0.0,0,rejects
"Wine — Red, In Bottles : Still",1088296,REVIEW,Wine — Red,56297450,KEEP,Gallon,anchor,red wine,4,1889-1895,none,2,1.149,0.0-1.15,0.0,0,partial
"Wine — Red, In Bottles : Still",1088296,REVIEW,Wine — White,77056561,KEEP,Gallon,anchor,wine,4,1889-1895,none,2,1.863,0.0-1.86,0.0,0,rejects
"Wine — Red, In Bottles : Still",1088296,REVIEW,"Wine, Imported In Casks",2708335,EMPTY,Gallon,anchor,wine,0,1889-1895,none,1,0.001,0.0-0.0,0.0,0,rejects
"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",1079818,DUPE-FAM,"Manufactures Of Iron Or Steel — Girders, Beams And Pillars",9351443,REVIEW,Ton,anchor,steel,6,1893-1898,none,6,1.247,1.13-1.86,0.0,0,partial
"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",1079818,DUPE-FAM,Horns And Hoofs,3583782,KEEP,Ton,anchor,hoofs horns,0,1893-1898,none,4,1.786,1.63-2.91,0.0,0,rejects
"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",1079818,DUPE-FAM,"Horns, Tips, And Pieces Of Horn, And Hoofs",614932,DUPE-FAM,Ton,anchor,hoofs horns pieces tips,2,1893-1898,none,6,4.123,1.61-10.4,0.0,0,rejects
"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",1079818,DUPE-FAM,"Unwrought, Part Wrought, And Old Copper",3213943,EMPTY,Ton,anchor,unwrought,0,1893-1898,none,4,0.238,0.14-0.28,0.0,0,rejects
"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",1079818,DUPE-FAM,Iron And Steel Manufactures : Sewing Machines Value £,0,EMPTY,Ton,anchor,steel,0,1893-1898,none,3,0.041,0.04-0.05,0.0,0,rejects
"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",1079818,DUPE-FAM,"Unwrought, In Bars, Blocks, Slabs, Cakes, Or Ingots",1703535,EMPTY,Ton,anchor,unwrought,0,1893-1898,none,6,0.308,0.16-1.08,0.17,0,rejects
"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",1079818,DUPE-FAM,Unenumerated — Unwrought,129714,EMPTY,Ton,anchor,unwrought,0,1893-1898,none,6,7.454,2.77-9.64,0.0,0,rejects
