flow,measure,group,article,year,values
export_uk,value,Linen Manufactures,TOTAL - - - - -,1887,"5,452,715"
export_uk,value,Linen Manufactures,Thread for Sewing - - - - -,1868,"318,230"
export_uk,value,Linen Manufactures,Thread for Sewing - - - - -,1895,"263,947"
export_uk,value,Linen Manufactures,Total - - - - -,1868,"7,113,873"
export_uk,value,Linen Manufactures,Total - - - - -,1869,"6,800,141"
export_uk,value,Linen Manufactures,Total - - - - -,1870,"7,248,345|7,248,315"
export_uk,value,Linen Manufactures,Total of Piece Goods - - - - -,1892,"3,882,650"
export_uk,value,Linen Manufactures,Total of Piece Goods - - - - -,1893,"3,603,661"
export_uk,value,Linen Manufactures,Total of Piece Goods - - - - -,1894,"3,462,498"
export_uk,value,Linen Manufactures,Total of Piece Goods - - - - -,1895,"4,080,261"
export_uk,value,Linen Manufactures,Total of Piece Goods - - - - -,1896,"3,764,889"
export_uk,value,"Manufactured, viz.",Unenumerated - - - - -,1893,"270,050"
export_uk,value,"Manufactured, viz.",Unenumerated - - - - -,1898,"393,797"
export_uk,value,"Manufactures wholly of Silk, viz.",Unenumerated - - - - -,1900,"182,927"
export_uk,value,"Matches, viz.",Safety Matches - - - - -,1899,"7,256"
export_uk,value,"Matches, viz.",Safety Matches - - - - -,1900,"8,903"
export_uk,value,Metals,""" Manufactures of Steel or of Steel and    Iron combined - - - - -",1885,"405,100"
export_uk,value,Metals,"Bar (except Railroad) Angic, Bolt, and Rod - - - - -",1882,"2,298,533"
export_uk,value,Metals,"Bar (except Railroad) Angic, Bolt, and Rod - - - - -",1883,"2,034,667"
export_uk,value,Metals,"Bar (except Railroad) Angic, Bolt, and Rod - - - - -",1884,"1,942,294"
export_uk,value,Metals,"Bar (except Railroad) Angic, Bolt, and Rod - - - - -",1885,"1,620,484"
export_uk,value,Metals,"Bar (except Railroad) Angic, Bolt, and Rod - - - - -",1886,"1,373,071"
export_uk,value,Metals,"Bar (except Railroad) Angle, Bolt, and Rod - - - - -",1896,"1,094,289"
export_uk,value,Metals,Cast and Wrought and all other Manufactures - - - - -,1878,"3,512,103"
export_uk,value,Metals,Cast and Wrought and all other Manufactures - - - - -,1885,"4,013,108"
export_uk,value,Metals,"Hoops, Sheets, and Boiler and Armour Plates - - - - -",1896,"3,688,850"
export_uk,value,Metals,"Iron: Old, for re-manufacture - - - - -",1896,"338,907"
export_uk,value,Metals,Pig and Puddled - - - - -,1896,"2,533,883"
export_uk,value,Metals,"Railroad, of all Sorts - - - - -",1896,"3,560,410"
export_uk,value,Metals,"Steel, Unwrought - - - - -",1868,"1,009,342"
export_uk,value,Metals,Tinned Plates - - - - -,1896,"3,036,015"
export_uk,value,"Paper, viz.","Writing or Printing, and Envelopes . . . . . Cuts.",1895,"627,560"
export_uk,value,"Paper, viz.","Writing or Printing, and Envelopes . . . . . Cuts.",1896,"729,906"
export_uk,value,"Paper, viz.","Writing or Printing, and Envelopes . . . . . Cuts.",1897,"685,734"
export_uk,value,"Paper, viz.","Writing or Printing, and Envelopes . . . . . Cuts.",1898,"632,856"
export_uk,value,"Paper, viz.","Writing or Printing, and Envelopes . . . . . Cuts.",1899,"580,937"
export_uk,value,"Railroad, viz.",Black Plates for Tinning . . . . .,1900,"653,304|58,425"
export_uk,value,"Railroad, viz.",Unenumerated . . . . . „,1899,"507,649|58,148"
export_uk,value,Silk Manufactures,Broad Piece Goods - - - - -,1894,"567,742"
export_uk,value,Silk Manufactures,Of other Sorts - - - - -,1892,"1,009,051"
export_uk,value,Silk Manufactures,Of other Sorts - - - - -,1893,"873,620"
export_uk,value,Silk Manufactures,Of other Sorts - - - - -,1894,"654,614"
export_uk,value,Silk Manufactures,Of other Sorts - - - - -,1895,"753,837"
export_uk,value,Silk Manufactures,Of other Sorts - - - - -,1896,"694,723"
export_uk,value,Steam Engines; viz.,Other descriptions - - - - -,1895,"1,338,453"
export_uk,value,Wool,Waste . . . . .,1889,"1,372,734"
export_uk,value,"Wool, viz.","Combed or Carded, and Tops - - - - -",1893,731
export_uk,value,Woollen Manufactures,Blankets - - - - -,1889,"571,864"
export_uk,value,Woollen Manufactures,Blankets and Blanketing - - - - -,1885,"498,823"
export_uk,value,Woollen Manufactures,Carpets and Druggels - - - - -,1870,"1,393,219"
export_uk,value,Woollen Manufactures,Carpets and Druggels - - - - -,1871,"1,648,111"
export_uk,value,Woollen Manufactures,Carpets and Druggels - - - - -,1872,"1,916,774"
export_uk,value,Woollen Manufactures,Carpets and Druggels - - - - -,1873,"1,597,383"
export_uk,value,Woollen Manufactures,Carpets and Druggels - - - - -,1874,"1,180,892"
export_uk,value,Woollen Manufactures,Carpets and Druggets - - - - -,1869,"1,466,758"
export_uk,value,Woollen Manufactures,Carpets and Druggets - - - - -,1889,"1,271,506"
export_uk,value,Woollen Manufactures,"Cloths, Coatings, Stuffs, &amp;c. - - - - -",1878,"6,263,107"
export_uk,value,Woollen Manufactures,"Cloths, Coatings, Tuffs, &amp;c. - - - - -",1885,"8,907,320"
export_uk,value,Woollen Manufactures,"Cloths, Coatings, Tuffs, &amp;c. - - - - -",1886,"9,153,689"
export_uk,value,Woollen Manufactures,"Cloths, Coatings, Tuffs, &amp;c. - - - - -",1887,"9,847,996"
export_uk,value,Woollen Manufactures,"Cloths, Coatings, Tuffs, &amp;c. - - - - -",1888,"8,300,341"
export_uk,value,Woollen Manufactures,"Cloths, Coatings, Tuffs, &amp;c. - - - - -",1889,"6,523,952"
export_uk,value,Woollen Manufactures,Flannels - - - - -,1869,"404,890"
export_uk,value,Woollen Manufactures,Flannels - - - - -,1870,"365,641|363,611"
export_uk,value,Woollen Manufactures,Flannels - - - - -,1888,"587,674|587,574"
export_uk,value,Woollen Manufactures,Flannels - - - - -,1889,"563,068"
export_uk,value,Woollen Manufactures,Of other Sorts - - - - -,1868,"680,906"
export_uk,value,Woollen Manufactures,Of other Sorts - - - - -,1869,"696,978"
export_uk,value,Woollen Manufactures,Of other Sorts - - - - -,1889,"1,767,569"
export_uk,value,Woollen Manufactures,TOTAL - - - - -,1888,"19,992,672"
export_uk,value,Woollen Manufactures,Total - - - - -,1868,"19,581,388"
export_uk,value,Woollen Manufactures,Total - - - - -,1869,"22,669,293"
export_uk,value,Woollen Manufactures,Total - - - - -,1870,"21,664,953|21,661,953"
export_uk,value,Woollen Manufactures,Worsted Coatings and Stuffs - - - - -,1878,"7,443,203"
export_uk,value,Woollen Manufactures,Worsted Coatings and Stuffs - - - - -,1879,"6,921,532"
export_uk,value,Woollen Manufactures,Worsted Coatings and Stuffs - - - - -,1880,"7,241,156|7,211,156"
export_uk,value,Woollen Manufactures,Worsted Coatings and Stuffs - - - - -,1889,"10,626,963"
export_uk,value,"Woollen Tissues, viz. : Heavy, weighing above 11 oz. per square yard",",, mixed with other materials - - - - -",1893,"1,272,492"
export_uk,value,"Woollen Tissues, viz. : Heavy, weighing above 11 oz. per square yard","Broad, all Wool - - - - -",1893,"1,926,091"
export_uk,value,"Woollen Tissues, viz. : Heavy, weighing above 11 oz. per square yard","Narrow, all Wool - - - - -",1893,"155,216"
export_uk,value,"Woollen Tissues, viz.: Heavy, weighing above 11 oz. per square yard",",, mixed with other materials -",1899,"1,317,884"
export_uk,value,"Woollen Tissues, viz.: Heavy, weighing above 11 oz. per square yard","Broad, all Wool - - - - -",1899,"1,945,995"
export_uk,value,"Woollen Tissues, viz.: Heavy, weighing above 11 oz. per square yard","Narrow, all Wool - - - - -",1899,"82,171"
export_uk,value,Woollen and Worsted Manufactures,Blankets - - - - -,1895,"494,265"
export_uk,value,Woollen and Worsted Manufactures,Carpets and Druggets - - - - -,1886,"1,232,950"
export_uk,value,Woollen and Worsted Manufactures,Carpets and Druggets - - - - -,1895,"853,056"
export_uk,value,Woollen and Worsted Manufactures,Flannels - - - - -,1895,"369,258"
export_uk,value,Woollen and Worsted Manufactures,Of other Sorts - - - - -,1886,"1,464,922"
export_uk,value,Woollen and Worsted Manufactures,Of other Sorts - - - - -,1889,"1,767,569|1,767,539|1,767,559"
export_uk,value,Woollen and Worsted Manufactures,Of other Sorts - - - - -,1895,"1,564,433"
export_uk,value,Woollen and Worsted Manufactures,Total of Woollen and Worsted Manufactures,1891,"18,446,640"
export_uk,value,Woollen and Worsted Manufactures,Worsted Coatings and Stuffs - - - - -,1895,"10,219,277"
export_uk,value,"Woollen, Tissues, viz. : Light, weighing up to 11 oz. per square yard",",, mixed with other materials - - - - -",1893,"554,470"
export_uk,value,"Woollen, Tissues, viz. : Light, weighing up to 11 oz. per square yard","Broad, all Wool - - - - -",1893,"849,212"
export_uk,value,"Woollen, Tissues, viz. : Light, weighing up to 11 oz. per square yard","Narrow, all Wool - - - - -",1893,"214,205"
export_uk,value,"Woollen, Tissues, viz.: Light, weighing up to 11 oz. per square yard",",, mixed with other materials -",1899,"765,622"
export_uk,value,"Woollen, Tissues, viz.: Light, weighing up to 11 oz. per square yard","Broad, all Wool - - - - -",1899,"712,553"
export_uk,value,"Woollen, Tissues, viz.: Light, weighing up to 11 oz. per square yard","Narrow, all Wool - - - - -",1899,"204,300"
export_uk,value,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c.",All Wool - - - - -,1893,"658,438"
export_uk,value,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c.",All Wool - - - - -,1894,"631,379"
export_uk,value,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c.",All Wool - - - - -,1895,"943,557"
export_uk,value,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c.",All Wool - - - - -,1896,"913,029"
export_uk,value,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c.",All Wool - - - - -,1897,"737,373"
export_uk,value,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c.",Mixed with other materials - - - - -,1893,"3,148,223"
export_uk,value,"Worsted Tissues, viz. : Worsted Coatings and Trouserings of all kinds",",, mixed with other materials - - - - -",1893,"549,120"
export_uk,value,"Worsted Tissues, viz. : Worsted Coatings and Trouserings of all kinds","Broad, all Wool - - - - -",1893,"3,066,601"
export_uk,value,"Worsted Tissues, viz. : Worsted Coatings and Trouserings of all kinds","Narrow, all Wool - - - - -",1893,"389,571"
export_uk,value,"Worsted Tissues, viz.: Stuffs, Dress Goods, Linings, Lastings, &c.",Mixed with other materials - - -,1899,"2,806,875"
export_uk,value,"Worsted Tissues, viz.: Worsted Coatings and Trouserings of all kinds",",, mixed with other materials -",1899,"485,566"
export_uk,value,"Worsted Tissues, viz.: Worsted Coatings and Trouserings of all kinds","Broad, all Wool - - - - -",1899,"2,174,711"
export_uk,value,"Worsted Tissues, viz.: Worsted Coatings and Trouserings of all kinds","Narrow, all Wool - - - - -",1899,"99,200"
export_uk,value,Wrought or Manufactured,Of other Sorts - - - - -,1868,"1,410,337"
export_uk,value,Wrought or Manufactured,Of other Sorts - - - - -,1869,"1,575,425"
export_uk,value,Wrought or Manufactured,Of other Sorts - - - - -,1870,"1,928,283|1,228,283"
export_uk,value,Wrought or Manufactured,Of other Sorts - - - - -,1896,"889,024"
import,quantity,,"""",1879,"1,147,621"
import,quantity,,"""    ""    Of other sorts",1897,"44,659|44,639"
import,quantity,,"""    Margarine (including all kinds of Artificial or Imitation Butter)",1893,"925,934"
import,quantity,,""" """,1900,"534,601"
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1895,"46,756,997"
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1896,"58,561,796"
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1897,"50,381,636"
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1898,"48,225,180"
import,quantity,,""" "" "" Other than Muslins }"" "" "" "" Muslins",1899,"42,194,937"
import,quantity,,""" "" Cane, and other sorts",1900,"2,995,376"
import,quantity,,""" Bottles",1899,"1,266,959|1,206,959"
import,quantity,,""" Containing not more than 50 per cent. of }    Chocolate",1895,"4,530"
import,quantity,,""" Containing not more than 50 per cent. of }    Chocolate with Spirit",1895,"17,983"
import,quantity,,""" Flax or Linseed",1899,"1,798,887|1,708,887"
import,quantity,,""" Fresh",1899,"3,802,893"
import,quantity,,""" Geneva",1900,"182,561"
import,quantity,,""" Imitation Rum",1900,"42,552"
import,quantity,,""" Liqueurs, Cordials, &amp;c., not tested }",1896,"13,832"
import,quantity,,""" Liqueurs, Cordials, &amp;c., not tested }",1897,"13,869"
import,quantity,,""" Liqueurs, Cordials, &amp;c., not tested }",1898,"12,891"
import,quantity,,""" Liqueurs, Cordials, &amp;c., not tested }",1899,"14,573"
import,quantity,,""" Liqueurs, Cordials, &amp;c., not tested }",1900,636
import,quantity,,""" Manufactured",1899,"12,204,141|12,294,141"
import,quantity,,""" Perfumed",1900,"4,350"
import,quantity,,""" Rum",1900,"6,195,616"
import,quantity,,""" Spun Silk Yarn",1899,"60,128"
import,quantity,,""" Sulphuric",1899,"1,395|1,895"
import,quantity,,""" Sweetened or mixed, tested }",1900,"16,561"
import,quantity,,""" Tow",1900,"5,039"
import,quantity,,""" Toy",1896,"19,100"
import,quantity,,""" Toy",1897,"18,614"
import,quantity,,""" Toy",1898,"15,184"
import,quantity,,""" Toy",1899,"18,073"
import,quantity,,""" Toy",1900,"13,144"
import,quantity,,""" Unenumerated, not sweetened or mixed }",1900,"1,405,097"
import,quantity,,",, Iodide",1895,1
import,quantity,,",, Iodide",1896,1
import,quantity,,",, Iodide",1897,1
import,quantity,,",, Iodide",1898,1
import,quantity,,",, Iodide",1899,2
import,quantity,,",, Lubricating",1900,"39,709,563"
import,quantity,,",, Shell Fish : Oysters for food",1895,"275,734"
import,quantity,,"- - - - - """,1893,"8,807"
import,quantity,,"- - - - - """,1894,"18,904"
import,quantity,,"- - - - - """,1895,"21,653"
import,quantity,,"- - - - - """,1896,"26,197"
import,quantity,,"- - - - - """,1897,"58,674"
import,quantity,,- - - - - Lbs.,1875,"1,620,078"
import,quantity,,- - - - - Lbs.,1876,"1,706,330"
import,quantity,,- - - - - Lbs.,1877,"1,026,254"
import,quantity,,- - - - - Lbs.,1878,"751,526"
import,quantity,,- - - - - Lbs.,1879,"2,400,102"
import,quantity,,Aikali,1876,"93,045"
import,quantity,,"Alkali, viz. Ashes, Pearl and Pot",1870,"79,638"
import,quantity,,All other Silk Goods,1870,"980,659"
import,quantity,,All other Skins and Furs,1868,"433,881"
import,quantity,,Almonds . . . . .,1899,"146,153"
import,quantity,,"Alpaca, Vicuña, and Lama",1893,"5,184,190"
import,quantity,,"Alpaca, Vicuña, and Lama",1894,"4,917,685"
import,quantity,,"Alpaca, Vicuña, and Lama",1895,"4,423,860"
import,quantity,,"Alpaca, Vicuña, and Lama",1896,"4,962,080"
import,quantity,,"Alpaca, Vicuña, and Lama",1897,"5,121,543"
import,quantity,,"Ammunition :Shot, large and small",1893,"15,690"
import,quantity,,"Ammunition :Shot, large and small",1894,"16,528"
import,quantity,,"Ammunition :Shot, large and small",1895,"8,054"
import,quantity,,"Ammunition :Shot, large and small",1896,"10,407"
import,quantity,,"Ammunition :Shot, large and small",1897,"5,234"
import,quantity,,"Animals, Living :Oxen and Bulls",1893,"337,063"
import,quantity,,"Animals, Living :Oxen and Bulls",1894,"471,794"
import,quantity,,"Animals, Living :Oxen and Bulls",1895,"413,337"
import,quantity,,"Animals, Living :Oxen and Bulls",1896,"558,361"
import,quantity,,"Animals, Living :Oxen and Bulls",1897,"613,080"
import,quantity,,"Animals, Living: Oxen, Bulls, Cows, and Calves - Number",1894,"475,440"
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1893,578
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1894,"2,390"
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1895,607
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1896,"1,296"
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1897,"2,036"
import,quantity,,"Asphalt, or Bitumen",1893,"29,369"
import,quantity,,"Asphalt, or Bitumen",1899,"58,124"
import,quantity,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs)",1896,"28,611"
import,quantity,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs)",1897,"43,840"
import,quantity,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs)",1898,"45,667"
import,quantity,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs)",1899,"58,124"
import,quantity,,"Asphalt, or Bitumen (other than Painters' Colours or Drugs)",1900,"52,208"
import,quantity,,"Bands, of all Sorts",1888,"1,717,065"
import,quantity,,"Bands, of all Sorts",1889,"1,809,993"
import,quantity,,"Bands, of all Sorts",1890,"2,382,710"
import,quantity,,"Bands, of all Sorts",1891,"2,219,436"
import,quantity,,"Bands, of all Sorts",1892,"1,950,189"
import,quantity,,Bark,1899,"324,725"
import,quantity,,"Bark, Peruvian",1886,"145,867"
import,quantity,,"Bark, Peruvian",1887,"148,177"
import,quantity,,"Bark, Peruvian",1888,"144,820"
import,quantity,,"Bark, Peruvian",1889,"129,357"
import,quantity,,"Bark, Peruvian",1890,"116,811"
import,quantity,,"Bark:  For Tanners' or Dyers' use ""  Peruvian",1875,"47,190,036,531"
import,quantity,,"Bark:  For Tanners' or Dyers' use ""  Peruvian",1876,"67,231,926,021"
import,quantity,,"Bark:  For Tanners' or Dyers' use ""  Peruvian",1877,"64,566,234,900"
import,quantity,,"Bark:  For Tanners' or Dyers' use ""  Peruvian",1878,"58,752,553,886"
import,quantity,,"Bark:  For Tanners' or Dyers' use ""  Peruvian",1879,"11,755,460,681"
import,quantity,,Barley,1900,"17,054,090"
import,quantity,,Bars,1885,"122,697"
import,quantity,,"Beads, of all sorts",1899,"2,917,941|2,017,941"
import,quantity,,"Beads, of all sorts",1900,"2,165,503"
import,quantity,,"Beals, of all sorts",1893,"2,131,459"
import,quantity,,"Beals, of all sorts",1894,"2,388,669"
import,quantity,,"Beals, of all sorts",1895,"2,576,188"
