flow,measure,group,article,year,values
export_uk,value,,"Wool, viz. :Sheep and Lambs', British, raw or undressed - - - - -",1897,"1,534,537"
export_uk,value,,"Wool, viz. :Sheep and Lambs', British, raw or undressed - - - - -",1898,"410,558"
export_uk,value,,"Woollen Manufactures : Cloths, Coatings, &c. - - - - - -",1869,"4,275,858"
export_uk,value,,"Woollen Manufactures : Cloths, Coatings, &c. - - - - - -",1870,"4,749,165"
export_uk,value,,"Woollen Manufactures : Cloths, Coatings, &c. - - - - - -",1871,"5,563,037"
export_uk,value,,"Woollen Manufactures : Cloths, Coatings, &c. - - - - - -",1872,"6,991,718"
export_uk,value,,"Woollen Manufactures : Cloths, Coatings, &c. - - - - - -",1873,"6,599,635"
export_uk,value,,"Woollen Manufactures :Cloths, Coatings, Stuffs, &amp;c. - - - - -",1879,"6,145,773"
export_uk,value,,"Woollen Manufactures :Cloths, Coatings, Stuffs, &amp;c. - - - - -",1880,"6,736,721"
export_uk,value,,"Woollen Manufactures :Cloths, Coatings, Stuffs, &amp;c. - - - - -",1881,"7,552,654"
export_uk,value,,"Woollen Manufactures :Cloths, Coatings, Stuffs, &amp;c. - - - - -",1882,"9,418,269"
export_uk,value,,"Woollen Manufactures :Cloths, Coatings, Stuffs, &amp;c. - - - - -",1883,"9,273,648"
export_uk,value,,"Woollen Tissues, viz. : Heavy, weighing above 11 oz. per square yard :Broad, all Wool - - - - -",1894,"1,613,962"
export_uk,value,,"Woollen Tissues, viz. : Heavy, weighing above 11 oz. per square yard :Broad, all Wool - - - - -",1895,"2,164,013"
export_uk,value,,"Woollen Tissues, viz. : Heavy, weighing above 11 oz. per square yard :Broad, all Wool - - - - -",1896,"2,073,333"
export_uk,value,,"Woollen Tissues, viz. : Heavy, weighing above 11 oz. per square yard :Broad, all Wool - - - - -",1897,"1,880,844"
export_uk,value,,"Woollen Tissues, viz. : Heavy, weighing above 11 oz. per square yard :Broad, all Wool - - - - -",1898,"1,742,002"
export_uk,value,,"Woollen and Worsted Manufactures, viz. :Yarn, viz. :Woollen (carded) - - - - -",1894,"85,551"
export_uk,value,,"Woollen and Worsted Manufactures, viz. :Yarn, viz. :Woollen (carded) - - - - -",1895,"118,984"
export_uk,value,,"Woollen and Worsted Manufactures, viz. :Yarn, viz. :Woollen (carded) - - - - -",1896,"103,881"
export_uk,value,,"Woollen and Worsted Manufactures, viz. :Yarn, viz. :Woollen (carded) - - - - -",1897,"106,469"
export_uk,value,,"Woollen and Worsted Manufactures, viz. :Yarn, viz. :Woollen (carded) - - - - -",1898,"83,498"
export_uk,value,,Woollen and Worsted Yarn - - - - -,1868,"6,203,174"
export_uk,value,,"Woollen, Tissues, viz. : Light, weighing up to 11 oz. per square yard :Broad, all Wool - - - - -",1894,"697,809"
export_uk,value,,"Woollen, Tissues, viz. : Light, weighing up to 11 oz. per square yard :Broad, all Wool - - - - -",1895,"957,275"
export_uk,value,,"Woollen, Tissues, viz. : Light, weighing up to 11 oz. per square yard :Broad, all Wool - - - - -",1896,"993,314"
export_uk,value,,"Woollen, Tissues, viz. : Light, weighing up to 11 oz. per square yard :Broad, all Wool - - - - -",1897,"812,375"
export_uk,value,,"Woollen, Tissues, viz. : Light, weighing up to 11 oz. per square yard :Broad, all Wool - - - - -",1898,"715,919"
export_uk,value,,"Worsted Coatings and Stuffs . . . . . """,1889,"171,653,300"
export_uk,value,,"Worsted Coatings and Stuffs . . . . . """,1890,"172,420,500"
export_uk,value,,"Worsted Coatings and Stuffs . . . . . """,1891,"144,530,500"
export_uk,value,,Worsted Stuffs - - - - -,1869,"15,130,340|15,130,310"
export_uk,value,,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c. :All Wool - - - - - -",1894,"631,379"
export_uk,value,,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c. :All Wool - - - - - -",1895,"943,557"
export_uk,value,,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c. :All Wool - - - - - -",1896,"913,029"
export_uk,value,,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c. :All Wool - - - - - -",1897,"737,373"
export_uk,value,,"Worsted Tissues, viz. : Stuffs, Dress Goods, Linings, Lastings, &c. :All Wool - - - - - -",1898,"522,884"
export_uk,value,,"Worsted Tissues, viz. : Worsted Coatings and Trouserings of all kinds :Broad, all Wool - - - - -",1894,"2,157,233"
export_uk,value,,"Worsted Tissues, viz. : Worsted Coatings and Trouserings of all kinds :Broad, all Wool - - - - -",1895,"4,307,357"
export_uk,value,,"Worsted Tissues, viz. : Worsted Coatings and Trouserings of all kinds :Broad, all Wool - - - - -",1896,"2,936,014"
export_uk,value,,"Worsted Tissues, viz. : Worsted Coatings and Trouserings of all kinds :Broad, all Wool - - - - -",1897,"2,697,688"
export_uk,value,,"Worsted Tissues, viz. : Worsted Coatings and Trouserings of all kinds :Broad, all Wool - - - - -",1898,"1,983,397"
export_uk,value,,"Writing or Printing, and Envelopes - -",1900,"756,976|1,123,755"
export_uk,value,,"Writing or Printing, and Envelopes - - - - -",1893,"1,044,781"
export_uk,value,,Wrought and Manufactures thereof unenumerated - - - - -,1893,"1,564,909"
export_uk,value,,Wrought and Manufactures thereofunenumerated - - - - -,1893,"1,564,909"
export_uk,value,,Wrought and Manufactures thereofunenumerated - - - - -,1894,"1,440,678"
export_uk,value,,Wrought and Manufactures thereofunenumerated - - - - -,1898,"2,056,683"
export_uk,value,,Wrought and Manufactures thereofunenumerated - - - - -,1899,"1,921,535"
export_uk,value,,Wrought or Manufactured : Mixed or Yellow Metal - - - - - -,1869,"785,340"
export_uk,value,,Wrought or Manufactured : Mixed or Yellow Metal - - - - - -,1870,"795,702"
export_uk,value,,Wrought or Manufactured : Mixed or Yellow Metal - - - - - -,1871,"869,832"
export_uk,value,,Wrought or Manufactured : Mixed or Yellow Metal - - - - - -,1872,"860,712"
export_uk,value,,Wrought or Manufactured : Mixed or Yellow Metal - - - - - -,1873,"990,160"
export_uk,value,,Wrought or Manufactured :Mixed or Yellow Metal - - - - -,1879,"938,640"
export_uk,value,,Wrought or Manufactured :Mixed or Yellow Metal - - - - -,1880,"1,021,967"
export_uk,value,,Wrought or Manufactured :Mixed or Yellow Metal - - - - -,1881,"1,003,680"
export_uk,value,,Wrought or Manufactured :Mixed or Yellow Metal - - - - -,1882,"1,150,622"
export_uk,value,,Wrought or Manufactured :Mixed or Yellow Metal - - - - -,1883,"1,181,667"
export_uk,value,,"Wrought or Manufactured, viz. :Mixed or Yellow Metal . . . . .",1898,"546,024"
export_uk,value,,"Wrought or Manufactured, viz:Mixed or Yellow Metal Lbs.",1893,"290,987"
export_uk,value,,"Wrought or Manufactured, viz:Mixed or Yellow Metal Lbs.",1894,"315,170|682,026"
export_uk,value,,"Wrought or Manufactured, viz:Mixed or Yellow Metal Lbs.",1895,"629,506|298,283"
export_uk,value,,"Wrought or Manufactured, viz:Mixed or Yellow Metal Lbs.",1896,"515,392|224,967"
export_uk,value,,"Wrought or Manufactured, viz:Mixed or Yellow Metal Lbs.",1897,"219,502|526,071"
export_uk,value,,"Wrought, Boots and Shoes Dozen Pairs",1892,"659,911"
export_uk,value,,"Wrought, Boots and Shoes Dozen Pairs",1893,"693,049"
export_uk,value,,"Wrought, Boots and Shoes Dozen Pairs",1894,"668,563"
export_uk,value,,"Wrought, Boots and Shoes Dozen Pairs",1895,"674,620"
export_uk,value,,"Wrought, Boots and Shoes Dozen Pairs",1896,"745,018"
export_uk,value,,"Yarn, Alpaca and Mohair - - - - -",1891,"1,023,464"
export_uk,value,,Zinc or Spelter : Wrought or Unwrought - - - - -,1869,"207,840"
export_uk,value,,"— Manufactures of Steel, or of Steel and Iron combined . . . . . """,1889,"21,141"
export_uk,value,,"— Manufactures of Steel, or of Steel and Iron combined . . . . . """,1890,"25,451"
export_uk,value,,"— Manufactures of Steel, or of Steel and Iron combined . . . . . """,1891,"17,038"
export_uk,value,,"— Manufactures of Steel, or of Steel and Iron combined . . . . . """,1892,"15,246"
export_uk,value,,"— Manufactures of Steel, or of Steel and Iron combined . . . . . """,1893,"475,622|19,375"
export_uk,value,,— Thread for Sewing . . . . . Lbs.,1889,"2,800,200|2,692,601"
export_uk,value,,— Thread for Sewing . . . . . Lbs.,1890,"2,949,000|2,990,751"
export_uk,value,,— Thread for Sewing . . . . . Lbs.,1891,"3,251,193|3,254,193|2,474,100"
export_uk,value,,„ Manufactures of Steel or of Steel andIron combined - - - - -,1879,"687,665"
export_uk,value,,„ Manufactures of Steel or of Steel andIron combined - - - - -,1880,"826,819"
export_uk,value,,„ Manufactures of Steel or of Steel andIron combined - - - - -,1881,"914,311"
export_uk,value,,„ Manufactures of Steel or of Steel andIron combined - - - - -,1882,"942,534"
export_uk,value,,„ Manufactures of Steel or of Steel andIron combined - - - - -,1883,"580,644"
export_uk,value,,„ mixed with other materials - -,1899,"1,317,384|1,317,884"
export_uk,value,"All other articles not enumerated in the foregoing list, and not properly falling under any of the general heads, viz.",Unmanufactured - - - - -,1896,"775,396"
export_uk,value,Ammunition,"Shot, large and small - - - - - - - - - -",1896,238
export_uk,value,Ammunition,"Shot, large and small - - - - - - - - - -",1897,314
export_uk,value,Ammunition,"Shot, large and small - - - - - - - - - -",1898,528
export_uk,value,Ammunition,"Shot, large and small - - - - - - - - - -",1899,39
export_uk,value,Ammunition,"Shot, large and small - - - - - - - - - -",1900,179
export_uk,value,"Ammunition, viz",Gunpowder . . . . . Lbs.,1893,"7,565,300"
export_uk,value,"Ammunition, viz",Perfusion Caps . . . . . -Number.,1893,"451,127,000"
export_uk,value,"Ammunition, viz","Shot of Iron, including Shells . . . . . Cts.",1893,"12,241"
export_uk,value,"Ammunition, viz","Shot of Iron, including Shells . . . . . Cts.",1894,"20,428"
export_uk,value,"Ammunition, viz","Shot of Iron, including Shells . . . . . Cts.",1895,"31,783"
export_uk,value,"Ammunition, viz","Shot of Iron, including Shells . . . . . Cts.",1896,"21,257"
export_uk,value,"Ammunition, viz","Shot of Iron, including Shells . . . . . Cts.",1897,"23,684"
export_uk,value,"Ammunition, viz.","Caumon, Mortars, and Machine Guns . . . . . Cwts.",1896,"13,682"
export_uk,value,"Ammunition, viz.","Caumon, Mortars, and Machine Guns . . . . . Cwts.",1897,"15,264"
export_uk,value,"Ammunition, viz.","Caumon, Mortars, and Machine Guns . . . . . Cwts.",1898,"32,557"
export_uk,value,"Ammunition, viz.","Caumon, Mortars, and Machine Guns . . . . . Cwts.",1899,"14,961"
export_uk,value,"Ammunition, viz.","Caumon, Mortars, and Machine Guns . . . . . Cwts.",1900,"19,698"
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1893,"194,277"
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1894,"200,481"
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1895,"181,507"
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1896,"191,877"
export_uk,value,"Ammunition, viz.",Gumpowder - - - - -,1897,"201,999"
export_uk,value,"Ammunition, viz.","Muskets, Rifles, and Fowling Pieces . . . . . -Number.",1896,"177,096"
export_uk,value,"Ammunition, viz.","Muskets, Rifles, and Fowling Pieces . . . . . -Number.",1897,"149,421"
export_uk,value,"Ammunition, viz.","Muskets, Rifles, and Fowling Pieces . . . . . -Number.",1898,"126,287"
export_uk,value,"Ammunition, viz.","Muskets, Rifles, and Fowling Pieces . . . . . -Number.",1899,"114,359"
export_uk,value,"Ammunition, viz.","Muskets, Rifles, and Fowling Pieces . . . . . -Number.",1900,"91,468"
export_uk,value,"Ammunition, viz.",Percussion Caps . . . . . Thousands,1896,"411,450"
export_uk,value,"Ammunition, viz.",Percussion Caps . . . . . Thousands,1897,"451,436"
export_uk,value,"Ammunition, viz.",Percussion Caps . . . . . Thousands,1898,"368,243"
export_uk,value,"Ammunition, viz.",Percussion Caps . . . . . Thousands,1899,"393,615"
export_uk,value,"Ammunition, viz.",Percussion Caps . . . . . Thousands,1900,"288,615"
export_uk,value,"Ammunition, viz.","Revolvers . . . . . """,1896,"8,972"
export_uk,value,"Ammunition, viz.","Revolvers . . . . . """,1897,"11,821"
export_uk,value,"Ammunition, viz.","Revolvers . . . . . """,1898,"4,984"
export_uk,value,"Ammunition, viz.","Revolvers . . . . . """,1899,"4,139"
export_uk,value,"Ammunition, viz.","Revolvers . . . . . """,1900,"3,838"
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1896,797
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1897,991
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1898,315
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1899,"1,218"
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1900,"1,717"
export_uk,value,"Animals, Living",Calves - - - - - - - - - -,1897,9
export_uk,value,"Animals, Living",Cows - - - - - - - - - -,1896,7
export_uk,value,"Animals, Living",Cows - - - - - - - - - -,1897,94
export_uk,value,"Animals, Living",Cows - - - - - - - - - -,1899,7
export_uk,value,"Animals, Living",Cows - - - - - - - - - -,1900,16
export_uk,value,"Animals, Living",Oxen and Bulls - - - - - - - - - -,1897,10
export_uk,value,"Animals, Living",Oxen and Bulls - - - - - - - - - -,1899,5
export_uk,value,"Animals, Living",Oxen and Bulls - - - - - - - - - -,1900,2
export_uk,value,"Animals, Living",Sheep and Lambs - - - - - - - - - -,1896,54
export_uk,value,"Animals, Living",Sheep and Lambs - - - - - - - - - -,1897,200
export_uk,value,"Animals, Living",Sheep and Lambs - - - - - - - - - -,1898,28
export_uk,value,"Animals, Living",Sheep and Lambs - - - - - - - - - -,1899,137
export_uk,value,"Animals, Living",Swine - - - - - - - - - -,1896,1
export_uk,value,Arms,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) - - - - - - - - - -",1896,"1,200"
export_uk,value,Arms,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) - - - - - - - - - -",1897,"2,197"
export_uk,value,Arms,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) - - - - - - - - - -",1898,958
export_uk,value,Arms,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) - - - - - - - - - -",1899,"3,141"
export_uk,value,Arms,"Asphalt, or Bitumen (other than Painters' Colours or Drugs) - - - - - - - - - -",1900,"1,934"
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1896,962
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1897,568
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1898,783
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1899,820
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1900,"1,603"
export_uk,value,"Arms, viz","Cannon, Mortars, and Machine Guns . . . . . Cts.",1893,"20,940"
export_uk,value,"Arms, viz","Cannon, Mortars, and Machine Guns . . . . . Cts.",1894,"11,396"
export_uk,value,"Arms, viz","Cannon, Mortars, and Machine Guns . . . . . Cts.",1895,"22,118"
export_uk,value,"Arms, viz","Cannon, Mortars, and Machine Guns . . . . . Cts.",1896,"13,682"
export_uk,value,"Arms, viz","Cannon, Mortars, and Machine Guns . . . . . Cts.",1897,"15,264"
export_uk,value,"Arms, viz","Revolvers . . . . . "" """,1893,"2,923"
export_uk,value,"Arms, viz","Torpedoes, and parts thereof . . . . . "" """,1893,431
export_uk,value,"Arms, viz.","Swords, Cutlasses, Bayonets, and Arms of other Sorts, not being Firearms - - - - -",1893,"5,890"
export_uk,value,"British, viz.",Unenumerated - - - - -,1900,"348,877"
export_uk,value,"Carriages, &amp;c.",Railway Carriages for Passengers and parts thereof - - - - -,1886,"258,030"
export_uk,value,"Carriages, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1886,"655,214"
export_uk,value,"Carriages, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1887,"619,051"
export_uk,value,"Carriages, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1888,"1,151,330"
export_uk,value,"Carriages, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1889,"1,530,921"
export_uk,value,"Carriages, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1890,"2,507,210"
export_uk,value,"Carriages, Carts, &amp;c.",Railway Carriages for Passengers and parts thereof - - - - -,1889,"444,414"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c. - - - - -",1870,"387,887"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c. - - - - -",1871,"208,928"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c. - - - - -",1872,"198,509"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c. - - - - -",1873,"230,143"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Waggon, Trucks, &amp;c. - - - - -",1874,"213,257"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Waggons, Trucks, &amp;c. and parts thereof - - - - -",1889,"1,530,921"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1868,"204,605"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1869,"434,311"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1870,"387,887"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1871,"298,928"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1872,"198,509"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1873,"230,143"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1874,"213,257"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1875,"300,905"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1876,"301,186"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. - - - - -",1877,"163,528"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1878,"139,497"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1879,"97,188"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1880,"214,739"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1881,"157,212"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1883,"667,959"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1884,"781,709"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1885,"788,501"
export_uk,value,"Carriages, Carts, &amp;c.","Railway Wagons, Trucks, &amp;c. and parts thereof - - - - -",1886,"655,214"
export_uk,value,"Carriages, Carts, &c.","Railway Waggons, Trucks, &c. and parts thereof",1878,"139,497"
export_uk,value,"Carriages, viz.","Cycles, and parts thereof - - - - -",1893,"1,033,396"
export_uk,value,Chemical Products and Preparations,Sulphate of Copper,1888,"1,931,964"
export_uk,value,Chemical Products and Preparations,Unenumerated - - - - -,1895,"2,165,873"
export_uk,value,"Coal, Cinders, &amp;c.",Coal - - - - -,1884,"10,255,448"
export_uk,value,"Coal, Cinders, &amp;c.",Coke and Cinders - - - - -,1884,"313,047"
export_uk,value,"Coal, Cinders, &amp;c.",Coke and Cinders - - - - -,1885,"348,292|318,292"
export_uk,value,"Coal, Cinders, &amp;c.","Fuel, Manufactured - - - - -",1884,"282,635"
export_uk,value,"Coal, Cinders, &amp;c.","Products of Coal, &amp;c. (including Naphtha, Paraffine, and Oil thereof, Petroleum, &amp;c. - - - - -",1884,"1,068,900"
export_uk,value,"Coal, Cinders, &amp;c.","Products of Coal, &amp;c. (including Naphtha, Paraffine, and Oil thereof, Petroleum, &amp;c. - - - - -",1885,"857,243"
export_uk,value,"Coal, Cinders, &amp;c.","Products of Coal, &amp;c. (including Naphtha, Paraffine, and Oil thereof, Petroleum, &amp;c. - - - - -",1886,"622,398"
export_uk,value,"Coal, Cinders, &amp;c.","Products of Coal, &amp;c. (including Naphtha, Paraffine, and Oil thereof, Petroleum, &amp;c. - - - - -",1887,"717,570"
export_uk,value,"Coal, Cinders, &amp;c.","Products of Coal, &amp;c. (including Naphtha, Paraffine, and Oil thereof, Petroleum, &amp;c. - - - - -",1888,"913,440"
export_uk,value,"Coal, Cinders, &amp;c.","Products of Coal, &amp;c. (including Naphtha, Paraffine, }    Paraffine Oil, and Petroleum) - - - - -",1885,"857,243"
export_uk,value,"Coal, Cinders, &amp;c., viz","Coke and Cinders . . . . . "" """,1893,"602,774"
export_uk,value,"Coal, Cinders, &amp;c., viz","Fuel, Manufactured . . . . . "" """,1893,"721,053"
export_uk,value,"Coal, Cinders, &amp;c., viz.",Coal and Culm - - - - -,1899,"21,690,394|21,690,391"
export_uk,value,"Coals, Cinders, &amp;c.",Coals - - - - -,1868,"5,123,958"
export_uk,value,"Coals, Cinders, &amp;c.",Coals - - - - -,1887,"9,523,438"
export_uk,value,"Coals, Cinders, &amp;c.",Coke and Cinders - - - - -,1868,"228,567"
export_uk,value,"Coals, Cinders, &amp;c.",Coke and Cinders - - - - -,1886,"338,537|388,537"
export_uk,value,"Coals, Cinders, &amp;c.",Coke and Cinders - - - - -,1887,"391,634"
export_uk,value,"Coals, Cinders, &amp;c.","Fuel, Manufactured - - - - -",1868,"85,397"
export_uk,value,"Coals, Cinders, &amp;c.","Fuel, Manufactured - - - - -",1887,"254,919"
export_uk,value,"Coals, Cinders, &amp;c.","Products of Coal, &amp;c. (including Naphtha, Paraffine, and Oil thereof, Petroleum, &amp;c.) - - - - -",1887,"717,570"
export_uk,value,"Corn, Grain, and Meal",Of other Sorts - - - - -,1868,"413,607"
export_uk,value,Cotton Manufactures,"Piece Goods, Unbleached, Grey - - - - -",1884,"31,850,336"
export_uk,value,Cotton Manufactures,"Piece Goods, Unbleached, Grey - - - - -",1896,"16,712,368"
export_uk,value,Cotton Manufactures,"Piece Goods, White or Plain - - - - -",1868,"31,095,692"
export_uk,value,Cotton Manufactures,"Piece Goods, White or Plain - - - - -",1887,"32,313,698"
export_uk,value,Cotton Manufactures,Printed,1888,"18,380,961"
export_uk,value,Cotton Manufactures,Stockings and Secks - - - - -,1868,"364,572"
export_uk,value,Cotton Manufactures,Stockings and Secks - - - - -,1869,"325,316"
export_uk,value,Cotton Manufactures,Stockings and Secks - - - - -,1870,"292,630"
export_uk,value,Cotton Manufactures,Stockings and Secks - - - - -,1871,"291,630"
export_uk,value,Cotton Manufactures,Stockings and Secks - - - - -,1872,"418,839"
export_uk,value,Cotton Manufactures,Stockings and Socks - - - - -,1869,"325,816|325,316"
export_uk,value,Cotton Manufactures,TOTAL - - - - -,1886,"57,367,235"
export_uk,value,Cotton Manufactures,TOTAL - - - - -,1887,"59,530,441"
export_uk,value,Cotton Manufactures,Thread for Sewing - - - - -,1868,"1,113,977"
export_uk,value,Cotton Manufactures,Thread for Sewing - - - - -,1895,"3,160,556"
export_uk,value,Cotton Manufactures,Total - - - - -,1868,"52,971,873"
export_uk,value,Cotton Manufactures,Total - - - - -,1869,"53,021,505"
export_uk,value,Cotton Manufactures,Total of Piece Goods - - - - -,1895,"46,759,358"
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1896,695
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1897,"1,957"
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1898,"1,389"
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1899,468
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1900,249
export_uk,value,Horses (including Ponies),Mares - - - - - - - - - -,1896,753
export_uk,value,Horses (including Ponies),Mares - - - - - - - - - -,1897,"1,223"
export_uk,value,Horses (including Ponies),Mares - - - - - - - - - -,1898,824
export_uk,value,Horses (including Ponies),Mares - - - - - - - - - -,1899,92
export_uk,value,Horses (including Ponies),Mares - - - - - - - - - -,1900,55
export_uk,value,"Horses (including Ponies), viz","Bulls, Oxen, Cows, and Calves . . . . . "" """,1893,"3,109"
export_uk,value,"Horses (including Ponies), viz","Geldings . . . . . "" """,1893,"8,578"
export_uk,value,"Horses (including Ponies), viz","Mares . . . . . "" """,1893,"2,882"
export_uk,value,"Horses (including Ponies), viz","Sheep and Lambs . . . . . "" """,1893,"7,734"
export_uk,value,"Horses (including Ponies), viz","Swine . . . . . "" """,1893,412
export_uk,value,"Horses (including Ponies), viz","Unenumerated . . . . . "" """,1893,"25,360"
export_uk,value,"Horses (including Ponies), viz.","Bulls, Oxen, Cows, and Calves - - -",1899,"2,979|118,204"
export_uk,value,"Horses (including Ponies), viz.","Bulls, Oxen, Cows, and Calves . . . """,1900,"2,742"
export_uk,value,"Horses (including Ponies), viz.","Geldings . . . . . """,1900,"23,474"
export_uk,value,"Horses (including Ponies), viz.","Mares . . . . . """,1900,"5,901"
export_uk,value,"Horses (including Ponies), viz.","Sheep and Lambs . . . . . """,1900,"4,934"
export_uk,value,"Horses (including Ponies), viz.",Stallions - - - - -,1893,"501|86,038"
export_uk,value,"Horses (including Ponies), viz.","Swine . . . . . """,1900,435
export_uk,value,"Horses (including Ponies), viz.","Unenumerated . . . . . """,1900,"75,642"
export_uk,value,"Implement and Tools, and parts thereof, viz.",Unenumerated . . . . .,1899,"1,020,741"
export_uk,value,"Implement and Tools, and parts thereof, viz.",Unenumerated . . . . .,1900,"1,107,333"
export_uk,value,"Implements and Tools, and parts thereof, viz.",Agricultural,1895,"379,989"
export_uk,value,"Implements and Tools, and parts thereof, viz.",Agricultural,1896,"432,811"
export_uk,value,"Implements and Tools, and parts thereof, viz.",Agricultural,1897,"397,986"
export_uk,value,"Implements and Tools, and parts thereof, viz.",Agricultural,1898,"392,076"
export_uk,value,"Implements and Tools, and parts thereof, viz.",Agricultural,1899,"409,045"
export_uk,value,"Implements and Tools, and parts thereof, viz.",Unenumerated,1895,"860,338"
export_uk,value,"Implements and Tools, and parts thereof, viz.",Unenumerated . . . . .,1900,"1,107,333"
export_uk,value,"Iron, viz.",Pig . . . . .,1900,"307,264|5,994,306"
export_uk,value,Linen Manufactures,"Checked, Printed, or Dyed - - - - -",1896,"392,597"
export_uk,value,Linen Manufactures,"Checkel, Printed, or Dyed - - - - -",1891,"301,279"
export_uk,value,Linen Manufactures,"Checkel, Printed, or Dyed - - - - -",1892,"301,344"
export_uk,value,Linen Manufactures,"Checkel, Printed, or Dyed - - - - -",1893,"334,351"
export_uk,value,Linen Manufactures,"Checkel, Printed, or Dyed - - - - -",1894,"377,907"
export_uk,value,Linen Manufactures,"Checkel, Printed, or Dyed - - - - -",1895,"399,525"
export_uk,value,Linen Manufactures,"Piece Goods, White or Plain - - - - -",1868,"6,173,898"
export_uk,value,Linen Manufactures,"Piece Goods, White or Plain - - - - -",1896,"3,146,341"
export_uk,value,Linen Manufactures,Sailcloth - - - - -,1886,"143,353"
export_uk,value,Linen Manufactures,Sailcloth and Sails - - - - -,1889,"166,548"
export_uk,value,Linen Manufactures,TOTAL - - - - -,1886,"5,259,182"
