year,country,article_group,article,unit,value,quantity,value_inf,engines_agree,section,tier,volume,own_year,row_seq
1872,British North America,WINE,Total of all Kinds,Gallons,26718.0,59013.0,26718.0,1,exact01,A,as_1872,1,1334
1872,British North America,WINE,White,Gallons,16626.0,31278.0,16626.0,1,exact01,A,as_1872,1,1300
1872,British North America,WOOL,Sheep and Lambs,Lbs,89033.0,1310793.0,89033.0,1,exact01,A,as_1872,1,1380
1872,British North America,ZINC,"Manufactures, Unenumerated",Cwts,3185.0,2283.0,,0,exact01,B,as_1872,1,1411
1873,British North America,BRISTLES,,Lbs,5659.0,25010.0,,0,exact01,B,as_1873,1,80
1873,British North America,CHICORY,Raw or Kiln dried and roasted in Bond,Cwts,1410.0,1013.0,1410.0,1,exact01,A,as_1873,1,134
1873,British North America,COFFEE,,Cwts,18638.0,4616.0,,0,mod,D,as_1873,1,188
1873,British North America,"FARINACEOUS SUBSTANCES, and Manufactures thereof, Unenumerated",,,6076.0,,,0,gross,D,as_1873,1,358
1873,British North America,FRUIT,Currants,Cwts,19967.0,14657.0,19967.0,1,exact01,A,as_1873,1,406
1873,British North America,FRUIT,Figs and Fig Cake,Cwts,4199.0,2016.0,4199.0,1,exact01,A,as_1873,1,412
1873,British North America,FRUIT,"Nuts, principally used as Fruit",,3505.0,,3505.0,1,exact01,A,as_1873,1,417
1873,British North America,FRUIT,Oranges and Lemons,Bushels,12586.0,16806.0,12586.0,1,exact01,A,as_1873,1,424
1873,British North America,FRUIT,Raisins,Cwts,6967.0,3844.0,6967.0,1,within5,C,as_1873,1,434
1873,British North America,"GOODS, UNENUMERATED",Manufactured,,2987.0,,,0,within5,D,as_1873,1,1329
1873,British North America,HEMP,Rough or Undressed,Cwts,18136.0,9509.0,18136.0,1,exact01,A,as_1873,1,540
1873,British North America,HORS,,Cwts,2431.0,517.0,,0,exact01,B,as_1873,1,582
1873,British North America,IRON,"Bars, Unwrought",Tons,11302.0,620.0,,0,exact01,B,as_1873,1,608
1873,British North America,IRON,"Steel, Unwrought",Tons,2020.0,68.0,,0,exact01,B,as_1873,1,614
1873,British North America,LIQUORICE,,Cwts,5771.0,2419.0,,0,exact01,B,as_1873,1,670
1873,British North America,OIL,Olive,Tuns,9644.0,220.0,,0,exact01,B,as_1873,1,735
1873,British North America,RICE,"Not Rough, nor in the Husk",Cwts,41153.0,73995.0,41153.0,1,exact01,A,as_1873,1,879
1873,British North America,SALTPETRE,,Cwts,3040.0,2165.0,,0,exact01,B,as_1873,1,901
1873,British North America,SILK MANUFACTURES,"Broad Stuffs, Silk or Satin",,5394.0,,5394.0,1,mod,D,as_1873,1,956
1873,British North America,SILK MANUFACTURES,"Of Countries in Europe : Ribbons, Silk or Satin",,2576.0,,,0,exact01,B,as_1873,1,962
1873,British North America,"SKINS, FURS, AND PELTS","Sheep and Lamb, Undressed",No,4269.0,16625.0,,0,exact01,B,as_1873,1,990
1873,British North America,SPICES,Pepper,Lbs,8567.0,284560.0,,0,exact01,B,as_1873,1,1031
1873,British North America,SPICES,Unenumerated,Lbs,11828.0,177132.0,,0,exact01,B,as_1873,1,1040
1873,British North America,SPIRITS,Brandy,Proof Gallons,9341.0,23238.0,,0,exact01,B,as_1873,1,1058
1873,British North America,SPIRITS,"Perfumed, in Bond",,2294.0,592.0,,0,within5,D,as_1873,1,1085
1873,British North America,SUGAR,"Refined, and Candy",,4667.0,2501.0,,0,exact01,B,as_1873,1,1105
1873,British North America,TEA,,,371334.0,5052919.0,,0,exact01,B,as_1873,1,1139
1873,British North America,WINE,Red,Gallons,8411.0,25086.0,8411.0,1,exact01,A,as_1873,1,1190
1873,British North America,WINE,"Red and White, Mixed",Gallons,50.0,238.0,50.0,1,exact01,A,as_1873,1,1217
1873,British North America,WINE,Total of all Kinds,Gallons,26442.0,61613.0,26442.0,1,exact01,A,as_1873,1,1234
1873,British North America,WINE,White,Gallons,17981.0,39319.0,17981.0,1,exact01,A,as_1873,1,1208
1874,British North America,BRISTLES,,Lbs,3374.0,16796.0,418252.0,0,exact01,D,as_1874,1,84
1874,British North America,BUTTER,,Cwts,4090.0,1266.0,,0,exact01,B,as_1874,1,90
1874,British North America,CHICORY,Raw or Kiln dried and roasted in Bond,Cwts,2342.0,1746.0,2342.0,1,exact01,A,as_1874,1,135
1874,British North America,COFFEE,,Cwts,17518.0,3581.0,,0,exact01,B,as_1874,1,186
1874,British North America,"CORDAGE, TWINE, AND CABLE YARN",,,4490.0,,4238.0,0,exact01,D,as_1874,1,224
1874,British North America,Cotton,Flax and Linseed,Qrs,4131.0,1414.0,4131.0,1,exact01,A,as_1874,1,937
1874,British North America,FRUIT,Currants,Cwts,19265.0,15373.0,19265.0,1,within5,C,as_1874,1,408
1874,British North America,FRUIT,Figs and Fig Cake,Cwts,3498.0,1700.0,3498.0,1,exact01,A,as_1874,1,414
1874,British North America,FRUIT,"Nuts, principally used as Fruit",,5169.0,,5169.0,1,exact01,A,as_1874,1,421
1874,British North America,FRUIT,Oranges and Lemons,Bushels,18674.0,24873.0,18674.0,1,exact01,A,as_1874,1,428
1874,British North America,FRUIT,Raisins,Cwts,9621.0,5404.0,9621.0,1,exact01,A,as_1874,1,436
1874,British North America,"GOODS, UNENUMERATED",Manufactured,,10944.0,,10944.0,1,exact01,A,as_1874,1,1413
1874,British North America,HEMP,Rough or Undressed,Cwts,23560.0,14159.0,23560.0,1,exact01,A,as_1874,1,545
1874,British North America,LIQUORICE,,Cwts,2842.0,1117.0,,0,exact01,B,as_1874,1,676
1874,British North America,OIL,Olive,Tuns,6846.0,157.0,,0,exact01,B,as_1874,1,756
1874,British North America,"PAINTERS' COLOURS AND PIGMENTS, Unenumerated",Manufactured,,1176.0,,10944.0,0,exact01,D,as_1874,1,805
1874,British North America,RICE,Not in the Husk,Cwts,56381.0,91399.0,56381.0,1,exact01,A,as_1874,1,903
1874,British North America,SAGO AND SAGO FLOUR,,Cwts,2030.0,2251.0,,0,mod,D,as_1874,1,923
1874,British North America,SALTPETRE,,Cwts,3018.0,2605.0,,0,exact01,B,as_1874,1,930
1874,British North America,"SKINS, FURS, AND PELTS","Sheep and Lamb, Undressed",No,10731.0,29447.0,,0,exact01,B,as_1874,1,1018
1874,British North America,SPIRITS,"Perfumed, in Bond",,3269.0,685.0,,0,exact01,B,as_1874,1,1126
1874,British North America,SUGAR,"Unrefined, of all Kinds",,18870.0,22830.0,,0,exact01,B,as_1874,1,1158
1874,British North America,Spirits,Brandy,Proof Gallons,6868.0,15516.0,6868.0,1,exact01,A,as_1874,1,1098
1874,British North America,Spirits,Ginger (Raw),Owts,3756.0,1176.0,,0,exact01,B,as_1874,1,1059
1874,British North America,Spirits,Pepper,Lbs,8854.0,312626.0,8854.0,1,exact01,A,as_1874,1,1071
1874,British North America,Spirits,Rum,Proof Gallons,7976.0,43341.0,7976.0,1,exact01,A,as_1874,1,1090
1874,British North America,Spirits,Unenumerated,Lbs,14613.0,209658.0,14613.0,1,exact01,A,as_1874,1,1080
1874,British North America,TAN,,,4096.0,2694.0,17518.0,0,gross,D,as_1874,1,1175
1874,British North America,TEA,,,418252.0,5947640.0,17518.0,0,within5,D,as_1874,1,1187
1874,British North America,WINE,Red,Gallons,9417.0,23945.0,9417.0,1,exact01,A,as_1874,1,1277
1874,British North America,WINE,Total of all Kinds,Gallons,26954.0,52908.0,26954.0,1,exact01,A,as_1874,1,1317
1874,British North America,WINE,White,Gallons,17537.0,28963.0,17537.0,1,exact01,A,as_1874,1,1293
1874,British North America,ZINC,"Manufactures, Unenumerated",Cwts,5513.0,3297.0,,0,exact01,B,as_1874,1,1392
1875,British North America,BEADS,Of Glass,Lbs,2158.0,53807.0,2158.0,1,exact01,A,as_1875,1,73
1875,British North America,BRISTLES,,Lbs,2719.0,17024.0,,0,exact01,B,as_1875,1,95
1875,British North America,CHICORY,Raw or Kiln dried and roasted in Bond,Cwts,1268.0,989.0,1268.0,1,exact01,A,as_1875,1,143
1875,British North America,"CORDAGE, TWINE, AND CABLE YARN",,,3053.0,,3053.0,1,exact01,A,as_1875,1,224
1875,British North America,FRUIT,Currants,Cwts,12120.0,10586.0,12120.0,1,exact01,A,as_1875,1,397
1875,British North America,FRUIT,Figs and Fig Cake,Cwts,2405.0,1316.0,2105.0,0,exact01,D,as_1875,1,404
1875,British North America,FRUIT,"Nuts, principally used as Fruit",,2184.0,,2184.0,1,exact01,A,as_1875,1,411
1875,British North America,FRUIT,Oranges and Lemons,Bushels,14569.0,23213.0,,0,within5,D,as_1875,1,418
1875,British North America,FRUIT,Raisins,Cwts,9177.0,5110.0,9177.0,1,exact01,A,as_1875,1,428
1875,British North America,FURNITURE AND HARDWOODS,"House Frames, Fittings, and Joiners' Work",Cwts,2642.0,1814.0,,0,exact01,B,as_1875,1,1345
1875,British North America,HEMP,Rough or Undressed,Cwts,8665.0,5093.0,8665.0,1,exact01,A,as_1875,1,533
1875,British North America,OIL,Olive,Tuns,9877.0,241.0,,0,exact01,B,as_1875,1,723
1875,British North America,RICE,Not in the Husk,Cwts,39023.0,72635.0,39023.0,1,exact01,A,as_1875,1,853
1875,British North America,SALT,SALTPETRE,Cwts,2494.0,2468.0,2494.0,1,exact01,A,as_1875,1,875
1875,British North America,SILK MANUFACTURES,"Sheep and Lamb, Undressed",No,5869.0,15560.0,5869.0,1,exact01,A,as_1875,1,972
1875,British North America,SPICES,Pepper,Lbs,8084.0,370203.0,8084.0,1,exact01,A,as_1875,1,1019
1875,British North America,SPICES,Unenumerated,Lbs,11204.0,151499.0,11204.0,1,exact01,A,as_1875,1,1028
1875,British North America,SPIRITS,Brandy,Proof Gallons,7570.0,17749.0,7570.0,1,exact01,A,as_1875,1,1046
1875,British North America,SPIRITS,"Perfumed, in Bond",Gallons,2425.0,556.0,2425.0,1,exact01,A,as_1875,1,1075
1875,British North America,SPIRITS,Rum,Proof Gallons,5888.0,35134.0,5888.0,1,exact01,A,as_1875,1,1037
1875,British North America,TEA,,Lbs,324451.0,4865993.0,,0,exact01,B,as_1875,1,1135
1875,British North America,WINE,Red,Gallons,5430.0,15363.0,,0,mod,D,as_1875,1,1228
1875,British North America,WINE,"Red and White, Mixed",Gallons,100.0,418.0,100.0,1,exact01,A,as_1875,1,1256
1875,British North America,WINE,Total of all Kinds,Gallons,17817.0,37562.0,17817.0,1,exact01,A,as_1875,1,1273
1875,British North America,WINE,White,Gallons,12287.0,21691.0,12287.0,1,exact01,A,as_1875,1,1246
1876,British North America,BRISTLES,,Lbs,3937.0,22512.0,,0,exact01,B,as_1876,1,82
1876,British North America,BUTTER,,Cwts,2041.0,679.0,,0,exact01,B,as_1876,1,100
1876,British North America,CHEMICAL MANUFACTURES AND PRODUCTS,,,3027.0,,,0,exact01,B,as_1876,1,152
1876,British North America,CHICORY,Roasted or Ground in Bond,Lbs,1354.0,120908.0,1354.0,1,exact01,A,as_1876,1,160
1876,British North America,Drugs,Unenumerated,,5812.0,,5812.0,1,exact01,A,as_1876,1,384
1876,British North America,FRUIT,Currants,Cwts,9073.0,6222.0,9073.0,1,exact01,A,as_1876,1,475
1876,British North America,FRUIT,Figs and Fig Cake,Cwts,3011.0,1250.0,3011.0,1,exact01,A,as_1876,1,484
1876,British North America,FRUIT,Oranges and Lemons,Bushels,18651.0,29278.0,18651.0,1,within5,C,as_1876,1,497
1876,British North America,FRUIT,Raisins,Cwts,14545.0,9086.0,14545.0,1,mod,D,as_1876,1,508
1876,British North America,OIL,Olive,Tuns,8409.0,180.0,8409.0,1,within5,C,as_1876,1,750
1876,British North America,RICE,Not in the Husk,Cwts,33251.0,62889.0,,0,exact01,B,as_1876,1,880
1876,British North America,"SKINS, FURS, AND PELTS","Sheep and Lamb, Undressed",No,5102.0,19193.0,5102.0,1,exact01,A,as_1876,1,1002
1876,British North America,SPICES,Pepper,Lbs,7918.0,467675.0,7918.0,1,exact01,A,as_1876,1,1051
1876,British North America,SPICES,Unenumerated,Lbs,14067.0,195184.0,14067.0,1,exact01,A,as_1876,1,1068
1876,British North America,SPRITS,Brandy,Proof Gallons,6284.0,14052.0,,0,mod,D,as_1876,1,1093
1876,British North America,SPRITS,Rum,Proof Gallons,5973.0,33102.0,,0,mod,D,as_1876,1,1080
1876,British North America,SUGAR,"Refined, and Candy",Cwts,26391.0,21165.0,,0,exact01,B,as_1876,1,1148
1876,British North America,SUGAR,"Unrefined, of all Kinds",Cwts,12306.0,10562.0,,0,exact01,B,as_1876,1,1158
1876,British North America,TEA,,Lbs,339303.0,5467594.0,,0,within5,D,as_1876,1,1190
1876,British North America,WINE,,Gallons,10851.0,21919.0,,0,exact01,B,as_1876,1,1288
1876,British North America,WINE,Total of all Kinds,Gallons,19574.0,45310.0,19574.0,1,mod,D,as_1876,1,1311
1876,British North America,ZINC,"Manufactures, Unenumerated",Cwts,11197.0,8101.0,11197.0,1,exact01,A,as_1876,1,1390
1877,British North America,CHEMICAL MANUFACTURES AND PRODUCTS,,,2624.0,,,0,exact01,B,as_1877,1,152
1877,British North America,CORN,Manufactured,Lbs,909.0,16206.0,,0,exact01,B,as_1877,1,269
1877,British North America,Drugs,Unenumerated,,11426.0,,11426.0,1,mod,D,as_1877,1,374
1877,British North America,FRUIT,Currants,Cwts,12811.0,8490.0,12811.0,1,exact01,A,as_1877,1,458
1877,British North America,FRUIT,Figs and Fig Cake,Cwts,3325.0,1535.0,3925.0,0,exact01,D,as_1877,1,466
1877,British North America,FRUIT,Oranges and Lemons,Bushels,23297.0,39206.0,23297.0,1,exact01,A,as_1877,1,480
1877,British North America,Fruit,Raisins,,10594.0,7626.0,,0,gross,D,as_1877,1,491
1877,British North America,Fruit,"Raw, Unenumerated",,2487.0,3288.0,2487.0,1,gross,D,as_1877,1,497
1877,British North America,HEMP,Dressed,Cwts,3018.0,1510.0,3018.0,1,exact01,A,as_1877,1,589
1877,British North America,HIDES,"Not Tanned, &c., Dry",Cwts,18920.0,5622.0,18920.0,1,exact01,A,as_1877,1,610
1877,British North America,IRON,Bars,Tons,5343.0,401.0,,0,exact01,B,as_1877,1,677
1877,British North America,LIQUORICE,,Cwts,3961.0,1897.0,,0,exact01,B,as_1877,1,745
1877,British North America,RICE,Not in the Husk,Cwts,38854.0,62152.0,38854.0,1,exact01,A,as_1877,1,967
1877,British North America,"SKINS, FURS, AND PELTS","Unenumerated, being Furs",,9219.0,62816.0,,0,within5,D,as_1877,1,1087
1877,British North America,"SKINS, FURS, AND PELTS","Unenumerated, in any way dressed, not Leather",,4050.0,14360.0,,0,exact01,B,as_1877,1,1082
1877,British North America,SPICES,Ginger (Raw),,2692.0,1125.0,,0,within5,D,as_1877,1,1184
1877,British North America,SPICES,Pepper,,5935.0,338049.0,,0,exact01,B,as_1877,1,1197
1877,British North America,SPICES,Unenumerated,,9911.0,151351.0,11426.0,0,exact01,D,as_1877,1,1214
1877,British North America,SPIRITS,Brandy,,4634.0,9441.0,,0,within5,D,as_1877,1,1239
1877,British North America,SPIRITS,Brandy,,4634.0,9441.0,,0,within5,D,as_1877,1,1252
1877,British North America,SPIRITS,Brandy,,4634.0,9441.0,,0,within5,D,as_1877,1,1265
1877,British North America,SPIRITS,Brandy,,4634.0,9441.0,,0,within5,D,as_1877,1,1278
1877,British North America,SPIRITS,Brandy,,4634.0,9441.0,,0,within5,D,as_1877,1,1291
1877,British North America,SPIRITS,Rum,,4170.0,23527.0,,0,exact01,B,as_1877,1,1227
1877,British North America,SUGAR,"Refined, and Candy",Cwts,13486.0,10585.0,13486.0,1,exact01,A,as_1877,1,1345
1877,British North America,TEA,,Lbs,321180.0,5497987.0,,0,exact01,B,as_1877,1,1392
1877,British North America,WINE,Red,Gallons,5214.0,16774.0,5214.0,1,exact01,A,as_1877,1,1494
1877,British North America,WINE,Total of all Kinds,Gallons,14942.0,35475.0,14942.0,1,exact01,A,as_1877,1,1539
1877,British North America,WINE,White,Gallons,9668.0,18348.0,9668.0,1,within5,C,as_1877,1,1517
1877,British North America,ZINC,"Manufactures, Unenumerated",Cwts,3915.0,3072.0,,0,exact01,B,as_1877,1,1618
1878,British North America,CHEMICAL MANUFACTURES AND PRODUCTS,,,3255.0,,,0,exact01,B,as_1878,1,23
1878,British North America,Drugs,Unenumerated,,5850.0,,5850.0,1,exact01,A,as_1878,1,229
1878,British North America,"FISH, FRESH (not of British taking)",Cured or Salted,Cwts,6901.0,1317.0,6901.0,1,exact01,A,as_1878,1,290
1878,British North America,FRUIT,Curraunts,Cwts,12942.0,16979.0,,0,mod,D,as_1878,1,322
1878,British North America,FRUIT,Figs and Fig Cake,Cwts,3174.0,1512.0,3174.0,1,exact01,A,as_1878,1,328
1878,British North America,FRUIT,Oranges and Lemons,Bushels,34908.0,57662.0,34908.0,1,exact01,A,as_1878,1,341
1878,British North America,FRUIT,Raisins,Cwts,21333.0,16293.0,21333.0,1,exact01,A,as_1878,1,350
1878,British North America,FRUIT,"Raw, Unenumerated",Bushels,3996.0,4761.0,3996.0,1,exact01,A,as_1878,1,359
1878,British North America,GLASS,Flint,Cwts,4190.0,4488.0,,0,exact01,B,as_1878,1,391
1878,British North America,GLASS,"Window and German Sheet, including Shades and Cylinders",Cwts,4190.0,4488.0,,0,exact01,B,as_1878,1,385
1878,British North America,HEMP,Rough or Undressed,Cwts,6673.0,4880.0,6673.0,1,exact01,A,as_1878,1,473
1878,British North America,HIDES,"Not Tanned, &c., Dry",Cwts,17230.0,6163.0,17230.0,1,exact01,A,as_1878,1,491
1878,British North America,IRON,Bars,Tons,7391.0,729.0,7391.0,1,exact01,A,as_1878,1,553
1878,British North America,RICE,,,63803.0,102512.0,,0,within5,D,as_1878,1,847
1878,British North America,SPICES,Ginger (Raw),Cwts,2874.0,1378.0,2874.0,1,exact01,A,as_1878,1,983
1878,British North America,SPICES,Pepper,Lbs,5671.0,385715.0,,0,exact01,B,as_1878,1,997
1878,British North America,SPICES,Unenumerated,Lbs,11589.0,185413.0,,0,exact01,B,as_1878,1,1013
1878,British North America,SPIRITS,Brandy,Proof Gallons,3591.0,7182.0,3591.0,1,exact01,A,as_1878,1,1040
1878,British North America,SPIRITS,Rum,Proof Gallons,3270.0,19738.0,3270.0,1,exact01,A,as_1878,1,1028
1878,British North America,SUGAR,"Refined, and Candy",Cwts,6359.0,5695.0,6359.0,1,exact01,A,as_1878,1,1100
1878,British North America,TEA,,Lbs,287456.0,4465959.0,,0,exact01,B,as_1878,1,1146
1878,British North America,WINE,Red,Gallons,5998.0,17232.0,5998.0,1,exact01,A,as_1878,1,1248
1878,British North America,WINE,Total of all Kinds,Gallons,9731.0,18391.0,15729.0,0,within5,D,as_1878,1,1273
1878,British North America,WINE,Total of all Kinds,Gallons,15729.0,35623.0,15729.0,1,exact01,A,as_1878,1,1295
1879,British North America,CHEMICAL MANUFACTURES AND PRODUCTS,,,4094.0,,4094.0,1,exact01,A,as_1879,1,149
1879,British North America,DRUGS,Unenumerated,,5798.0,,5798.0,1,exact01,A,as_1879,1,349
1879,British North America,"FISH, FRESH (not of British taking)",Cured or Salted,,5366.0,1160.0,,0,exact01,B,as_1879,1,412
1879,British North America,FRUIT,Oranges and Lemons,,27152.0,55210.0,,0,within5,D,as_1879,1,452
1879,British North America,FRUIT,Raisins,Cwts,7546.0,5160.0,7546.0,1,exact01,A,as_1879,1,466
1879,British North America,FRUIT,"Raw, Unenumerated",Bushels,3992.0,5550.0,3992.0,1,exact01,A,as_1879,1,475
1879,British North America,GLASS,"Window and German Sheet, including Shades and Cylinders",Cwts,5481.0,6025.0,5481.0,1,exact01,A,as_1879,1,501
1879,British North America,HEMP,Rough or Undressed,Cwts,8986.0,6553.0,8986.0,1,exact01,A,as_1879,1,580
1879,British North America,OIL,Olive,Tuns,4165.0,95.0,,0,exact01,B,as_1879,1,813
1879,British North America,RICE,,Cwts,49153.0,76709.0,,0,within5,D,as_1879,1,951
1879,British North America,SPICES,Pepper,Lbs,6283.0,136600.0,6283.0,1,exact01,A,as_1879,1,1113
1879,British North America,SPICES,Unenumerated,Lbs,12724.0,278100.0,,0,within5,D,as_1879,1,1128
1879,British North America,SPIRITS,Brandy,Proof Gallons,3710.0,9418.0,,0,within5,D,as_1879,1,1142
1879,British North America,SPIRITS,Rum,Proof Gallons,3917.0,27612.0,,0,exact01,B,as_1879,1,1160
1879,British North America,SUGAR,"Refined, and Candy",Cwts,329.0,253.0,329.0,1,mod,D,as_1879,1,1216
1879,British North America,TEA,,Lbs,384163.0,6065816.0,,0,exact01,B,as_1879,1,1259
1879,British North America,TOBACCO,"Manufactured, Cigars",Lbs,2573.0,5192.0,2573.0,1,within5,C,as_1879,1,1297
1879,British North America,WINE,Red,,3131.0,9612.0,,0,within5,D,as_1879,1,1358
1879,British North America,WINE,Total of all Kinds,,6549.0,12258.0,,0,mod,D,as_1879,1,1389
1879,British North America,WINE,Total of all Kinds,,9761.0,22251.0,,0,mod,D,as_1879,1,1415
1879,British North America,ZINC,Manufactured,,10524.0,,,0,within5,D,as_1879,1,1521
1880,British North America,CHEMICAL MANUFACTURES AND PRODUCTS,,,5198.0,,5198.0,1,exact01,A,as_1880,1,168
1880,British North America,"FISH, FRESH (not of British taking)",Cured or Salted,Cwts,4989.0,991.0,4989.0,1,exact01,A,as_1880,1,431
1880,British North America,FRUIT,Oranges and Lemons,Bushels,27848.0,51986.0,,0,exact01,B,as_1880,1,476
1880,British North America,FRUIT,Raisins,Cwts,9508.0,6864.0,9508.0,1,exact01,A,as_1880,1,492
1880,British North America,GLASS,"Window and German Sheet, including Shades and Cylinders",Cwts,7542.0,7053.0,7542.0,1,exact01,A,as_1880,1,525
1880,British North America,HEMP,Rough or Undressed,Cwts,38297.0,25625.0,38297.0,1,exact01,A,as_1880,1,612
1880,British North America,IRON,"Manufactures of Iron or Steel, Unenumerated",Cwts,11911.0,18382.0,,0,exact01,B,as_1880,1,709
1880,British North America,OIL,Olive,Tuns,4084.0,91.0,,0,exact01,B,as_1880,1,862
1880,British North America,"SKINS, FURS, AND PELTS","Sheep and Lamb, Undressed",No,7258.0,67656.0,7258.0,1,exact01,A,as_1880,1,1051
1880,British North America,SPICES,Pepper,,5039.0,280159.0,5039.0,1,gross,D,as_1880,1,1111
1880,British North America,SPICES,Unenumerated,,10475.0,200846.0,10475.0,1,gross,D,as_1880,1,1124
1880,British North America,SPIRITS,Brandy,,5627.0,44831.0,,0,mod,D,as_1880,1,1138
1880,British North America,SPIRITS,"Perfumed, in Bond",,,587.0,,0,none,X,as_1880,1,1184
1880,British North America,SPIRITS,"Perfumed, in Bond",,2610.0,652.0,,0,mod,D,as_1880,1,1187
1880,British North America,SPIRITS,Rum,,6405.0,354779.0,,0,within5,D,as_1880,1,1153
1880,British North America,SUGAR,Molasses,Cwts,9165.0,13457.0,9165.0,1,exact01,A,as_1880,1,1232
1880,British North America,TEA,,Lbs,406913.0,6257384.0,,0,exact01,B,as_1880,1,1256
1880,British North America,TOBACCO,"Manufactured, Cigars",Lbs,2472.0,5717.0,2172.0,0,exact01,D,as_1880,1,1293
1880,British North America,WINE,Red,Gallons,4011.0,12010.0,,0,exact01,B,as_1880,1,1345
1880,British North America,WINE,Total of all Kinds,Gallons,9136.0,21058.0,9136.0,1,exact01,A,as_1880,1,1398
1880,British North America,WINE,White,Gallons,5125.0,9018.0,,0,within5,D,as_1880,1,1372
1880,British North America,ZINC,Manufactured,,11286.0,,,0,within5,D,as_1880,1,1509
1881,British North America,BRISTLES,,,2963.0,22897.0,,0,exact01,B,as_1881,1,104
1881,British North America,CHEMICAL MANUFACTURES AND PRODUCTS,,,7733.0,,,0,exact01,B,as_1881,1,176
1881,British North America,Cotton,"Manufactures, Unenumerated",,4577.0,,4577.0,1,exact01,A,as_1881,1,363
1881,British North America,"FISH, FRESH (not of British taking)",Cured or Salted,Cwts,9382.0,1726.0,,0,exact01,B,as_1881,1,444
1881,British North America,FRUIT,Currants,Cwts,7545.0,5926.0,7545.0,1,mod,D,as_1881,1,475
1881,British North America,FRUIT,Oranges and Lemons,Bushels,18510.0,37405.0,18510.0,1,exact01,A,as_1881,1,493
1881,British North America,FRUIT,Raisins,Cwts,9879.0,5735.0,9579.0,0,exact01,D,as_1881,1,506
1881,British North America,FRUIT,"Raw, Unenumerated",Bushels,4461.0,5781.0,4161.0,0,exact01,D,as_1881,1,516
1881,British North America,HEMP,Rough or Undressed,Cwts,56508.0,30314.0,56808.0,0,exact01,D,as_1881,1,633
1881,British North America,Ice,INDIGO,Cwts,15119.0,22921.0,15119.0,1,within5,C,as_1881,1,727
1881,British North America,Ice,INDIGO,Tons,10426.0,1057.0,10426.0,1,exact01,A,as_1881,1,707
1881,British North America,LIQUORICE,,Cwts,5285.0,2572.0,,0,exact01,B,as_1881,1,780
1881,British North America,RICE,,Cwts,50845.0,98667.0,,0,exact01,B,as_1881,1,1036
