volume,label,raw,parsed_as,col,of,last_column
as_1898,TOTAL - - - - -,"637,42",63742,5,5,1
as_1898,„ Belgium - - - - -,"6,22",622,5,5,1
as_1898,„ France - - - - -,"3,52",352,5,5,1
as_1898,„ United States of America - - - - -,"1,22",122,4,4,1
as_1898,„ Brazil - - - - -,"2,22",222,3,3,1
as_1898,„ Other Foreign Countries - - - - -,"1,12",112,4,4,1
as_1898,Total from Foreign Countries - - - - -,"12,22",1222,5,5,1
as_1898,From British East Indies - - - - -,"1,42",142,5,5,1
as_1898,„ Australasia - - - - -,"1,02",102,5,5,1
as_1898,Total from British Possessions - - - - -,"1,52",152,5,5,1
as_1898,TOTAL - - - - -,"17,22",1722,5,5,1
as_1898,„ Holland - - - - -,"203,22",20322,5,5,1
as_1898,„ Belgium - - - - -,"41,22",4122,5,5,1
as_1898,„ France - - - - -,"32,22",3222,5,5,1
as_1898,„ United States of America - - - - -,"6,22",622,5,5,1
as_1898,Total from Foreign Countries - - - - -,"408,22",40822,5,5,1
as_1898,TOTAL - - - - -,"408,22",40822,5,5,1
as_1898,TOTAL . . . . .,"1,01,743",101743,1,10,0
as_1898,Total from British Possessions - - - - -,"22,04",2204,2,10,0
as_1898,"Cork, Manufactured","8,2547",82547,2,2,1
as_1898,Oatmeal and Groats,"13,2910",132910,3,4,0
as_1898,„ Portugal - - - - -,"13,68",1368,10,10,1
as_1898,„ Spain - - - - -,"107,63",10763,10,10,1
as_1898,Total to Foreign Countries - - - - -,"57,25",5725,10,10,1
as_1898,""" Germany - - - - -","1,92",192,3,3,1
as_1898,„ Germany - - - - -,"1,39",139,7,7,1
as_1898,„ Belgium - - - - -,"132,22",13222,5,5,1
as_1898,„ France - - - - -,"5,39",539,8,8,1
as_1898,„ Spain - - - - -,"15,22",1522,5,5,1
as_1898,„ Italy - - - - -,"2,22",222,7,7,1
as_1898,„ Roumania - - - - -,"6,47",647,1,1,1
as_1898,„ Egypt - - - - -,"13,92",1392,4,4,1
as_1898,„ United States of America - - - - -,"76,23",7623,4,4,1
as_1898,„ Chile - - - - -,"16,45",1645,2,2,1
as_1898,„ Brazil - - - - -,"21,73",2173,6,6,1
as_1898,„ Argentine Republic - - - - -,"17,66",1766,4,4,1
as_1898,Total to British Possessions - - -,"5,85",585,5,5,1
as_1898,""" Italy - - - - -","2,34",234,5,5,1
as_1898,""" Egypt - - - - -","3,55",355,6,6,1
as_1898,""" British West India Islands - - - - -","3,05",305,10,10,1
as_1898,TOTAL - - - - -,"22,27",2227,10,10,1
as_1898,""" Portugal - - - - -","17,30",1730,10,10,1
as_1898,""" Egypt - - - - -","4,22",422,6,6,1
as_1898,""" East Africa: Portuguese Possessions - - - - -","1,25",125,2,2,1
as_1898,To Channel Islands - - - - -,"2,26",226,5,5,1
as_1898,""" Gibraltar - - - - -","5,57",557,10,10,1
as_1898,""" Malta and Gozo - - - - -","4,59",459,9,9,1
as_1898,„ Morocco - - - - -,"23,72",2372,10,10,1
as_1898,„ East Africa : Portuguese Possessions - -,"61,23",6123,10,10,1
as_1898,„ China - - - - -,"21,22",2122,10,10,1
as_1898,On the Atlantic - - - - -,"2,25",225,10,10,1
as_1898,„ Costa Rica - - - - -,"4,23",423,10,10,1
as_1898,„ Republic of Colombia - - - - -,"3,24",324,10,10,1
as_1898,„ Peru - - - - -,"2,45",245,10,10,1
as_1898,„ Chile - - - - -,"4,18",418,10,10,1
as_1898,„ Brazil - - - - -,"1,22",122,10,10,1
as_1898,„ Argentine Republic - - - - -,"1,25",125,9,9,1
as_1898,Total to Foreign Countries - - - - -,"131,12",13112,10,10,1
as_1898,To Channel Islands - - - - -,"3,27",327,10,10,1
as_1898,„ Gibraltar - - - - -,"2,14",214,10,10,1
as_1898,„ Malta and Gozo - - - - -,"1,54",154,10,10,1
as_1898,Sierra Leone - - - - -,"1,21",121,9,9,1
as_1898,The Gold Coast - - - - -,"1,24",124,9,9,1
as_1898,„ Cape of Good Hope - - - - -,"32,45",3245,10,10,1
as_1898,„ Natal - - - - -,"21,23",2123,10,10,1
as_1898,British Burmah - - - - -,"21,72",2172,1,1,1
as_1898,Straits Settlements - - - - -,"4,28",428,4,4,1
as_1898,Victoria - - - - -,"4,32",432,1,1,1
as_1898,",, Italy - - - - -","1,42",142,3,3,1
as_1898,",, Rumania - - - - -","1,13",113,1,1,1
as_1898,",, Egypt - - - - -","2,25",225,4,4,1
as_1898,Total to Foreign Countries - - - - -,"562,43",56243,1,5,0
as_1898,„ Republic of Colombia - - - - -,"1,64",164,5,5,1
as_1898,„ Peru - - - - -,"1,22",122,10,10,1
as_1898,„ Chile - - - - -,"11,93",1193,10,10,1
as_1898,„ Brazil - - - - -,"17,30",1730,10,10,1
as_1898,„ Argentine Republic - - - - -,"21,21",2121,10,10,1
as_1898,To Channel Islands - - - - -,"2,76",276,10,10,1
as_1898,„ Gibraltar - - - - -,"1,27",127,9,9,1
as_1898,The Gold Coast - - - - -,"3,39",339,10,10,1
as_1898,Lagos - - - - -,"1,25",125,4,4,1
as_1898,Niger Protectorate - - - - -,"1,41",141,1,1,1
as_1898,„ Cape of Good Hope - - - - -,"24,04",2404,10,10,1
as_1898,„ Natal - - - - -,"11,97",1197,10,10,1
as_1898,„ Hong Kong - - - - -,"3,06",306,10,10,1
as_1898,Total to Foreign Countries - - - - -,"39,1641,100",391641100,2,10,0
as_1898,Bombay,"33,35",3335,5,5,1
as_1898,Madras,"14,53",1453,5,5,1
as_1898,Bengal,"23,23",2323,5,5,1
as_1898,British-Burmah,"9,75",975,5,5,1
as_1898,Straits Settlements,"12,22",1222,5,5,1
as_1898,Ceylon,"17,93",1793,5,5,1
as_1898,Hong Kong,"5,15",515,5,5,1
as_1898,West Australia,"17,23",1723,5,5,1
as_1898,South Australia,"32,21",3221,5,5,1
as_1898,Victoria,"123,77",12377,5,5,1
as_1898,New South Wales,"132,22",13222,5,5,1
as_1898,Queensland,"25,7",257,5,5,1
as_1898,Tasmania,"14,59",1459,5,5,1
as_1898,New Zealand,"115,53",11553,5,5,1
as_1898,Canada,"123,44",12344,5,5,1
as_1898,Newfoundland,"9,25",925,5,5,1
as_1898,Bermudas,"4,25",425,5,5,1
as_1898,British West India Islands,"79,61",7961,5,5,1
as_1898,Guiana,"14,93",1493,5,5,1
as_1898,Falkland Islands,"3,51",351,5,5,1
as_1898,Northern Ports,"61,91",6191,10,10,1
as_1898,Southern Ports,"14,79",1479,10,10,1
as_1898,Sweden,"33,12",3312,10,10,1
as_1898,Norway,"22,29",2229,10,10,1
as_1898,Denmark,"18,34",1834,10,10,1
as_1898,Germany,"129,29",12929,10,10,1
as_1898,Holland,"106,62",10662,10,10,1
as_1898,Belgium,"84,22",8422,10,10,1
as_1898,France,"52,02",5202,10,10,1
as_1898,Portugal,"14,56",1456,10,10,1
as_1898,Spain,"22,37",2237,10,10,1
as_1898,Italy,"11,67",1167,10,10,1
as_1898,Austrian Territories,"12,49",1249,9,9,1
as_1898,Greece,"4,52",452,6,6,1
as_1898,Roumania,"4,56",456,9,9,1
as_1898,Bengal - - - - -,"3,43",343,5,5,1
as_1898,British Burmah - - - - -,"1,42",142,1,1,1
as_1898,Straits Settlements - - - - -,"1,76",176,5,5,1
as_1898,„ Hong Kong - - - - -,"5,32",532,5,5,1
as_1898,Victoria - - - - -,"1,54",154,4,4,1
as_1898,New South Wales - - - - -,"1,67",167,3,3,1
as_1898,New Zealand - - - - -,"1,13",113,4,4,1
as_1898,„ Canada - - - - -,"1,15",115,3,3,1
as_1898,Total to British Possessions - - - - -,"23,22",2322,10,10,1
as_1898,TOTAL - - - - -,"53,24",5324,10,10,1
as_1898,To Russia - - - - -,"79,23",7923,10,10,1
as_1898,„ Sweden - - - - -,"154,19",15419,10,10,1
as_1898,„ Norway - - - - -,"27,27",2727,10,10,1
as_1898,„ Denmark - - - - -,"55,24",5524,10,10,1
as_1898,„ Germany - - - - -,"2,05",205,4,4,1
as_1898,„ Portugal - - - - -,"1,05",105,6,6,1
as_1898,„ Spain - - - - -,"12,42",1242,10,10,1
as_1898,„ Italy - - - - -,"14,37",1437,4,4,1
as_1898,„ Bulgaria - - - - -,"31,58",3158,7,7,1
as_1898,„ Roumania - - - - -,"85,13",8513,8,8,1
as_1898,„ Turkey - - - - -,"9,84",984,8,8,1
as_1898,„ Egypt - - - - -,"149,25",14925,10,10,1
as_1898,„ East Africa : Portuguese Possessions - - - - -,"55,34",5534,10,10,1
as_1898,„ China - - - - -,"51,26",5126,7,7,1
as_1898,„ Japan - - - - -,"13,25",1325,10,10,1
as_1898,„ Mexico - - - - -,"24,54",2454,10,10,1
as_1898,„ British East Indies . . . . .,"24,30",2430,5,5,1
as_1898,""" Spain . . . . .","25,21",2521,5,5,1
as_1898,To Cape of Good Hope . . . . .,"55,92",5592,5,5,1
as_1898,""" Natal . . . . .","5,56",556,3,3,1
as_1898,Bengal . . . . .,"202,21",20221,5,5,1
as_1898,""" Other British Possessions . . . . .","43,56",4356,5,5,1
as_1898,Southern Ports . . . . .,"48,89",4889,5,5,1
as_1898,""" Sweden . . . . .","13,75",1375,5,5,1
as_1898,""" Denmark . . . . .","14,64",1464,5,5,1
as_1898,""" Germany . . . . .","135,62",13562,5,5,1
as_1898,""" Holland . . . . .","4,41",441,5,5,1
as_1898,Holland,"1,92",192,5,5,1
as_1898,Spain,"1,43",143,5,5,1
as_1898,United States of America,"7,21",721,5,5,1
as_1898,Brazil,"1,55",155,5,5,1
as_1898,Argentine Republic,"1,25",125,2,2,1
as_1898,Total to Foreign Countries,"42,23",4223,5,5,1
as_1898,To The Gold Coast,"2,11",211,5,5,1
as_1898,Cape of Good Hope,"6,03",603,5,5,1
as_1898,Natal,"1,61",161,4,4,1
as_1898,British East Indies,"27,21",2721,5,5,1
as_1898,Australasia,"15,03",1503,5,5,1
as_1898,British West India Islands,"4,81",481,5,5,1
as_1898,Total to British Possessions,"65,55",6555,5,5,1
as_1898,TOTAL,"108,51",10851,5,5,1
as_1898,To Russia,"3,43",343,5,5,1
as_1898,Sweden,"3,23",323,5,5,1
as_1898,Norway,"4,25",425,5,5,1
as_1898,Denmark,"10,55",1055,5,5,1
as_1898,Germany,"20,78",2078,5,5,1
as_1898,Holland,"43,67",4367,5,5,1
as_1898,Belgium,"31,72",3172,5,5,1
as_1898,France,"15,55",1555,5,5,1
as_1898,Portugal,"1,18",118,5,5,1
as_1898,„ Newfoundland,"4,51",451,5,5,1
as_1898,„ Bermudas,"3,00",300,5,5,1
as_1898,„ British West India Islands,"17,22",1722,5,5,1
as_1898,„ „ Honduras,"1,51",151,5,5,1
as_1898,„ „ Guiana,"3,13",313,5,5,1
as_1898,„ Other British Possessions,"6,11",611,5,5,1
as_1898,Total to British Possessions,"872,82",87282,5,5,1
as_1898,TOTAL,"1,512,66",151266,5,5,1
as_1898,„ Germany,"7,53",753,10,10,1
as_1898,„ Holland,"37,5",375,5,5,1
as_1898,„ Belgium,"27,1",271,6,6,1
as_1898,„ France,"72,3",723,10,10,1
as_1898,„ United States of America,"5,97",597,8,8,1
as_1898,„ Other Foreign Countries,"16,21",1621,5,5,1
as_1898,Total to Foreign Countries,"24,69",2469,10,10,1
as_1898,„ British East Indies,"3,67",367,6,6,1
as_1898,„ Australasia,"17,58",1758,7,7,1
as_1898,„ Canada,"3,52",352,5,5,1
as_1898,„ Other British Possessions,"1,82",182,6,6,1
as_1898,Total to British Possessions,"34,51",3451,10,10,1
as_1898,TOTAL,"28,71",2871,10,10,1
as_1898,To Germany,"7,75",775,10,10,1
as_1898,„ France,"4,00",400,10,10,1
as_1898,„ Austrian Territories,"1,57",157,10,10,1
as_1898,„ United States of America,"7,24",724,10,10,1
as_1898,„ Other Foreign Countries,"12,52",1252,10,10,1
as_1898,Total to Foreign Countries,"36,93",3693,10,10,1
as_1898,To Channel Islands,"3,42",342,10,10,1
as_1898,„ Cape of Good Hope,"3,46",346,9,9,1
as_1898,„ Natal,"1,25",125,8,8,1
as_1898,„ British East Indies,"3,11",311,10,10,1
as_1898,„ Australasia,"3,40",340,10,10,1
as_1898,„ Other British Possessions,"2,69",269,10,10,1
as_1898,Total to British Possessions,"1,90",190,10,10,1
as_1898,TOTAL,"3,82",382,10,10,1
as_1898,""" Italy","1,75",175,4,4,1
as_1898,""" East Africa: Portuguese Possessions","2,89",289,5,5,1
as_1898,Total to British Possessions,"531,53",53153,5,5,1
as_1898,To Denmark,"33,33",3333,10,10,1
as_1898,„ Germany,"116,14",11614,10,10,1
as_1898,Total to Foreign Countries,"157,75",15775,10,10,1
as_1898,„ Cape of Good Hope,"5,72",572,10,10,1
as_1898,„ Australasia,"14,72",1472,10,10,1
as_1898,Total to British Possessions,"28,35",2835,10,10,1
as_1898,TOTAL,"177,11",17711,10,10,1
as_1898,To Russia,"15,51",1551,10,10,1
as_1898,„ Sweden,"3,57",357,8,8,1
as_1898,„ Norway,"3,72",372,10,10,1
as_1898,„ Denmark,"1,53",153,5,5,1
as_1898,„ Germany,"11,54",1154,10,10,1
as_1898,„ Holland,"3,17",317,6,6,1
as_1898,„ Belgium,"2,59",259,5,5,1
as_1898,„ France,"5,96",596,6,6,1
as_1898,„ United States of America,"33,57",3357,10,10,1
as_1898,„ Brazil,"1,75",175,4,4,1
as_1898,„ Argentine Republic,"1,57",157,7,7,1
as_1898,„ Other Foreign Countries,"4,67",467,8,8,1
as_1898,Total to Foreign Countries,"92,24",9224,10,10,1
as_1898,To Cape of Good Hope,"2,56",256,5,5,1
as_1898,„ British East Indies,"2,92",292,5,5,1
as_1898,„ Australasia,"11,59",1159,9,9,1
as_1898,„ Canada,"9,51",951,10,10,1
as_1898,„ Other British Possessions,"2,44",244,6,6,1
as_1898,Total to British Possessions,"29,32",2932,10,10,1
as_1898,TOTAL,"121,58",12158,10,10,1
as_1898,Total to Foreign Countries - - - - -,"5,17",517,5,5,1
as_1898,TOTAL - - - - -,"6,61",661,7,7,1
as_1898,""" Cape of Good Hope","2,1374",21374,3,5,0
as_1898,""" Cape of Good Hope","29,51",2951,5,5,1
as_1898,""" Natal","12,49",1249,5,5,1
as_1898,""" East Africa (British)","2,45",245,3,3,1
as_1898,Bombay,"57,5",575,5,5,1
as_1898,Bengal,"15,55",1555,5,5,1
as_1898,British Burmah,"9,49",949,4,4,1
as_1898,Ceylon,"11,55",1155,5,5,1
as_1898,""" Canada","1,59",159,3,3,1
as_1898,""" British West India Islands","1,64",164,5,5,1
as_1898,""" "" Guiana","1,99",199,3,3,1
as_1898,Total to British Possessions,"137,43",13743,5,5,1
as_1898,TOTAL,"223,75",22375,5,5,1
as_1898,To Russia,"52,52",5252,10,10,1
as_1898,""" Germany","58,56",5856,10,10,1
as_1898,""" Holland","43,45",4345,10,10,1
as_1898,""" Belgium","20,25",2025,10,10,1
as_1898,""" France","21,95",2195,10,10,1
as_1898,""" Spain","20,19",2019,10,10,1
as_1898,""" Turkey","3,66",366,7,7,1
as_1898,""" United States of America","123,76",12376,10,10,1
as_1898,""" Other Foreign Countries","5,15",515,10,10,1
as_1898,Total to Foreign Countries,"400,28",40028,10,10,1
as_1898,To Cape of Good Hope - - - - -,"5,75",575,10,10,1
as_1898,Bengal - - - - -,"15,81",1581,10,10,1
as_1898,Victoria - - - - -,"8,77",877,10,10,1
as_1898,New Zealand - - - - -,"5,55",555,10,10,1
as_1898,” Canada - - - - -,"102,10",10210,10,10,1
as_1898,” British West India Islands - - - - -,"2,30",230,10,10,1
as_1898,Total to British Possessions - - - - -,"199,5",1995,10,10,1
as_1898,TOTAL - - - - -,"1,225,10",122510,10,10,1
as_1898,To Russia - - - - -,"1,83",183,10,10,1
as_1898,” Sweden - - - - -,"1,95",195,10,10,1
as_1898,” Denmark - - - - -,"1,28",128,10,10,1
as_1898,” Germany - - - - -,"7,89",789,10,10,1
as_1898,” Belgium - - - - -,"8,71",871,10,10,1
as_1898,” France - - - - -,"2,23",223,10,10,1
as_1898,” Italy - - - - -,"2,17",217,10,10,1
as_1898,” Turkey - - - - -,"1,07",107,9,9,1
as_1898,” United States of America - - - - -,"17,63",1763,10,10,1
as_1898,” Argentine Republic - - - - -,"1,58",158,10,10,1
as_1898,” Other Foreign Countries - - - - -,"4,74",474,10,10,1
as_1898,Total to Foreign Countries - - - - -,"52,61",5261,10,10,1
as_1898,To Cape of Good Hope - - - - -,"5,18",518,10,10,1
as_1898,” British East Indies - - - - -,"3,40",340,10,10,1
as_1898,""" British East Indies - - - - -","1,58",158,10,10,1
as_1898,""" Canada - - - - -","13,55",1355,10,10,1
as_1898,""" Other British Possessions - - - - -","1,07",107,10,10,1
as_1898,Total to British Possessions - - - - -,"48,71",4871,10,10,1
as_1898,""" Holland - - - - -","21,81",2181,10,10,1
as_1898,""" Belgium - - - - -","12,50",1250,10,10,1
as_1898,""" France - - - - -","12,10",1210,10,10,1
as_1898,""" Portugal - - - - -","2,49",249,10,10,1
as_1898,""" Italy - - - - -","5,71",571,10,10,1
as_1898,""" Java - - - - -","4,72",472,9,9,1
as_1898,""" China - - - - -","94,52",9452,10,10,1
as_1898,""" Japan - - - - -","9,37",937,10,10,1
as_1898,""" United States of America - - - - -","62,24",6224,10,10,1
as_1898,""" Mexico - - - - -","2,05",205,8,8,1
as_1898,""" Peru - - - - -","3,15",315,10,10,1
as_1898,""" Chile - - - - -","7,31",731,10,10,1
as_1898,""" Brazil - - - - -","7,31",731,10,10,1
as_1898,""" Uruguay - - - - -","4,78",478,10,10,1
as_1898,""" Argentine Republic - - - - -","5,85",585,10,10,1
as_1898,""" Other Foreign Countries - - - - -","2,73",273,10,10,1
as_1898,Total to Foreign Countries - - - - -,"266,25",26625,10,10,1
as_1898,To Cape of Good Hope - - - - -,"17,27",1727,10,10,1
as_1898,""" Natal - - - - -","2,27",227,10,10,1
as_1898,""" British East Indies - - - - -","16,36",1636,10,10,1
as_1898,""" Hong Kong - - - - -","35,24",3524,10,10,1
as_1898,West Australia - - - - -,"3,81",381,10,10,1
as_1898,South Australia - - - - -,"5,03",503,10,10,1
as_1898,Victoria - - - - -,"41,69",4169,10,10,1
as_1898,New South Wales - - - - -,"19,51",1951,10,10,1
as_1898,Queensland - - - - -,"4,37",437,10,10,1
as_1898,Tasmania - - - - -,"1,57",157,10,10,1
as_1898,New Zealand - - - - -,"28,21",2821,10,10,1
as_1898,""" Germany . . . . .","1,32,376",132376,3,7,0
as_1898,""" Germany . . . . .","1,32,102",132102,4,7,0
as_1898,""" France . . . . .","1,44,155",144155,3,7,0
as_1898,""" France . . . . .","1,91,190",191190,4,7,0
as_1898,"Silk, Thrown, Twist, and Yarn . . . . . Lbs.","4,26",426,5,5,1
as_1898,""" Noils . . . . . "" ""","3,28",328,4,4,1
as_1898,""" Combed or Carded, and Tops . . . . . "" ""","12,12",1212,4,4,1
as_1898,"Woollen and Worsted Yarn . . . . . "" ""","54,59",5459,5,5,1
as_1898,"Yarn, Alpaca, and other Sorts . . . . . "" ""","15,33",1533,5,5,1
as_1898,Woollen Tissues . . . . . Yards,"59,43",5943,6,6,1
as_1898,"Worsted Coatings and Stuffs . . . . . "" ""","3,66",366,5,5,1
as_1898,"Damasks and Plushes . . . . . "" ""","1,69",169,4,4,1
as_1898,"Flannels and Carpets . . . . . "" ""","20,56",2056,5,5,1
as_1898,"Coal, Coke, Cinders, and Patent Fuel . . . . . ""","3,253,10",325310,7,7,1
as_1898,Cotton Yarn . . . . . Lbs.,"1,033,30",103330,8,8,1
as_1898,Piece Goods . . . . . Yards,"649,00",64900,8,8,1
as_1898,""" Piece Goods . . . . . Yards","29,70",2970,6,6,1
as_1898,Linen Yarn . . . . . Lbs.,"85,70",8570,8,8,1
as_1898,""" Railroad, of all Sorts . . . . . "" ""","1,22",122,3,3,1
as_1898,""" Steel, Unwrought . . . . . "" ""","11,52",1152,6,6,1
as_1898,""" of all other Sorts (including } "" ""","7,56",756,6,6,1
as_1898,"Copper, Unwrought . . . . . "" ""","15,32",1532,3,3,1
as_1898,"Zinc, Wrought and Unwrought . . . . . "" ""","1,72",172,7,7,1
as_1898,""" Flocks and Rag Wool . . . . . "" ""","21,00",2100,6,6,1
as_1898,""" Noils . . . . . "" ""","5,50",550,6,6,1
as_1898,""" Combed or Carded, and Tops . . . . . "" ""","31,00",3100,8,8,1
as_1898,Woollen Tissues . . . . . Yards,"12,0",120,7,7,1
as_1898,"Worsted Coatings and Stuffs . . . . . "" ""","2,10",210,7,7,1
as_1898,"Flannels and Carpets . . . . . "" ""","4,30",430,7,7,1
as_1898,Parcel Post . . . . . Number of Parcels,"13,50",1350,4,4,1
as_1898,Total to British Possessions - -,"1,54",154,5,5,1
as_1898,„ Other Foreign Countries,"6,00",600,5,5,1
as_1898,„ Cape of Good Hope,"1,72",172,5,5,1
as_1898,„ British East Indies,"2,12",212,5,5,1
as_1898,„ Australasia :,"6,72",672,5,5,1
as_1898,Victoria,"3,94",394,5,5,1
as_1898,„ Canada,"22,56",2256,5,5,1
as_1898,„ British West India Islands,"1,91",191,5,5,1
as_1898,„ Other British Possessions,"1,57",157,5,5,1
as_1898,Total to British Possessions,"42,61",4261,5,5,1
as_1898,TOTAL,"54,23",5423,5,5,1
as_1898,„ British Possessions,"2,10",210,5,5,1
as_1898,TOTAL,"4,89",489,5,5,1
as_1898,„ Holland,"6,07",607,5,5,1
as_1898,„ Belgium,"6,69",669,5,5,1
as_1898,„ France,"3,36",336,5,5,1
as_1898,„ Portugal,"2,20",220,2,2,1
as_1898,„ Italy,"6,55",655,5,5,1
as_1898,„ United States of America : On the Atlantic,"24,22",2422,5,5,1
as_1898,„ Other Foreign Countries,"11,75",1175,5,5,1
as_1898,Total to Foreign Countries,"102,77",10277,5,5,1
as_1898,„ Cape of Good Hope,"5,25",525,5,5,1
as_1898,„ Natal,"2,47",247,5,5,1
as_1898,„ British East Indies,"4,52",452,5,5,1
as_1898,„ Australasia,"12,79",1279,5,5,1
as_1898,„ Canada,"5,46",546,5,5,1
as_1898,„ Other British Possessions,"3,50",350,5,5,1
as_1898,Total to British Possessions,"34,69",3469,5,5,1
as_1898,TOTAL,"142,36",14236,5,5,1
as_1898,„ Belgium,"4,41",441,4,4,1
as_1898,„ United States of America : On the Atlantic,"1,45",145,5,5,1
as_1898,„ Other Foreign Countries,"2,69",269,5,5,1
as_1898,Total to Foreign Countries,"51,57",5157,10,10,1
as_1898,TOTAL,"51,63",5163,10,10,1
as_1898,South Australia - - - - -,"2,56",256,6,10,0
as_1898,Total to British Possessions - - - - -,"9,42",942,1,10,0
as_1898,„ Channel Islands,"2,25",225,9,9,1
as_1898,Total to British Possessions,"4,2",42,9,9,1
as_1898,TOTAL,"4,2",42,10,10,1
as_1898,To Russia,"3,6",36,10,10,1
as_1898,„ Denmark,"4,7",47,6,6,1
as_1898,„ Germany,"25,95",2595,9,10,0
as_1898,„ Germany,"9,2",92,10,10,1
as_1898,„ Holland,"5,2",52,10,10,1
as_1898,„ Belgium,"5,2",52,9,9,1
as_1898,„ France,"3,4",34,6,6,1
as_1898,„ Portugal,"2,2",22,9,9,1
as_1898,„ Spain,"1,2",12,5,5,1
as_1898,„ Other Foreign Countries,"1,2",12,2,2,1
as_1898,Total to Foreign Countries,"22,7",227,10,10,1
as_1898,TOTAL,"22,7",227,10,10,1
as_1898,To Germany,"1,7",17,5,5,1
as_1898,„ Holland,"1,5",15,3,3,1
as_1898,„ France,"3,7",37,4,4,1
as_1898,On the Atlantic,"12,7",127,5,5,1
as_1898,„ Other Foreign Countries,"1,1",11,2,2,1
as_1898,Total to Foreign Countries,"12,3",123,5,5,1
as_1898,To British Possessions,"4,2",42,1,1,1
as_1898,TOTAL,"16,5",165,5,5,1
as_1898,To Germany,"12,7",127,5,5,1
as_1898,„ Belgium,"3,3",33,5,5,1
as_1898,„ France,"3,9",39,5,5,1
as_1898,„ Italy,"1,7",17,3,3,1
as_1898,„ Austrian Territories,"2,4",24,5,5,1
as_1898,„ Other Foreign Countries,"3,7",37,5,5,1
as_1898,Total to Foreign Countries,"22,3",223,10,10,1
as_1898,To Australasia,"1,5",15,5,5,1
as_1898,Total to British Possessions,"1,4",14,5,5,1
as_1898,TOTAL,"23,7",237,10,10,1
as_1898,„ Belgium - - - - -,"2,25",225,3,3,1
as_1898,„ Other Foreign Countries - - - - -,"2,78",278,4,4,1
as_1898,„ Madras - - - - -,"1,32",132,10,10,1
as_1898,To Germany - - - - -,"2,4428",24428,1,5,0
as_1898,„ Other Foreign Countries - - - - -,"3,79",379,10,10,1
as_1898,Total to British Possessions - - - - -,"1,12",112,7,7,1
as_1898,",, Belgium - - - - -","4,58",458,10,10,1
as_1898,Victoria - - - - -,"17,08",1708,10,10,1
as_1898,""" British East Indies","22,00",2200,1,10,0
as_1898,Total from Foreign Countries -,"62,73",6273,10,10,1
as_1898,TOTAL - - -,"62,73",6273,10,10,1
as_1898,Holland - - - - -,"11,28",1128,10,10,1
as_1898,France - - - - -,"72,2",722,10,10,1
as_1898,United States of America - -,"1,24",124,10,10,1
as_1898,Republic of Colombia - -,"1,08",108,8,8,1
as_1898,Other Foreign Countries - -,"2,25",225,10,10,1
as_1898,Total from Foreign Countries -,"118,55",11855,10,10,1
as_1898,British West India Islands - -,"1,23",123,10,10,1
as_1898,,"2,22",222,10,10,1
as_1898,,"120,77",12077,10,10,1
as_1898,Other Foreign Countries,"2,61",261,5,5,1
as_1898,TOTAL,"232,82",23282,10,10,1
as_1898,Turkey,"1,54",154,9,9,1
as_1898,TOTAL,"633,55",63355,10,10,1
as_1898,"OTHER ARTICLES, not separately enumerated","1,21",121,5,5,1
as_1898,TOTAL VALUE OF ALL ARTICLES IMPORTED FOR TRANSHIPMENT,"2,58,573",258573,5,6,0
as_1898,TOTAL VALUE OF ALL ARTICLES IMPORTED FOR TRANSHIPMENT,"1,28",128,6,6,1
as_1898,TOTAL VALUE OF ALL ARTICLES EXPORTED AFTER TRANSHIPMENT,"2,58,573",258573,3,3,1
as_1898,""" Peas - - - - - ""","81,02",8102,10,10,1
as_1898,""" Beans - - - - - ""","14,67",1467,10,10,1
as_1898,""" Buckwheat - - - - - ""","2,53",253,10,10,1
as_1898,""" Wheatmeal or Flour - - - - - ""","35,27",3527,8,8,1
as_1898,""" Meal, Unenumerated - - - - - ""","4,57",457,8,8,1
as_1898,"Flax, Dressed or Undressed - - - - - Tons","1,724,16",172416,10,10,1
as_1898,""" Tow - - - - - ""","211,22",21122,10,10,1
as_1898,""" Unenumerated - - - - - Value","56,51",5651,5,5,1
as_1898,"Hides, Raw - - - - - Ccts.","47,27",4727,10,10,1
as_1898,"Hops - - - - - ""","13,41",1341,3,3,1
as_1898,""" "" Unenumerated - - - - - Ccts.","3,20",320,10,10,1
as_1898,"Linglass - - - - - ""","7,53",753,5,5,1
as_1898,"Leather - - - - - ""","25,25",2525,10,10,1
as_1898,Petroleum,"7,4311",74311,2,10,0
as_1898,"Unenumerated, not for expressing Oil therefrom","24,25",2425,9,9,1
as_1898,"Pyrites of Iron or Copper - - - - - ""","1,50",150,5,5,1
as_1898,Potatoes - - - - - Ccts.,"44,92",4492,1,4,0
as_1898,""" Staves - - - - - ""","62,62",6262,10,10,1
as_1898,"Woollen Rags, not for Manure - - - - - Tons","4,62",462,5,5,1
as_1898,"Vegetables, Raw, Unenumerated - Value","1,23",123,5,5,1
as_1898,Whalebone - Cuts.,"2,27",227,6,6,1
as_1898,""" House Frames, Pittings, and Joiners' Work - Value","4,67",467,3,3,1
as_1898,Yeast - Cuts.,"7,75",775,6,10,0
as_1898,Yeast - Cuts.,"3,65",365,10,10,1
as_1898,"Vegetables, Raw, Unenumerated - - - - - Value","6,22",622,5,5,1
as_1898,Parcel Post - - - - - Number of Parcels,"1,56",156,5,5,1
as_1898,All Other Articles - - - - - Value,"14,61",1461,5,5,1
