volume,article_group,article,seq_start,seq_end,obs_source,target_sig,selected,admitted,drop_null_qty,drop_subtotal,drop_bad_subentry,drop_no_sig,drop_consensus_holds_triple,drop_already_added
as_1897,Bark,"Cured or salted, unenumerated",0,0,ch,cured+fish+salted,0,0,0,0,0,0,0,0
as_1893,WINE,"White, in Casks",363,380,ch,white+wine,18,14,0,4,0,0,0,0
as_1872,CAOUTCHOUC,,198,212,inf,caoutchouc,15,15,0,0,0,0,0,0
as_1872,CAOUTCHOUC,West Coast of Africa,0,0,ch,caoutchouc,0,0,0,0,0,0,0,0
as_1885,CAOUTCHOUC,,246,249,inf,caoutchouc,4,4,0,0,0,0,0,0
as_1885,CAOUTCHOUC,West Africa,250,250,inf,caoutchouc,1,1,0,0,0,0,0,0
as_1885,CAOUTCHOUC,West Africa,251,251,inf,caoutchouc,1,1,0,0,0,0,0,0
as_1885,CAOUTCHOUC,East Coast of Africa,252,252,inf,caoutchouc,1,1,0,0,0,0,0,0
as_1885,CAOUTCHOUC,East Coast of Africa,253,271,inf,caoutchouc,19,18,0,1,0,0,0,0
as_1887,CAOUTCHOUC,,302,306,inf,caoutchouc,5,5,0,0,0,0,0,0
as_1887,CAOUTCHOUC,West Africa,307,307,inf,caoutchouc,1,1,0,0,0,0,0,0
as_1887,CAOUTCHOUC,West Africa,308,308,inf,caoutchouc,1,1,0,0,0,0,0,0
as_1887,CAOUTCHOUC,West Africa,309,309,inf,caoutchouc,1,1,0,0,0,0,0,0
as_1887,CAOUTCHOUC,East Africa,310,310,inf,caoutchouc,1,1,0,0,0,0,0,0
as_1887,CAOUTCHOUK,,0,0,ch,caoutchouc,0,0,0,0,0,0,0,0
as_1894,BEER AND ALE,Roasted or Ground,0,0,ch,chicory+ground+roasted,0,0,0,0,0,0,0,0
as_1899,BEEF,Fresh,1072,1148,inf,beef+fresh,77,62,0,15,0,0,0,0
as_1899,FISH,Fresh,0,0,ch,beef+fresh,0,0,0,0,0,0,0,0
as_1889,SPICES,East Coast of Africa,3167,3177,ch,pepper+spice,11,8,0,3,0,0,0,0
as_1889,SPICES,East Coast of Africa,3181,3193,ch,spice,13,10,0,3,0,0,0,0
as_1890,SPICES,East Coast of Africa,3273,3283,ch,pepper+spice,11,8,0,3,0,0,0,0
as_1890,SPICES,East Coast of Africa,3290,3301,ch,spice,12,9,0,3,0,0,0,0
as_1887,ANIMALS LIVING'd),,46,53,ch,animal+lamb+living+sheep,8,7,0,1,0,0,0,0
as_1889,SPICES,,0,0,ch,,0,0,0,0,0,0,0,0
as_1876,FRUIT,Raisins,137,139,ch,geneva+spirit,3,2,0,1,0,0,0,0
as_1876,FRUIT,Raisins,140,146,ch,mixed+spirit+sweetened,7,6,0,1,0,0,0,0
as_1887,SPIRITS,Rum,97,97,ch,geneva+spirit,1,1,0,0,0,0,0,0
as_1887,SPIRITS,Rum,101,101,ch,mixed+spirit+sweetened,1,1,0,0,0,0,0,0
as_1887,SPIRITS,Rum,102,102,ch,mixed+spirit+sweetened,1,1,0,0,0,0,0,0
as_1887,SPIRITS,Rum,103,103,ch,mixed+spirit+sweetened,1,1,0,0,0,0,0,0
as_1887,SPIRITS,Rum,104,104,ch,mixed+spirit+sweetened,1,1,0,0,0,0,0,0
as_1887,SPIRITS,Rum,105,105,ch,mixed+spirit+sweetened,1,1,0,0,0,0,0,0
as_1887,SPIRITS,Rum,106,106,ch,mixed+spirit+sweetened,1,1,0,0,0,0,0,0
as_1887,SPIRITS,Rum,107,107,ch,mixed+spirit+sweetened,1,1,0,0,0,0,0,0
as_1887,SPIRITS,Rum,109,111,ch,mixed+spirit+sweetened,3,3,0,0,0,0,0,0
as_1887,SPIRITS,Rum,90,90,ch,brandy+spirit,1,1,0,0,0,0,0,0
as_1887,SPIRITS,Rum,92,94,ch,brandy+spirit,3,3,0,0,0,0,0,0
as_1883,CHEMICAL MANUFACTURES and PRODUCTS. Unenumerated,Other Vegetable matter applicable to the uses of Chicory or Coffee,364,376,ch,china+earthenware+porcelain,13,12,0,1,0,0,0,0
as_1884,"CHEMICAL MANUFACTURES AND PRODUCTS, Unenumerated",,231,242,inf,china+earthenware+porcelain,12,11,0,1,0,0,0,0
as_1885,CHEMICAL MANUFACTURES and PRODUCTS,Vegetable matter applicable to the uses of Chicory or Coffee,374,387,ch,china+earthenware+porcelain,14,11,0,3,0,0,0,0
as_1884,CHINA OR PORCELAIN AND EARTHENWARE,,0,0,ch,,0,0,0,0,0,0,0,0
as_1886,WHALEBONE (Whalefins),Whale Fisheries,3342,3342,ch,whalebone,1,1,0,0,0,0,0,0
as_1886,WHALEBONE (Whalefins),Whale Fisheries,3343,3349,ch,whalebone,7,4,0,3,0,0,0,0
as_1887,WHALEBONE (Whalefins),Whale Fisheries,3428,3428,ch,whalebone,1,1,0,0,0,0,0,0
as_1887,WHALEBONE (Whalefins),Whale Fisheries,3429,3435,ch,whalebone,7,4,0,3,0,0,0,0
as_1888,WHALEBONE (Whalefins),Whale Fisheries,3608,3608,ch,whalebone,1,1,0,0,0,0,0,0
as_1888,WHALEBONE (Whalefins),Whale Fisheries,3609,3615,ch,whalebone,7,4,0,3,0,0,0,0
as_1889,WHALEBONE (Whalefins),Whale Fisheries,3563,3563,ch,whalebone,1,1,0,0,0,0,0,0
as_1889,WHALEBONE (Whalefins),Whale Fisheries,3564,3569,ch,whalebone,6,3,0,3,0,0,0,0
as_1890,WHALEBONE (Whalefins),Whale Fisheries,3651,3651,ch,whalebone,1,1,0,0,0,0,0,0
as_1890,WHALEBONE (Whalefins),Whale Fisheries,3652,3658,ch,whalebone,7,4,0,3,0,0,0,0
as_1881,CHEESE,CHINA or PORCELAIN WARE,173,173,ch,cheese+china+porcelain+ware,1,1,0,0,0,0,0,0
as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,2297,2366,ch,china+earthenware+porcelain,70,24,0,15,0,0,0,31
as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,2367,2396,ch,cider+perry,30,10,0,10,0,0,10,0
as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,2397,2437,ch,clock+part+thereof,41,10,0,15,0,0,16,0
as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,2438,2488,ch,cinder+coal+culm,51,22,0,10,0,0,19,0
as_1898,"CHINA, OR PORCELAIN, AND EARTHENWARE",,2284,2348,ch,china+earthenware+porcelain,65,0,0,15,0,0,10,40
as_1899,"CHINA, OR PORCELAIN, AND EARTHENWARE",,2225,2294,ch,china+earthenware+porcelain,70,0,0,15,0,0,22,33
as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Unenumerated,2704,2777,inf,cotton+manufacture,74,10,0,15,0,0,49,0
as_1898,"CHINA, OR PORCELAIN, AND EARTHENWARE",Unenumerated,4586,4664,inf,cotton+manufacture,79,14,0,15,0,0,45,5
as_1898,"CHINA, OR PORCELAIN, AND EARTHENWARE",Unenumerated,4665,4669,inf,diamond,5,0,0,0,0,0,5,0
as_1892,IRON and STEEL.,Manufactures of Iron and Steel,2011,2012,ch,iron+steel,2,2,0,0,0,0,0,0
as_1892,IRON and STEEL.,Manufactures of Iron and Steel,2014,2024,ch,iron+steel,11,10,0,1,0,0,0,0
as_1892,IRON and STEEL.,Manufactures of Iron and Steel,2025,2025,ch,iron+steel,1,1,0,0,0,0,0,0
as_1892,IRON and STEEL.,Manufactures of Iron and Steel,2026,2029,ch,iron+steel,4,2,0,2,0,0,0,0
as_1884,WOOLLEN MANUFACTURES,"Manufactures, Unenumerated",2850,2855,ch,manufacture+zinc,6,5,0,1,0,0,0,0
as_1891,ZINC,Manufactures,3915,3922,ch,manufacture+zinc,8,6,0,2,0,0,0,0
as_1892,ZINC'd),Manufactures,242,249,ch,manufacture+zinc,8,5,0,3,0,0,0,0
as_1893,PAPER-MAKING MATERIALS,PARAFFINE,2720,2727,inf,paraffine,8,3,0,2,0,0,3,0
as_1895,"FARINACEOUS SUBSTANCES and Manufactures thereof, unenumerated",Ornamental,1087,1091,inf,down+feather+ornamental,5,3,0,2,0,0,0,0
as_1892,WOOD and TIMBER,Mahogany,13,30,ch,mahogany+timber+wood,18,15,0,3,0,0,0,0
as_1886,Furniture and Hardwoods,Mahogany,3435,3446,ch,mahogany+timber+wood,12,9,0,3,0,0,0,0
as_1892,WOOL,"Alpaca, Vicuña, and Llama",1,5,inf,alpaca+llama+vicu+wool,5,4,0,1,0,0,0,0
as_1892,WOOD and TIMBER,Staves,1,12,ch,stave+timber+wood,12,10,0,2,0,0,0,0
as_1895,FEATHERS AND DOWN,South Africa,1090,1099,ch,down+feather+ornamental,10,5,0,2,0,0,0,3
as_1896,FEATHERS AND DOWN,East Coast of Africa,1084,1100,ch,down+feather+ornamental,17,14,0,3,0,0,0,0
as_1879,SILK MANUFACTURES,"SILVER ORE, or ONE of which the greater part in value is Silver",1498,1507,ch,greater+is+ore+part+silver+value+which,10,9,0,1,0,0,0,0
as_1879,SILK MANUFACTURES,"SILVER ORE, or ORE of which the greater part in value is Silver",1209,1218,inf,greater+is+ore+part+silver+value+which,10,0,0,1,0,0,0,9
as_1895,TIN,East Coast of Africa,3576,3585,ch,ore+tin,10,7,0,3,0,0,0,0
as_1896,TIN,East Coast of Africa,3670,3679,ch,ore+tin,10,7,0,3,0,0,0,0
as_1895,TIN,East Coast of Africa,3405,3414,inf,ore+tin,10,0,0,3,0,0,0,7
as_1896,TIN,East Coast of Africa,3628,3637,inf,ore+tin,10,0,0,3,0,0,0,7
as_1894,"HIDES, Raw, and Pieces thereof",East Coast of Africa,1655,1670,ch,dry+hide+piece+raw+thereof,16,14,0,2,0,0,0,0
as_1895,HIDES. Raw. and Pieces thereof,East Coast of Africa,1595,1626,ch,dry+hide+piece+raw+thereof,32,29,0,3,0,0,0,0
as_1896,"HIDES, Raw, and Pieces thereof",East-Coast of Africa,1657,1685,ch,dry+hide+piece+raw+thereof,29,26,0,3,0,0,0,0
as_1894,"HIDES, Raw, and Pieces thereof",East Coast of Africa,1576,1591,inf,dry+hide+piece+raw+thereof,16,0,0,2,0,0,0,14
as_1895,HIDES. Raw. and Pieces thereof,East Coast of Africa,1598,1629,inf,dry+hide+piece+raw+thereof,32,0,0,3,0,0,0,29
as_1896,"HIDES, Raw, and Pieces thereof",East-Coast of Africa,1654,1682,inf,dry+hide+piece+raw+thereof,29,0,0,3,0,0,0,26
as_1894,SPICES,East Coast of Africa,3414,3421,ch,pepper+spice,8,7,0,1,0,0,0,0
as_1894,SPICES,East Coast of Africa,3190,3197,inf,pepper+spice,8,0,0,1,0,0,0,7
as_1882,"EXTRACTS, of other Sorts than Dye-Stuffs, Unenumerated",,618,626,ch,farinaceou+manufacture+substance+thereof,9,8,0,1,0,0,0,0
as_1879,EMBROIDERY and NEEDLEWORK,EXTRACTS,569,577,ch,farinaceou+manufacture+substance+thereof,9,8,0,1,0,0,0,0
as_1892,WOOD and TIMBER'd),"House Frames, Fittings, Joiners'   and Cabinet Work",57,74,ch,fitting+frame+house+joiner+timber+wood+work,18,15,0,3,0,0,0,0
as_1881,WOOD AND TIMBER,Mahogany,1186,1198,inf,furniture+hardwood+timber+veneer+wood,13,12,0,1,0,0,0,0
as_1899,"SKINS, AND FURS","Skins, Sheep, undressed",19590,19649,ch,furs+pelt+sheep+skin+undressed,60,54,0,0,0,0,6,0
as_1899,"SKINS, AND FURS",Eastern Coast of Africa,19650,19764,ch,furs+pelt+sheep+skin+undressed,115,103,0,5,0,0,7,0
as_1898,"SILVER, Ore of, or Ore of which the greater part in Value is Silver","Skins, Sheep, undressed",19832,19891,ch,furs+pelt+sheep+skin+undressed,60,6,0,0,0,0,12,42
as_1898,"SILVER, Ore of, or Ore of which the greater part in Value is Silver",Eastern Coast of Africa,19892,20007,ch,furs+pelt+sheep+skin+undressed,116,17,0,5,0,0,12,82
as_1880,TOYS,,1571,1576,inf,toys,6,6,0,0,0,0,0,0
as_1875,"FLOWERS, ARTIFICIAL","Raw, not otherwise described",556,562,ch,described+dried+fruit,7,7,0,0,0,0,0,0
as_1891,"SKINS, FURS, and PELTS",Pepper,3235,3240,ch,pepper+spice,6,6,0,0,0,0,0,0
as_1891,"SKINS, FURS, and PELTS",Pepper,3242,3247,ch,pepper+spice,6,6,0,0,0,0,0,0
as_1891,CHEESE,"CHINA or PORCELAIN, and EARTHEN- WARE",397,407,ch,china+earthenware+porcelain,11,10,0,1,0,0,0,0
as_1882,"LEATHER, Undressed",Unenumerated,1081,1086,ch,leather+manufacture,6,6,0,0,0,0,0,0
as_1884,"LEATHER, Undressed",Unenumerated,1435,1440,ch,leather+manufacture,6,6,0,0,0,0,0,0
as_1883,"LEATHER, Undressed",MANUFACTURES : Unenumerated,1578,1587,inf,leather+manufacture,10,10,0,0,0,0,0,0
as_1883,LEATHER MANUFACTURES,Unenumerated,0,0,ch,leather+manufacture,0,0,0,0,0,0,0,0
