volume	fiscal_year	seq	offset	family	inherited	title	intertext_len	n_header_rows	n_body_rows	cells_hist	span_hist	header	first_row
oocihm.9_08052_18_2	1884	582	3021480	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	35	[[1, 1], [7, 34]]	[[7, 35]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_18_2	1884	583	3025982	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	39	[[1, 1], [7, 38]]	[[7, 39]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_18_2	1884	584	3031124	imports_general	1	No 1.—GENERAL STATEMENT OF IMPORTS—Continued.	47	2	36	[[1, 1], [6, 21], [7, 14]]	[[6, 21], [7, 15]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_18_2	1884	585	3035963	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	37	[[1, 2], [7, 35]]	[[7, 37]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_18_2	1884	586	3040899	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	31	[[1, 1], [7, 30]]	[[7, 31]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES— Con.
oocihm.9_08052_18_2	1884	587	3045292	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	42	[[1, 1], [7, 41]]	[[7, 42]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_18_2	1884	588	3050933	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	33	[[1, 3], [7, 30]]	[[7, 33]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_18_2	1884	589	3055413	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	35	[[1, 2], [7, 33]]	[[7, 35]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_18_2	1884	590	3059953	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	41	[[1, 3], [6, 18], [7, 20]]	[[6, 18], [7, 23]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_18_2	1884	591	3064698	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	42	[[6, 1], [7, 41]]	[[7, 42]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION || Quantity. | Value. | Quantity. | Value. | Duty.	FEEB GOODS— MANUFACTURES—Con. | M. | $ | M. | $ | 
oocihm.9_08052_18_2	1884	592	3070020	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	32	[[1, 2], [7, 30]]	[[7, 32]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_18_2	1884	593	3074260	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	30	[[1, 1], [7, 29]]	[[7, 30]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	594	3078345	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	39	[[1, 4], [6, 27], [7, 8]]	[[6, 27], [7, 12]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	595	3083310	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	38	[[1, 1], [7, 37]]	[[7, 38]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	596	3088582	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	32	[[1, 1], [7, 31]]	[[7, 32]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued
oocihm.9_08052_18_2	1884	597	3092941	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	29	[[1, 1], [7, 28]]	[[7, 29]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	598	3097073	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	36	[[1, 1], [7, 35]]	[[7, 36]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	599	3101840	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	34	[[1, 1], [7, 33]]	[[7, 34]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	600	3106327	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	35	[[1, 1], [7, 34]]	[[7, 35]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	601	3111035	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	31	[[1, 1], [7, 30]]	[[7, 31]]	ARTICLES AND COUNTRIES WHEREON IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	602	3115236	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	37	[[1, 7], [7, 30]]	[[7, 37]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	$
oocihm.9_08052_18_2	1884	603	3119728	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	42	[[1, 2], [6, 32], [7, 8]]	[[6, 32], [7, 10]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	604	3125004	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	36	[[1, 1], [7, 35]]	[[7, 36]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	605	3130061	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	32	[[1, 2], [7, 30]]	[[7, 32]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	606	3134362	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	35	[[1, 3], [7, 32]]	[[7, 35]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MISCELLANEOUS ARTICLES— Continued.
oocihm.9_08052_18_2	1884	607	3138905	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	29	[[1, 1], [6, 18], [7, 10]]	[[6, 18], [7, 11]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—SPECIAL EXEMPTIONS—Continued.
oocihm.9_08052_18_2	1884	608	3143147	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	16	[[1, 1], [7, 15]]	[[7, 16]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—SPECIAL EXEMPTIONS—Continued.
oocihm.9_08052_18_2	1884	609	3145420	other	0	RECAPITULATION BY PROVINCES.	30	3	27	[[4, 24], [5, 3]]	[[4, 24], [5, 3]]	 | Provinces into which Imported. | Imported. | Entered for Home Consumption. | Duty. || Value. | Value. || $ | $ | $ cts.	Total Dutiable Goods..... | Ontario ..... | 33,077,060 | 31,444,364 | 6,977,340 77
oocihm.9_08052_18_2	1884	610	3148511	other	1	ABSTRACT BY COUNTRIES AND PROVINCES.	38	4	40	[[5, 35], [6, 5]]	[[5, 35], [6, 5]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | Duty. || Dutiable Goods. | Free Goods. | Total. || $ | $ | $ ||  |  |  |  |  | $ cts.	Great Britain..... | Ontario..... | 11,935,562 | 2,301,583 | 14,237,145 | 2,865,438 07
oocihm.9_08052_18_2	1884	611	3153401	other	1	ABSTRACT by Countries and Provinces—Continued.	48	3	35	[[5, 23], [6, 12]]	[[5, 23], [6, 12]]	COUNTRIES W: IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | Duty. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	Belgium..... | Ontario ..... | 50,323 | 4,222 | 54,545 | 14,692 05
oocihm.9_08052_18_2	1884	612	3157494	other	1	ABSTRACT by Countries and Provinces—Continued.	48	3	38	[[5, 25], [6, 13]]	[[5, 25], [6, 13]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | Duty. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	China..... | Ontario ..... | 2,424 | 171,333 | 173,757 | 379 05
oocihm.9_08052_18_2	1884	613	3161931	other	1	ABSTRACT by Countries and Provinces.—*Continued.*	51	3	34	[[5, 19], [6, 15]]	[[5, 19], [6, 15]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | Duty. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	Danish W. Indies.... | Nova Scotia..... | 1,567 | 17,414 | 18,981 | 264 51
oocihm.9_08052_18_2	1884	614	3165943	other	1	ABSTRACT by Countries and Provinces—Continued.	48	4	30	[[5, 17], [6, 13]]	[[5, 17], [6, 13]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | Duty. || Dutiable Goods. | Free Goods. | Total. || $ | $ | $ ||  |  |  |  |  | $ cts.	Australia..... | Ontario..... | 123 | 5 | 128 | 82 55
oocihm.9_08052_18_2	1884	615	3169575	other	1	ABSTRACT by Countries and Provinces—*Continued.*	50	3	17	[[5, 2], [6, 15]]	[[5, 2], [6, 15]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	Society Islands..... | British Columbia | 54 | ..... | 54 | 15 00
oocihm.9_08052_18_2	1884	616	3172305	imports_abstract	0	ABSTRACT of the Value of Goods Entered for Consumption in each Province of the Dominion of Canada, distinguishing those which paid Duty from those entered Free of Duty, and also showing the Countries whence Imported, and the Amount of Duty Collected thereon during the Fiscal Year ending the 30th day	339	2	31	[[5, 31]]	[[5, 31]]	Countries. | Dutiable Goods. | Free Goods | Total. | Duty Collected. ||  | $ | $ | $ | $ cts.	Great Britain..... | 11,935,562 | 2,301,583 | 14,237,145 | 2,865,428 07
oocihm.9_08052_18_2	1884	617	3175747	imports_abstract	1	ABSTRACT of the Value of Goods entered for Consumption, &c.—*Continued.*PROVINCE OF QUEBEC.	93	2	34	[[5, 34]]	[[5, 34]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected. ||  | $ | $ | $ | $ cts.	Great Britain..... | 14,726,134 | 5,620,925 | 20,347,059 | 3,387,017 91
oocihm.9_08052_18_2	1884	618	3179606	imports_abstract	1	ABSTRACT of the Value of Goods entered for Consumption, &c.—Continued.	98	2	21	[[5, 21]]	[[5, 21]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected. ||  | $ | $ | $ | $ cts.	Great Britain ..... | 2,563,137 | 1,338,104 | 3,901,241 | 727,414 36
oocihm.9_08052_18_2	1884	619	3182109	imports_abstract	1	PROVINCE OF NEW BRUNSWICK.	30	0	23	[[5, 23]]	[[5, 23]]		Great Britain ..... | 1,909,908 | 674,517 | 2,584,425 | 504,766 93
oocihm.9_08052_18_2	1884	620	3184531	imports_abstract	1	ABSTRACT of the Value of Goods entered for Consumption, &c. — *Continued.*PROVINCE OF MANITOBA.	97	2	23	[[5, 23]]	[[5, 23]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected. ||  | $ | $ | $ | $ cts.	Great Britain..... | 477,130 | 79,432 | 556,562 | 138,922 41
oocihm.9_08052_18_2	1884	621	3187006	imports_abstract	1	PROVINCE OF BRITISH COLUMBIA.	33	0	14	[[5, 14]]	[[5, 14]]		Great Britain..... | 886,601 | 409,957 | 1,296,558 | 277,002 73
oocihm.9_08052_18_2	1884	622	3188560	imports_abstract	1	ABSTRACT of the Value of Goods entered for Consumption, &c.—*Continued.*PROVINCE OF PRINCE EDWARD ISLAND.	107	1	12	[[5, 12]]	[[5, 12]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected.	 | $ | $ | $ | $ cts.
oocihm.9_08052_18_2	1884	623	3189963	imports_abstract	1	NORTH-WEST TERRITORIES.	27	0	1	[[5, 1]]	[[5, 1]]		United States..... | 332,718 | 154,021 | 486,739 | 70,149 17
oocihm.9_08052_18_2	1884	624	3190209	imports_abstract	1	ABSTRACT of the Value of Goods entered for Consumption, &c.—Concluded.	93	2	45	[[5, 45]]	[[5, 45]]	Countries whence Imported. | Dutiable Goods. | Free Goods. | Total. | Duty Collected. ||  | $ | $ | $ | $	Great Britain..... | 32,828,307 | 10,589,708 | 43,418,015 | 8,001,370 74
oocihm.9_08052_18_2	1884	625	3195267	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported and Entered for Consumption in the Dominion of Canada; also the amount of Duty collected and the rates of Duty levied thereon during the Fiscal Year ending 30th June, 1884.	248	4	25	[[7, 25]]	[[7, 25]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  || DUTIABLE GOODS. |  |  |  | 	Agates, sapphires, emeralds, garnets and opals, polished, but not set or otherwise manufactured..... | $ 10 p. c..... | ..... | 1,454 | ..... | 1,454 | 145 38
oocihm.9_08052_18_2	1884	626	3199699	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	3	24	[[1, 1], [7, 23]]	[[7, 24]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ | $ cts.	DUTIABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	627	3204272	imports_summary	1		0	0	45	[[1, 4], [7, 41]]	[[7, 45]]		"Bread and biscuit..... | "" | 363,826 | 22,145 | 360,249 | 21,983 | 4,396 52"
oocihm.9_08052_18_2	1884	628	3210555	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	3	30	[[1, 1], [7, 29]]	[[7, 30]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | Duty. || Quantity. | Value | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ | $ cts.	CARRIAGES:—
oocihm.9_08052_18_2	1884	629	3215503	imports_summary	1		0	0	33	[[8, 33]]	[[8, 33]]		Roasted or ground, and imitations of and substitutes for, N. E.S. | 3 | “ | 8,284 | 1,199 | 7,584 | 1,056 | 227 72
oocihm.9_08052_18_2	1884	630	3221623	imports_summary	0	No. 2—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported &c.—Continued.	89	3	27	[[1, 3], [8, 24]]	[[8, 27]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | Duty. || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ | $ | cts.	DUTTABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	631	3226232	imports_summary	1		0	1	34	[[13, 34]]	[[13, 34]]	Goods— | 20 | 50 | 11 | 50 | 11 | 50 | 20 | 50 | 11 | 50 | 20 | 50	Assafetida..... | 20 | 50 | 11 | 50 | 11 | 50 | 20 | 50 | 11 | 50 | 2 | 20
oocihm.9_08052_18_2	1884	632	3234324	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	3	29	[[1, 4], [7, 25]]	[[7, 29]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTREPRY FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ | $ cts.	DUTIABLE GOODS.—Continued.
oocihm.9_08052_18_2	1884	633	3238495	imports_summary	1		0	0	36	[[1, 5], [12, 31]]	[[12, 36]]		Tow of, scutched or green..... | Yds. | 1,032 | 39,389 | 1,032 | 39,389 | 1,032 | 39,389 | 1,032 | 39,389 | 1,032 | 39,389
oocihm.9_08052_18_2	1884	634	3246121	imports_summary	0	No. 2—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	90	3	22	[[1, 1], [7, 21]]	[[7, 22]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ | $ cts	DUTIABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	635	3250591	imports_summary	1		0	0	41	[[8, 40], [13, 1]]	[[8, 40], [13, 1]]		Gutta-percha and India rubber, manufactures of:— |  |  |  |  |  |  |  |  |  |  |  | 
oocihm.9_08052_18_2	1884	636	3257253	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	3	30	[[1, 3], [8, 27]]	[[7, 3], [8, 27]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ | $ | cts.	DUTIABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	637	3262249	imports_summary	1		0	1	35	[[11, 35]]	[[11, 35]]	"Parts of above articles. | No. | $ | 35 "" $2 each and 20 p.c. | 12,903 | 5,785 | 234,942 | 12,259 | 5,785 | 226,232 | 2,025 72"	Sewing machines |  |  |  |  |  |  |  |  |  | 69,756 75
oocihm.9_08052_18_2	1884	638	3269474	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	2	27	[[1, 2], [7, 25]]	[[7, 27]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount.	DUTABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	639	3273735	imports_summary	1		0	0	36	[[1, 5], [8, 31]]	[[8, 36]]		"Jute and hemp carpeting or matting and mats. | 15 "" | 40 cts. per 100 lbs. | 38,946 | 121,233 | 120,947 | 30,219 | 40"
oocihm.9_08052_18_2	1884	640	3279562	imports_summary	0	No. 2.—SUMMARY STATEMENT shewing the Quantity and Value of Goods Imported, &c.—Continued.	91	3	29	[[1, 1], [7, 28]]	[[7, 29]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DCTY. || Quantity. | Value. | Quantity. | Value. ||  |  |  | $ |  | $ | $ cts.	DUTABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	641	3285744	imports_summary	1	Yds.	1489	0	34	[[6, 34]]	[[6, 34]]		556 | 10 each and 15 p c | 578 | 28,612 | 29,814 | 10,108 60
oocihm.9_08052_18_2	1884	642	3289478	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	3	27	[[1, 3], [8, 24]]	[[8, 27]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ |  | $ cts.	DUTIALS GOODS—Continued.
oocihm.9_08052_18_2	1884	643	3294558	imports_summary	1		0	0	38	[[1, 3], [5, 35]]	[[5, 38]]		"Printing | 20 "" | 32,135 | 32,909 | 6,552 20"
oocihm.9_08052_18_2	1884	644	3299084	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—*Continued.*	93	2	29	[[1, 1], [7, 28]]	[[7, 29]]	ARTICLES. | RATE OF DUTY | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount.	DUTABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	645	3303538	imports_summary	1		0	0	28	[[8, 28]]	[[8, 28]]		"Soap:— | 25 "" | ..... | ..... | 7,627 | ..... | 7,627 | 1,906 75"
oocihm.9_08052_18_2	1884	646	3309018	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	3	30	[[1, 4], [8, 26]]	[[8, 30]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ | $ | cts.	DUTIABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	647	3314147	imports_summary	1		0	1	33	[[1, 9], [4, 24]]	[[4, 33]]	Item Description | Unit | Quantity | Value	Sugars, syrups and molasses:—
oocihm.9_08052_18_2	1884	648	3317963	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	3	24	[[1, 1], [8, 23]]	[[8, 24]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ | $ | cts.	DUTIABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	649	3322022	imports_summary	1		0	1	28	[[7, 28]]	[[7, 28]]	Wood and manufactures of :— | 30 | 30 | 3,007 | 3,027 | 908 | 10	"Fishing rods..... | "" | "" | 208,603 | 206,433 | 72,286 | 12"
oocihm.9_08052_18_2	1884	650	3327239	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	3	18	[[1, 4], [7, 14]]	[[7, 18]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount. ||  |  |  | $ |  | $ | $ cts	DUTABLE GOODS—Continued.
oocihm.9_08052_18_2	1884	651	3330087	imports_summary	1		0	0	33	[[1, 1], [6, 32]]	[[6, 33]]		Fint, flints and ground flint stone..... | Cwt. | 10,386 | 3,389 | 10,386 | 3,389
