kind,commodity,country,unit,year,value,series_median,ratio_to_median,gbp
hole,"Copper — Old, Fit Only To Be Re-Manufactured",France,Ton,1882,,205,,145235
hole,"Copper — Old, Fit Only To Be Re-Manufactured",France,Ton,1890,,205,,145235
dip,Alkali,Belgium,Cwt,1890,770,5305,0.145,144234
dip,Alkali,Belgium,Cwt,1893,903,5305,0.17,144234
hole,Alkali,Germany,Cwt,1879,,4249,,143419
hole,Alkali,Germany,Cwt,1880,,4249,,143419
hole,Alkali,Germany,Cwt,1881,,4249,,143419
hole,Alkali,Germany,Cwt,1882,,4249,,143419
hole,Alkali,Germany,Cwt,1891,,4249,,143419
dip,Alkali,Germany,Cwt,1875,958,4249,0.225,143419
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",United States Of America (Atlantic),?,1873,,13000,,143392
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",United States Of America (Atlantic),?,1874,,13000,,143392
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",United States Of America (Atlantic),?,1875,,13000,,143392
hole,Part Wrought,Germany,Ton,1886,,153,,142075
dip,Part Wrought,Germany,Ton,1899,35,153,0.229,142075
dip,"Animals, Living — Swine",Canada,Number,1887,3,132,0.023,141939
spike,"Animals, Living — Swine",Canada,Number,1892,1234,132,9.313,141939
hole,"Meal, Unenumerated",Russia,Cwt,1892,,27001,,141822
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Other Foreign Countries,Ton,1890,,180,,141752
hole,"Wood And Timber — Hewn, Fir : Unenumerated",British Guiana,Load,1880,,6258,,139073
hole,"Wood And Timber — Hewn, Fir : Unenumerated",British Guiana,Load,1881,,6258,,139073
hole,"Skins And Furs — Foreign, Dressed In The United Kingdom",Other Countries,?,1879,,42655,,139073
dip,"Plate — Of Silver, Gilt Or Ungilt",Other Countries,Oz Troy,1883,2024,16733,0.121,138425
dip,"Cordage — Meal, Not Otherwise Enumerated Or Described",Argentine Republic,Cwt,1898,5130,92174,0.056,136302
hole,"Flax, Dressed Or Undressed — Tow Or Codilla Of",Holland,Cwt,1888,,11534,,135983
hole,"Flax, Dressed Or Undressed — Tow Or Codilla Of",France,Cwt,1888,,12375,,134525
hole,"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",Other Countries,?,1874,,262,,132533
hole,"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",Other Countries,?,1876,,262,,132533
dip,Madder — Root,Holland,Cwt,1877,1251,5819,0.215,131558
hole,Prints And Engravings,Germany,Number,1880,,1431013,,130177
hole,Tar,Other Countries,Barrel,1875,,9293,,129704
hole,Tar,Other Countries,Barrel,1878,,9293,,129704
hole,Tar,Other Countries,Barrel,1883,,9293,,129704
spike,"Cordage — Meal, Not Otherwise Enumerated Or Described",United States Of America (Atlantic),Cwt,1897,611310,47142,12.967,129678
spike,"Cordage — Meal, Not Otherwise Enumerated Or Described",United States Of America (Atlantic),Cwt,1899,279984,47142,5.939,129678
spike,"Cordage — Meal, Not Otherwise Enumerated Or Described",United States Of America,Cwt,1897,621410,47142,13.182,129678
spike,"Cordage — Meal, Not Otherwise Enumerated Or Described",United States Of America,Cwt,1899,279984,47142,5.939,129678
dip,Beef — Applicable To Manufacturing Purposes,Argentine Republic,Ton,1894,16,714,0.022,126323
spike,"Cotton Manufactures — Piece Goods Of Mixed Materials, Cotton Predominating",United States Of America (Atlantic),?,1873,2476622,609100,4.066,125856
dip,"Cotton Manufactures — Piece Goods Of Mixed Materials, Cotton Predominating",United States Of America (Atlantic),?,1878,85000,609100,0.14,125856
hole,"Meal, Unenumerated",Belgium,Cwt,1886,,35744,,124706
hole,"Meal, Unenumerated",Belgium,Cwt,1887,,35744,,124706
dip,"Meal, Unenumerated",Belgium,Cwt,1889,7120,35744,0.199,124706
dip,"Meal, Unenumerated",Belgium,Cwt,1892,8633,35744,0.242,124706
hole,Pitch,Other Countries,Cwt,1878,,11023,,122576
hole,Pitch,Other Countries,Cwt,1883,,11023,,122576
dip,Pitch,Other Countries,Cwt,1874,2219,11023,0.201,122576
dip,"Cotton — Unenumerated, Other Sorts",Russia,Cwt,1880,7718,33915,0.228,121861
hole,Cotton — Waste,Other Countries,Lb,1882,,165101,,121265
hole,Cotton — Waste,Other Countries,Lb,1883,,165101,,121265
dip,Cotton — Waste,Other Countries,Lb,1873,30044,165101,0.182,121265
hole,Tar,France,Barrel,1888,,6502,,121166
spike,"Spirits, British And Irish",Australia,?,1872,402552,75326,5.344,120168
spike,"Spirits, British And Irish",Australia,?,1874,452332,75326,6.005,120168
dip,"Plate, Fluted, Rolled Or Rough",Holland,Cwt,1893,634,5182,0.122,119920
spike,"Plate, Fluted, Rolled Or Rough",Holland,Cwt,1895,22484,5182,4.338,119920
dip,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",Madagascar,Cwt,1886,879,4981,0.176,119834
hole,"Arms, Ammunition, And Military Stores — Rifles",British Possessions In South Africa,?,1873,,9591,,119351
hole,"Arms, Ammunition, And Military Stores — Rifles",British Possessions In South Africa,?,1874,,9591,,119351
hole,"Arms, Ammunition, And Military Stores — Rifles",British Possessions In South Africa,?,1875,,9591,,119351
dip,"Arms, Ammunition, And Military Stores — Rifles",British Possessions In South Africa,?,1879,232,9591,0.024,119351
dip,"Arms, Ammunition, And Military Stores — Rifles",British Possessions In South Africa,?,1881,1238,9591,0.129,119351
hole,"Arms, Ammunition, And Military Stores — Muskets, Rifles, And Guns Of Any Other Sort, And Pistols",United States Of America,Number,1874,,10128,,118350
hole,Galls,British East Indies,Cwt,1883,,1524,,118333
hole,Galls,British East Indies,Cwt,1898,,1524,,118333
spike,Galls,British East Indies,Cwt,1885,42295,1524,27.762,118333
spike,Galls,British East Indies,Cwt,1891,9799,1524,6.432,118333
hole,"Metal — Old (Other Than Iron Or Copper), Fit Only For     Re-Manufacture",Holland,Ton,1874,,410,,117921
dip,"Metal — Old (Other Than Iron Or Copper), Fit Only For     Re-Manufacture",Holland,Ton,1878,98,410,0.239,117921
dip,"Arms, Ammunition, And Military Stores — Rifles",Other Countries,?,1880,952,7880,0.121,117076
hole,"Meal, Unenumerated",Holland,Cwt,1883,,22100,,114645
hole,"Meal, Unenumerated",Holland,Cwt,1884,,22100,,114645
dip,Beef — Applicable To Manufacturing Purposes,Uruguay,Ton,1894,42,632,0.066,113763
dip,Beef — Applicable To Manufacturing Purposes,Uruguay,Ton,1899,60,632,0.095,113763
hole,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",Germany,Ton,1891,,493,,113182
hole,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",Germany,Ton,1892,,493,,113182
hole,"Seeds — Unenumerated, For Expressing Oiltherefrom",Holland,?,1889,,8800,,113178
hole,"Seeds — Unenumerated, For Expressing Oiltherefrom",Holland,?,1890,,8800,,113178
spike,"Seeds — Unenumerated, For Expressing Oiltherefrom",Holland,?,1885,77770,8800,8.838,113178
hole,Animals — Swine,Denmark,Number,1876,,7214,,112485
hole,Animals — Swine,Denmark,Number,1878,,7214,,112485
dip,Animals — Swine,Denmark,Number,1872,700,7214,0.097,112485
hole,"Plate — Of Silver, Gilt Or Ungilt",France,Oz Troy,1873,,11770,,110785
hole,"Plate — Of Silver, Gilt Or Ungilt",France,Oz Troy,1874,,11770,,110785
hole,"Plate — Of Silver, Gilt Or Ungilt",France,Oz Troy,1876,,11770,,110785
hole,"Plate — Of Silver, Gilt Or Ungilt",France,Oz Troy,1879,,11770,,110785
hole,"Plate — Of Silver, Gilt Or Ungilt",France,Oz Troy,1880,,11770,,110785
hole,"Plate — Of Silver, Gilt Or Ungilt",France,Oz Troy,1881,,11770,,110785
hole,"Plate — Of Silver, Gilt Or Ungilt",France,Oz Troy,1891,,11770,,110785
hole,"Plate — Of Silver, Gilt Or Ungilt",France,Oz Troy,1892,,11770,,110785
hole,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",Mauritius,Cwt,1884,,5544,,110238
hole,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",Mauritius,Cwt,1890,,5544,,110238
hole,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",Mauritius,Cwt,1891,,5544,,110238
hole,Cotton — Waste,Italy,Lb,1879,,828944,,108673
hole,Cotton — Waste,Italy,Lb,1880,,828944,,108673
hole,Cotton — Waste,Italy,Lb,1881,,828944,,108673
hole,Chemical Manufactures And Products,Australia,?,1876,,10011,,107346
hole,Chemical Manufactures And Products,Australia,?,1879,,10011,,107346
spike,Beef — Applicable To Manufacturing Purposes,Germany,?,1895,472,51,9.255,107247
dip,Beef — Applicable To Manufacturing Purposes,Germany,?,1897,10,51,0.196,107247
hole,"Hides — Not Tanned, &C., Wet",Italy,?,1879,,4468,,106630
hole,"Hides — Not Tanned, &C., Wet",Italy,?,1880,,4468,,106630
dip,"Wool — Other Kinds, And Flocks",China,Lb,1889,9883,92546,0.107,106382
dip,Whalebone (Whalefins),Holland,Cwt,1884,28,219,0.128,106380
hole,"Old, Fit Only To Be Re-Manu- Factured",Holland,Ton,1892,,272,,106331
hole,"Iron — Old Broken, And Old Cast Iron And Steel",Sweden,Ton,1897,,3011,,106152
dip,"Iron — Old Broken, And Old Cast Iron And Steel",Sweden,Ton,1887,290,3011,0.096,106152
dip,"Iron — Old Broken, And Old Cast Iron And Steel",Sweden,Ton,1893,696,3011,0.231,106152
hole,"Wine — White, In Bottles—Still",France,Gallon,1894,,23666,,104016
hole,Myrabolams,Bengal And Burmah,Cwt,1874,,13184,,100341
spike,Myrabolams,Bengal And Burmah,Cwt,1872,55477,13184,4.208,100341
spike,Myrabolams,Bengal And Burmah,Cwt,1878,79936,13184,6.063,100341
hole,Tar,Channel Islands,Barrel,1888,,4612,,99130
dip,Waste Of (Raw And Yarn),Italy,Lb,1899,77432,1068028,0.072,98912
dip,Liquorice,Spain,Cwt,1889,187,1323,0.141,97276
dip,Liquorice,Spain,Cwt,1896,115,1323,0.087,97276
dip,Whalebone (Whalefins),United States Of America,Cwt,1891,35,154,0.227,96491
hole,"Skins, Furs, And Pelts — Tanned, Tawed, Or Dressed",Other Countries,?,1873,,109657,,95395
hole,"Skins, Furs, And Pelts — Tanned, Tawed, Or Dressed",Other Countries,?,1874,,109657,,95395
spike,"Fruit — Plums, Dried Or Preserved",United States Of America,Cwt,1897,23172,3675,6.305,94909
spike,"Fruit — Plums, Dried Or Preserved",United States Of America,Cwt,1899,24032,3675,6.539,94909
dip,Fruit — Prunes,United States Of America,Cwt,1894,25,4257,0.006,94802
hole,"Perfumery, And Articles Used In The Manufacture Thereof",Belgium,Lb,1882,,90741,,93821
hole,"Perfumery, And Articles Used In The Manufacture Thereof",Belgium,Lb,1883,,90741,,93821
hole,"Perfumery, And Articles Used In The Manufacture Thereof",Belgium,Lb,1884,,90741,,93821
hole,"Sauces Or Condiments, Unenumerated",France,Lb,1879,,258124,,93435
dip,"Fruit — Plums, Dried Or Preserved",Austrian Territories,Cwt,1890,350,4043,0.087,93003
hole,Pitch,Germany,Cwt,1883,,14958,,92421
hole,Pitch,Germany,Cwt,1885,,14958,,92421
hole,Pitch,Germany,Cwt,1886,,14958,,92421
hole,Pitch,Germany,Cwt,1887,,14958,,92421
hole,Waste Of (Raw And Yarn),Belgium,Lb,1894,,1117066,,90929
hole,Whalefins,United States Of America,Cwt,1873,,266,,90431
hole,Whalefins,United States Of America,Cwt,1874,,266,,90431
hole,"Cordage, Twine, And Cable Yarn",Ceylon,?,1874,,60128,,89208
hole,"Cordage, Twine, And Cable Yarn",Ceylon,?,1878,,60128,,89208
hole,"Hemp — Tow, Or Codilla Of",Other Countries,Cwt,1874,,4112,,87416
spike,Woollen Yarn — Unenumerated,France,Lb,1884,55616,6301,8.827,86184
hole,Beer And Ale — Of Other Sorts,Denmark,Barrel,1874,,1427,,86040
hole,Beer And Ale — Of Other Sorts,Denmark,Barrel,1875,,1427,,86040
hole,Beer And Ale — Of Other Sorts,Denmark,Barrel,1879,,1427,,86040
hole,Beer And Ale — Of Other Sorts,Denmark,Barrel,1880,,1427,,86040
hole,Beer And Ale — Of Other Sorts,Denmark,Barrel,1882,,1427,,86040
hole,Beer And Ale — Of Other Sorts,Denmark,Barrel,1884,,1427,,86040
hole,Beer And Ale — Of Other Sorts,Denmark,Barrel,1885,,1427,,86040
hole,Pitch,France,Cwt,1883,,9589,,85947
hole,Pitch,France,Cwt,1885,,9589,,85947
hole,Woollen Yarn — Unenumerated,Holland,Lb,1884,,3667,,85247
hole,Woollen Yarn — Unenumerated,Holland,Lb,1889,,3667,,85247
hole,Woollen Yarn — Unenumerated,Holland,Lb,1890,,3667,,85247
hole,Woollen Yarn — Unenumerated,Holland,Lb,1891,,3667,,85247
hole,Woollen Yarn — Unenumerated,Holland,Lb,1892,,3667,,85247
spike,Woollen Yarn — Unenumerated,Holland,Lb,1886,18500,3667,5.045,85247
dip,Woollen Yarn — Unenumerated,Holland,Lb,1888,307,3667,0.084,85247
spike,"Skins, Furs, And Pelts — Goat And Kid, Undressed",Germany,Number,1877,376595,61216,6.152,84082
hole,Beef — Applicable To Manufacturing Purposes,United States Of America,Ton,1882,,482,,83661
hole,Beef — Applicable To Manufacturing Purposes,United States Of America,Ton,1884,,482,,83661
hole,Beef — Applicable To Manufacturing Purposes,United States Of America,Ton,1885,,482,,83661
hole,Beef — Applicable To Manufacturing Purposes,United States Of America,Ton,1886,,482,,83661
hole,Beef — Applicable To Manufacturing Purposes,United States Of America,Ton,1888,,482,,83661
hole,Beef — Applicable To Manufacturing Purposes,United States Of America,Ton,1889,,482,,83661
hole,Beef — Applicable To Manufacturing Purposes,United States Of America,Ton,1890,,482,,83661
dip,"Hats Or Bonnets — Unenumerated Vegetable Sub-     Stances, Applicable To The     Same Uses As Hemp Or Flax",Madagascar,Ton,1898,93,500,0.186,82155
spike,"Meal, Unenumerated",United States Of America,Cwt,1892,97980,19634,4.99,81829
dip,"Cordage — Meal, Not Otherwise Enumerated Or Described",Chile,Cwt,1893,6740,60130,0.112,80145
dip,"Cordage — Meal, Not Otherwise Enumerated Or Described",Chile,Cwt,1895,7930,60130,0.132,80145
hole,"Wood And Timber — Hewn, Fir : Unenumerated",Other Countries,Load,1880,,3057,,78096
hole,"Wood And Timber — Hewn, Fir : Unenumerated",Other Countries,Load,1881,,3057,,78096
hole,"Beef — Books, Bound Or Unbound, Including Maps And Charts",Belgium,Cwt,1890,,1594,,76447
hole,"Beef — Books, Bound Or Unbound, Including Maps And Charts",Belgium,Cwt,1892,,1594,,76447
hole,"Animals, Living — Stallions",Germany,?,1892,,7,,76314
dip,"Animals, Living — Stallions",Germany,?,1893,1,7,0.143,76314
dip,"Animals, Living — Stallions",Germany,?,1896,1,7,0.143,76314
dip,"Arms, Ammunition, And Military Stores — Fowling Pieces",Australia,?,1879,833,6696,0.124,76255
hole,Tin — Ore Of,Australasia,Ton,1892,,57,,74477
dip,Tin — Ore Of,Australasia,Ton,1885,11,57,0.193,74477
spike,Tin — Ore Of,Australasia,Ton,1888,340,57,5.965,74477
spike,Tin — Ore Of,Australasia,Ton,1894,235,57,4.123,74477
hole,"Skins, Furs, And Pelts — Goat And Kid, Undressed",Turkey,Number,1878,,65098,,74432
hole,"Old, Fit Only To Be Re-Manu- Factured",Norway,Ton,1891,,258,,73672
hole,"Old, Fit Only To Be Re-Manu- Factured",Norway,Ton,1892,,258,,73672
hole,"Dye Stuffs, And Substances Used In Tanning — Madder, Madder Root, Garancine And Munjeet",Turkey,Cwt,1884,,1125,,72031
hole,"Dye Stuffs, And Substances Used In Tanning — Madder, Madder Root, Garancine And Munjeet",Turkey,Cwt,1891,,1125,,72031
hole,Linen And Jute Manufactures — Thread For Sewing,Holland,?,1876,,108302,,71654
hole,Linen And Jute Manufactures — Thread For Sewing,Holland,?,1879,,108302,,71654
spike,Linen And Jute Manufactures — Thread For Sewing,Holland,?,1874,594136,108302,5.486,71654
dip,"Garden, Unenumerated",Australasia,Lb,1884,12676,104834,0.121,71372
hole,"Old, Fit Only To Be Re-Manu- Factured",Italy,Ton,1889,,230,,68755
hole,"Old, Fit Only To Be Re-Manu- Factured",Italy,Ton,1890,,230,,68755
hole,"Old, Fit Only To Be Re-Manu- Factured",Italy,Ton,1892,,230,,68755
hole,"Iron — Old Broken, And Old Cast Iron And Steel",Germany,Ton,1897,,1474,,67629
hole,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",Norway,Ton,1891,,309,,67068
hole,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",Norway,Ton,1892,,309,,67068
hole,"Animals, Living — Stallions",Belgium,?,1892,,3,,66139
hole,"Animals, Living — Stallions",Belgium,?,1893,,3,,66139
hole,"Animals, Living — Stallions",Belgium,?,1897,,3,,66139
hole,"Iron — Old Broken, And Old Cast Iron And Steel",Holland,Ton,1897,,1210,,66064
dip,"Iron — Old Broken, And Old Cast Iron And Steel",Holland,Ton,1890,49,1210,0.04,66064
dip,"Iron — Old Broken, And Old Cast Iron And Steel",Holland,Ton,1893,245,1210,0.202,66064
spike,"Iron — Old Broken, And Old Cast Iron And Steel",Holland,Ton,1899,5070,1210,4.19,66064
dip,Hides — Raw,Other Countries,?,1874,525,3788,0.139,65650
hole,Woollen Manufactures — Unenumerated,Turkey,?,1874,,146781,,64817
hole,Woollen Manufactures — Unenumerated,Turkey,?,1876,,146781,,64817
hole,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",France,Cwt,1890,,3284,,63929
hole,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",France,Cwt,1891,,3284,,63929
hole,Asphalt Or Bitumen,Holland,Ton,1885,,1054,,62696
hole,Asphalt Or Bitumen,Holland,Ton,1894,,1054,,62696
hole,Asphalt Or Bitumen,Holland,Ton,1895,,1054,,62696
hole,Asphalt Or Bitumen,Holland,Ton,1896,,1054,,62696
dip,Asphalt Or Bitumen,Holland,Ton,1883,82,1054,0.078,62696
dip,Asphalt Or Bitumen,Holland,Ton,1891,167,1054,0.158,62696
hole,"Iron — Old Broken, And Old Cast Iron And Steel",Denmark,Ton,1887,,1309,,62394
hole,"Iron — Old Broken, And Old Cast Iron And Steel",Denmark,Ton,1897,,1309,,62394
dip,Bones (Except Whalefins) — Applicable To Manufacturing Pur- Poses,France,Ton,1896,230,995,0.231,62257
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",Other Countries,?,1873,,9173,,61276
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",Other Countries,?,1874,,9173,,61276
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",Other Countries,?,1875,,9173,,61276
hole,"Old, Fit Only To Be Re-Manu- Factured",France,Ton,1892,,153,,60816
dip,"Old, Fit Only To Be Re-Manu- Factured",France,Ton,1890,15,153,0.098,60816
hole,Buckwheat,Other Countries,Cwt,1883,,3165,,60662
dip,Buckwheat,Other Countries,Cwt,1872,49,3165,0.015,60662
hole,Pitch,Holland,Cwt,1885,,8846,,59247
hole,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",Holland,Ton,1891,,311,,58021
hole,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",Holland,Ton,1892,,311,,58021
dip,"Feathers And Down — For Beds, In Beds Or Otherwise",United States Of America,Cwt,1893,102,2287,0.045,58002
dip,"Feathers And Down — For Beds, In Beds Or Otherwise",United States Of America,Cwt,1898,457,2287,0.2,58002
hole,"Brass, Bronze, And Metal, Bronzed And Lacquered",Germany,Cwt,1873,,766,,57480
hole,"Brass, Bronze, And Metal, Bronzed And Lacquered",Germany,Cwt,1875,,766,,57480
hole,Animals — Swine,Germany,Number,1876,,2118,,56737
hole,Animals — Swine,Germany,Number,1878,,2118,,56737
spike,Animals — Swine,Germany,Number,1874,13527,2118,6.387,56737
dip,Spices — Ginger (Raw),Other Countries,Cwt,1872,231,1987,0.116,55300
spike,Spices — Ginger (Raw),Other Countries,Cwt,1876,15594,1987,7.848,55300
