table,volume,article_group,article,n_rows,seq_min,seq_max,boundary_seq,boundary_years,n_t1_totals,rows_after,qty_after,first_after,matched
country_obs,as_1895,"STRAW PLATTING, for making Hats or Bonnets",,10,3414,3423,3423,1895,1,0,0,,own
country_obs,as_1895,"SUCCADES, including all Fruits and Vegetables preserved in Sugar",,17,3424,3440,3440,1895,1,0,0,,Fruits and Vegetables preserved in Sugar
country_obs,as_1895,SUGAR,Glucose (Solid or Liquid),6,3539,3544,3544,1895,1,0,0,,own
country_obs,as_1895,SUGAR,In Lumps or Loaves,5,3441,3445,3445,1895,1,0,0,,"Sugar Refined, In Lumps and Loaves"
country_obs,as_1895,SUGAR,Molasses,12,3527,3538,3538,1895,1,0,0,,own
country_obs,as_1895,SUGAR,"Other Sorts, including Candy",10,3446,3455,3455,1895,1,0,0,,own
country_obs,as_1895,SUGAR,Refined : Total of,10,3456,3465,3465,1895,1,0,0,,Refined and Candy;Sugar: Refined and Candy;Sugar: Refined an
country_obs,as_1895,SUGAR,Unrefined : Beetroot,8,3466,3473,3473,1895,1,0,0,,own
country_obs,as_1895,SUGAR,"Unrefined : Cane, and Other Sorts",25,3474,3498,3498,1895,1,0,0,,".. "" Cane, and other sorts"
country_obs,as_1895,SUGAR,Unrefined : Total of,28,3499,3526,3526,1895,1,0,0,,Unrefined
country_obs,as_1895,TALLOW and STEARINE,,23,3545,3567,3567,1895,1,0,0,,own
country_obs,as_1895,TAR,,6,3568,3573,3573,1895,1,0,0,,own
country_obs,as_1895,TIN,East Coast of Africa,10,3576,3585,3585,1895,1,0,0,,"Tin Ore;Tin, Ore of"
country_obs,as_1895,TIN,"In Blocks, Ingots, Bars, or Slabs",15,3586,3600,3600,1895,1,0,0,,own
country_obs,as_1895,TOBACCO,Cavendish or Negrohead,5,312,316,316,1895,1,0,0,,own
country_obs,as_1895,TOBACCO,Cigars'd),8,304,311,311,1895,1,0,0,,"Manufactured, Cigars"
country_obs,as_1895,TOBACCO,"Red, in Casks",20,336,355,355,1895,1,0,0,,Red
country_obs,as_1895,TOBACCO,Unmanufactured,13,280,292,292,1895,1,0,0,,own
country_obs,as_1895,"VEGETABLES, Raw, Unenumerated",VINEGAR,5,3642,3646,3646,1895,1,0,0,,own
country_obs,as_1895,"WATCHES, and Parts thereof",East Coast of Africa,19,3661,3679,3679,1895,1,0,0,,Wax
country_obs,as_1895,WHALEBONE,,15,3680,3694,3694,1895,1,0,0,,own
country_obs,as_1895,WINE,Burgundy,5,406,410,410,1895,1,0,0,,"Sparkling, Red: Burgundy "" "" "" """
country_obs,as_1895,WINE,Total of all Kinds,22,491,512,512,1895,1,0,0,,Wine
country_obs,as_1895,WINE,"White, in Bottles : Sparkling : Champagne",5,415,419,419,1895,1,0,0,,"White: Champagne "" "" "" """
country_obs,as_1895,WINE,"White, in Bottles : Sparkling : Hock",5,426,430,430,1895,1,0,0,,"Hock - "" "" "";„ Imported in Bottles|„ Hook"
country_obs,as_1895,WINE,"White, in Bottles : Sparkling : Moselle",6,431,436,436,1895,1,0,0,,"Moselle "" "" "" """
country_obs,as_1895,WINE,"White, in Bottles : Still",15,391,405,405,1895,1,0,0,,„ Imported in Bottles|Still
country_obs,as_1895,WOOD and TIMBER,Hewn : Fir,14,3695,3708,3708,1895,1,0,0,,own
country_obs,as_1895,WOOD and TIMBER,"Hewn, Oak",8,3709,3716,3716,1895,1,0,0,,Oak
country_obs,as_1895,WOOD and TIMBER,"Hewn, Teak",9,3717,3725,3725,1895,1,0,0,,Teak
country_obs,as_1895,WOOD and TIMBER,"Hewn, Unenumerated",12,3726,3737,3737,1895,1,0,0,,Wood and Timber|„ Unenumerated
country_obs,as_1895,WOOD and TIMBER,Mahogany,17,3776,3792,3792,1895,1,0,0,,own
country_obs,as_1895,WOOD and TIMBER,"Sawn or Split, Planed or Dressed : Fir",13,3738,3750,3750,1895,1,0,0,,Sawn: Fir
country_obs,as_1895,WOOD and TIMBER,Staves,12,3764,3775,3775,1895,1,0,0,,own
country_obs,as_1895,WOOD and TIMBER,Unenumerated,33,3793,3825,3825,1895,1,0,0,,Furniture woods and hard woods|Unenumerated
country_obs,as_1895,WOOL,"Alpaca, Vicuña and Llama",5,3845,3849,3849,1895,1,0,0,,own
country_obs,as_1895,WOOL,Goats' Wool or Hair,15,3850,3864,3864,1895,1,0,0,,own
country_obs,as_1895,WOOL,"Other Kinds, and Flocks",9,3905,3913,3913,1895,1,0,0,,own
country_obs,as_1895,WOOL,Sheep or Lambs',40,3865,3904,3904,1895,1,0,0,,own
country_obs,as_1895,WOOLLEN MANUFACTURES,Cloths,8,3939,3946,3946,1895,1,0,0,,Of Wool (other than Goats'): Cloths
country_obs,as_1895,WOOLLEN MANUFACTURES,Stuffs,7,3947,3953,3953,1895,1,0,0,,own
country_obs,as_1895,WOOLLEN YARN,"For Fancy Purposes, including   Berlin Wool and Zephyr Yarn",5,3914,3918,3918,1895,1,0,0,,"Woollen Yarn, For Fancy purposes, including Berlin } Lbs."
country_obs,as_1895,WOOLLEN YARN,"For Weaving, Mixed or not with   Silk",6,3919,3924,3924,1895,1,0,0,,For Weaving;„ „ Wool and Zephyr Yarn
country_obs,as_1895,YEAST,,8,3971,3978,3978,1895,1,0,0,,own
country_obs,as_1895,ZINC,ARTICLES Imported by PARCEL POST,32,4072,4103,4103,1895,1,0,0,,Parcel Post (Goods Free of Duty) - Number of Parcels;Parcel 
country_obs,as_1895,ZINC,"Crude, in Cakes",9,3992,4000,4000,1895,1,0,0,,own
country_obs,as_1895,ZINC,Ore of,13,3979,3991,3991,1895,1,0,0,,own
country_obs,as_1896,ALKALI,,11,1,11,11,1896,1,0,0,,own
country_obs,as_1896,"ANIMALS, LIVING",Calves,5,44,48,48,1896,1,0,0,,own
country_obs,as_1896,"ANIMALS, LIVING",Cows,8,36,43,43,1896,1,0,0,,own
country_obs,as_1896,"ANIMALS, LIVING",Geldings,14,93,106,106,1896,1,0,0,,own
country_obs,as_1896,"ANIMALS, LIVING",Mares,17,76,92,92,1896,1,0,0,,own
country_obs,as_1896,"ANIMALS, LIVING",Oxen and Bulls,8,28,35,35,1896,1,0,0,,own
country_obs,as_1896,"ANIMALS, LIVING",Sheep and Lambs,11,49,59,59,1896,1,0,0,,own
country_obs,as_1896,"ANIMALS, LIVING",Stallions,15,61,75,75,1896,1,0,0,,"Horses (including Ponies), viz., Stallions"
country_obs,as_1896,ARMS,"Swords, Cutlasses, Matchets,     Bayonets",5,122,126,126,1896,1,0,0,,own
country_obs,as_1896,ASPHALT or BITUMEN,,7,152,158,158,1896,1,0,0,,own
country_obs,as_1896,BACON,,11,159,169,169,1896,1,0,0,,own
country_obs,as_1896,BEADS OF ALL SORTS,,9,170,178,178,1896,1,0,0,,own
country_obs,as_1896,BEEF,Fresh,12,188,199,199,1896,1,0,0,,own
country_obs,as_1896,BEEF,SalTED,4,184,187,187,1896,1,0,0,,own
country_obs,as_1896,BEER and ALE,of other Sorts,10,2,11,11,1896,1,0,0,,"Beer, Berlin White Beer, and other similar pre- } "";Beer, Be"
country_obs,as_1896,"BONES (except Whalebone), whether burnt or not, or as Animal Charcoal",Applicable to Manufacturing Pur- poses,15,200,214,214,1896,1,0,0,,"Bones, applicable to Manufacturing purposes"
country_obs,as_1896,"BRASS, BRONZE, and METAL Bronzed or Lacquered, Manufactures of, unenumerated",,11,227,237,237,1896,1,0,0,,own
country_obs,as_1896,BRISTLES,,13,241,253,253,1896,1,0,0,,own
country_obs,as_1896,BUTTER,MARGARINE (including all kinds of Artificial or Imitation Butter),9,276,284,284,1896,1,0,0,,own
country_obs,as_1896,BUTTER,,22,254,275,275,1896,1,0,0,,own
country_obs,as_1896,"BUTTONS AND STUDS, NOT OF METAL",,7,285,291,291,1896,1,0,0,,own
country_obs,as_1896,"Books, Bound and Unbound, including MAPS and CHARTS",,12,215,226,226,1896,1,0,0,,"Books;Books, Printed, bound and unbound, including Maps and "
country_obs,as_1896,CANDLES OF ALL SORTS,,7,292,298,298,1896,1,0,0,,own
country_obs,as_1896,CAOUTCHouc,Manufactures of,10,341,350,350,1896,1,0,0,,own
country_obs,as_1896,"CARDS, PLAYING",,9,12,20,20,1896,1,0,0,,own
country_obs,as_1896,CHEESE,,14,351,364,364,1896,1,0,0,,own
country_obs,as_1896,CHICORY,Roasted or Ground,8,24,31,31,1896,1,0,0,,own
country_obs,as_1896,CHLORAL HYDRATE,,4,35,38,38,1896,1,0,0,,own
country_obs,as_1896,CIDER and PERRY,,6,399,404,404,1896,1,0,0,,own
country_obs,as_1896,"COALS, CULM, and CINDERS",,7,414,420,420,1896,1,0,0,,own
country_obs,as_1896,COCOA,"Cocoa or Chocolate, ground, prepared or   in any way manufactured",9,67,75,75,1896,1,0,0,,own
country_obs,as_1896,COCOA,"Cocoa or Chocolate, in the manufacture   of which Spirit has been used",5,76,80,80,1896,1,0,0,,„ „ in the manufacture of which Spirit has been used
country_obs,as_1896,COCOA,Husks and Shells,5,62,66,66,1896,1,0,0,,own
country_obs,as_1896,COCOA,,20,42,61,61,1896,1,0,0,,own
country_obs,as_1896,"COFFEE, Raw",,32,84,115,115,1896,1,0,0,,own
country_obs,as_1896,CONFECTIONERY (not containing any article liable to Duty),,12,421,432,432,1896,1,0,0,,Confectionery (not containing any article liable to duty) Cu
country_obs,as_1896,"CONFECTIONERY, in the Manufacture of which Spirit has been used","CONFECTIONERY, containing not more than 50% Chocolate",4,128,131,131,1896,1,0,0,,„ Containing not more than 50 per cent. of Chocolate
country_obs,as_1896,"CONFECTIONERY, in the Manufacture of which Spirit has been used","CONFECTIONERY, containing not more than 50% Chocolate, in the manufacture of which Spirit has been used",4,132,135,135,1896,1,0,0,,„ Containing not more than 50 per cent. of Chocolate with Sp
country_obs,as_1896,"CONFECTIONERY, in the Manufacture of which Spirit has been used",,6,122,127,127,1896,1,0,0,,own
country_obs,as_1896,"COPPER, Ore of","Old, fit only to be re-manufactured",11,471,481,481,1896,1,0,0,,own
country_obs,as_1896,"COPPER, Ore of",Part Wrought,7,498,504,504,1896,1,0,0,,own
country_obs,as_1896,"COPPER, Ore of",Regulus and Precipitate,19,452,470,470,1896,1,0,0,,own
country_obs,as_1896,"COPPER, Ore of","Unwrought, in bars, blocks or slabs, cakes or ingots",16,482,497,497,1896,1,0,0,,own
country_obs,as_1896,"COPPER, Ore of",,19,433,451,451,1896,1,0,0,,own
country_obs,as_1896,CORK,Manufactured,9,541,549,549,1896,1,0,0,,own
country_obs,as_1896,CORK,Unmanufactured,11,530,540,540,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Beans (not Kidney or French),15,625,639,639,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Buckwheat,6,654,659,659,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Maize or Indian Corn,14,640,653,653,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Maize or Indian Corn Meal,5,680,684,684,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR","Meal, not otherwise enumerated",12,685,696,696,1896,1,0,0,,"Meal, unenumerated"
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Oatmeal and Groats,5,675,679,679,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Oats,15,590,604,604,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Pease,12,613,624,624,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Rye,8,605,612,612,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Wheat Meal or Flour,15,660,674,674,1896,1,0,0,,Wheatmeal and Flour;Wheatmeal or Flour
country_obs,as_1896,"CORN, GRAIN, MEAL, and FLOUR",Barley,22,568,589,589,1896,1,0,0,,own
country_obs,as_1896,"CORN, GRAIN, MEAL, and FLOUR",Wheat,18,550,567,567,1896,1,0,0,,own
country_obs,as_1896,COTTON,Raw,21,697,717,717,1896,1,0,0,,own
country_obs,as_1896,COTTON,Waste of (Raw and Yarn),16,727,742,742,1896,1,0,0,,own
country_obs,as_1896,COTTON,Yarn,9,718,726,726,1896,1,0,0,,own
country_obs,as_1896,COTTON MANUFACTURES,Muslins,5,743,747,747,1896,1,0,0,,"Manufactures, Piece Goods, Muslins"
country_obs,as_1896,COTTON MANUFACTURES,Other than Muslins,12,748,759,759,1896,1,0,0,,own
country_obs,as_1896,Cotton,Flax or Linseed,18,3016,3033,3033,1896,1,0,0,,own
country_obs,as_1896,Cotton,"Garden, unenumerated",13,3047,3059,3059,1896,1,0,0,,own
country_obs,as_1896,Cotton,Rape,13,3034,3046,3046,1896,1,0,0,,own
country_obs,as_1896,Cotton,Tares and Lentils,13,3060,3072,3072,1896,1,0,0,,own
country_obs,as_1896,Cotton,"Unenumerated, for expressing oil therefrom",19,3073,3091,3091,1896,1,0,0,,"Unenumerated, for expressing Oil therefrom - Quarters"
country_obs,as_1896,Cotton,"Unenumerated, other sorts",18,3092,3109,3109,1896,1,0,0,,Seeds|Other sorts
country_obs,as_1896,Cotton,,14,3002,3015,3015,1896,1,0,0,,own
country_obs,as_1896,DRUGS,"Bark, Peruvian",14,778,791,791,1896,1,0,0,,own
country_obs,as_1896,DRUGS,Opium,11,792,802,802,1896,1,0,0,,own
country_obs,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Bark,16,840,855,855,1896,1,0,0,,own
country_obs,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Cochineal,5,856,860,860,1896,1,0,0,,own
country_obs,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Cutch and Gambier,15,861,875,875,1896,1,0,0,,own
country_obs,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Indigo,19,907,925,925,1896,1,0,0,,own
country_obs,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing","Madder, Madder Root, Garancine and Munjeet",5,926,930,930,1896,1,0,0,,own
country_obs,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Myrobalans,7,931,937,937,1896,1,0,0,,own
country_obs,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Sumach,6,941,946,946,1896,1,0,0,,own
country_obs,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Unenumerated,21,955,975,975,1896,1,0,0,,Unenumerated
country_obs,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Valonia,8,947,954,954,1896,1,0,0,,own
country_obs,as_1896,DYE WOODS,Logwood,12,976,987,987,1896,1,0,0,,own
country_obs,as_1896,DYE WOODS,Unenumerated,20,988,1007,1007,1896,1,0,0,,own
country_obs,as_1896,EGGS,,19,1008,1026,1026,1896,1,0,0,,own
country_obs,as_1896,FEATHERS AND DOWN,East Coast of Africa,17,1084,1100,1100,1896,1,0,0,,Ornamental
country_obs,as_1896,FEATHERS AND DOWN,,14,1064,1077,1077,1896,1,0,0,,"Feathers and Down, for Beds;Feathers and Down, in Beds or fo"
country_obs,as_1896,FISH (including Turtle),"Cured or Salted, unenumerated",16,1147,1162,1162,1896,1,0,0,,own
country_obs,as_1896,FISH (including Turtle),"Cured, Sardines",13,1134,1146,1146,1896,1,0,0,,own
country_obs,as_1896,FISH (including Turtle),Fresh (not of British taking) : Herrings,5,1101,1105,1105,1896,1,0,0,,own
country_obs,as_1896,FISH (including Turtle),Fresh (not of British taking) : Other sorts,11,1106,1116,1116,1896,1,0,0,,own
country_obs,as_1896,FISH (including Turtle),"Fresh (not of British taking) : Shell fish, Oysters",7,1117,1123,1123,1896,1,0,0,,"Fresh (not of British taking)|"" Shell Fish: Oysters for food"
country_obs,as_1896,FISH (including Turtle),"Fresh (not of British taking) : Shell fish, other sorts",10,1124,1133,1133,1896,1,0,0,,""" Other sorts of Shell Fish"
country_obs,as_1896,"FLAX, Dressed or Undressed",Tow,9,1174,1182,1182,1896,1,0,0,,own
country_obs,as_1896,"FLAX, Dressed or Undressed",,11,1163,1173,1173,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Almonds,12,1189,1200,1200,1896,1,0,0,,own
country_obs,as_1896,FRUIT,"Apples, Raw",16,1201,1216,1216,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Brandy,16,202,217,217,1896,1,0,0,,own
country_obs,as_1896,FRUIT,"Cherries, Raw",5,1217,1221,1221,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Currants,6,142,147,147,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Figs and Fig Cake,6,148,153,153,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Geneva,6,218,223,223,1896,1,0,0,,own
country_obs,as_1896,FRUIT,"Grapes, Raw",12,1222,1233,1233,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Lemons,8,1234,1241,1241,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Oranges,16,1258,1273,1273,1896,1,0,0,,own
country_obs,as_1896,FRUIT,"Pears, Raw",10,1274,1283,1283,1896,1,0,0,,own
country_obs,as_1896,FRUIT,"Plums, Dried or Preserved",8,157,164,164,1896,1,0,0,,"- - - - - "";Dried or Preserved;Fruit, Dried or Preserved, li"
country_obs,as_1896,FRUIT,"Plums, Raw",9,1284,1292,1292,1896,1,0,0,,own
country_obs,as_1896,FRUIT,"Preserved without Sugar, other than Dried",16,1326,1341,1341,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Prunes,6,165,170,170,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Rum,12,185,196,196,1896,1,0,0,,own
country_obs,as_1896,FRUIT,"Rum, Imitation",5,197,201,201,1896,1,0,0,,own
country_obs,as_1896,FRUIT,"Unenumerated, not Sweetened or Mixed",13,224,236,236,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Unenumerated: Dried,15,1311,1325,1325,1896,1,0,0,,own
country_obs,as_1896,FRUIT,Unenumerated: Raw,18,1293,1310,1310,1896,1,0,0,,own
country_obs,as_1896,FRUITS AND VEGETABLES: Preserved in Sugar,,18,1342,1359,1359,1896,1,0,0,,own
country_obs,as_1896,GALLS,,10,1360,1369,1369,1896,1,0,0,,own
country_obs,as_1896,GLASS,Bottles,10,1388,1397,1397,1896,1,0,0,,own
country_obs,as_1896,GLASS,"Manufactures of, unenumerated",12,1398,1409,1409,1896,1,0,0,,own
country_obs,as_1896,GLASS,"Other Plate, whether Silvered or     not",6,1382,1387,1387,1896,1,0,0,,own
country_obs,as_1896,GLASS,"Plate, Fluted, Rolled, or Rough",5,1377,1381,1381,1896,1,0,0,,own
country_obs,as_1896,GLASS,"Window and German Sheet, in-     cluding Shades and Cylinders",7,1370,1376,1376,1896,1,0,0,,"Glass, Window and German Sheet, including Shades }and Cylind"
country_obs,as_1896,GOLD,East Coast of Africa,14,1417,1430,1430,1896,1,0,0,,"Metals and Ores|Gold, Ore of (including the Value of the Gol"
country_obs,as_1896,GOLD,Leaves of,6,1410,1415,1415,1896,1,0,0,,own
country_obs,as_1896,GUM,Arabic,20,1431,1450,1450,1896,1,0,0,,own
country_obs,as_1896,GUM,Kowrie,7,1451,1457,1457,1896,1,0,0,,own
country_obs,as_1896,GUM,"Lac, Seed, Shell, Stick or Dye",8,1458,1465,1465,1896,1,0,0,,own
country_obs,as_1896,GUM,Unenumerated,23,1466,1488,1488,1896,1,0,0,,Of other Sorts
country_obs,as_1896,GUTTA PERCHA,,12,1492,1503,1503,1896,1,0,0,,own
country_obs,as_1896,HAIR,"Cow, Ox, Bull, or Elk",12,1505,1516,1516,1896,1,0,0,,own
country_obs,as_1896,HAIR,Horse,16,1517,1532,1532,1896,1,0,0,,own
country_obs,as_1896,HAMS,,11,1552,1562,1562,1896,1,0,0,,own
country_obs,as_1896,HATS OR BONNETS,Of Felt,7,1572,1578,1578,1896,1,0,0,,own
country_obs,as_1896,HATS OR BONNETS,Of Other Materials,7,1579,1585,1585,1896,1,0,0,,own
country_obs,as_1896,HATS OR BONNETS,Of Straw,9,1563,1571,1571,1896,1,0,0,,own
country_obs,as_1896,HAY,,16,1586,1601,1601,1896,1,0,0,,own
country_obs,as_1896,HEMP,Dressed or Undressed,19,1602,1620,1620,1896,1,0,0,,own
country_obs,as_1896,HEMP,"Unenumerated Vegetable Sub-   stances, applicable to the same   uses as Hemp or Flax",17,1628,1644,1644,1896,1,0,0,,""" Unenumerated Vegetable Substances, applicable to the same "
country_obs,as_1896,"HIDES, Raw, and Pieces thereof",East-Coast of Africa,29,1657,1685,1685,1896,1,0,0,,"Hides, Raw, and pieces thereof, Dry"
country_obs,as_1896,"HIDES, Raw, and Pieces thereof",Wet,32,1686,1717,1717,1896,1,0,0,,own
country_obs,as_1896,HONEY,,12,1718,1729,1729,1896,1,0,0,,own
country_obs,as_1896,Hops,,9,1730,1738,1738,1896,1,0,0,,own
country_obs,as_1896,"Horns, Tips and Pieces of Horn, and HOOFs",East Coast of Africa,21,1743,1763,1763,1896,1,0,0,,"Horns and Hoofs;Horns, Tips, and pieces of Horn, and Hoofs"
country_obs,as_1896,IRON,"Girders, Beams and Pillars",4,1833,1836,1836,1896,1,0,0,,"""    Manufactures of Iron and Steel|Girders, Beams, Joists a"
country_obs,as_1896,IRON,"Iron, Ore of (including Chrome)",18,1765,1782,1782,1896,1,0,0,,own
country_obs,as_1896,IRON,"Old Broken, and Old Cast Iron, and Old Broken Steel",13,1800,1812,1812,1896,1,0,0,,""" Old broken, and old broken Steel;Metals and Ores|""    Old "
country_obs,as_1896,IRON,"Steel, Unwrought",12,1813,1824,1824,1896,1,0,0,,own
country_obs,as_1896,IRON,Tyres and Axles,4,1837,1840,1840,1896,1,0,0,,own
country_obs,as_1896,IRON,Unenumerated,17,1841,1857,1857,1896,1,0,0,,"""    Manufactures of Iron and Steel|Unenumerated;"" Manufactu"
country_obs,as_1896,ISINGLASS,,14,1858,1871,1871,1896,1,0,0,,own
country_obs,as_1896,IVORY,"Teeth, Elephants', Sea Cow, Sea   Horse, or Sea Horse",18,1872,1897,1897,1896,1,0,0,,own
country_obs,as_1896,IVORY,Vegetable,7,1898,1904,1904,1896,1,0,0,,own
country_obs,as_1896,JUTE,,8,1905,1912,1912,1896,1,0,0,,own
country_obs,as_1896,LARD,Imitation Lard (including all     kinds of Artificial or Imitation     Lard),5,1943,1947,1947,1896,1,0,0,,own
country_obs,as_1896,LARD,,10,1933,1942,1942,1896,1,0,0,,own
country_obs,as_1896,LEAD,"Manufactures of, Unenumerated",5,1980,1984,1984,1896,1,0,0,,own
country_obs,as_1896,LEAD,Ore of,14,1948,1961,1961,1896,1,0,0,,own
country_obs,as_1896,LEAD,Pig or Sheet,18,1962,1979,1979,1896,1,0,0,,own
country_obs,as_1896,LEATHER MANUFACTURES,Boots and Shoes,9,2037,2045,2045,1896,1,0,0,,own
country_obs,as_1896,LEATHER MANUFACTURES,Gloves,8,2046,2053,2053,1896,1,0,0,,own
country_obs,as_1896,LINEN,Yarn,5,2063,2067,2067,1896,1,0,0,,own
country_obs,as_1896,LIQUORICE,,6,2076,2081,2081,1896,1,0,0,,own
country_obs,as_1896,MALT,,4,2082,2085,2085,1896,1,0,0,,own
country_obs,as_1896,"MANGANESE, ORE of",,16,2086,2101,2101,1896,1,0,0,,own
country_obs,as_1896,MANURES,Bones for Manure,22,2102,2123,2123,1896,1,0,0,,own
country_obs,as_1896,MANURES,Guano,15,2124,2138,2138,1896,1,0,0,,own
country_obs,as_1896,MANURES,Nitrate of Soda (Cubic Nitre),7,2139,2145,2145,1896,1,0,0,,own
country_obs,as_1896,MANURES,Phosphate of Lime and Rock,13,2146,2158,2158,1896,1,0,0,,own
country_obs,as_1896,MANURES,Unenumerated,15,2159,2173,2173,1896,1,0,0,,own
country_obs,as_1896,MEAT,Beef,17,2200,2216,2216,1896,1,0,0,,own
country_obs,as_1896,MEAT,Mutton,12,2217,2228,2228,1896,1,0,0,,own
country_obs,as_1896,MEAT,Other Sorts,19,2229,2247,2247,1896,1,0,0,,""" Preserved otherwise than by Salting|Other Sports;Preserved"
country_obs,as_1896,MEAT,"Unenumerated, Salted or Fresh",17,2183,2199,2199,1896,1,0,0,,own
country_obs,as_1896,METAL,"Leaf, not Gold",4,2248,2251,2251,1896,1,0,0,,own
country_obs,as_1896,METAL,Unenumerated: Unwrought,8,2252,2259,2259,1896,1,0,0,,own
country_obs,as_1896,METAL,factured,19,2269,2287,2287,1896,1,0,0,,"""    Manufactures of Iron and Steel|""    ""    Old, fit only "
country_obs,as_1896,"METHYLIC ALCOHOL, not potable",,6,2288,2293,2293,1896,1,0,0,,"""    Manufactures of Iron and Steel|Methylc. Alcohol, not pu"
country_obs,as_1896,MICA AND TALC,,11,2294,2304,2304,1896,1,0,0,,Mica and Tale
country_obs,as_1896,"MILK AND CREAM, FRESH",,5,2305,2309,2309,1896,1,0,0,,"Milk and Cream, Fresh, or Preserved, other than Condensed Mi"
country_obs,as_1896,MOSS/LITTER,,4,2321,2324,2324,1896,1,0,0,,own
country_obs,as_1896,NUTS AND KERNELS,Commonly used for expressing oil therefrom,28,2351,2378,2378,1896,1,0,0,,For expressing Oil therefrom;Nuts and Kernels for expressing
country_obs,as_1896,OIL,Animal,7,2414,2420,2420,1896,1,0,0,,own
country_obs,as_1896,OIL,Castor,11,2421,2431,2431,1896,1,0,0,,own
country_obs,as_1896,OIL,"Chemical, Essential, or Perfumed",21,2487,2507,2507,1896,1,0,0,,""" Chemical, Essential, or Perfumed - Lbs.;Chemical, Essentia"
country_obs,as_1896,OIL,Coco-Nut,13,2432,2444,2444,1896,1,0,0,,own
country_obs,as_1896,OIL,"Fish: Sperm, or Head Matter",7,2407,2413,2413,1896,1,0,0,,""" "" Sperm;"" "" Spermi"
country_obs,as_1896,OIL,Fish: Train or Blubber,16,2391,2406,2406,1896,1,0,0,,own
country_obs,as_1896,OIL,Seed,12,2471,2482,2482,1896,1,0,0,,own
country_obs,as_1896,OIL,Turpentine,4,2483,2486,2486,1896,1,0,0,,own
country_obs,as_1896,OIL,West Coast of Africa,14,2457,2470,2470,1896,1,0,0,,Oils|Palm;Palm
country_obs,as_1896,OIL SEED CAKE,Cotton Cake,11,2546,2556,2556,1896,1,0,0,,own
country_obs,as_1896,OIL SEED CAKE,Linseed-Cake,21,2525,2545,2545,1896,1,0,0,,own
country_obs,as_1896,OLEO-MARGARINE,,9,2568,2576,2576,1896,1,0,0,,own
country_obs,as_1896,"ORE, Unenumerated",,21,2589,2609,2609,1896,1,0,0,,own
country_obs,as_1896,Other Sorts,,11,2557,2567,2567,1896,1,0,0,,Oil-seed Cake|Of other sorts;Other Sorts
country_obs,as_1896,PAPER,Printed or Coated,10,2646,2655,2655,1896,1,0,0,,own
country_obs,as_1896,PAPER,Strawboard and Millboard,11,2656,2666,2666,1896,1,0,0,,own
country_obs,as_1896,PAPER,Wood Pulp Boards,10,2667,2676,2676,1896,1,0,0,,own
country_obs,as_1896,PAPER AND PASTEBOARD,Unprinted,18,2628,2645,2645,1896,1,0,0,,own
country_obs,as_1896,PAPER-MAKING MATERIALS,"Esparto, and other Vegetable   Fibres",8,2689,2696,2696,1896,1,0,0,,own
country_obs,as_1896,PAPER-MAKING MATERIALS,Linen and Cotton Rags,12,2677,2688,2688,1896,1,0,0,,own
country_obs,as_1896,PAPER-MAKING MATERIALS,Other Materials,13,2711,2723,2723,1896,1,0,0,,own
country_obs,as_1896,PAPER-MAKING MATERIALS,Pulp of Wood,14,2697,2710,2710,1896,1,0,0,,own
