table,volume,article_group,article,n_rows,seq_min,seq_max,boundary_seq,boundary_years,n_t1_totals,rows_after,qty_after,first_after,matched
country_obs,as_1896,PARAFFINE,,8,2724,2731,2731,1896,1,0,0,,own
country_obs,as_1896,"PERFUMERY, and Articles used in the Manufacture thereof (except Perfuméd Spirits)",,14,2732,2745,2745,1896,1,0,0,,own
country_obs,as_1896,PETROLEUM,,11,2746,2756,2756,1896,1,0,0,,own
country_obs,as_1896,"PICKLES and VEGETABLES, preserved in Salt or Vinegar",,10,2757,2766,2766,1896,1,0,0,,own
country_obs,as_1896,"PICTURES and DRAWINGS, by HAND",,13,2767,2779,2779,1896,1,0,0,,own
country_obs,as_1896,PITCH,,10,2780,2789,2789,1896,1,0,0,,own
country_obs,as_1896,PLATE OF SILVER,,9,2806,2814,2814,1896,1,0,0,,"Plate|Of Silver, Gilt or ungilt"
country_obs,as_1896,PLUMBAGO.,,4,2834,2837,2837,1896,1,0,0,,own
country_obs,as_1896,PORK,Fresh,9,2848,2856,2856,1896,1,0,0,,own
country_obs,as_1896,PORK,Salted (not Hams),10,2838,2847,2847,1896,1,0,0,,own
country_obs,as_1896,POTATOES,,13,2857,2869,2869,1896,1,0,0,,own
country_obs,as_1896,PYRITES of IRON or COPPER,,9,2907,2915,2915,1896,1,0,0,,own
country_obs,as_1896,QUICKSILVER,,7,2916,2922,2922,1896,1,0,0,,own
country_obs,as_1896,RABBITS,,10,2923,2932,2932,1896,1,0,0,,own
country_obs,as_1896,RICE,,18,2933,2950,2950,1896,1,0,0,,own
country_obs,as_1896,ROSIN,,5,2951,2955,2955,1896,1,0,0,,own
country_obs,as_1896,SAGO and FLOUR or MEAL thereof,,5,2956,2960,2960,1896,1,0,0,,own
country_obs,as_1896,SALTPETRE (Nitrate of Potash),,10,2961,2970,2970,1896,1,0,0,,own
country_obs,as_1896,"SAUCES or CONDIMENTS, unenumerated",,15,2971,2985,2985,1896,1,0,0,,own
country_obs,as_1896,SEEDS,Clover and Grass,16,2986,3001,3001,1896,1,0,0,,own
country_obs,as_1896,SILK,"Knubs or Husks, and Waste",16,3143,3158,3158,1896,1,0,0,,own
country_obs,as_1896,SILK,Raw,13,3159,3171,3171,1896,1,0,0,,own
country_obs,as_1896,SILK,"Thrown, Dyed or not Dyed",5,3172,3176,3176,1896,1,0,0,,own
country_obs,as_1896,SKINS and FURS,East Coast of Africa,23,3275,3297,3297,1896,1,0,0,,".. Sheep, undressed;Sheep and Lamb, undressed"
country_obs,as_1896,SKINS and FURS,"Furs, Rabbit Skins",15,3320,3334,3334,1896,1,0,0,,own
country_obs,as_1896,SKINS and FURS,"Goat, Undressed",30,3236,3265,3265,1896,1,0,0,,"Skins, Goat, undressed"
country_obs,as_1896,SKINS and FURS,In any way Dressed (not Leather),10,3310,3319,3319,1896,1,0,0,,own
country_obs,as_1896,SKINS and FURS,Unenumerated : Undressed,12,3298,3309,3309,1896,1,0,0,,own
country_obs,as_1896,SKINS and FURS.,"Furs, Seal Skins",14,3340,3353,3353,1896,1,0,0,,".. Seal Skins;Furs, Seal"
country_obs,as_1896,SKINS and FURS.,"Furs, Unenumerated",22,3354,3375,3375,1896,1,0,0,,own
country_obs,as_1896,SLATES,,8,3387,3394,3394,1896,1,0,0,,own
country_obs,as_1896,SPICES,Cinnamon,8,3406,3413,3413,1896,1,0,0,,own
country_obs,as_1896,SPICES,Ginger,15,3414,3428,3428,1896,1,0,0,,own
country_obs,as_1896,SPICES,Pepper,18,3429,3446,3446,1896,1,0,0,,own
country_obs,as_1896,SPONGE,,13,3464,3476,3476,1896,1,0,0,,own
country_obs,as_1896,"STONES, MARBLE, Rough, Hewn or Manufactured (Other than Works of Art)",,18,3487,3504,3504,1896,1,0,0,,"Stones, Marble, hewn or manufactured - Tons;Stones, Slabs, a"
country_obs,as_1896,"STRAW PLATTING, for making Hats or Bonnets",,13,3512,3524,3524,1896,1,0,0,,own
country_obs,as_1896,SUGAR,Glucose,8,3626,3633,3633,1896,1,0,0,,own
country_obs,as_1896,SUGAR,Molasses,10,3616,3625,3625,1896,1,0,0,,own
country_obs,as_1896,SUGAR,"Other Sorts, including Candy",11,3525,3535,3535,1896,1,0,0,,own
country_obs,as_1896,SUGAR,Refined : Total of,11,3536,3546,3546,1896,1,0,0,,Sugar: Refined and Candy;Sugar: Refined and Candy - Cuts.
country_obs,as_1896,SUGAR,STRAW,7,3505,3511,3511,1896,1,0,0,,own
country_obs,as_1896,SUGAR,Unrefined : Beetroot,8,3547,3554,3554,1896,1,0,0,,own
country_obs,as_1896,SUGAR,"Unrefined : Cane, and Other Sorts",29,3555,3583,3583,1896,1,0,0,,".. "" Cane, and other sorts"
country_obs,as_1896,SUGAR,Unrefined : Total of,32,3584,3615,3615,1896,1,0,0,,Unrefined
country_obs,as_1896,TALLOW and STEARINE,,24,3634,3657,3657,1896,1,0,0,,own
country_obs,as_1896,TAR,,9,3658,3666,3666,1896,1,0,0,,own
country_obs,as_1896,TEA,Burgundy,5,426,430,430,1896,1,0,0,,"Sparkling, Red: Burgundy "" "" "" """
country_obs,as_1896,TEA,Total of all Kinds,22,511,532,532,1896,1,0,0,,Wine
country_obs,as_1896,TEA,"White, in Bottles: Sparkling : Hock",5,446,450,450,1896,1,0,0,,"Hock - "" "" """
country_obs,as_1896,TEA,"White, in Bottles: Still",15,411,425,425,1896,1,0,0,,„ Imported in Bottles|Still
country_obs,as_1896,TEA,"White, in Casks",20,376,395,395,1896,1,0,0,,"Wine, Imported in Casks"
country_obs,as_1896,TIN,East Coast of Africa,10,3670,3679,3679,1896,1,0,0,,"Tin Ore;Tin, Ore of"
country_obs,as_1896,TIN,"In Blocks, Ingots, Bars, or Slabs",14,3680,3693,3693,1896,1,0,0,,own
country_obs,as_1896,"VEGETABLES, Raw, Unenumerated",VINEGAR,5,3737,3741,3741,1896,1,0,0,,own
country_obs,as_1896,WAX,,21,3750,3770,3770,1896,1,0,0,,own
country_obs,as_1896,WHALEBONE,,12,3771,3782,3782,1896,1,0,0,,own
country_obs,as_1896,WOOD and TIMBER,Hewn : Fir,14,3783,3796,3796,1896,1,0,0,,own
country_obs,as_1896,WOOD and TIMBER,"Hewn, Oak",9,3797,3805,3805,1896,1,0,0,,Oak
country_obs,as_1896,WOOD and TIMBER,"Hewn, Unenumerated",12,3820,3831,3831,1896,1,0,0,,"Wood and Timber|""    Unenumerated"
country_obs,as_1896,WOOD and TIMBER,Mahogany,17,3871,3887,3887,1896,1,0,0,,own
country_obs,as_1896,WOOD and TIMBER,"Sawn, Fir",14,3832,3845,3845,1896,1,0,0,,own
country_obs,as_1896,WOOD and TIMBER,Staves,12,3859,3870,3870,1896,1,0,0,,own
country_obs,as_1896,WOOD and TIMBER,Unenumerated,30,3888,3917,3917,1896,1,0,0,,Furniture woods and hard woods|Unenumerated
country_obs,as_1896,WOOL,"Alpaca, Vicuña and Llama",5,3936,3940,3940,1896,1,0,0,,own
country_obs,as_1896,WOOL,Mohair,11,3941,3951,3951,1896,1,0,0,,Goats' Wool: Mohair;Wool|Goats' Wool or Hair: Mohair
country_obs,as_1896,WOOL,"Other Kinds, and Flocks",9,4002,4010,4010,1896,1,0,0,,own
country_obs,as_1896,WOOL,Other Sorts,9,3952,3960,3960,1896,1,0,0,,"Wool|""    ""    ""    Other Sorts of Goats' Wool or Hair;Wool|"
country_obs,as_1896,WOOL,Sheep or Lambs',41,3961,4001,4001,1896,1,0,0,,own
country_obs,as_1896,WOOLLEN MANUFACTURES,Cloths,9,4055,4063,4063,1896,1,0,0,,Of Wool (other than Goats'): Cloths
country_obs,as_1896,WOOLLEN MANUFACTURES,Stuffs,8,4064,4071,4071,1896,1,0,0,,own
country_obs,as_1896,"WOOLLEN RAGS, applicable to other uses than Manure",,18,4011,4028,4028,1896,1,0,0,,own
country_obs,as_1896,WOOLLEN YARN,For Fancy Purposes,7,4029,4035,4035,1896,1,0,0,,"Woollen Yarn, For Fancy purposes, including Berlin Wool and "
country_obs,as_1896,WOOLLEN YARN,For Weaving,6,4036,4041,4041,1896,1,0,0,,own
country_obs,as_1896,YEAST,,8,4090,4097,4097,1896,1,0,0,,own
country_obs,as_1896,ZINC,ARTICLES Imported by PARCEL POST,34,4194,4227,4227,1896,1,0,0,,Parcel Post (Goods Free of Duty) - Number of Parcels;Parcel 
country_obs,as_1896,ZINC,"Crude, in Cakes",12,4113,4124,4124,1896,1,0,0,,own
country_obs,as_1896,ZINC,Manufactures,8,4125,4132,4132,1896,1,0,0,,own
country_obs,as_1896,ZINC,Ore of,15,4098,4112,4112,1896,1,0,0,,own
country_obs,as_1897,ALKALI,,53,1,53,53,1893;1894;1896;1897,4,0,0,,own
country_obs,as_1897,AMMUNITION,Calves,33,226,258,258,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,AMMUNITION,Geldings,80,524,603,603,1894;1895;1896;1897,4,0,0,,own
country_obs,as_1897,AMMUNITION,Mares,101,423,523,523,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,AMMUNITION,"Muskets, Rifles, Carbines, Fowling Pieces, or Guns of any other sorts not enumerated, and parts thereof, and Pistols",50,897,946,946,1895;1896;1897,3,0,0,,"Asphalt, or Bitumen"
country_obs,as_1897,AMMUNITION,Sheep and Lambs,53,259,311,311,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,AMMUNITION,Stallions,94,329,422,422,1893;1894;1895;1897,4,0,0,,"Horses (including Ponies), viz., Stallions"
country_obs,as_1897,AMMUNITION,Swine,17,312,328,328,1893;1894;1895;1896,4,0,0,,own
country_obs,as_1897,BEEF,Salted,55,1067,1121,1121,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,BEER AND ALE,Mum and Spruce,12,25687,25698,25698,1893;1894;1895;1896;1897,5,0,0,,"Beer and Ale :Mun, Spruce or Black }Beer, Berlin White Beer,"
country_obs,as_1897,BEER AND ALE,of other Sorts,50,25699,25748,25748,1894;1895;1896;1897,4,0,0,,"Beer, Berlin White Beer, and other similar preparations"
country_obs,as_1897,CAOUTCHouc,Eastern Coast of Africa,173,1828,2002,2002,1893;1894;1895;1896;1897,5,0,0,,Caoutchouc
country_obs,as_1897,CHEESE,"Imitation Cheese (including Lard Cheese, and all kinds of Artificial or Imitation Cheese)",17,2153,2169,2169,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,"CHEMICAL MANUFACTURES AND PRODUCTS, not enumerated and not chargeable with duty",,4,2293,2296,2296,1894;1895;1896;1897,4,0,0,,"Chicory: Other Vegetable matter, applicable to the uses of C"
country_obs,as_1897,"COCOA OR CHOCOLATE, GROUND, PREPARED, OR IN ANY WAY MANUFACTURED",,54,26084,26137,26137,1893;1895;1896;1897,4,0,0,,own
country_obs,as_1897,"COCOA OR CHOCOLATE, IN THE MANUFACTURE OF WHICH SPIRIT HAS BEEN USED",,25,26138,26162,26162,1894;1895;1896;1897,4,0,0,,own
country_obs,as_1897,COFFEE,"Kiln Dried, Roasted, or Ground",45,26335,26379,26379,1894;1895;1896;1897,4,0,0,,own
country_obs,as_1897,COFFEE,Raw,164,26171,26334,26334,1893;1894;1895;1897,4,0,0,,own
country_obs,as_1897,"COPPER, ORE OF","Old, fit only to be re-manufactured",109,2794,2903,2903,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,"COPPER, ORE OF","Unwrought, in bars, blocks or slabs, cakes or ingots",108,2904,3013,3013,1894;1895;1897,3,0,0,,own
country_obs,as_1897,"COPPER, ORE OF",,123,2554,2677,2677,1894;1896;1897,3,0,0,,own
country_obs,as_1897,CORDAGE,Beans (not Kidney or French),106,3864,3969,3969,1893;1897,2,0,0,,own
country_obs,as_1897,CORDAGE,Maize or Indian Corn,84,3970,4053,4053,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,CORDAGE,Maize or Indian Cornmeal,25,4231,4255,4255,1893;1894;1895;1896;1897,5,0,0,,Maize or Indian Corn Meal
country_obs,as_1897,CORDAGE,"Meal, not otherwise enumerated or described",104,4256,4359,4359,1893;1894;1896;1897,4,0,0,,"Meal, unenumerated"
country_obs,as_1897,CORDAGE,Oatmeal and Groats,32,4199,4230,4230,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,CORDAGE,Wheatmeal or Flour,101,4098,4198,4198,1893;1894;1896;1897,4,0,0,,own
country_obs,as_1897,COTTON,Raw,147,4360,4506,4506,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,COTTON MANUFACTURES,"Piece Goods, other than Muslins",76,4657,4732,4732,1893;1894;1896;1897,4,0,0,,Other than Muslins
country_obs,as_1897,DRUGS,"Bark, Peruvian",84,4850,4933,4933,1893;1895;1896;1897,4,0,0,,own
country_obs,as_1897,DRUGS,Opium,73,4934,5006,5006,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Bark,98,5248,5345,5345,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Cochineal,25,5346,5370,5370,1894;1895;1897,5,0,0,,Plate|Of Gold
country_obs,as_1897,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Cutch and Gambier,71,5371,5442,5442,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Unenumerated,149,5700,5848,5848,1895;1896;1897,3,0,0,,Unenumerated
country_obs,as_1897,FEATHERS AND DOWN,"Cured or salted, unenumerated",112,6776,6887,6887,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,FEATHERS AND DOWN,"Cured, Sardines",64,6712,6775,6775,1893;1895;1897,3,0,0,,own
country_obs,as_1897,FEATHERS AND DOWN,"For Beds, in Beds or otherwise",85,6320,6404,6404,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,FLAX,Almonds,68,7019,7086,7086,1893;1895;1896;1897,4,0,0,,own
country_obs,as_1897,FLAX,"Apples, Raw",103,7087,7189,7189,1893;1896;1897,3,0,0,,own
country_obs,as_1897,FLAX,"Cherries, Raw",26,7190,7215,7215,1893;1894;1895;1897,4,0,0,,own
country_obs,as_1897,FLAX,"Grapes, Raw",66,7216,7281,7281,1893;1894;1896;1897,4,0,0,,own
country_obs,as_1897,FLAX,Lemons,49,7282,7330,7330,1893;1895;1896;1897,4,0,0,,own
country_obs,as_1897,FLAX,"Plums, Raw",44,7592,7635,7635,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,FLAX,Tow,40,6943,6982,6982,1894;1895;1896;1897,7,0,0,,own
country_obs,as_1897,FLAX,"Unenumerated, Raw",97,7636,7732,7732,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,GALLS,,57,8061,8117,8117,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,GLASS,Kowrie,34,8577,8610,8610,1893;1897,2,0,0,,own
country_obs,as_1897,GLASS,"Lac, Seed, Shell, Stick, and Dye",46,8611,8656,8656,1893;1894;1895;1897,4,0,0,,own
country_obs,as_1897,GLASS,Leaves of,27,8331,8357,8357,1893;1895;1897,3,0,0,,"Gold Leaves;Gold, Leaves of"
country_obs,as_1897,GLASS,"Plate, Fluted, Rolled, or Rough",29,8155,8183,8183,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,GLASS,"Window and German Sheet, including Shades and Cylinders",37,8118,8154,8154,1894;1896;1897,5,0,0,,own
country_obs,as_1897,HAIR,"Cow, Ox, Bull, or Elk",106,8972,9077,9077,1893;1894;1895;1897,4,0,0,,own
country_obs,as_1897,HAMS,,56,9308,9363,9363,1893;1894;1896;1897,4,0,0,,own
country_obs,as_1897,HATS OR BONNETS,Of Felt,39,9421,9459,9459,1893;1894;1895;1896;1897,8,0,0,,own
country_obs,as_1897,HATS OR BONNETS,Of Other Materials,52,9460,9511,9511,1895;1896;1897,3,0,0,,own
country_obs,as_1897,HATS OR BONNETS,Of Straw,57,9364,9420,9420,1893;1894;1895;1897,4,0,0,,own
country_obs,as_1897,HAY,,92,9512,9603,9603,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,HEMP,Dressed or Undressed,136,9604,9741,9741,1893;1897,2,0,0,,own
country_obs,as_1897,HEMP,Eastern Coast of Africa,187,9972,10159,10159,1897,1,0,0,,"Hides, Raw, and pieces thereof, Dry"
country_obs,as_1897,HEMP,Wet,203,10160,10362,10362,1895;1897,2,0,0,,own
country_obs,as_1897,HONEY,,103,10363,10465,10465,1895;1896;1897,3,0,0,,own
country_obs,as_1897,HOPS,,57,10466,10522,10522,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,"HORNS, tips and pieces of Horns and Hoofs","Steel, Unwrought",55,11030,11084,11084,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,"HORNS, tips and pieces of Horns and Hoofs",unenumerated,96,11221,11316,11316,1893;1895;1896;1897,4,0,0,,"All other kinds - Ccts.;Iron and Steel Manufactures, Unenume"
country_obs,as_1897,LARD,,66,11825,11890,11890,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,LEAD,Boots and Shoes,45,12507,12551,12551,1893;1895;1897,3,0,0,,own
country_obs,as_1897,LEAD,Gloves,45,12552,12596,12596,1896;1897,2,0,0,,own
country_obs,as_1897,LEAD,Ore of,104,11921,12024,12024,1894;1895;1896;1897,4,0,0,,own
country_obs,as_1897,LEAD,Phosphate of Lime and Rock,80,13145,13224,13224,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,LEAD,Uneenumerated,104,13225,13329,13329,1894;1895;1896;1897,4,0,0,,Manures|Unenumerated
country_obs,as_1897,LEAD,Yarn,34,12642,12675,12675,1894;1895;1896;1897,7,0,0,,"Linen, Yarn;Linens, Yarn"
country_obs,as_1897,MEAT,Beef,99,13436,13534,13534,1893;1894;1897,3,0,0,,own
country_obs,as_1897,MEAT,Mutton,64,13535,13598,13598,1894;1895;1896;1897,4,0,0,,own
country_obs,as_1897,MEAT,Other Sorts,108,13599,13706,13706,1894;1895;1897,3,0,0,,""" Preserved otherwise than by Salting|Other Sports"
country_obs,as_1897,MEAT,"Unenumerated, Salted or Fresh",83,13353,13435,13435,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,NUTS AND KERNELS,Castor,58,14826,14883,14883,1894;1895;1897,3,0,0,,own
country_obs,as_1897,NUTS AND KERNELS,"Fish, Sperm or Head-matter",55,14714,14769,14769,1893;1894;1895;1897,4,0,0,,Oils|Sperm
country_obs,as_1897,NUTS AND KERNELS,Seed,73,15112,15184,15184,1896;1897,2,0,0,,own
country_obs,as_1897,PLATE,Of Gold,12,17155,17166,17166,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,"PLATINUM, wrought or unwrought",,33,17263,17295,17295,1897,1,0,0,,own
country_obs,as_1897,PORK,Fresh,58,17421,17478,17478,1897,1,0,0,,own
country_obs,as_1897,SHELLS of all kinds,"Knubs or Hueks of Silk, and Waste",103,19176,19278,19278,1894;1895;1896;1897,4,0,0,,"Knobs or Husks of Silk, and Waste;Knubs or Husks of Silk, an"
country_obs,as_1897,SHELLS of all kinds,Raw,73,19279,19351,19351,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,SLATES,"In Blocks, Ingots, Bars, or Slabs",85,22360,22444,22444,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,SLATES,"Other Sorts, including Candy",65,21495,21559,21559,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,SLATES,,143,20645,20866,20866,1893;1894;1896;1897,4,0,0,,"Cinnamon;Spices, Cinnamon"
country_obs,as_1897,SPIRITS,Rum,89,26761,26849,26849,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,TOBACCO,"White, in Casks",114,27989,28102,28102,1895;1897,2,0,0,,White
country_obs,as_1897,TOYS,,36,22661,22696,22696,1893;1894;1895;1896;1897,9,0,0,,Vinegar
country_obs,as_1897,WAX,Eastern Coast of Africa,155,22776,22930,22930,1893;1894;1895;1897,4,0,0,,Wax - - - - -
country_obs,as_1897,WHALEBONE,,95,22931,23025,23025,1893;1894;1896;1897,4,0,0,,own
country_obs,as_1897,WOOD AND TIMBER,Eastern Coast of Africa,51,23194,23244,23244,1893;1894;1896;1897,4,0,0,,Teak
country_obs,as_1897,WOOD AND TIMBER,"Hewn, Oak",71,23104,23174,23174,1893;1894;1896;1897,4,0,0,,Oak
country_obs,as_1897,WOOD AND TIMBER,"Hewn, Unenumerated",73,23245,23317,23317,1895;1896;1897,3,0,0,,Wood and Timber|„ Unenumerated
country_obs,as_1897,WOOL,Eastern Coast of Africa,189,24026,24351,24351,1893;1894;1895;1896;1897,7,0,0,,Goats' Hair or Wool;Goats' Wool or Hair;Goats' Wool: Mohair
country_obs,as_1897,WOOL,"Goats' wool, Mohair",23,24066,24088,24088,1897,1,0,0,,own
country_obs,as_1897,WOOLLEN YARN,Cloths,44,24651,24694,24694,1894;1895;1897,3,0,0,,Of Wool (other than Goats'): Cloths
country_obs,as_1897,YEAST,,46,24821,24866,24866,1893;1894;1895;1897,4,0,0,,own
country_obs,as_1897,ZINC,"Manufactures of, unenumerated",40,25017,25056,25056,1893;1896;1897,3,0,0,,own
country_obs,as_1897,ZINC,Ore of,81,24867,24947,24947,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1897,ZINC,PARCEL POST (Goods free of Duty),211,25476,25686,25686,1893;1894;1895;1896;1897,5,0,0,,own
country_obs,as_1898,ALKALI,,53,1,53,53,1894;1895;1896;1897;1898,5,0,0,,own
country_obs,as_1898,AMMUNITION,Geldings,80,515,594,594,1894;1895;1896;1897;1898,5,0,0,,own
country_obs,as_1898,AMMUNITION,Mares,97,418,514,514,1894;1895;1897;1898,4,0,0,,own
country_obs,as_1898,AMMUNITION,"Muskets, Rifles, Carbines,     Fowling Pieces, or Guns of     any other sorts not enumer-     ated, and parts thereof, and     Pistols",50,889,938,938,1894;1895;1896;1897;1898,5,0,0,,"Asphalt, or Bitumen"
country_obs,as_1898,AMMUNITION,Sheep and Lambs,54,264,317,317,1894;1895;1896;1897;1898,5,0,0,,own
country_obs,as_1898,AMMUNITION,"Shot, Large and Small",31,54,84,84,1895;1896;1897;1898,4,0,0,,own
country_obs,as_1898,AMMUNITION,Stallions,85,333,417,417,1895;1896;1897;1898,4,0,0,,"Horses (including Ponies), viz., Stallions"
country_obs,as_1898,AMMUNITION,Swine,15,318,332,332,1894;1895;1896;1898,7,0,0,,own
country_obs,as_1898,BACON,,58,939,996,996,1894;1895;1896;1897;1898,5,0,0,,own
country_obs,as_1898,"BEADS, of all Sorts",,58,997,1054,1054,1896;1898,2,0,0,,own
country_obs,as_1898,BEEF,Fresh,75,1099,1173,1173,1894;1895;1898,3,0,0,,own
country_obs,as_1898,BEEF,Salted,44,1055,1098,1098,1894;1895;1896;1897;1898,5,0,0,,own
country_obs,as_1898,BEER AND ALE,Mum and Spruce,11,25327,25337,25337,1894;1895;1896;1897;1898,5,0,0,,"Beer and Ale : Mum, Spruce or Black } Barrels of 36 Gallons;"
country_obs,as_1898,BEER AND ALE,of other Sorts,50,25338,25387,25387,1894;1895;1896;1897;1898,5,0,0,,"Beer, Berlin White Beer, and other similar preparations"
country_obs,as_1898,"BONES (except Whalebone) whether burnt or not, or as Animal Charcoal",Applicable to Manufacturing Purposes,102,1174,1275,1275,1894;1895;1898,3,0,0,,"Bones for Manufacturing Purposes;Bones, applicable to Manufa"
country_obs,as_1898,"CANDLES, of all Sorts",,35,1712,1746,1746,1895;1896;1898,3,0,0,,own
country_obs,as_1898,CAOUTCHOUCC,"Imitation Cheese (including Lard Cheese, and all kinds of Artificial or Imitation Cheese)",18,2132,2149,2149,1894;1895;1896;1897;1898,9,0,0,,own
country_obs,as_1898,"CARDS, PLAYING",Husks and Shells,14,25698,25711,25711,1895;1896;1897;1898,6,0,0,,own
country_obs,as_1898,"CHINA, OR PORCELAIN, AND EARTHENWARE",,65,2284,2348,2348,1894;1895;1896;1897;1898,5,0,0,,own
country_obs,as_1898,CIDER AND PERRY,,42,2349,2390,2390,1894;1895;1896;1898,4,0,0,,own
country_obs,as_1898,"COAL, CULM, AND CINDERS",,49,2436,2484,2484,1894;1895;1896;1897;1898,5,0,0,,own
country_obs,as_1898,"COCOA OR CHOCOLATE, GROUND, PREPARED, OR IN ANY WAY MANUFACTURED",,53,25712,25764,25764,1895;1896;1897;1898,4,0,0,,own
country_obs,as_1898,"COCOA OR CHOCOLATE, IN THE MANUFACTURE OF WHICH SPIRIT HAS BEEN USED",,25,25765,25789,25789,1894;1895;1896;1897;1898,5,0,0,,own
country_obs,as_1898,COFFEE,"Kiln Dried, Roasted, or Ground",45,25966,26010,26010,1894;1895;1896;1897;1898,5,0,0,,own
country_obs,as_1898,COFFEE,Raw,163,25803,25965,25965,1894;1895;1896;1897;1898,5,0,0,,own
