flow,volume,from_group,article,to_group,method,sim,rows,value,reference
export_uk,tn_1871,MEAL and FLOUR,Lace and Patent Net,COTTON MANUFACTURES,aligned,1.0,36,2040015,as_1876
export_uk,tn_1871,MEAL and FLOUR,"Fustians, &c., Plain and Coloured",COTTON MANUFACTURES,interpolated,0.0,18,609584,as_1876
export_uk,tn_1871,MEAL and FLOUR,Mixed Goods,COTTON MANUFACTURES,interpolated,0.0,27,339232,as_1876
export_uk,tn_1871,MEAL and FLOUR,Stockings and Socks,COTTON MANUFACTURES,aligned,1.0,16,1723234,as_1876
export_uk,tn_1871,MEAL and FLOUR,Gloves,COTTON MANUFACTURES,interpolated,0.0,6,72668,as_1876
export_uk,tn_1871,MEAL and FLOUR,Shirts and Drawers,COTTON MANUFACTURES,interpolated,0.0,8,80100,as_1876
export_uk,tn_1871,MEAL and FLOUR,Hosiery of Other Sorts,COTTON MANUFACTURES,aligned,1.0,11,358313,as_1876
export_uk,tn_1871,MEAL and FLOUR,Counterpanes and Bed Quilts,COTTON MANUFACTURES,interpolated,0.0,15,2640766,as_1876
export_uk,tn_1871,MEAL and FLOUR,Thread for Sewing,COTTON MANUFACTURES,aligned,1.0,32,6217707,as_1876
export_uk,tn_1871,MEAL and FLOUR,Piece Goods: Of India and China (Foreign),COTTON MANUFACTURES,trailing,0.0,7,41310,as_1876
export_uk,tn_1871,MEAL and FLOUR,Piece Goods: Of Other Countries (Foreign),COTTON MANUFACTURES,trailing,0.0,12,287266,as_1876
export_uk,tn_1871,MEAL and FLOUR,Of all other Sorts (Foreign),COTTON MANUFACTURES,trailing,0.0,17,300078,as_1876
export_uk,tn_1871,MEAL and FLOUR,CREAM OF TARTAR,COTTON MANUFACTURES,trailing,0.0,6,66676,as_1876
export_uk,tn_1871,MEAL and FLOUR,CUTCH,COTTON MANUFACTURES,trailing,0.0,9,87472,as_1876
export_uk,tn_1871,EARTHEN and CHINA WARE,Salmon,"FISH, FRESH and CURED",aligned,1.0,5,89938,as_1876
export_uk,tn_1871,EARTHEN and CHINA WARE,Pilchards,"FISH, FRESH and CURED",interpolated,0.0,6,60590,as_1876
export_uk,tn_1871,EARTHEN and CHINA WARE,Oysters,"FISH, FRESH and CURED",aligned,1.0,4,58838,as_1876
export_uk,tn_1871,EARTHEN and CHINA WARE,Other Kinds (British),Wool,aligned,1.0,5,43574,as_1876
export_uk,tn_1871,EARTHEN and CHINA WARE,All Sorts (Foreign),Wool,aligned,1.0,18,170974,as_1876
export_uk,tn_1871,EARTHEN and CHINA WARE,FISHING TACKLE,Wool,trailing,0.0,7,104230,as_1876
export_uk,tn_1871,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures","Hosiery, Other Sorts",WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,1,8121,as_1876
export_uk,tn_1871,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Tapes and Small Wares,WOOLLEN and WORSTED MANUFACTURES,aligned,0.67,11,95818,as_1876
export_uk,tn_1871,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Thread for Sewing,WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,15,279728,as_1876
export_uk,tn_1871,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures","Bags, empty, for packing Merchandise",WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,21,261899,as_1876
export_uk,tn_1871,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Not made up,WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,25,789063,as_1876
export_uk,tn_1871,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Made up,WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,1,294,as_1876
export_uk,tn_1871,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive","Steam Engines or Parts of Steam Engines, Locomotive",MACHINERY and MILL WORK,aligned,1.0,5,920343,as_1876
export_uk,tn_1871,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive","Steam Engines or Parts of Steam Engines, other than Locomotive",MACHINERY and MILL WORK,aligned,1.0,39,2375876,as_1876
export_uk,tn_1871,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive",Not being Steam Engines ; Agricultural,MACHINERY and MILL WORK,aligned,1.0,19,605236,as_1876
export_uk,tn_1871,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive",Not being Steam Engines; Other descriptions,MACHINERY and MILL WORK,aligned,1.0,36,5985929,as_1876
export_uk,tn_1871,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive","MANURE, not otherwise described",MACHINERY and MILL WORK,trailing,0.0,18,829870,as_1876
export_uk,tn_1871,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive","MATS and MATTING, not being India-rubber Matting",MACHINERY and MILL WORK,trailing,0.0,17,188596,as_1876
export_uk,tn_1871,"STATIONERY, other than Paper","SUGAR, REFINED and CANDY (British)",SUGAR,aligned,1.0,21,1868190,as_1876
export_uk,tn_1871,"STATIONERY, other than Paper","SUGAR, REFINED and CANDY (Foreign)",SUGAR,interpolated,0.0,13,104568,as_1876
export_uk,tn_1871,"STATIONERY, other than Paper","SUGAR, UNREFINED",SUGAR,interpolated,0.0,42,852380,as_1876
export_uk,tn_1871,"STATIONERY, other than Paper","Total of Sugar, Unrefined",SUGAR,interpolated,0.0,13,852380,as_1876
export_uk,tn_1871,"STATIONERY, other than Paper","Molasses, Treacle, and Syrup (British)",SUGAR,aligned,1.0,7,70786,as_1876
export_uk,tn_1871,"STATIONERY, other than Paper","Molasses, From British Possessions",SUGAR,trailing,0.0,6,34030,as_1876
export_uk,tn_1871,"STATIONERY, other than Paper","Molasses, from Foreign Countries",SUGAR,trailing,0.0,5,9536,as_1876
export_uk,tn_1871,"STATIONERY, other than Paper",TALLOW (Foreign),SUGAR,trailing,0.0,9,195006,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Broad Cloths: Plain, all Wool",WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,31,20652146,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Broad Cloths: Coatings, Duffs, &c., all Wool",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,11,251776,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Broad Cloths: Coatings, Duffs, &c., of Wool Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,aligned,0.88,20,3652805,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Broad Cloths: Plain, of Wool Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,30,10953440,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Narrow Cloths: Plain, all Wool",WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,8,1302071,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Narrow Cloths: Plain, of Wool Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,32,1663626,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Narrow Cloths: Coatings, Duffs, &c., all Wool",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,1,6617,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Narrow Cloths: Coatings, Duffs, &c., Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,aligned,0.86,1,1725,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Worsted Stuffs (Combed, not Milled), all Wool",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,28,4063736,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Worsted Stuffs (Combed, not Milled), of Wool Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,46,23472957,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Waistcoatings of Wool, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,1,317,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Baizes of Wool, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,12,1159529,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Blankets of Wool, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,21,17114068,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Blanketing of Wool, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,1,53806,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Flannels of Wool, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,16,5333940,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Shawls, Woollen and Worsted, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,12,64187,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Rugs, Coverlets, or Wrappers, of Wool, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,1,2199,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Carpets of Wool, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,1,131757,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Carpet Rugs of Wool, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,5,31021,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Druggets or Felted Carpeting of Wool, Unmixed or Mixed with other Materials",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,13,1121454,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Hosiery, Woollen and Worsted: Stockings and Socks, all Wool",WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,9,97238,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Hosiery: Stockings and Socks, of Mixed Materials, Wool predominating",WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,1,3190,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Hosiery: Under Clothing, Shirts, Drawers, &c., all Wool",WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,14,49080,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Hosiery: Shirts, Drawers, &c., of Mixed Materials, Wool predominating",WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,4,13148,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,"Hosiery, Woollen and Worsted: Other Kinds, of all descriptions",WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,10,103093,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,Cloths,WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,8,198192,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,Stuffs,WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,12,156714,as_1876
export_uk,tn_1871,WOOLLEN and WORSTED YARN,Of Other Sorts,WOOLLEN and WORSTED MANUFACTURES,trailing,0.0,17,271694,as_1876
export_uk,as_1873,APPAREL and SLOPS,"ARMS, AMMUNITION, and MILITARY STORES: Shot of Iron, including Shells","ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,4,39224,as_1876
export_uk,as_1873,APPAREL and SLOPS,Gunpowder,"ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,17,884340,as_1876
export_uk,as_1873,APPAREL and SLOPS,Percussion Caps,"ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,11,38193,as_1876
export_uk,as_1873,APPAREL and SLOPS,"Ordnance Stores, and Ammunition, Unenumerated","ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,13,389156,as_1876
export_uk,as_1873,APPAREL and SLOPS,Cannon and Mortars,"ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,6,171064,as_1876
export_uk,as_1873,APPAREL and SLOPS,Muskets,"ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,7,189284,as_1876
export_uk,as_1873,APPAREL and SLOPS,Rifles,"ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,10,553148,as_1876
export_uk,as_1873,APPAREL and SLOPS,Fowling Pieces,"ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,9,261352,as_1876
export_uk,as_1873,APPAREL and SLOPS,Revolvers,"ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,5,19188,as_1876
export_uk,as_1873,APPAREL and SLOPS,Other Fire-arms,"ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,1,3519,as_1876
export_uk,as_1873,APPAREL and SLOPS,Parts of Fire-arms,"ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,5,85502,as_1876
export_uk,as_1873,APPAREL and SLOPS,"Swords, Cutlasses, Bayonets, and Arms of other Sorts, not being Fire-arms","ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,1,7736,as_1876
export_uk,as_1873,HATS,Bar,Iron,aligned,1.0,26,6520732,as_1876
export_uk,as_1873,HATS,Angle,Iron,aligned,1.0,11,182082,as_1876
export_uk,as_1873,HATS,Bolt and Rod,Iron,aligned,1.0,17,807006,as_1876
export_uk,as_1873,HATS,RAILROAD—Rails and Tie Rods,Iron,aligned,1.0,6,3501062,as_1876
export_uk,as_1874,SILK,Broad Stuffs of Silk or Satin,SILK MANUFACTURES,aligned,1.0,14,916974,as_1876
export_uk,as_1874,SILK,"Handkerchiefs, Scarfs, and Shawls",SILK MANUFACTURES,aligned,1.0,14,787044,as_1876
export_uk,as_1874,SILK,Ribbons of all Kinds,SILK MANUFACTURES,aligned,1.0,9,400840,as_1876
export_uk,as_1874,SILK,Lace,SILK MANUFACTURES,aligned,1.0,25,1375256,as_1876
export_uk,as_1874,SILK,Broad Stuffs,SILK MANUFACTURES,aligned,1.0,14,435580,as_1876
export_uk,as_1874,SILK,Other Kinds,SILK MANUFACTURES,trailing,0.0,6,284614,as_1876
export_uk,as_1875,COTTON MANUFACTURES,Red Pottery and Brown Stone Ware,EARTHEN and CHINA WARE,aligned,1.0,12,213284,as_1876
export_uk,as_1875,COTTON MANUFACTURES,"Earthenware, Chinaware, Parian, and Porcelain",EARTHEN and CHINA WARE,aligned,1.0,26,3504648,as_1876
export_uk,as_1877,"MUSICAL INSTRUMENTS, and Parts thereof",Seed,"OIL, other than Essential or Medicinal",aligned,1.0,14,3904524,as_1876
export_uk,as_1877,"MUSICAL INSTRUMENTS, and Parts thereof","Other Sorts, Unenumerated","OIL, other than Essential or Medicinal",interpolated,0.0,9,650388,as_1876
export_uk,as_1877,"MUSICAL INSTRUMENTS, and Parts thereof","Oil and Floor Cloth, including India Rubber Cloth","OIL, other than Essential or Medicinal",aligned,0.75,6,634816,as_1876
export_uk,as_1877,PAINTERS' COLOURS and MATERIALS,"Writing or Printing, and Envelopes",PAPER,aligned,1.0,11,1329324,as_1876
export_uk,as_1877,PAINTERS' COLOURS and MATERIALS,Hangings,PAPER,aligned,1.0,6,322466,as_1876
export_uk,as_1877,PAINTERS' COLOURS and MATERIALS,"Pasteboard, Millboard, &c. (including Play-     ing Cards)",PAPER,aligned,1.0,8,57624,as_1876
export_uk,as_1877,PAINTERS' COLOURS and MATERIALS,"Unenumerated, and Articles of Paper (except Papier Mâché)",PAPER,aligned,1.0,17,477920,as_1876
export_uk,as_1878,ANIMALS,Horses,"ANIMALS, LIVING",aligned,1.0,1,210,as_1880
export_uk,as_1878,ANIMALS,Sheep and Lambs,"ANIMALS, LIVING",aligned,1.0,1,72,as_1880
export_uk,as_1878,ANIMALS,Swine,"ANIMALS, LIVING",aligned,1.0,1,50,as_1880
export_uk,as_1878,ANIMALS,Unenumerated,"ANIMALS, LIVING",trailing,0.0,1,8351,as_1880
export_uk,as_1878,ARMS AND AMMUNITION,"Swords, Cutlasses, Matchets, Bayonets, Gun- barrels, Gun-locks, and Cannon and Mor- tars, of iron, not mounted nor accompanied with Carriages","ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,1,3777,as_1880
export_uk,as_1878,ARMS AND AMMUNITION,"Cannon and Mortars of brass, not mounted nor accompanied with Carriages","ARMS, AMMUNITION, and MILITARY STORES",interpolated,0.0,1,88,as_1880
export_uk,as_1878,ARMS AND AMMUNITION,"Cannon and Mortars, mounted or accom- panied with Carriages","ARMS, AMMUNITION, and MILITARY STORES",interpolated,0.0,1,270,as_1880
export_uk,as_1878,ARMS AND AMMUNITION,"Muskets, Rifles, Carbines, Fowling-pieces, or Guns of any other Sort, not enumerated, and Pistols","ARMS, AMMUNITION, and MILITARY STORES",aligned,1.0,12,71362,as_1880
export_uk,as_1880,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,"CARRIAGES, &c.",aligned,1.0,11,148075,as_1884
export_uk,as_1880,"CARRIAGES, CARTS, &c.","Railway Waggons, Trucks, &c. (not of Iron) for Ballast, Minerals, or Merchandize","CARRIAGES, &c.",aligned,0.83,12,421476,as_1884
export_uk,as_1880,MACHINERY and MILLS WORK,"Steam Engines or Parts of Steam Engines, Locomotive","MACHINERY AND MILL WORK, OR PARTS THEREOF",aligned,0.67,21,1253149,as_1884
export_uk,as_1880,MACHINERY and MILLS WORK,"Steam Engines or Parts of Steam Engines, other Descriptions","MACHINERY AND MILL WORK, OR PARTS THEREOF",aligned,1.0,28,3804845,as_1884
export_uk,as_1880,MACHINERY and MILLS WORK,Not being Steam Engines ; Agricultural,"MACHINERY AND MILL WORK, OR PARTS THEREOF",trailing,0.0,16,1359406,as_1884
export_uk,as_1880,MACHINERY and MILLS WORK,Not being Steam-Engines; other Descriptions,"MACHINERY AND MILL WORK, OR PARTS THEREOF",trailing,0.0,39,11558978,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials",Flannels,WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,11,0,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials","Carpets, not being Rugs",WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,24,0,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials",Shawls,WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,12,0,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials","Rugs, Coverlets, or Wrappers",WOOLLEN and WORSTED MANUFACTURES,aligned,1.0,11,0,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials",Hoisery,WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,2,23896,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials","YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",WOOLLEN and WORSTED MANUFACTURES,interpolated,0.0,1,0,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials",ZINC or SPEKTER,ZINC or SPELTER,interpolated,0.0,1,0,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials","Crude, in Cakes",ZINC or SPELTER,aligned,1.0,4,181819,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials",Manufactures of,ZINC or SPELTER,aligned,1.0,2,40773,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials",Unmanufactured,ZINC or SPELTER,interpolated,0.0,2,990493,as_1884
export_uk,as_1880,"Worsted Stuffs, of Wool mixed with other Materials",Manufactured,ZINC or SPELTER,aligned,1.0,2,4965089,as_1884
export_uk,as_1881,"CARRIAGES, &c.",Railway Carriages for Passengers,"CARRIAGES, CARTS, &c.",aligned,1.0,9,140152,as_1880
export_uk,as_1881,"CARRIAGES, &c.","Railway Waggons, Trucks, &c. (not of Iron) for Ballast, Minerals, or Merchandize","CARRIAGES, CARTS, &c.",aligned,1.0,10,314424,as_1880
export_uk,as_1881,IMPLEMENTS and TOOLS,"Old, for Re-manufacture",IRON,aligned,1.0,7,976094,as_1880
export_uk,as_1881,IMPLEMENTS and TOOLS,Pig,IRON,aligned,1.0,5,1709661,as_1880
export_uk,as_1882,MACHINERY and MILL WORK,Not being Steam Engines: Agricultural,"MACHINERY AND MILL WORK, OR PARTS THEREOF",aligned,1.0,14,1666188,as_1884
export_uk,as_1882,MACHINERY and MILL WORK,Not being Steam Engines: Sewing Machines,"MACHINERY AND MILL WORK, OR PARTS THEREOF",aligned,1.0,15,973134,as_1884
export_uk,as_1883,MACHINERY and MILL WORK,Not being Steam Engines: Agricultural,"MACHINERY AND MILL WORK, OR PARTS THEREOF",aligned,1.0,15,1729434,as_1884
export_uk,as_1883,MACHINERY and MILL WORK,Not being Steam Engines: Sewing Machines,"MACHINERY AND MILL WORK, OR PARTS THEREOF",aligned,1.0,12,821201,as_1884
export_uk,as_1884,JUTE MANUFACTURES,Ore,LEAD,aligned,1.0,3,9884,as_1888
export_uk,as_1884,JUTE MANUFACTURES,Pig,LEAD,aligned,1.0,13,398720,as_1888
export_uk,as_1884,JUTE MANUFACTURES,"Rolled, Sheet, Piping and Tubing",LEAD,aligned,1.0,9,445336,as_1888
export_uk,as_1885,MACHINERY and MILL WORK,Not being Steam Engines: Agricultural,"MACHINERY AND MILL WORK, OR PARTS THEREOF",aligned,1.0,20,1701729,as_1884
export_uk,as_1885,MACHINERY and MILL WORK,Not being Steam Engines: Sewing Machines,"MACHINERY AND MILL WORK, OR PARTS THEREOF",aligned,1.0,16,1146636,as_1884
export_uk,as_1886,CORN and GRAIN,Wheat Flour,MEAL and FLOUR,aligned,1.0,9,184758,as_1888
export_uk,as_1886,CORN and GRAIN,Oatmeal,MEAL and FLOUR,aligned,1.0,10,63396,as_1888
export_uk,as_1886,HOPS,Bar,IRON,aligned,1.0,38,3532557,as_1888
export_uk,as_1886,HOPS,"Angle, Bolt and Rod",IRON,aligned,1.0,20,586656,as_1888
export_uk,as_1886,HOPS,Railroad—Rails and Tie Rods,IRON,aligned,1.0,38,7466199,as_1888
export_uk,as_1888,IRON,"Steel, Bar, of all kinds",IRON AND STEEL,aligned,1.0,18,2504040,as_1892
export_uk,as_1888,IRON,Steel Sheets,IRON AND STEEL,aligned,1.0,20,1256898,as_1892
export_uk,as_1888,IRON,"Manufactures of Steel, or of Steel   and Iron combined",IRON AND STEEL,aligned,1.0,19,616952,as_1892
export_uk,as_1888,IRON,"Manufactures of Steel, or of Steel and Iron combined",IRON AND STEEL,interpolated,0.0,14,1099606,as_1892
export_uk,as_1888,IRON,Piece Goods,JUTE MANUFACTURES,aligned,1.0,33,6242064,as_1892
export_uk,as_1888,IRON,Unenumerated,JUTE MANUFACTURES,trailing,0.0,3,59078,as_1892
export_uk,as_1888,Worsted Yarn (Combed),"Coatings, Duffels, &c., all Wool",WOOLLEN AND WORSTED MANUFACTURES,aligned,1.0,44,10423368,as_1892
export_uk,as_1888,Worsted Yarn (Combed),"Coatings, Duffels, &c., of Wool mixed with other Materials",WOOLLEN AND WORSTED MANUFACTURES,aligned,1.0,17,2038615,as_1892
export_uk,as_1889,"COAL, CINDERS, &c.",Coal and Culm,"COALS, CINDERS, &c.",aligned,1.0,66,43236939,as_1888
export_uk,as_1889,"COAL, CINDERS, &c.","Fuel, Manufactured","COALS, CINDERS, &C.",aligned,1.0,52,4586978,as_1888
export_uk,as_1889,"COAL, CINDERS, &c.","COCOA or CHOCOLATE, manufactured in the United Kingdom Cont)","COALS, CINDERS, &C.",trailing,0.0,9,375691,as_1888
export_uk,as_1890,"COAL, CINDERS, &c.",Coke and Cinders,"COALS, CINDERS, &C.",aligned,1.0,21,2271876,as_1892
export_uk,as_1890,"COAL, CINDERS, &c.","Fuel, Manufactured","COALS, CINDERS, &C.",aligned,1.0,20,1382877,as_1892
export_uk,as_1890,IRON,"Steel, Bar, of all kinds",IRON AND STEEL,aligned,1.0,19,2864636,as_1892
export_uk,as_1890,IRON,Steel Sheets,IRON AND STEEL,aligned,1.0,21,2181566,as_1892
export_uk,as_1890,IRON,"Manufactures of Steel, or of Steel   and Iron combined",IRON AND STEEL,aligned,1.0,34,2315246,as_1892
export_uk,as_1890,"SPIRITS, British and Irish",British and Irish : Methylated,SPIRITS,aligned,1.0,2,594,as_1892
export_uk,as_1890,"SPIRITS, British and Irish",Foreign : Methylated in the United Kingdom,SPIRITS,aligned,1.0,3,1406,as_1892
export_uk,as_1890,ZINC or SPELTER,Crude in Cakes,ZINC'd),aligned,1.0,12,383667,as_1892
export_uk,as_1890,ZINC or SPELTER,Manufactures of,ZINC'd),aligned,1.0,7,92063,as_1892
export_uk,as_1891,STORES,"Shot of Iron, including Shells","ARMS, AMMUNITION, AND MILITARY STORES",aligned,1.0,13,123804,as_1892
export_uk,as_1891,STORES,Gunpowder,"ARMS, AMMUNITION, AND MILITARY STORES",aligned,1.0,12,194604,as_1892
export_uk,as_1891,"COAL, CINDERS, &c.",Coke and Cinders,"COALS, CINDERS, &C.",aligned,1.0,27,2277618,as_1892
export_uk,as_1891,"COAL, CINDERS, &c.","Fuel, Manufactured","COALS, CINDERS, &C.",aligned,1.0,21,1499688,as_1892
export_uk,as_1891,LINEN MANUFACTURES'd),"Plain, Unbleached or Bleached'd)",LINEN MANUFACTURES,aligned,1.0,31,9336231,as_1892
export_uk,as_1891,LINEN MANUFACTURES'd),"Checked, Printed, or Dyed, and Damasks and Diapers",LINEN MANUFACTURES,aligned,1.0,23,903837,as_1892
export_uk,as_1891,WOOL'd),"Sheep and Lambs' (British, raw or Undressed'd)",WOOL,aligned,1.0,8,1738672,as_1892
export_uk,as_1891,WOOL'd),Flocks and Ragwool,WOOL,aligned,1.0,15,1061103,as_1892
export_uk,as_1891,WOOL'd),Noils,WOOL,aligned,1.0,12,2049111,as_1892
export_uk,as_1891,WOOL'd),Waste,WOOL,aligned,1.0,12,332642,as_1892
export_uk,as_1892,Wool'd),Sheep or Lambs',WOOL,aligned,1.0,41,80517955,as_1896
export_uk,as_1892,Wool'd),"Other Kinds, and Flocks",WOOL,aligned,1.0,9,313094,as_1896
export_uk,as_1892,WOOLLEN MANUFACTURES,Of Goats' Wool or Hair,WOOLLEN AND WORSTED MANUFACTURES,aligned,1.0,8,386538,as_1896
export_uk,as_1892,WOOLLEN MANUFACTURES,Cloths,WOOLLEN AND WORSTED MANUFACTURES,interpolated,0.0,8,1110670,as_1896
export_uk,as_1892,WOOLLEN MANUFACTURES,Stuffs,WOOLLEN AND WORSTED MANUFACTURES,aligned,1.0,8,18138154,as_1896
export_uk,as_1892,WOOLLEN MANUFACTURES,Unenumerated,WOOLLEN AND WORSTED MANUFACTURES,trailing,0.0,16,10559018,as_1896
export_uk,as_1892,ZINC,Ore of,ZINC or SPELTER,aligned,1.0,18,505224,as_1896
export_uk,as_1892,ZINC,"Crude, in Cakes",ZINC or SPELTER,aligned,1.0,10,2190040,as_1896
export_uk,as_1892,ZINC'd),"Crude, in Cakes'd)",ZINC or SPELTER,aligned,1.0,4,1116733,as_1896
export_uk,as_1892,ZINC'd),Manufactures,ZINC or SPELTER,aligned,1.0,8,1388781,as_1896
export_uk,as_1892,ZINC'd),Unmanufactured,ZINC or SPELTER,aligned,1.0,32,3832230,as_1896
export_uk,as_1892,ZINC'd),Manufactured,ZINC or SPELTER,aligned,1.0,30,20781870,as_1896
export_uk,as_1892,ZINC'd),ARTICLES Imported by PARCEL Post,ZINC or SPELTER,aligned,0.75,27,1605729,as_1896
export_uk,as_1892,SILK MANUFACTURES'd),Broad Stuffs of Silk or Satin'd),SILK MANUFACTURES,aligned,1.0,46,2252364,as_1896
