flow,volume,year,group,article,seq_from,seq_to,to_group,to_article,to_unit,rows,value,canada,primary,method,reference,from_block
export_uk,as_1899,1899,"ANIMALS, Living",Swine,1085,1278,"ANIMALS, Living",Unenumerated,Number,40,44041,774,1,gapx4,as_1892,"ANIMALS, Living/Swine"
export_uk,as_1899,1899,"ARMS, AMMUNITION, &c.",West Africa,3532,3577,"ARMS, AMMUNITION, and MILITARY STORES",Revolvers,Number,10,4199,0,1,gapx3,as_1892,"ARMS, AMMUNITION, AND MILITARY STORES/Muskets, Rifles, and Fowling-pieces"
export_uk,as_1899,1899,BLEACHING MATERIALS,,5618,5851,"Books, Printed",,Cwts,48,545100,0,1,gapx3,as_1896,BLEACHING MATERIALS/
export_uk,as_1899,1899,BLEACHING MATERIALS,West Africa,5856,5891,"Books, Printed",,Cwts,8,160349,0,1,gapx3,as_1896,BLEACHING MATERIALS/
export_uk,as_1899,1899,BLEACHING MATERIALS,East Africa,5896,6043,"Books, Printed",,Cwts,31,736617,69742,1,gapx3,as_1896,BLEACHING MATERIALS/
export_uk,as_1899,1899,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",8246,8544,"CARRIAGES, &c.","Railway Waggons, Trucks, &c. (not of Iron), and parts thereof, for Ballast, Minerals, or Mer- chandise",Railway Waggons,64,1209513,8733,1,gapx3,as_1896,"CARRIAGES, &c./Railway Carriages for Passengers, and parts thereof"
export_uk,as_1899,1899,"COAL, CINDERS, &c.",East Africa,11560,11859,"COAL, CINDERS, &c.",Coal and Cinders,,61,728765,150,1,gapx2,as_1896,"COAL, CINDERS, &c./Coal and Culm"
export_uk,as_1899,1899,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work",West Africa,23895,24033,"HARDWARES AND CUTLERY, Un- enumerated",,,29,48172,0,1,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work/"
export_uk,as_1899,1899,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work",Dutch Possessions in Indian Seas,24038,24183,"HARDWARES AND CUTLERY, Un- enumerated",,,30,247908,0,1,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work/"
export_uk,as_1899,1899,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work",West Africa,24188,24218,"HARDWARES AND CUTLERY, Un- enumerated",,,7,145113,0,1,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work/"
export_uk,as_1899,1899,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work",East Africa,24223,24363,"HARDWARES AND CUTLERY, Un- enumerated",,,29,473182,26338,1,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work/"
export_uk,as_1899,1899,HATS,West Africa,24721,25011,HATS,Straw,,59,311889,33113,1,gapx3,as_1896,HATS/Felt
export_uk,as_1899,1899,HATS,West Africa,25016,25140,HATS,Unenumerated,,25,21736,638,1,gapx3,as_1896,HATS/Felt
export_uk,as_1899,1899,IMPLEMENTS AND TOOLS,East Africa,26127,26297,INSTRUMENTS AND APPARATUS,,,35,222261,0,1,gapx3,as_1896,IMPLEMENTS AND TOOLS/
export_uk,as_1899,1899,IMPLEMENTS AND TOOLS,West Africa,26302,26327,INSTRUMENTS AND APPARATUS,,,6,36055,0,1,gapx3,as_1896,IMPLEMENTS AND TOOLS/
export_uk,as_1899,1899,IMPLEMENTS AND TOOLS,East Africa,26332,26462,INSTRUMENTS AND APPARATUS,,,27,132123,7762,1,gapx3,as_1896,IMPLEMENTS AND TOOLS/
export_uk,as_1899,1899,IMPLEMENTS AND TOOLS,"Wire of Iron and Steel (except Telegraphic Wire), and Manufactures thereof",28359,28679,IRON,Sheets and Boiler Plates,Tons,65,727687,96423,1,gapx3,as_1896,"Iron/Wire of Iron and Steel (except Telegraphic Wire), and Manufactures thereof"
export_uk,as_1899,1899,IMPLEMENTS AND TOOLS,"ii. Iron, Tin Plates and Sheets",29660,29944,IRON,"Anchors, Grapnels, Chains and Cables",Tons,58,407934,16230,1,gapx4,as_1896,"Iron/ii. Iron, Tin Plates and Sheets"
export_uk,as_1899,1899,IMPLEMENTS AND TOOLS,East Africa,31489,31540,IRON,"Steel, cast in Ingots",Tons,11,128626,32517,1,gap,as_1880,"Iron/Iron, Wrought and Manufactures thereof, Unenumerated"
export_uk,as_1899,1899,LEAD,"Wrought, Other Articles, Unenumerated",33838,33963,LINEN YARN,,Leather Articles,26,908188,4302,1,gapx4,as_1896,"LEATHER/Wrought, Other Articles, Unenumerated"
export_uk,as_1899,1899,LEAD,"Piece Goods, Plain, Unbleached     or Bleached",34278,34423,LINEN MANUFACTURES,"Checked, Printed, or Dyed and Damasks and Diapers",Yards,30,226720,14504,1,gapx2,as_1896,"LINEN MANUFACTURES/Piece Goods, Plain, Unbleached     or Bleached"
export_uk,as_1899,1899,LEAD,Sewing Machines,36101,36268,"MACHINERY and MILL WORK, or parts thereof",Mining,,34,685425,0,1,gapx2,as_1896,"MACHINERY and MILL WORK, or parts thereof/Sewing Machines"
export_uk,as_1899,1899,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of   Paper (except Papier Maché)",40155,40287,"PERFUMERY, of all Sorts",,Cwts,27,67803,1387,1,gapx4,as_1896,"PAPER/Unenumerated, and Articles of   Paper (except Papier Maché)"
export_uk,as_1899,1899,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of   Paper (except Papier Maché)",40292,40489,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Pickles,40,451826,0,1,gapx4,as_1896,"PAPER/Unenumerated, and Articles of   Paper (except Papier Maché)"
export_uk,as_1899,1899,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",West Africa,40494,40591,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Pickles,20,641651,89013,1,gapx4,as_1896,"PAPER/Unenumerated, and Articles of   Paper (except Papier Maché)"
export_uk,as_1899,1899,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",West Africa,40596,40666,PICTURES,,Pickles,15,281924,10806,1,gapx4,as_1896,"PAPER/Unenumerated, and Articles of   Paper (except Papier Maché)"
export_uk,as_1899,1899,"SILK MANUFACTURES, WHOLLY OF SILK",Lace,42460,42497,SILK MANUFACTURES,Unenumerated,,8,25445,0,1,gapx4,as_1888,SILK MANUFACTURES/Lace
export_uk,as_1899,1899,SKINS AND FURS,"British, Unenumerated",42839,42884,SKINS and FURS,"Foreign, Dressed in the United Kingdom",Skins and Furs,10,422982,27116,1,gap,as_1888,"SKINS AND FURS/British, Unenumerated"
export_uk,as_1899,1899,SKINS AND FURS,"British, Unenumerated",42889,42939,SOAP,,Skins and Furs,11,139046,0,1,gap,as_1888,"SKINS AND FURS/British, Unenumerated"
export_uk,as_1899,1899,SKINS AND FURS,Dutch Possessions in Indian Seas,42944,43034,SOAP,,Skins and Furs,19,238223,0,1,gap,as_1888,"SKINS AND FURS/British, Unenumerated"
export_uk,as_1899,1899,SKINS AND FURS,West Africa,43039,43180,SOAP,,Skins and Furs,29,570140,58727,1,gap,as_1888,"SKINS AND FURS/British, Unenumerated"
export_uk,as_1899,1899,"TELEGRAPHIC WIRES, AND APPARATUS",,44556,44716,"TIN, Unwrought",,Telegraphic Wires and Appa,33,579419,27751,1,gap+shapex5,as_1896,"TELEGRAPHIC WIRES, AND APPARATUS/"
export_uk,as_1899,1899,"TOBACCO AND SNUFF, MANUFACTURED IN THE UNITED KINGDOM",Other Kinds of Manufactured Tobacco,45063,45204,UMBRELLAS and PARASOLS,,Lbs,28,324758,0,1,gapx3,as_1896,"TOBACCO AND SNUFF, MANUFACTURED IN THE UNITED KINGDOM/Other Kinds of Manufactured Tobacco"
export_uk,as_1899,1899,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",46724,46993,WOOLLEN AND WORSTED MANUFACTURES,"Heavy, Broad, mixed with other materials",Yards,55,1331775,114615,1,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1899,1899,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",46998,47143,WOOLLEN AND WORSTED MANUFACTURES,"Heavy, Narrow, all Wool",Yards,30,80980,7470,1,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1899,1899,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",47148,47208,WOOLLEN AND WORSTED MANUFACTURES,"Heavy, Narrow, mixed with other materials",Yards,13,38132,3352,1,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1899,1899,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",47213,47506,WOOLLEN AND WORSTED MANUFACTURES,"Light, Broad, all Wool",Yards,60,667714,29534,1,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1899,1899,WOOD AND TIMBER,"Woollen Tissues, Light, Broad, mixed with other Materials",47795,47996,WOOLLEN AND WORSTED MANUFACTURES,"Light, Narrow, all Wool",Yards,41,191550,13338,1,gapx3,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Light, Broad, mixed with other Materials"
export_uk,as_1899,1899,WOOD AND TIMBER,"Rugs, Coverlets, or Wrappers",50513,50670,WOOLLEN AND WORSTED MANUFACTURES,Hosiery,Number,32,763449,242268,1,gapx3,as_1896,"WOOLLEN AND WORSTED MANUFACTURES/Rugs, Coverlets, or Wrappers"
export_uk,as_1899,1899,WOOD AND TIMBER,"Rugs, Coverlets, or Wrappers",50675,50816,WOOLLEN AND WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",Number,29,143621,0,1,gapx3,as_1896,"WOOLLEN AND WORSTED MANUFACTURES/Rugs, Coverlets, or Wrappers"
export_uk,tn_1901,1900,"ANIMALS, Living","Bulls, Oxen, Cows, and Calves",872,1002,"ANIMALS, Living",Sheep and Lambs,Number,29,53106,3706,1,gapx5,as_1892,"ANIMALS, Living/Bulls, Oxen, Cows, and Calves"
export_uk,tn_1901,1900,BEER AND ALE,,4927,5092,BISCUIT AND BREAD,,Cwts,34,331774,0,1,gapx4,as_1896,BEER AND ALE/
export_uk,tn_1901,1900,BEER AND ALE,Dutch Possessions in Indian Seas,5097,5431,BISCUIT AND BREAD,,Cwts,69,343513,2113,1,gapx4,as_1896,BEER AND ALE/
export_uk,tn_1901,1900,BLEACHING MATERIALS,,5674,6098,"Books, Printed",,Cwts,86,1478783,78595,1,gapx3,as_1896,BLEACHING MATERIALS/
export_uk,tn_1901,1900,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work",,24388,24527,"HARDWARES AND CUTLERY, Un- enumerated",,Cwts,29,585438,0,1,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work/"
export_uk,tn_1901,1900,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work",Dutch Possessions in Indian Seas,24532,24857,"HARDWARES AND CUTLERY, Un- enumerated",,Cwts,66,912615,34350,1,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work/"
export_uk,tn_1901,1900,"INSTRUMENTS AND APPARATUS, SURGICAL, ANATOMICAL, AND SCIENTIFIC","Iron, Tin Plates and Sheets",30106,30390,IRON,"Anchors, Grapnels, Chains and Cables",Tons,58,489521,18582,1,gapx4,as_1896,"Iron/Iron, Tin Plates and Sheets"
export_uk,tn_1901,1900,LEAD,"Wrought, Other Articles, Un- enumerated",34490,34615,LINEN YARN,,Lbs,26,1003085,13104,1,gapx4,as_1896,"LEATHER/Wrought, Other Articles, Un- enumerated"
export_uk,tn_1901,1900,LINEN MANUFACTURES,"Piece Goods, Plain, Unbleached     or Bleached",34930,35075,LINEN MANUFACTURES,"Checked, Printed, or Dyed and Damasks and Diapers",Yards,30,180686,14364,1,gapx2,as_1896,"LINEN MANUFACTURES/Piece Goods, Plain, Unbleached     or Bleached"
export_uk,tn_1901,1900,LINEN MANUFACTURES,Other Descriptions : Sewing Machines,36508,36684,"MACHINERY and MILL WORK, or parts thereof",Mining,,37,549078,11099,1,gapx2,as_1896,"MACHINERY and MILL WORK, or parts thereof/Other Descriptions : Sewing Machines"
export_uk,tn_1901,1900,LINEN MANUFACTURES,"Not being Steam Engines, Tex- tile : Other Descriptions",37142,37242,MANURE,,Machinery of Other Descrip,21,1630369,0,1,gap+shapex2,as_1896,"MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines, Tex- tile : Other Descriptions"
export_uk,tn_1901,1900,"MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARA- TIONS",,38094,38327,"METALS, Unenumerated and Manufactures thereof",,,48,834078,22622,1,gap,as_1896,"MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARA- TIONS/"
export_uk,tn_1901,1900,"MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARA- TIONS",,38332,38352,"METHYLIC ALCOHOL, not purified so as to be potable",,,5,1583,0,1,gap,as_1896,"MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARA- TIONS/"
export_uk,tn_1901,1900,"MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARA- TIONS",,38357,38397,MICA and TALC,,,9,9270,141,1,gap,as_1896,"MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARA- TIONS/"
export_uk,tn_1901,1900,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",,40087,40337,PAPER,,,51,1122636,50164,1,gapx2,as_1892,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED/"
export_uk,tn_1901,1900,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of   Paper",40815,40981,"PERFUMERY, of all Sorts",,Cwts,34,112345,1706,1,gap~x4,as_1896,"PAPER/Unenumerated, and Articles of   Paper"
export_uk,tn_1901,1900,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of   Paper",40986,41314,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Pickles,66,752009,65536,1,gap~x4,as_1896,"PAPER/Unenumerated, and Articles of   Paper"
export_uk,tn_1901,1900,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of   Paper",41319,41389,PICTURES,,Number,15,267734,14331,1,gap~x4,as_1896,"PAPER/Unenumerated, and Articles of   Paper"
export_uk,tn_1901,1900,Gold,"PROVISIONS, Unenumerated—cont.",42227,42281,RAGS (except Woollen) and other Materials for making Paper,,Provisions,12,365438,10670,1,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont."
export_uk,tn_1901,1900,Gold,"PROVISIONS, Unenumerated—cont.",42286,42366,SADDLERY and HARNESS,,Provisions,17,47528,0,1,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont."
export_uk,tn_1901,1900,Gold,Dutch Possessions in Indian Seas,42371,42708,SADDLERY and HARNESS,,Provisions,68,422189,7934,1,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont."
export_uk,tn_1901,1900,Gold,Dutch Possessions in Indian Seas,42713,42917,SALT (Rock and White),,Provisions,42,440922,61930,1,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont."
export_uk,tn_1901,1900,Gold,Dutch Possessions in Indian Seas,42922,42957,"SALTPETRE, British Prepared",,Provisions,8,24096,0,1,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont."
export_uk,tn_1901,1900,Gold,Dutch Possessions in Indian Seas,42962,43047,"SEEDS, of all Sorts",,Provisions,18,339413,12570,1,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont."
export_uk,tn_1901,1900,"SILK MANUFACTURES, WHOLLY OF SILK",Lace,43564,43639,SILK MANUFACTURES,Unenumerated,,16,182881,3324,1,continuation,as_1888,SILK MANUFACTURES/Lace
export_uk,tn_1901,1900,"SILK MANUFACTURES, WHOLLY OF SILK",Lace,43644,43829,SILK MANUFACTURES,Broad Stuffs,,38,424203,48296,1,continuation,as_1888,SILK MANUFACTURES/Lace
export_uk,tn_1901,1900,"SILK MANUFACTURES, WHOLLY OF SILK",Lace,43834,43889,SILK MANUFACTURES,Other Kinds,,12,34992,4920,1,continuation,as_1888,SILK MANUFACTURES/Lace
export_uk,tn_1901,1900,"SILK MANUFACTURES, WHOLLY OF SILK",Lace,43894,43924,SKINS and FURS,,,7,365318,0,1,continuation,as_1888,SILK MANUFACTURES/Lace
export_uk,tn_1901,1900,"SILK MANUFACTURES, WHOLLY OF SILK",Lace,43929,43959,SKINS and FURS,"British, Unenumerated",,7,334912,0,1,continuation,as_1888,SILK MANUFACTURES/Lace
export_uk,tn_1901,1900,"SILK MANUFACTURES, WHOLLY OF SILK","Foreign, dressed in the United Kingdom",44034,44084,SOAP,,Number,11,133662,0,1,gapx3,as_1888,"SKINS and FURS/Foreign, dressed in the United Kingdom"
export_uk,tn_1901,1900,"SILK MANUFACTURES, WHOLLY OF SILK",Dutch Possessions in Indian Seas,44089,44325,SOAP,,Number,49,796418,34940,1,gapx3,as_1888,"SKINS and FURS/Foreign, dressed in the United Kingdom"
export_uk,tn_1901,1900,"STATIONERY, OTHER THAN PAPER","Grindstones, Millstones, and Other Sorts of Stone",45340,45361,Slates,,Tons,22,49837,0,1,gap~x2,as_1896,"STATIONERY, OTHER THAN PAPER/Grindstones, Millstones, and Other Sorts of Stone"
export_uk,tn_1901,1900,WOOLLEN AND WORSTED MANUFACTURES,Worsted Yarn (Combed or Carded),47770,47840,WOOLLEN AND WORSTED MANUFACTURES,"Yarn, Alpaca and Mohair",Lbs,15,1379040,800,1,gap,as_1892,WOOLLEN AND WORSTED MANUFACTURES/Worsted Yarn (Combed or Carded)
export_uk,tn_1901,1900,WOOLLEN AND WORSTED MANUFACTURES,Worsted Yarn (Combed or Carded),47845,47879,WOOLLEN AND WORSTED MANUFACTURES,"Yarn, Hair or Wool, not otherwise enumerated",Lbs,8,125406,0,1,gap,as_1892,WOOLLEN AND WORSTED MANUFACTURES/Worsted Yarn (Combed or Carded)
export_uk,tn_1901,1900,WOOLLEN AND WORSTED MANUFACTURES,"Woollen Tissues, Heavy, Broad, Mixed with other Materials",48474,48619,WOOLLEN AND WORSTED MANUFACTURES,"Heavy, Narrow, all Wool",Yards,30,87402,7877,1,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, Mixed with other Materials"
export_uk,tn_1901,1900,WOOLLEN AND WORSTED MANUFACTURES,"Woollen Tissues, Heavy, Broad, Mixed with other Materials",48624,48684,WOOLLEN AND WORSTED MANUFACTURES,"Heavy, Narrow, mixed with other materials",Yards,13,33951,1018,1,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, Mixed with other Materials"
export_uk,tn_1901,1900,WOOLLEN AND WORSTED MANUFACTURES,"Woollen Tissues, Heavy, Broad, Mixed with other Materials",48689,48982,WOOLLEN AND WORSTED MANUFACTURES,"Light, Broad, all Wool",Yards,60,812363,32351,1,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, Mixed with other Materials"
export_uk,tn_1901,1900,WOOLLEN AND WORSTED MANUFACTURES,"Worsted Stuffs, Dress Goods, Linings, Lastings, &c., all Wool",50657,50847,WOOLLEN AND WORSTED MANUFACTURES,Stuffs,Yards,39,2233625,0,1,continuationx2-1,as_1888,"WOOLLEN AND WORSTED MANUFACTURES/Worsted Stuffs, Dress Goods, Linings, Lastings, &c., all Wool"
reexport,as_1873,1873,TOBACCO,Other Sorts,1147,1150,TOYS,,Lbs,4,32884,0,1,gap+shapex5,as_1876,TOBACCO/Other Sorts
reexport,as_1873,1873,VINEGAR,,1172,1175,WATCHES,,Cwts,4,18710,0,1,gap,as_1880,VINEGAR/
reexport,as_1874,1874,Spirits,Cinnamon,1048,1055,SPONGE,,Lbs,8,117038,0,1,continuation~x2,as_1888,Spirits/Cinnamon
reexport,as_1877,1877,"SKINS, FURS, AND PELTS","Tanned, Tawed, or Dressed",1079,1084,"SKINS, FURS, AND PELTS",Seal,,6,57085,4050,1,continuationx2-1,as_1876,"SKINS, FURS, AND PELTS/Tanned, Tawed, or Dressed"
reexport,as_1878,1878,GLASS,"Window and German Sheet, including Shades and Cylinders",388,393,GLASS,Flint,Cwts,6,62402,4190,1,continuationx2,as_1880,"GLASS/Window and German Sheet, including Shades and Cylinders"
reexport,as_1878,1878,TOBACCO,,1175,1186,TOYS,,Lbs,12,114110,0,1,continuationx6,as_1880,TOBACCO/
reexport,as_1878,1878,WINE,Red,1253,1277,WINE,Total of all Kinds,Gallons,25,424581,9731,1,gapx2,as_1876,WINE/Red
reexport,as_1879,1879,"SKINS, FURS, AND PELTS","Tanned, Tawed, or Dressed",1062,1067,"SKINS, FURS, AND PELTS",Seal,No,6,124080,0,1,continuationx2-1,as_1880,"SKINS, FURS, AND PELTS/Tanned, Tawed, or Dressed"
reexport,as_1879,1879,WINE,Red,1363,1393,WINE,Total of all Kinds,,31,337105,6549,1,gapx2,as_1876,WINE/Red
reexport,as_1880,1880,WINE,Red,1350,1376,WINE,White,Gallons,27,392467,5125,1,continuationx2,as_1884,WINE/Red
reexport,as_1881,1881,WINE,Red,1463,1487,WINE,White,Gallons,25,385199,7832,1,continuationx2,as_1884,WINE/Red
reexport,as_1882,1882,HEMP,,679,685,"HIDES, Raw and Pieces thereof, viz.",Dry,Cwts,7,32903,0,1,continuation,as_1884,HEMP/
reexport,as_1882,1882,RAGS and other Materials used for making Paper,"WOOLLEN, applicable to other uses than Manure, torn up or not",1086,1114,RICE,,Cwts,29,1902589,21759,1,gap,as_1888,"RAGS and other Materials used for making Paper/WOOLLEN, applicable to other uses than Manure, torn up or not"
reexport,as_1882,1882,WINE,Red,1534,1558,WINE,White,Gallons,25,388620,6830,1,continuationx2,as_1884,WINE/Red
reexport,as_1883,1883,Drugs,Unenumerated,409,414,DYE STUFFS,Unenumerated,Cwts,6,127148,0,1,continuationx2,as_1880,Drugs/Unenumerated
reexport,as_1884,1884,CANDLES OF ALL SORTS,,106,114,CAOUTCHouc,,Cwts,9,1155487,0,1,continuationx2,as_1892,CANDLES OF ALL SORTS/
reexport,as_1884,1884,LEATHER,Dressed,833,836,LEATHER,"Varnished, Japanned or Enamelled",Lbs,4,14331,0,1,gap,as_1896,LEATHER/Dressed
reexport,as_1885,1885,LEATHER,,1108,1121,LEATHER MANUFACTURES,Boots and Shoes,Lbs,14,205195,0,1,continuationx4,as_1884,LEATHER/
reexport,as_1886,1886,"SPIRITS, not Sweetened","Liqueurs, Cordials, &c., Not Tested",1818,1823,SPIRITS,,,6,26481,0,1,gap,as_1888,"SPIRITS, not Sweetened/Liqueurs, Cordials, &c., Not Tested"
reexport,as_1889,1889,"SPIRITS, not Sweetened",Brandy,1904,1917,"SPIRITS, not Sweetened",Rum,Proof Gallons,14,260376,51585,1,gap,as_1888,"SPIRITS, not Sweetened/Brandy"
reexport,as_1890,1890,"MEAT, Unenumerated",Preserved otherwise than by Salting : Other Sorts,1232,1237,"MEAT, Unenumerated",Other Sorts,Cwts,6,15524,0,1,gap,as_1896,"MEAT, Unenumerated/Preserved otherwise than by Salting : Other Sorts"
reexport,as_1892,1892,FEATHERS AND DOWN,For Beds,721,732,FEATHERS,,Cwts,12,447332,16694,1,gapx3,as_1896,FEATHERS AND DOWN/For Beds
reexport,as_1892,1892,SILK,Raw,1891,1896,SILK,"Thrown, Dyed or not Dyed",Lbs,6,22845,0,1,gapx4,as_1896,SILK/Raw
reexport,as_1893,1893,DYE WOODS,Logwood,650,655,DYE WOODS,Unenumerated,Tons,6,12518,0,1,gapx4,as_1892,DYE WOODS/Logwood
reexport,as_1893,1893,LEAD,Ore of,1241,1251,LEAD,Pig or Sheet,Tons,11,192377,0,1,gapx3-1,as_1892,LEAD/Ore of
reexport,as_1894,1894,FEATHERS AND DOWN,For Beds,671,679,FEATHERS,,Cwts,9,444189,0,1,gapx5,as_1896,FEATHERS AND DOWN/For Beds
reexport,as_1894,1894,"MEAT, Unenumerated",Preserved otherwise than by Salting : Beef,1353,1363,"MEAT, Unenumerated",Other Sorts,Cwts,11,34815,0,1,gap,as_1896,"MEAT, Unenumerated/Preserved otherwise than by Salting : Beef"
reexport,as_1894,1894,SILK,Raw,1825,1830,SILK,"Thrown, Dyed or not Dyed",Lbs,6,21812,0,1,gapx4,as_1896,SILK/Raw
reexport,as_1894,1894,SILK MANUFACTURES,,1873,1879,SILK MANUFACTURES,"Broad Stuffs, Silk or Satin",,7,62857,16119,1,gap,as_1880,SILK MANUFACTURES/
reexport,as_1897,1893,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",6107,6121,GOLD,,Cwts,4,10465,0,0,continuation,as_1888,"GLASS/Manufactures, unenumerated"
reexport,as_1897,1893,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",6126,6191,GUM,,Cwts,14,98269,0,0,continuation,as_1888,"GLASS/Manufactures, unenumerated"
reexport,as_1897,1893,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",6196,6246,GUM,"Lac, Seed, Shell, Stick, and Dye",Cwts,11,54234,375,0,continuation,as_1888,"GLASS/Manufactures, unenumerated"
reexport,as_1897,1893,LINEN,"Manufactures, including Manu- factures of Linen mixed with Cotton",9418,9505,LIQUORICE,,,19,40946,5315,0,continuation~x3,as_1888,"LINEN/Manufactures, including Manu- factures of Linen mixed with Cotton"
reexport,as_1897,1893,PAPER-MAKING MATERIALS,Pulp of Wood,12016,12047,PAPER-MAKING MATERIALS,Other Materials,Tons,6,93490,0,0,gap,as_1896,PAPER-MAKING MATERIALS/Pulp of Wood
reexport,as_1897,1893,TOYS,,16607,16623,VARNISH,,,5,210,0,0,gapx3,as_1896,TOYS/
reexport,as_1897,1893,TOYS,,16628,16648,"VEGETABLES, Raw, Unenumerated",,,5,3358,0,0,gapx3,as_1896,TOYS/
reexport,as_1897,1893,TOYS,East Africa,16653,16718,"VEGETABLES, Raw, Unenumerated",,,14,70911,183,0,gapx3,as_1896,TOYS/
reexport,as_1897,1893,WOOD and TIMBER,"For fancy purposes, including Berlin Wool and Zephyr Yarn : Unenumerated",18041,18073,WOOLLEN MANUFACTURES,,Lbs,8,2732,413,0,gap+shapex2,as_1892,"WOOLLEN YARN/For fancy purposes, including Berlin Wool and Zephyr Yarn : Unenumerated"
reexport,as_1897,1893,WOOD and TIMBER,"For fancy purposes, including Berlin Wool and Zephyr Yarn : Of Wool other than Goats', or of Wool mixed with Cotton: Cloths",18160,18325,WOOLLEN MANUFACTURES,Stuffs,Yards,34,739672,90401,0,gap+shapex2,as_1892,"WOOLLEN MANUFACTURES/For fancy purposes, including Berlin Wool and Zephyr Yarn : Of Wool other than Goats', or of Wool mixed with Cotton: Cloths"
reexport,as_1897,1894,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",6127,6192,GUM,,Cwts,14,81679,0,0,continuation+shapex3,as_1884,"GLASS/Manufactures, unenumerated"
reexport,as_1897,1894,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",6197,6247,GUM,"Lac, Seed, Shell, Stick, and Dye",Cwts,11,72543,545,0,continuation+shapex3,as_1884,"GLASS/Manufactures, unenumerated"
